Pool,Gene,nbPctgShift
P1-7,Actb,4.916062677919478
P1-7,Actl6a,4.486167192053273
P1-7,Actl6b,-6.426706729558475
P1-7,Aff1,-26.235036948842016
P1-7,Aff4,-2.754048809467883
P1-7,Arid1a,3.2017371753169264
P1-7,Arid1b,1.3474515244039582
P1-7,Arid2,-0.9287776874892146
P1-7,Ash1l,3.653065289454819
P1-7,Ash2l,-3.6410962045327935
P1-7,Asxl1,-10.957009696553975
P1-7,Asxl2,-3.7231642214353946
P1-7,Asxl3,2.256730207462366
P1-7,Atad2,1.8432112589294931
P1-7,Atad2b,2.356476970649865
P1-7,Atm,7.812216107384571
P1-7,Atr,1.6429076746468398
P1-7,Atrx,1.3166907967695565
P1-7,Aurkb,-6.297410764908349
P1-7,Baz1a,-1.7073149252186375
P1-7,Baz1b,-1.6673808417421192
P1-7,Baz2a,-0.10717897310738422
P1-7,Baz2b,-4.780949957553862
P1-7,Bcl6,-8.839793187128599
P1-7,Bmi1,0.3015862124787603
P1-7,Bop1,-5.040168775295779
P1-7,Bptf,-10.093757901293214
P1-7,Brd1,1.6021414936027938
P1-7,Brd2,0.8505106047024258
P1-7,Brd3,3.9647303495988004
P1-7,Brd4,20.026389395004585
P1-7,Brd7,0.15381012424122117
P1-7,Brd8,-1.061145682747517
P1-7,Brd9,-5.171467706506213
P1-7,Brdt,-0.035533832296614776
P1-7,Brpf1,-20.572447251692914
P1-7,Brpf3,-2.147932594444507
P1-7,Brwd1,-12.074396109502626
P1-7,Brwd3,5.791992650625758
P1-7,CD4,-6.703903206817095
P1-7,CDK9,17.21400422613154
P1-7,Carm1,-16.780826293269058
P1-7,Cbx1,-7.347616566092009
P1-7,Cbx2,-10.969693108500602
P1-7,Cbx3,-2.1564114728832613
P1-7,Cbx4,5.134914805570279
P1-7,Cbx5,-10.908249185620885
P1-7,Cbx6,17.994571526810436
P1-7,Cbx7,4.787639002923866
P1-7,Cbx8,-17.840372156520644
P1-7,Ccnt1,6.727499591673864
P1-7,Cd14,8.736290094790593
P1-7,Cd19,-3.7694961496287056
P1-7,Cd4,0.40625283713782867
P1-7,Cecr2,-18.119571604743353
P1-7,Chaf1a,-2.867861614769045
P1-7,Chaf1b,12.578276179387162
P1-7,Chd1,-2.1237931991077463
P1-7,Chd1l,16.21428501812862
P1-7,Chd2,-3.8202452743245177
P1-7,Chd3,10.093535331681446
P1-7,Chd4,11.027840890353813
P1-7,Chd5,-5.518516054860504
P1-7,Chd6,7.066025257015474
P1-7,Chd7,-6.364820090075404
P1-7,Chd8,-7.8963940765371685
P1-7,Chd9,3.8371102424156227
P1-7,Clock,1.0150482934539944
P1-7,Crebbp,10.621050827259992
P1-7,Ctsl,4.97647157260964
P1-7,Cxxc1,14.68981427045271
P1-7,Dmap1,4.218745210289621
P1-7,Dnmt1,-7.866070952349603
P1-7,Dnmt3a,4.406525470936254
P1-7,Dnmt3b,-5.816929905934865
P1-7,Dnmt3l,9.088225546023606
P1-7,Dot1l,12.975134106295936
P1-7,Dpy30,11.65831944460939
P1-7,Dub2a,-2.5676309734041265
P1-7,Eaf1,6.824294630577437
P1-7,Eed,2.3260959645278536
P1-7,Ehmt1,-11.548577867072991
P1-7,Ehmt2,2.0723165549725984
P1-7,Elp3,2.4823270572791074
P1-7,Elp4,-0.8721025744852918
P1-7,Ep300,24.67953076384667
P1-7,Ep400,10.05686156604304
P1-7,Epc1,2.498193342590002
P1-7,Epc2,1.8320456517051535
P1-7,Ercc5,13.036400983281855
P1-7,Ezh1,10.214821830541274
P1-7,Ezh2,13.90767576585343
P1-7,Fbxl19,-1.138677195981147
P1-7,Fbxo17,-0.8399604909738697
P1-7,Fbxo44,3.6864245636635387
P1-7,Fbxw9,7.472949897796035
P1-7,Fkbp1a,11.809779929791382
P1-7,Fkbp2,24.068844444391292
P1-7,Fkbp5,-2.375866726781033
P1-7,Fosb,-5.6900518045972746
P1-7,Gadd45a,5.0397006914001565
P1-7,Gadd45b,8.46533642010683
P1-7,Gtf2b,0.26029838186425397
P1-7,Gtf2f1,2.8527517501298316
P1-7,Gtf2h1,4.828699617162113
P1-7,Gtf3c4,4.583864018789642
P1-7,H2afz,9.680405626602942
P1-7,Hat1,23.30195496940154
P1-7,Hcfc1,9.525428905903704
P1-7,Hdac1,-13.919696841164546
P1-7,Hdac10,-4.365164195432959
P1-7,Hdac11,7.372760483844921
P1-7,Hdac2,-5.048120809253497
P1-7,Hdac3,-1.4717635747382873
P1-7,Hdac4,12.82647987140977
P1-7,Hdac5,-0.24846419666822328
P1-7,Hdac6,1.3460703170013986
P1-7,Hdac7,7.2953749912803705
P1-7,Hdac8,1.438000372634093
P1-7,Hdac9,3.2410651635643397
P1-7,Hells,10.268055443842826
P1-7,Hes1,-5.172001378889147
P1-7,Hes6,1.8156801904392434
P1-7,Hira,5.146198752412544
P1-7,Hltf,3.599495525582443
P1-7,Id2,-2.8048139172107014
P1-7,Id3,6.177883941237053
P1-7,Ing2,-1.2014785280762794
P1-7,Ing3,-5.914607596662076
P1-7,Ing4,12.986576621328362
P1-7,Ing5,-2.2014260653692874
P1-7,Ino80,2.7019664537747587
P1-7,Iws1,-2.4116240820541273
P1-7,Jarid2,-8.521129696107133
P1-7,Jhdm1d,-13.174878562222485
P1-7,Jmjd1c,7.901168028371001
P1-7,Jmjd4,5.358521049734016
P1-7,Klf12,23.3935019080136
P1-7,Klf2,4.352980979503124
P1-7,Ms4a1,-9.817025621687428
P1-7,Nfatc3,6.222228029560539
P1-7,Runx3,1.6138952342595125
P1-7,Tbx21,5.783947291352921
P8-14,Bcl6,-1.0135571666321113
P8-14,CD4,4.608357260481496
P8-14,CDK9,15.581125126056078
P8-14,Ccnt1,7.22893147546976
P8-14,Cd14,10.71980853777367
P8-14,Cd19,2.8718256430410016
P8-14,Fosb,-1.0824640459041106
P8-14,Hes1,2.664911814924691
P8-14,Id2,11.805552239989122
P8-14,Id3,-1.6607526017471013
P8-14,Jmjd5,6.080050030950549
P8-14,Jmjd6,-3.259447225838744
P8-14,Jmjd8,-7.617886571175963
P8-14,Kat2a,0.4018042302736901
P8-14,Kat2b,-8.33446964665334
P8-14,Kat5,25.633953222406912
P8-14,Kdm1a,-3.5093550810129877
P8-14,Kdm1b,0.6314751724833334
P8-14,Kdm2a,0.7527034114816558
P8-14,Kdm2b,6.098610784814204
P8-14,Kdm3a,0.8147327425898414
P8-14,Kdm3b,1.9232057099413555
P8-14,Kdm4a,15.36704684455483
P8-14,Kdm4b,2.7532714542409735
P8-14,Kdm4c,5.880038505053273
P8-14,Kdm4d,-5.19855369566785
P8-14,Kdm5a,9.139211929085734
P8-14,Kdm5b,-6.5779121641427345
P8-14,Kdm5c,2.5543924898346244
P8-14,Kdm5d,-8.814416363499044
P8-14,Kdm6a,0.29323977334819884
P8-14,Kdm6b,13.332818478008255
P8-14,Klf12,25.474815022271486
P8-14,Klf2,7.790457934045642
P8-14,L3mbtl1,-2.108765203228554
P8-14,L3mbtl2,-3.641495209249694
P8-14,L3mbtl3,-8.674103847957083
P8-14,L3mbtl4,2.7268253867983265
P8-14,Mbd1,-2.291583562710194
P8-14,Mbd2,-2.659620925377086
P8-14,Mbd3,-8.24918740270714
P8-14,Mbd4,0.09657106541986771
P8-14,Mecom,14.885100912987662
P8-14,Mecp2,0.8252311147290761
P8-14,Men1,11.596944899080023
P8-14,Mll1,3.9645148551607683
P8-14,Mll2,12.102786373759473
P8-14,Mll3,-0.3588964714394815
P8-14,Mll5,-5.383363199357992
P8-14,Morf4l1,-6.8057461884027175
P8-14,Ms4a1,2.8549668192210476
P8-14,Msl3,19.1369492301858
P8-14,Mta1,3.4428188568420737
P8-14,Mta2,-3.5805425420459205
P8-14,Mta3,8.339440389616644
P8-14,Mtf2,1.6144898147438385
P8-14,Myst1,-1.0041577146141951
P8-14,Myst2,-7.040550002066786
P8-14,Myst3,-1.1954544334273014
P8-14,Myst4,19.58907423710369
P8-14,Nap1l1,8.187420549984578
P8-14,Nap1l2,4.399763878550961
P8-14,Nap1l3,5.505964989509803
P8-14,Ncoa1,0.7864887541219878
P8-14,Ncoa3,13.501552385033607
P8-14,Ncor1,-11.576328281369904
P8-14,Ncor2,-0.6252426773075239
P8-14,Nfatc3,-3.5511032897674966
P8-14,Nsd1,19.61156576615852
P8-14,Orc1,6.408935125866991
P8-14,Padi1,-7.502752469822948
P8-14,Padi2,-1.4061444865123163
P8-14,Padi3,23.10678245443439
P8-14,Padi4,2.6460703402446484
P8-14,Padi6,1.4349930358507947
P8-14,Paf1,3.6119534103731463
P8-14,Parp1,-3.8055160775872228
P8-14,Parp2,-0.6511684440842996
P8-14,Paxip1,-0.674109977591316
P8-14,Pbrm1,-3.1520761514081372
P8-14,Pcgf1,-0.520337900797478
P8-14,Pcgf2,-10.362375675562257
P8-14,Pcgf5,-6.326017562545784
P8-14,Pcgf6,3.877332755811475
P8-14,Pcmt1,2.763597902259425
P8-14,Phc1,-0.4711268360943721
P8-14,Phc2,2.9852587161520208
P8-14,Phc3,2.934038292831902
P8-14,Phf1,9.907022822437357
P8-14,Phf10,1.1037737439566973
P8-14,Phf17,-1.4686460933821337
P8-14,Phf19,-3.648462730171797
P8-14,Phf2,7.666916077999782
P8-14,Phf20,-1.5489309409644205
P8-14,Phf20l1,2.783901570502299
P8-14,Phf8,0.29481520281298995
P8-14,Phip,-0.23999337379064212
P8-14,Polr2b,10.48421975928297
P8-14,Ppargc1a,-1.336520579886196
P8-14,Prdm1,4.297907028638376
P8-14,Prdm10,0.36268166546028535
P8-14,Prdm11,8.161549081608136
P8-14,Prdm12,-7.800822800922672
P8-14,Prdm13,-10.05485612098189
P8-14,Prdm14,-9.655210894077296
P8-14,Prdm15,-0.31122064941342575
P8-14,Prdm16,-0.7383038200305805
P8-14,Prdm2,-4.317199955885278
P8-14,Prdm4,3.1511784960838245
P8-14,Prdm5,0.28975901775371327
P8-14,Prdm6,4.234527071962697
P8-14,Prdm8,2.1616572052669962
P8-14,Prdm9,2.100606287626719
P8-14,Prkaa1,3.8542278946390836
P8-14,Prkaa2,0.9893712716982144
P8-14,Prkcd,7.243684171524671
P8-14,Prmt1,5.543054698666703
P8-14,Prmt2,-11.278013457613346
P8-14,Prmt3,-0.7821101782129141
P8-14,Prmt5,1.601370004469174
P8-14,Prmt6,9.790949152870414
P8-14,Prmt7,-0.021875803630734936
P8-14,Prmt8,4.775282036740118
P8-14,Psip1,3.296742136308758
P8-14,Rbbp4,17.11006179670782
P8-14,Rbbp5,0.8923916095582367
P8-14,Rbbp7,-0.11869050292179395
P8-14,Ring1,7.131721737821891
P8-14,Rnf2,5.895734686669857
P8-14,Rnf20,-5.778377202320241
P8-14,Rnf217,-0.7891786250619841
P8-14,Rnf40,0.3007828835564039
P8-14,Runx3,-6.105869867484217
P8-14,Tbx21,9.46353108207913
P15-21,Bcl6,4.893089185709478
P15-21,CD4,1.1633392155513151
P15-21,CDK9,1.0585855857453055
P15-21,Ccnt1,4.47700089070096
P15-21,Cd14,-5.0014737758630545
P15-21,Cd19,-3.8394633940763803
P15-21,Fosb,17.418269657673264
P15-21,Hes1,-7.383450605442636
P15-21,Id2,-12.005650907236433
P15-21,Id3,7.457116820480524
P15-21,Klf12,-14.076122006670412
P15-21,Klf2,-1.5396532220825356
P15-21,Ms4a1,-0.8125364229569669
P15-21,Nfatc3,7.973077716004296
P15-21,Rpa3,14.935349557936377
P15-21,Runx3,-11.017420718327978
P15-21,Satb1,-2.8423069374809273
P15-21,Scmh1,-3.188438922928057
P15-21,Scml2,0.1863293945014437
P15-21,Scml4,4.523182220271029
P15-21,Setd1a,2.1897361087670077
P15-21,Setd2,4.279362736535411
P15-21,Setd3,-7.140340324926487
P15-21,Setd4,-3.856804943463054
P15-21,Setd5,-1.786339048003736
P15-21,Setd7,0.5385685992656519
P15-21,Setd8,-8.047627268114493
P15-21,Setdb1,-2.267649880752554
P15-21,Setdb2,-3.84266157798086
P15-21,Setmar,4.306525839139411
P15-21,Sfmbt1,4.986801430378279
P15-21,Sfmbt2,-6.178164403013213
P15-21,Sgk1,-2.6595777560065414
P15-21,Sin3a,-0.19375463255038916
P15-21,Sin3b,-1.4883576588548166
P15-21,Sirt1,-0.6428081648002326
P15-21,Sirt3,-8.047153603102823
P15-21,Sirt4,-1.8561491913152093
P15-21,Sirt5,4.517048362094295
P15-21,Sirt6,4.788362314766024
P15-21,Sirt7,12.082225264911264
P15-21,Smarca1,-2.995721097885294
P15-21,Smarca2,-12.334804880698178
P15-21,Smarca4,1.425493521273685
P15-21,Smarca5,-2.286342310198002
P15-21,Smarcc1,5.358327634833278
P15-21,Smarcc2,-11.490405950840705
P15-21,Smarcd1,2.9177143730816795
P15-21,Smarcd2,-5.7873722725706855
P15-21,Smarcd3,-0.684090657633643
P15-21,Smarce1,3.7855424590849616
P15-21,Smyd1,1.0787536521578147
P15-21,Smyd2,1.9217906089895038
P15-21,Smyd3,-7.786973869712292
P15-21,Smyd4,6.684327963667966
P15-21,Smyd5,-6.067267448532537
P15-21,Sp100,-8.745799376984492
P15-21,Sp110,-6.968320011278546
P15-21,Sp140,0.5875862103638578
P15-21,Ssrp1,-1.6285008027655348
P15-21,Supt16h,0.5599975156909718
P15-21,Suv39h1,11.200957136720248
P15-21,Suv39h2,1.267654253182684
P15-21,Suv420h1,-1.0978014508392988
P15-21,Suv420h2,-13.919795178540365
P15-21,Suz12,-5.230868782959201
P15-21,Taf1,-7.150946399928564
P15-21,Taf3,-5.694202795305363
P15-21,Tbx21,2.6321564688744346
P15-21,Tcea1,5.61412878092832
P15-21,Tdg,-11.31898517392818
P15-21,Tet1,-11.161281853788077
P15-21,Tet2,3.550817878566388
P15-21,Tet3,-3.4060013440077603
P15-21,Trim24,-9.132493665316497
P15-21,Trim28,-4.345598197940884
P15-21,Trim33,6.564183099132526
P15-21,Trim66,2.9382729213521777
P15-21,Ube2a,1.6075151322997172
P15-21,Ube2b,-2.1962192789914763
P15-21,Ube2e1,-9.05393020835911
P15-21,Ube2i,-11.27368457645252
P15-21,Uhrf1,-6.697065419789859
P15-21,Usp22,3.31268782197977
P15-21,Usp27x,-3.8410731536089138
P15-21,Usp51,-6.278852249004322
P15-21,Wbp7,-3.7727744052371843
P15-21,Wdr5,-1.857025744057637
P15-21,Wdr82,-0.9230005074862824
P15-21,Whsc1,-7.565559850778893
P15-21,Whsc1l1,2.0481646742574404
P15-21,Zmynd11,-11.754636477330857
P15-21,Zmynd8,0.8977946386094069
