GeneName,q3minusOther_nbPctg
Actb,-14.303252856285344
Actl6a,-12.86399666235695
Actl6b,-13.877914554355225
Aff1,-7.244295308670585
Aff4,2.1481913908430155
Arid1a,-7.108800961477897
Arid1b,6.456909236352863
Arid2,-9.137490868897011
Ash1l,-2.2508091729547717
Ash2l,-9.01074370011126
Asxl1,-19.438278618527402
Asxl2,-6.131419319425933
Asxl3,4.838590388920757
Atad2,1.8458587211484705
Atad2b,2.45998414380119
Atm,1.958264590429513
Atr,-0.7206693039898351
Atrx,-13.999991784350783
Aurkb,-15.036865140806903
Baz1a,7.949397194321137
Baz1b,-6.9243987146645924
Baz2a,-4.800160486297536
Baz2b,0.682607419043654
Bcl6,-19.37413772273898
Bmi1,-4.953209407372125
Bop1,-7.236455979015767
Bptf,-12.387049060313808
Brd1,-2.830970441797975
Brd2,3.0958885348879406
Brd3,4.744074607196118
Brd4,-11.496703007878383
Brd7,-2.522933981906105
Brd8,-0.6766679925384933
Brd9,-3.6919034448715684
Brdt,-3.677623457462054
Brpf1,-0.7942260895301612
Brpf3,-5.073466454458889
Brwd1,-11.448585238015824
Brwd3,-11.130615440230544
CD4,-14.860713342570715
CDK9,-2.732555683864517
Carm1,-15.433379865255837
Cbx1,1.3226570944205207
Cbx2,2.480174522710591
Cbx3,10.340833078983861
Cbx4,-5.893686561192036
Cbx5,-10.030839199355755
Cbx6,-16.01528422346096
Cbx7,-14.999687072654556
Cbx8,-4.989560215345489
Ccnt1,8.544761150997909
Cd14,-5.223053818571856
Cd19,1.2299427309972149
Cd4,-7.783573291509779
Cecr2,-15.72224465422697
Chaf1a,-9.699795007579343
Chaf1b,-5.308971334004944
Chd1,3.8750956409998842
Chd1l,-18.631831361076625
Chd2,-4.1638672299283375
Chd3,-9.032113760326682
Chd4,-16.004456109756354
Chd5,6.358494272041229
Chd6,-4.410048348938327
Chd7,6.292055400240163
Chd8,-3.289798516854839
Chd9,-2.6214239364929277
Clock,-4.360960433748576
Crebbp,-9.760631006899558
Ctsl,-3.0035252488369224
Cxxc1,5.405959906309164
Dmap1,4.123301402518377
Dnmt1,-6.336693997243373
Dnmt3a,-0.10824102625250909
Dnmt3b,-10.322174446841428
Dnmt3l,-13.782526401076863
Dot1l,3.9350402066516574
Dpy30,-7.709407533969682
Dub2a,-7.3901856420759025
Eaf1,-2.9835159657450183
Eed,-5.277450250401243
Ehmt1,-8.19413455001616
Ehmt2,-2.5089941143367627
Elp3,-4.184752956088431
Elp4,-1.0434721781804843
Ep300,-6.16671640566156
Ep400,11.017856114485578
Epc1,-15.019639490990201
Epc2,3.4259858673751515
Ercc5,1.4584501759548179
Ezh1,0.12593526615868456
Ezh2,-11.642964357239492
Fbxl19,3.1035058483691476
Fbxo17,-8.198977734213678
Fbxo44,-12.11514243659455
Fbxw9,-4.191060160468593
Fkbp1a,1.9322058438459682
Fkbp2,-12.750225983556412
Fkbp5,-1.6035419324447773
Fosb,-9.083106642272378
Gadd45a,-18.823025762659853
Gadd45b,-11.546160578955359
Gtf2b,-12.446939559336208
Gtf2f1,-5.846063449633977
Gtf2h1,-7.24934678170943
Gtf3c4,-13.50912378726889
H2afz,-11.705766440072615
Hat1,-1.9872132159820677
Hcfc1,-8.487928393998764
Hdac1,-4.508593237983851
Hdac10,2.7605219888117745
Hdac11,-1.8643991804991593
Hdac2,3.644481894331495
Hdac3,-4.1958107273387855
Hdac4,-9.901055021353553
Hdac5,-5.8882397970465306
Hdac6,-4.244407891651926
Hdac7,-9.698445391253268
Hdac8,6.579750618036083
Hdac9,-10.091813263055851
Hells,-7.42723872197542
Hes1,-20.535671925793114
Hes6,-9.499595737388614
Hira,-8.77530177184717
Hltf,2.5932467263588337
Id2,-1.6716385608920241
Id3,-7.923580095245711
Ing2,-17.075757758813417
Ing3,-2.820882627267823
Ing4,-9.188750034560638
Ing5,-1.9913602884215909
Ino80,-4.367701847508027
Iws1,-6.838614453651079
Jarid2,2.346538615210381
Jhdm1d,-6.875808410039202
Jmjd1c,-9.972659332933844
Jmjd4,-7.616977817988542
Klf12,-23.440298205810574
Klf2,0.3799116790937949
Ms4a1,6.767276154701179
Nfatc3,-7.273911402427763
Runx3,-6.18469306449868
Tbx21,-20.78135994587963
