Pool,Gene,nbPctgShift
P1-7,Actb,-14.303252856285344
P1-7,Actl6a,-12.86399666235695
P1-7,Actl6b,-13.877914554355225
P1-7,Aff1,-7.244295308670585
P1-7,Aff4,2.1481913908430155
P1-7,Arid1a,-7.108800961477897
P1-7,Arid1b,6.456909236352863
P1-7,Arid2,-9.137490868897011
P1-7,Ash1l,-2.2508091729547717
P1-7,Ash2l,-9.01074370011126
P1-7,Asxl1,-19.438278618527402
P1-7,Asxl2,-6.131419319425933
P1-7,Asxl3,4.838590388920757
P1-7,Atad2,1.8458587211484705
P1-7,Atad2b,2.45998414380119
P1-7,Atm,1.958264590429513
P1-7,Atr,-0.7206693039898351
P1-7,Atrx,-13.999991784350783
P1-7,Aurkb,-15.036865140806903
P1-7,Baz1a,7.949397194321137
P1-7,Baz1b,-6.9243987146645924
P1-7,Baz2a,-4.800160486297536
P1-7,Baz2b,0.682607419043654
P1-7,Bcl6,-19.37413772273898
P1-7,Bmi1,-4.953209407372125
P1-7,Bop1,-7.236455979015767
P1-7,Bptf,-12.387049060313808
P1-7,Brd1,-2.830970441797975
P1-7,Brd2,3.0958885348879406
P1-7,Brd3,4.744074607196118
P1-7,Brd4,-11.496703007878383
P1-7,Brd7,-2.522933981906105
P1-7,Brd8,-0.6766679925384933
P1-7,Brd9,-3.6919034448715684
P1-7,Brdt,-3.677623457462054
P1-7,Brpf1,-0.7942260895301612
P1-7,Brpf3,-5.073466454458889
P1-7,Brwd1,-11.448585238015824
P1-7,Brwd3,-11.130615440230544
P1-7,CD4,-14.860713342570715
P1-7,CDK9,-2.732555683864517
P1-7,Carm1,-15.433379865255837
P1-7,Cbx1,1.3226570944205207
P1-7,Cbx2,2.480174522710591
P1-7,Cbx3,10.340833078983861
P1-7,Cbx4,-5.893686561192036
P1-7,Cbx5,-10.030839199355755
P1-7,Cbx6,-16.01528422346096
P1-7,Cbx7,-14.999687072654556
P1-7,Cbx8,-4.989560215345489
P1-7,Ccnt1,8.544761150997909
P1-7,Cd14,-5.223053818571856
P1-7,Cd19,1.2299427309972149
P1-7,Cd4,-7.783573291509779
P1-7,Cecr2,-15.72224465422697
P1-7,Chaf1a,-9.699795007579343
P1-7,Chaf1b,-5.308971334004944
P1-7,Chd1,3.8750956409998842
P1-7,Chd1l,-18.631831361076625
P1-7,Chd2,-4.1638672299283375
P1-7,Chd3,-9.032113760326682
P1-7,Chd4,-16.004456109756354
P1-7,Chd5,6.358494272041229
P1-7,Chd6,-4.410048348938327
P1-7,Chd7,6.292055400240163
P1-7,Chd8,-3.289798516854839
P1-7,Chd9,-2.6214239364929277
P1-7,Clock,-4.360960433748576
P1-7,Crebbp,-9.760631006899558
P1-7,Ctsl,-3.0035252488369224
P1-7,Cxxc1,5.405959906309164
P1-7,Dmap1,4.123301402518377
P1-7,Dnmt1,-6.336693997243373
P1-7,Dnmt3a,-0.10824102625250909
P1-7,Dnmt3b,-10.322174446841428
P1-7,Dnmt3l,-13.782526401076863
P1-7,Dot1l,3.9350402066516574
P1-7,Dpy30,-7.709407533969682
P1-7,Dub2a,-7.3901856420759025
P1-7,Eaf1,-2.9835159657450183
P1-7,Eed,-5.277450250401243
P1-7,Ehmt1,-8.19413455001616
P1-7,Ehmt2,-2.5089941143367627
