Pool,Gene,nbPctgShift
P1-7,Actb,-11.997117462341347
P1-7,Actl6a,-6.996427717334335
P1-7,Actl6b,24.665705329583076
P1-7,Aff1,19.313052414500063
P1-7,Aff4,-0.6503241942423674
P1-7,Arid1a,13.255180456987187
P1-7,Arid1b,-10.976568879123283
P1-7,Arid2,20.057862441199525
P1-7,Ash1l,6.918694416984771
P1-7,Ash2l,-5.092659203301161
P1-7,Asxl1,10.633882021224348
P1-7,Asxl2,2.776221446247618
P1-7,Asxl3,6.558417370981009
P1-7,Atad2,10.341259774988105
P1-7,Atad2b,1.1898702836063144
P1-7,Atm,4.760385045133524
P1-7,Atr,7.041126182101388
P1-7,Atrx,1.4803578936683586
P1-7,Aurkb,1.8868236538255125
P1-7,Baz1a,-13.671912110807781
P1-7,Baz1b,-9.725762390254735
P1-7,Baz2a,1.6851960815778473
P1-7,Baz2b,-4.694469734759041
P1-7,Bcl6,13.825595418297132
P1-7,Bmi1,7.558540999043323
P1-7,Bop1,-14.002314727268764
P1-7,Bptf,10.774252699933472
P1-7,Brd1,-0.2676266047450113
P1-7,Brd2,-15.564766549760039
P1-7,Brd3,-4.4419662527394586
P1-7,Brd4,14.012480054023671
P1-7,Brd7,21.650328779208575
P1-7,Brd8,-4.432626981272001
P1-7,Brd9,-6.095213972551243
P1-7,Brdt,0.9784922009384
P1-7,Brpf1,-3.3214291900035846
P1-7,Brpf3,14.568670704099098
P1-7,Brwd1,1.3915661592956052
P1-7,Brwd3,-1.3210480774383389
P1-7,CD4,-3.7798441075598035
P1-7,CDK9,-4.087657714266616
P1-7,Carm1,2.1559569690308518
P1-7,Cbx1,0.06345171085774837
P1-7,Cbx2,-6.455717424097673
P1-7,Cbx3,-2.7421323015842014
P1-7,Cbx4,11.268505817664689
P1-7,Cbx5,1.8848785791063838
P1-7,Cbx6,25.61589229612585
P1-7,Cbx7,11.509647519820327
P1-7,Cbx8,-6.065715200225631
P1-7,Ccnt1,3.6705377876114937
P1-7,Cd14,-8.805753698173493
P1-7,Cd19,-3.767650845912995
P1-7,Cd4,5.984765875283623
P1-7,Cecr2,-12.947873521381469
P1-7,Chaf1a,-0.599729040620296
P1-7,Chaf1b,21.0004363547898
P1-7,Chd1,1.7934856340368004
P1-7,Chd1l,3.4143774092861108
P1-7,Chd2,-5.126812154168197
P1-7,Chd3,6.7913943186430075
P1-7,Chd4,6.5534320379621125
P1-7,Chd5,-6.832436720596895
P1-7,Chd6,10.639860707521835
P1-7,Chd7,-26.789893139738194
P1-7,Chd8,1.3950915217625823
P1-7,Chd9,11.825005062342495
P1-7,Clock,3.1805480616696222
P1-7,Crebbp,-10.40071754281238
P1-7,Ctsl,-4.426839845213177
P1-7,Cxxc1,5.165286278274218
P1-7,Dmap1,-4.239167896411113
P1-7,Dnmt1,10.799556925139997
P1-7,Dnmt3a,-4.2351068849173
P1-7,Dnmt3b,9.833027116476046
P1-7,Dnmt3l,-7.636113008343218
P1-7,Dot1l,6.656490016463069
P1-7,Dpy30,-7.761092251203149
P1-7,Dub2a,2.839562111236628
P1-7,Eaf1,-10.36999468373802
P1-7,Eed,4.182341946198437
P1-7,Ehmt1,-17.944293688894074
P1-7,Ehmt2,-13.057149781904066
P1-7,Elp3,-0.856834825780948
P1-7,Elp4,-14.914699912116776
P1-7,Ep300,-0.5717948203254508
P1-7,Ep400,-6.254732944633326
P1-7,Epc1,4.695807258402941
P1-7,Epc2,-16.318483589321474
P1-7,Ercc5,-7.214460928998481
P1-7,Ezh1,-5.245481089800225
P1-7,Ezh2,-5.750746051942094
P1-7,Fbxl19,8.53250019350659
P1-7,Fbxo17,-4.205710235271102
P1-7,Fbxo44,4.518521857480481
P1-7,Fbxw9,-8.087607255545883
P1-7,Fkbp1a,-9.34911522972556
P1-7,Fkbp2,17.299827347998825
P1-7,Fkbp5,-8.23001225683763
P1-7,Fosb,40.17041231843462
P1-7,Gadd45a,18.08581858524326
P1-7,Gadd45b,-11.852916449963432
P1-7,Gtf2b,10.48622647222446
P1-7,Gtf2f1,13.702424142815335
P1-7,Gtf2h1,2.64228457331262
P1-7,Gtf3c4,2.0744558860913456
P1-7,H2afz,6.7158228211183975
P1-7,Hat1,24.171747383965414
P1-7,Hcfc1,19.065945908798845
P1-7,Hdac1,-4.587589245019553
P1-7,Hdac10,8.873133895565777
P1-7,Hdac11,-3.6768480200644174
P1-7,Hdac2,-9.956995376189845
P1-7,Hdac3,20.482644392583413
P1-7,Hdac4,7.749292558286703
P1-7,Hdac5,-1.327980395708514
P1-7,Hdac6,-6.641731869501676
P1-7,Hdac7,-3.24819950191603
P1-7,Hdac8,-15.935632087327761
P1-7,Hdac9,5.640270675490102
P1-7,Hells,2.212893422502963
P1-7,Hes1,6.936151350543331
P1-7,Hes6,-5.181173737652305
P1-7,Hira,-8.615224807599354
P1-7,Hltf,-7.32033404318467
P1-7,Id2,24.592027310796066
P1-7,Id3,0.9109145987536948
P1-7,Ing2,-4.3162649861043505
P1-7,Ing3,-5.208910649327521
P1-7,Ing4,-0.7834533631129412
P1-7,Ing5,-13.474868016521384
P1-7,Ino80,-11.65097277953156
P1-7,Iws1,-7.194111441199332
P1-7,Jarid2,-14.515084779650868
P1-7,Jhdm1d,-4.0910814434996325
P1-7,Jmjd1c,-4.037003392997017
P1-7,Jmjd4,2.5612763893758483
P1-7,Klf12,13.750731426029349
P1-7,Klf2,16.51255027474365
P1-7,Ms4a1,-14.834795327895701
P1-7,Nfatc3,15.724586999715873
P1-7,Runx3,2.506104526477902
P1-7,Tbx21,-11.195261485278515
P8-14,Bcl6,-2.0336370579005916
P8-14,CD4,18.046788164913636
P8-14,CDK9,2.948265984367501
P8-14,Ccnt1,9.007918955561761
P8-14,Cd14,-17.96395562342226
P8-14,Cd19,-18.913536832322833
P8-14,Fosb,-2.2106420912693743
P8-14,Hes1,4.468220152009349
P8-14,Id2,-7.622017027730932
P8-14,Id3,6.770428768932591
P8-14,Jmjd5,14.583253432927663
P8-14,Jmjd6,-5.316383984227187
P8-14,Jmjd8,-6.931802236306692
P8-14,Kat2a,-0.9770895894845354
P8-14,Kat2b,-14.616319869460822
P8-14,Kat5,-9.37693963320028
P8-14,Kdm1a,1.540378957932277
P8-14,Kdm1b,-6.51365639200024
P8-14,Kdm2a,-6.2199432999326625
P8-14,Kdm2b,5.873290599125977
P8-14,Kdm3a,-12.055322834188367
P8-14,Kdm3b,1.3854328121413506
P8-14,Kdm4a,-3.0622024941765265
P8-14,Kdm4b,6.516232384313696
P8-14,Kdm4c,13.075610479429796
P8-14,Kdm4d,-12.28551458094379
P8-14,Kdm5a,-4.342774970419365
P8-14,Kdm5b,5.836825317720795
P8-14,Kdm5c,-11.095355060770917
P8-14,Kdm5d,-14.645326584829839
P8-14,Kdm6a,-4.745655625140104
P8-14,Kdm6b,18.167107089656238
P8-14,Klf12,41.90854792759724
P8-14,Klf2,-2.7231656931631383
P8-14,L3mbtl1,5.356566282746268
P8-14,L3mbtl2,5.097917270939022
P8-14,L3mbtl3,4.2720006147165694
P8-14,L3mbtl4,-13.466284026377517
P8-14,Mbd1,1.2863324437752723
P8-14,Mbd2,9.357855642885845
P8-14,Mbd3,-1.0083792261889881
P8-14,Mbd4,-5.799438579873497
P8-14,Mecom,20.910074273215805
P8-14,Mecp2,-1.3426769400640726
P8-14,Men1,4.053763940557526
P8-14,Mll1,16.145535991863497
P8-14,Mll2,13.376274296082023
P8-14,Mll3,-2.499042866086505
P8-14,Mll5,16.007109926981894
P8-14,Morf4l1,-4.220032890382868
P8-14,Ms4a1,-15.247529730231491
P8-14,Msl3,-10.769194354711829
P8-14,Mta1,20.043314477784687
P8-14,Mta2,18.823532650171146
P8-14,Mta3,19.36191948617621
P8-14,Mtf2,1.595588580845373
P8-14,Myst1,-0.5876306166336294
P8-14,Myst2,-1.6846263923793163
P8-14,Myst3,20.972030108041714
P8-14,Myst4,8.11089039203169
P8-14,Nap1l1,-1.4077075717978413
P8-14,Nap1l2,-4.395829661359066
P8-14,Nap1l3,-10.407596578516326
P8-14,Ncoa1,-10.825328167087363
P8-14,Ncoa3,-0.20125818625627456
P8-14,Ncor1,-9.930912271872282
P8-14,Ncor2,-6.751813274292221
P8-14,Nfatc3,-5.5776205187838475
P8-14,Nsd1,7.357899772346819
P8-14,Orc1,-11.781822666267512
P8-14,Padi1,-14.406868600087236
P8-14,Padi2,-0.07680313082297974
P8-14,Padi3,-32.92388248108656
P8-14,Padi4,-9.704649581373081
P8-14,Padi6,-1.4664735945251692
P8-14,Paf1,5.101224188752966
