GeneName,inputMinusAvg_nbPctg
Bcl6,-22.660216332085344
CD4,-8.85142519119048
CDK9,-15.561667773506647
Ccnt1,-0.3398753563249528
Cd14,-22.247549407172045
Cd19,-21.84183898444536
Fosb,-6.0264512004156074
Hes1,3.8867285955443975
Id2,-10.507094273063455
Id3,-13.33824464021161
Klf12,-17.354329269458137
Klf2,-10.503743043417744
Ms4a1,1.389077982433136
Nfatc3,-3.0161825227539225
Rpa3,-6.47644125918913
Runx3,9.742211069424044
Satb1,-15.438143667470607
Scmh1,-22.480015065275776
Scml2,-22.892719082799392
Scml4,-13.089221044325498
Setd1a,-16.4412773037827
Setd2,-13.505295996909446
Setd3,-19.214687751018253
Setd4,-15.08640447367253
Setd5,-23.146052405682166
Setd7,-11.23904328502266
Setd8,-19.235684736707405
Setdb1,-10.120896547760971
Setdb2,-19.353007187581078
Setmar,-4.434886916565674
Sfmbt1,-8.859910037090994
Sfmbt2,-14.029646397733297
Sgk1,-39.85627963968446
Sin3a,-8.61612014333851
Sin3b,-9.56078072785413
Sirt1,-10.591851476506264
Sirt3,-16.456739026462692
Sirt4,-14.961600744678861
Sirt5,-13.12323769780841
Sirt6,-22.699017840200643
Sirt7,-16.911424916676935
Smarca1,-12.484934424140963
Smarca2,-25.28248154844071
Smarca4,-14.578271706640258
Smarca5,-3.197535647794979
Smarcb1,-0.19534377643570622
Smarcc1,-13.898509818832617
Smarcc2,-21.889584629706775
Smarcd1,-3.961239269705029
Smarcd2,-31.980380274355767
Smarcd3,-19.01396081991755
Smarce1,-6.079544510370521
Smyd1,-22.436468669093998
Smyd2,-22.36590311778763
Smyd3,-14.325538440284944
Smyd4,-16.478272593860236
Smyd5,-20.22135730706989
Sp100,-13.132142209531098
Sp110,-10.98884068730214
Sp140,-13.007584087313845
Ssrp1,-10.456263107434285
Supt16h,-13.022391959734724
Suv39h1,-12.609493937915854
Suv39h2,-14.782627748009029
Suv420h1,-17.102950261258272
Suv420h2,-16.548235704804448
Suz12,-14.11102234696125
Taf1,-12.150046490030693
Taf3,-7.936903657626942
Tbx21,-13.33317442035486
Tcea1,-23.222761836648413
Tdg,-18.503345760551962
Tet1,-15.159328603590621
Tet2,-24.664066073689007
Tet3,-9.793637909992144
Trim24,-26.857806432283617
Trim28,-19.547686181509597
Trim33,-19.627613760043282
Trim66,-28.559817933835806
Ube2a,-9.220751735887887
Ube2b,-15.641694781310004
Ube2e1,-19.37050662479726
Ube2i,-17.191413585461866
Uhrf1,-16.79329837372505
Usp22,-27.05734314940088
Usp27x,-20.901819044262176
Usp51,-20.323892562175818
Wbp7,-24.558426901352423
Wdr5,-18.901274097739524
Wdr82,-18.329330903769176
Whsc1,-21.12174539447733
Whsc1l1,-15.555116009684687
Zmynd11,-12.015571750340065
Zmynd8,-25.54376044106983
