shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,q3minusOther_nbPctg
Actb,42.096853859492356,31.05211166839442,88.41060434482947,34.86021736755872,-24.07044685556576
Actl6a,54.92746547108638,49.26520217647123,91.18787058337891,50.5821838586981,-16.300637794583245
Actl6b.1,49.88228083299894,35.239465684419336,92.04571726204546,60.09269541647332,-32.100765486086566
Actl6b.2,76.01319781283806,81.84245805556614,94.69050712467141,81.96903735457578,-2.381789375128946
Actl6b.3,74.48725313009624,63.385430252545724,94.02219026651173,71.90393638717507,-16.752363008715285
Actl6b.4,79.93068563398973,72.60375424592691,94.43376826901584,77.75173360768507,-11.434974924303305
Aff1.1,46.900505128030844,61.36370110950497,90.41046577115928,74.85072466560253,-9.356864078759244
Aff1.2,52.21161569380107,50.66460968355675,93.28930102357262,72.74820398999505,-22.085097218899506
Aff1.3,78.32447366808856,77.55944236508802,95.25066770846739,79.55424220910216,-6.817018830131346
Aff1.4,64.68968864610586,73.63177418685125,94.72350572239037,70.20757091737421,-2.9084809084389036
Aff4.1,54.00837424345306,72.84476580891611,88.83639817630164,54.956737060310935,6.910929315560892
Aff4.2,87.19837739002078,85.37454041857511,96.34609951566229,86.92382147180187,-4.781559040586529
Aff4.3,76.62566484259214,77.6071810281166,94.67501704434923,78.30744597677896,-5.595528259790171
Aff4.4,84.14352507319298,72.8689188063867,95.67159385232962,83.37020310178403,-14.859521869382164
Arid1a.1,38.406760365715755,31.05211166839442,86.70150861556318,31.529436968161733,-21.160456981419134
Arid1a.2,31.477881555238973,27.73812403446645,86.70150861556318,31.529436968161733,-22.164818345188184
Arid1b.1,31.477881555238973,67.75770269086804,86.70150861556318,31.529436968161733,17.85476031121341
Arid1b.2,31.477881555238973,27.73812403446645,86.70150861556318,31.529436968161733,-22.164818345188184
Arid1b.3,43.61672868752232,32.90703720556792,88.09669350745556,38.99722655960443,-23.996512379292852
