GeneName,q4minusq1_nbPctg
Bcl6,0.5458480395443862
CD4,-0.15367022844048606
CDK9,-0.2634436269659517
Ccnt1,0.9566563625170907
Cd14,-1.9917641365618621
Cd19,-1.6642847851447773
Fosb,4.878623646741872
Hes1,-3.37900944243007
Id2,-5.5666174013423415
Id3,1.5934013213204679
Klf12,-5.259181647406223
Klf2,-1.7459659252887352
Ms4a1,-0.8978300488648827
Nfatc3,1.7234359622233129
Rpa3,4.397619016641794
Runx3,-4.54178998678061
Satb1,-1.4482116693757803
Scmh1,-1.5324103738259112
Scml2,-0.588569072131591
Scml4,0.44214523400333405
Setd1a,-0.46023777451763337
Setd2,0.48507402558395185
Setd3,-3.4559333776380234
Setd4,-2.1491309121791353
Setd5,-1.9551804463468585
Setd7,-0.5233898704085007
Setd8,-2.9522672820896467
Setdb1,-1.310360713254088
Setdb2,-1.1613972834882667
Setmar,0.734911040926324
Sfmbt1,0.955075093014603
Sfmbt2,-3.19779819001207
Sgk1,-2.8523902302114124
Sin3a,-0.863494333380828
Sin3b,-1.0262595009593056
Sirt1,-0.7112253697231523
Sirt3,-3.322729791674899
Sirt4,-1.5383349169491467
Sirt5,0.30546868425582474
Sirt6,0.31109823386185553
Sirt7,3.4004535418647563
Smarca1,-1.480577525087977
Smarca2,-4.983772513957628
Smarca4,-0.3796191451185358
Smarca5,-1.217718305754559
Smarcb1,-0.0021311805550823237
Smarcc1,0.6608036928205744
Smarcc2,-4.334284147491733
Smarcd1,0.03458585679046067
Smarcd2,-2.398753748629313
Smarcd3,-0.8689898684688373
Smarce1,1.0936448668330137
Smyd1,-0.41337432037066435
Smyd2,0.39610744814417487
Smyd3,-3.4562664204589986
Smyd4,1.330994805242323
Smyd5,-2.7142435952376154
Sp100,-2.757212110344067
Sp110,-2.5145910409623013
Sp140,-0.30270862450177205
Ssrp1,-1.1410523314020828
Supt16h,-0.5170692661639578
Suv39h1,2.575751465795456
Suv39h2,-0.30044900800541896
Suv420h1,-0.9186871461820125
Suv420h2,-5.277834731229177
Suz12,-2.089149044098626
Taf1,-3.4185268304224365
Taf3,-2.9750760265993392
Tbx21,0.011872294405274412
Tcea1,0.9150803630337236
Tdg,-4.2178642677815645
Tet1,-4.04150049314914
Tet2,-0.10025390927246036
Tet3,-1.2287770234161748
Trim24,-3.4125110284361213
Trim28,-1.9328460586288756
Trim33,1.1306376336837651
Trim66,0.3389509297305627
Ube2a,-0.1810872264308685
Ube2b,-1.3235096336472054
Ube2e1,-3.773985720840637
Ube2i,-4.745732941741952
Uhrf1,-2.698034313514441
Usp22,0.22789478698650711
Usp27x,-1.7405247201132532
Usp51,-2.342054215035205
Wbp7,-1.8021573795142203
Wdr5,-1.2596433743340256
Wdr82,-1.2701013022817236
Whsc1,-2.7374678446355816
Whsc1l1,-0.05201643580337626
Zmynd11,-2.8572715412197596
Zmynd8,-0.64707673853788
