GeneName,q3minusOther_nbPctg
Actb,-24.07044685556576
Actl6a,-16.300637794583245
Actl6b,-15.667473198558525
Aff1,-10.29186525905725
Aff4,-4.581419963549493
Arid1a,-21.66263766330366
Arid1b,-9.435523471089208
Arid2,-11.548916020126866
Ash1l,-7.877148123176035
Ash2l,-8.550529654281782
Asxl1,-18.97447268529044
Asxl2,-5.911295969282136
Asxl3,-0.608640691221563
Atad2,-4.514287948058698
Atad2b,-3.175831660772001
Atm,-5.149232936163715
Atr,-5.913250212603906
Atrx,-13.292682819038756
Aurkb,-14.673529247332493
Baz1a,-6.791680063976343
Baz1b,-8.981553214980538
Baz2a,-12.94324515349347
Baz2b,-6.4508022846407975
Bcl6,-16.175271181944478
Bmi1,-7.35431818048473
Bop1,-11.112506095610081
Bptf,-14.361239669219039
Brd1,-9.426333657239235
Brd2,-5.6083233892829725
Brd3,-2.77238166992165
Brd4,-12.875463397105305
Brd7,-11.62583200989861
Brd8,-7.658881612579481
Brd9,-6.9109348979287
Brdt,-15.001796336551664
Brpf1,-6.421316097872067
Brpf3,-11.16839148630562
Brwd1,-12.118198477463574
Brwd3,-12.442176241428976
CD4,-18.82727950247995
CDK9,-8.477196997568775
Carm1,-15.601025522402463
Cbx1,-5.728734609986592
Cbx2,-5.294131996334627
Cbx3,-0.9525729190725478
Cbx4,-9.141013210029355
Cbx5,-12.666657449885097
Cbx6,-21.243479366935027
Cbx7,-17.213249059030595
Cbx8,-9.872428656161613
Ccnt1,-1.1100793121077004
Cd14,-8.592993793239422
Cd19,-6.722050262294123
Cd4,-22.164818345188184
Cecr2,-24.559596136623085
Chaf1a,-17.157107300248004
Chaf1b,-15.716810975733113
Chd1,-3.8265216578516004
Chd1l,-14.514030213167054
Chd2,-8.672554885890744
Chd3,-10.112415157892002
Chd4,-18.3713971966145
Chd5,-3.428493183797233
Chd6,-8.628651774840122
Chd7,-1.909448818300799
Chd8,-6.810187459908899
Chd9,-6.3750826721185305
Clock,-17.376614941009606
Crebbp,-10.28900179592825
Ctsl,-6.805045839491058
Cxxc1,-4.15093214948031
Dmap1,-4.6890177190250455
Dnmt1,-15.502539842310417
Dnmt3a,-4.503558904262103
Dnmt3b,-11.299031550593282
Dnmt3l,-13.116964489923472
Dot1l,-3.477152613504577
Dpy30,-14.967855827382763
Dub2a,-10.652781207102342
Eaf1,-11.037019240036528
Eed,-10.97859288575036
Ehmt1,-12.495967200813487
Ehmt2,-7.0847379906521795
Elp3,-8.365241302194974
Elp4,-4.84954654049535
Ep300,-10.635577334073165
Ep400,-2.7612716009478975
Epc1,-18.841482683568962
Epc2,-2.0057775956302244
Ercc5,-5.696595216564756
Ezh1,-3.9564033477081466
Ezh2,-13.191868389319156
Fbxl19,-6.417935949969765
Fbxo17,-22.534905056232294
Fbxo44,-14.224072477340178
Fbxw9,-10.303204633485333
Fkbp1a,-2.1311250083182833
Fkbp2,-21.47666414959757
Fkbp5,-14.530655733980197
Fosb,-20.32125018141739
Gadd45a,-19.185606595994564
Gadd45b,-10.997235877031175
Gtf2b,-11.418444143677759
Gtf2f1,-9.540339908623503
Gtf2h1,-13.908270960147718
Gtf3c4,-15.547652504476105
H2afz,-26.415641059184754
Hat1,-6.307497863395106
Hcfc1,-15.531857118627343
Hdac1,-11.741311576401465
Hdac10,-5.227521883803107
Hdac11,-13.397909426012376
Hdac2,-2.417432846459924
Hdac3,-13.501538972427376
Hdac4,-13.735737358596246
Hdac5,-17.413088370804747
Hdac6,-8.186460535319434
Hdac7,-11.728906046350856
Hdac8,-2.192896763648605
Hdac9,-13.122792822420362
Hells,-10.512898496145723
Hes1,-20.984657120039557
Hes6,-24.10837325561267
Hira,-11.628955251338713
Hltf,-6.7895233223615366
Id2,-10.083718854479454
Id3,-12.031866305676212
Ing2,-14.675711723983552
Ing3,-5.2217934750633255
Ing4,-13.146522379251682
Ing5,-4.387099346927849
Ino80,-8.500709395202765
Iws1,-19.122246150054192
Jarid2,-3.7590185706313335
Jhdm1d,-9.527727762325819
Jmjd1c,-12.070597441837444
Jmjd4,-10.249209923953881
Klf12,-23.518042978177277
Klf2,-11.947367369403905
Ms4a1,-2.7215217602052277
Nfatc3,-17.199805453035662
Runx3,-16.198868666372785
Tbx21,-13.813838141404949
