Pool,Gene,nbPctgShift
P1-7,Actb,-24.07044685556576
P1-7,Actl6a,-16.300637794583245
P1-7,Actl6b,-15.667473198558525
P1-7,Aff1,-10.29186525905725
P1-7,Aff4,-4.581419963549493
P1-7,Arid1a,-21.66263766330366
P1-7,Arid1b,-9.435523471089208
P1-7,Arid2,-11.548916020126866
P1-7,Ash1l,-7.877148123176035
P1-7,Ash2l,-8.550529654281782
P1-7,Asxl1,-18.97447268529044
P1-7,Asxl2,-5.911295969282136
P1-7,Asxl3,-0.608640691221563
P1-7,Atad2,-4.514287948058698
P1-7,Atad2b,-3.175831660772001
P1-7,Atm,-5.149232936163715
P1-7,Atr,-5.913250212603906
P1-7,Atrx,-13.292682819038756
P1-7,Aurkb,-14.673529247332493
P1-7,Baz1a,-6.791680063976343
P1-7,Baz1b,-8.981553214980538
P1-7,Baz2a,-12.94324515349347
P1-7,Baz2b,-6.4508022846407975
P1-7,Bcl6,-16.175271181944478
P1-7,Bmi1,-7.35431818048473
P1-7,Bop1,-11.112506095610081
P1-7,Bptf,-14.361239669219039
P1-7,Brd1,-9.426333657239235
P1-7,Brd2,-5.6083233892829725
P1-7,Brd3,-2.77238166992165
P1-7,Brd4,-12.875463397105305
P1-7,Brd7,-11.62583200989861
P1-7,Brd8,-7.658881612579481
P1-7,Brd9,-6.9109348979287
P1-7,Brdt,-15.001796336551664
P1-7,Brpf1,-6.421316097872067
P1-7,Brpf3,-11.16839148630562
P1-7,Brwd1,-12.118198477463574
P1-7,Brwd3,-12.442176241428976
P1-7,CD4,-18.82727950247995
P1-7,CDK9,-8.477196997568775
P1-7,Carm1,-15.601025522402463
P1-7,Cbx1,-5.728734609986592
P1-7,Cbx2,-5.294131996334627
P1-7,Cbx3,-0.9525729190725478
P1-7,Cbx4,-9.141013210029355
P1-7,Cbx5,-12.666657449885097
P1-7,Cbx6,-21.243479366935027
P1-7,Cbx7,-17.213249059030595
P1-7,Cbx8,-9.872428656161613
P1-7,Ccnt1,-1.1100793121077004
P1-7,Cd14,-8.592993793239422
P1-7,Cd19,-6.722050262294123
P1-7,Cd4,-22.164818345188184
P1-7,Cecr2,-24.559596136623085
P1-7,Chaf1a,-17.157107300248004
