shRNA,nbPctg_Q4,nbPctg_Q1,q4minusq1_nbPctg
Actb,42.096853859492356,34.86021736755872,7.236636491933638
Actl6a,54.92746547108638,50.5821838586981,4.345281612388277
Actl6b.1,49.88228083299894,60.09269541647332,-10.210414583474382
Actl6b.2,76.01319781283806,81.96903735457578,-5.955839541737717
Actl6b.3,74.48725313009624,71.90393638717507,2.58331674292117
Actl6b.4,79.93068563398973,77.75173360768507,2.178952026304657
Aff1.1,46.900505128030844,74.85072466560253,-27.950219537571684
Aff1.2,52.21161569380107,72.74820398999505,-20.536588296193976
Aff1.3,78.32447366808856,79.55424220910216,-1.2297685410135983
Aff1.4,64.68968864610586,70.20757091737421,-5.517882271268348
Aff4.1,54.00837424345306,54.956737060310935,-0.9483628168578733
Aff4.2,87.19837739002078,86.92382147180187,0.27455591821890835
Aff4.3,76.62566484259214,78.30744597677896,-1.6817811341868207
Aff4.4,84.14352507319298,83.37020310178403,0.7733219714089472
Arid1a.1,38.406760365715755,31.529436968161733,6.877323397554022
Arid1a.2,31.477881555238973,31.529436968161733,-0.05155541292275956
Arid1b.1,31.477881555238973,31.529436968161733,-0.05155541292275956
Arid1b.2,31.477881555238973,31.529436968161733,-0.05155541292275956
Arid1b.3,43.61672868752232,38.99722655960443,4.61950212791789
Arid2.1,89.30469033958019,86.91145850500067,2.393231834579524
Arid2.2,94.18007003653067,95.1346001361133,-0.9545300995826409
Arid2.3,34.58322192744954,38.99722655960443,-4.414004632154885
Arid2.4,60.21754706996766,60.56023711333353,-0.34269004336587017
Ash1l.1,89.16339126111245,82.32572997297711,6.837661288135337
Ash1l.2,77.10284279034275,78.30524404773814,-1.202401257395394
Ash1l.3,69.99989318841344,63.6049482422638,6.394944946149636
Ash1l.4,72.71308006740523,72.73512419122623,-0.02204412382100429
Ash2l.1,84.89857688772364,84.34246847148484,0.5561084162387999
Ash2l.2,79.64406432286926,82.52496771619765,-2.8809033933283956
Ash2l.3,72.28377173356036,73.2260725530971,-0.9423008195367402
Ash2l.4,31.477881555238973,31.529436968161733,-0.05155541292275956
Asxl1.1,66.32480371959709,78.64596985172642,-12.321166132129335
Asxl1.2,76.22526786452345,81.50417959149883,-5.27891172697538
Asxl1.3,50.5284115617469,46.971404020465634,3.5570075412812656
Asxl1.4,86.26703710691544,86.23728982633077,0.029747280584672353
Asxl2.1,90.25085242234992,87.8548368252624,2.3960155970875263
Asxl2.2,79.75292215889928,82.08697615423715,-2.334053995337868
Asxl2.3,73.37149555877063,74.66366516074153,-1.2921696019708975
Asxl2.4,99.92976919601003,99.35069720486321,0.5790719911468187
Asxl3.1,99.79835648290681,99.857826901792,-0.05947041888518356
Asxl3.2,93.58496304844866,94.96852296458148,-1.3835599161328247
Asxl3.3,60.203968945874955,51.91770880571078,8.286260140164174
Asxl3.4,92.74547118719106,95.081757387792,-2.336286200600938
Atad2.1,82.5879651059231,79.78877326986584,2.799191836057261
Atad2.2,74.1279848923831,73.77383249825267,0.35415239413042343
Atad2.3,88.37940276650185,91.91397700175482,-3.534574235252961
Atad2.4,80.59982241115749,74.61535616925353,5.984466241903959
Atad2b.1,93.57297556658621,93.7942996629028,-0.221324096316593
Atad2b.2,80.68527055204656,80.15288530648562,0.5323852455609455
Atad2b.3,89.56770232233185,83.73344029921672,5.83426202311513
Atad2b.4,74.4687591046716,72.45543647707962,2.0133226275919895
Atm.1,65.1041627766156,53.402290797377525,11.70187197923807
Atm.2,73.07502971991549,74.11948944559035,-1.0444597256748551
Atm.3,78.99042784512011,80.96785322299854,-1.9774253778784328
Atm.4,78.1462898854775,65.17931648397648,12.966973401501022
Atr.1,79.902409194613,71.47163086771691,8.430778326896089
Atr.2,82.3606070514941,81.0686488449521,1.2919582065420059
Atr.3,90.82348540085371,88.88701786263593,1.9364675382177836
Atr.4,57.988803172688364,64.50907364144769,-6.520270468759321
Atrx.1,68.07020730257226,65.69916911204628,2.3710381905259794
Atrx.2,76.30294748286718,72.05726884300489,4.245678639862291
Atrx.3,85.42258564117813,85.23314724668852,0.18943839448961342
Atrx.4,83.81364124102036,84.08248084027245,-0.26883959925208956
Aurkb.1,75.68213492810315,78.58236202669326,-2.9002270985901077
Aurkb.2,47.287228375438374,44.9627705991052,2.324457776333176
Aurkb.3,76.74638053506814,85.90780759728739,-9.161427062219246
Aurkb.4,80.81289280761472,77.16553254254002,3.6473602650746955
Baz1a.1,34.58322192744954,31.529436968161733,3.0537849592878104
Baz1a.2,90.52183993077531,95.38862495747973,-4.86678502670442
Baz1a.3,31.477881555238973,31.529436968161733,-0.05155541292275956
Baz1a.4,83.0868755042898,84.40099306649033,-1.3141175622005363
Baz1b.1,92.83975336087369,83.40753537584654,9.432217985027151
Baz1b.2,89.89863524031341,92.41774344174434,-2.5191082014309245
Baz1b.3,71.32168641513566,78.46660051043708,-7.1449140953014165
Baz1b.4,57.87263846564331,55.567846177899895,2.3047922877434175
Baz2a.1,85.67822498496645,72.60758177657183,13.070643208394614
Baz2a.3,31.477881555238973,31.529436968161733,-0.05155541292275956
Baz2a.4,58.557219546740455,72.47799154936594,-13.920772002625483
Baz2b.1,78.0282802394146,87.38237792982206,-9.354097690407457
Baz2b.2,80.13373727275136,73.88059794275982,6.253139329991541
Baz2b.3,68.40221878941264,70.96042654675247,-2.5582077573398294
Baz2b.4,76.03436765553315,75.14136715130968,0.8930005042234654
Bcl6,67.06249615543307,75.23171332229293,-8.169217166859866
Bcl6.2,75.42168298113901,81.35307036893296,-5.931387387793947
Bcl6.3,74.51491065296179,68.79669167954798,5.718218973413812
