Pool,Gene,nbPctgShift
P1-7,Actb,-14.050664078135188
P1-7,Actl6a,-12.853209433445898
P1-7,Actl6b,-13.784547217763562
P1-7,Aff1,-7.247498704428795
P1-7,Aff4,2.1065821126705533
P1-7,Arid1a,-10.58611517725016
P1-7,Arid1b,3.6311370753304644
P1-7,Arid2,-9.215977606792986
P1-7,Ash1l,-2.2527683393107587
P1-7,Ash2l,-9.488196447277021
P1-7,Asxl1,-18.75800799733829
P1-7,Asxl2,-6.128891271041108
P1-7,Asxl3,4.831960905274606
P1-7,Atad2,1.8459444478085612
P1-7,Atad2b,2.4600035553608137
P1-7,Atm,1.9553218826192786
P1-7,Atr,-0.7197310353345721
P1-7,Atrx,-13.987102858205796
P1-7,Aurkb,-14.999766017522507
P1-7,Baz1a,6.429344868491621
P1-7,Baz1b,-6.920561852780104
P1-7,Baz2a,-5.766938061143162
P1-7,Baz2b,0.6770811279544233
P1-7,Bcl6,-19.369290065390768
P1-7,Bmi1,-4.947233794323982
P1-7,Bop1,-7.243193054029504
P1-7,Bptf,-12.375877401959197
P1-7,Brd1,-3.915630415519724
P1-7,Brd2,3.0674415464641402
P1-7,Brd3,4.7270036821651225
P1-7,Brd4,-11.500312013714286
P1-7,Brd7,-3.7897425213486815
P1-7,Brd8,-0.6791789019835397
P1-7,Brd9,-3.688875176222524
P1-7,Brdt,-6.527237011025221
P1-7,Brpf1,-0.8045745911235898
P1-7,Brpf3,-5.201488907966552
P1-7,Brwd1,-11.442965609848404
P1-7,Brwd3,-11.223951954761192
P1-7,CD4,-14.308006786940151
P1-7,CDK9,-2.7544382904753797
P1-7,Carm1,-15.449883427748823
P1-7,Cbx1,1.3222335311537616
P1-7,Cbx2,2.4797665974942853
P1-7,Cbx3,9.098427908081247
P1-7,Cbx4,-5.8943877870113965
P1-7,Cbx5,-10.033956345455904
P1-7,Cbx6,-16.77898953328144
P1-7,Cbx7,-14.976454337820245
P1-7,Cbx8,-4.986017759138242
P1-7,Ccnt1,8.542824538355626
P1-7,Cd14,-5.221797985198172
P1-7,Cd19,-0.5982244926726796
P1-7,Cd4,-10.680841476123204
P1-7,Cecr2,-17.889533809523453
P1-7,Chaf1a,-9.949274445373682
P1-7,Chaf1b,-6.074813221355118
P1-7,Chd1,3.8746280017942407
P1-7,Chd1l,-18.661018146098026
P1-7,Chd2,-4.164575471230421
P1-7,Chd3,-9.029020335291577
P1-7,Chd4,-15.591085835864112
P1-7,Chd5,6.348283204107487
P1-7,Chd6,-4.407187353159543
P1-7,Chd7,6.541189550724603
P1-7,Chd8,-3.288408527088432
P1-7,Chd9,-2.6206745156320377
P1-7,Clock,-6.86386208629802
P1-7,Crebbp,-9.758665311936179
P1-7,Ctsl,-3.0037633165927176
P1-7,Cxxc1,5.38787778945719
P1-7,Dmap1,4.119597245301099
P1-7,Dnmt1,-7.5329204720961425
P1-7,Dnmt3a,-0.10832077752774083
P1-7,Dnmt3b,-10.308133081863463
P1-7,Dnmt3l,-13.779379107033964
P1-7,Dot1l,3.880110951875574
P1-7,Dpy30,-10.533600615827785
P1-7,Dub2a,-7.392394546314812
P1-7,Eaf1,-4.427448865360151
P1-7,Eed,-4.975404183693709
P1-7,Ehmt1,-8.153647480441702
P1-7,Ehmt2,-2.503912684983657
P1-7,Elp3,-4.183828319426517
P1-7,Elp4,-1.0430268386838246
P1-7,Ep300,-6.179343464412058
P1-7,Ep400,10.090828501566836
P1-7,Epc1,-15.942518900686856
P1-7,Epc2,3.425979974512311
P1-7,Ercc5,1.4331067220503932
P1-7,Ezh1,0.10139575200588762
P1-7,Ezh2,-11.83931938523203
P1-7,Fbxl19,1.7850466579196442
P1-7,Fbxo17,-10.844017691164929
P1-7,Fbxo44,-12.336640167237235
P1-7,Fbxw9,-4.270994825106085
P1-7,Fkbp1a,1.9286815334002132
P1-7,Fkbp2,-14.825126983611582
P1-7,Fkbp5,-2.663205863408639
P1-7,Fosb,-10.338751417871713
P1-7,Gadd45a,-18.807948191046968
P1-7,Gadd45b,-11.541913260024918
P1-7,Gtf2b,-12.391781071542445
P1-7,Gtf2f1,-5.836997189563904
P1-7,Gtf2h1,-7.512497937365147
P1-7,Gtf3c4,-14.229668053275676
P1-7,H2afz,-13.613803401604045
P1-7,Hat1,-3.7164568807990173
P1-7,Hcfc1,-9.32479264768705
P1-7,Hdac1,-4.561696477801037
P1-7,Hdac10,2.702320397415402
P1-7,Hdac11,-4.400922414068899
P1-7,Hdac2,3.6444500831110886
P1-7,Hdac3,-4.514333347390407
P1-7,Hdac4,-9.920467611496713
P1-7,Hdac5,-8.02799853399988
P1-7,Hdac6,-4.243673845037142
P1-7,Hdac7,-9.700560954791982
P1-7,Hdac8,6.5772199121288715
P1-7,Hdac9,-10.062386818415442
P1-7,Hells,-8.390850844918504
P1-7,Hes1,-21.984483995967167
P1-7,Hes6,-11.63083046822894
P1-7,Hira,-8.867976500527561
P1-7,Hltf,1.626852309592821
P1-7,Id2,-2.998395095191925
P1-7,Id3,-7.605476474830098
P1-7,Ing2,-17.060286415308543
P1-7,Ing3,-2.8199036031674845
P1-7,Ing4,-9.266399212312457
P1-7,Ing5,-2.3024432894117295
P1-7,Ino80,-4.364259965041164
P1-7,Iws1,-9.631152586531735
P1-7,Jarid2,2.3463030422253794
P1-7,Jhdm1d,-6.877465821268501
P1-7,Jmjd1c,-9.410960524855705
P1-7,Jmjd4,-7.612382641618349
P1-7,Klf12,-22.540962778461708
P1-7,Klf2,-0.9099967949820547
P1-7,Ms4a1,6.767018678619138
P1-7,Nfatc3,-8.743864657039808
P1-7,Runx3,-6.832488756407905
P1-7,Tbx21,-20.776063926664687
P8-14,Bcl6,-12.475756544239895
P8-14,CD4,2.613591468176464
P8-14,CDK9,-9.0787958509648
P8-14,Ccnt1,9.939271266295519
P8-14,Cd14,6.185689737968662
P8-14,Cd19,-11.428160830238221
P8-14,Fosb,-25.820515921972564
P8-14,Hes1,-7.373151608980588
P8-14,Id2,8.372638439082698
P8-14,Id3,-4.175439312213387
P8-14,Jmjd5,-1.1883571777610555
P8-14,Jmjd6,-5.648349970506908
P8-14,Jmjd8,-0.06361877987789999
P8-14,Kat2a,-1.6458001626878709
P8-14,Kat2b,6.053944362667831
P8-14,Kat5,0.23490692698071314
P8-14,Kdm1a,-3.0440044753787205
P8-14,Kdm1b,8.45721654974109
P8-14,Kdm2a,-2.0704148831523117
P8-14,Kdm2b,-16.29636390689012
P8-14,Kdm3a,-5.010520657219011
P8-14,Kdm3b,16.736890002195494
P8-14,Kdm4a,-4.031621360130242
P8-14,Kdm4b,-3.318650788262469
P8-14,Kdm4c,-6.2780454496434706
P8-14,Kdm4d,2.2571392595795476
P8-14,Kdm5a,2.5051491433823365
P8-14,Kdm5b,12.059544292009244
P8-14,Kdm5c,5.620011165167394
P8-14,Kdm5d,-3.0744119644077066
P8-14,Kdm6a,2.1042334356392214
P8-14,Kdm6b,4.002929798830869
P8-14,Klf12,-14.247570930882185
P8-14,Klf2,-1.8220234668662332
P8-14,L3mbtl1,-0.9152893168785834
P8-14,L3mbtl2,1.5635370054892306
P8-14,L3mbtl3,-3.9039620725490725
P8-14,L3mbtl4,-5.231145403820836
P8-14,Mbd1,-1.1647169518714566
P8-14,Mbd2,16.231474771793547
P8-14,Mbd3,-9.588460109009914
P8-14,Mbd4,-0.6914414011196239
P8-14,Mecom,4.315325548239711
P8-14,Mecp2,-0.9891497749808579
P8-14,Men1,3.7176244822681284
P8-14,Mll1,-14.883909240775452
P8-14,Mll2,-16.23005630012299
P8-14,Mll3,19.764891617325432
P8-14,Mll5,2.583978603929282
P8-14,Morf4l1,4.067434629496642
P8-14,Ms4a1,-2.8842260121410206
P8-14,Msl3,7.601178556121931
P8-14,Mta1,3.784100254943004
P8-14,Mta2,-0.1141684729998591
P8-14,Mta3,-0.08073728959388671
P8-14,Mtf2,7.709869537961742
P8-14,Myst1,-0.670075909676445
P8-14,Myst2,-5.757018233322357
P8-14,Myst3,-4.980985425549325
P8-14,Myst4,1.7030533592058401
P8-14,Nap1l1,-9.90203544749107
P8-14,Nap1l2,-12.268658740975377
P8-14,Nap1l3,-3.4360138061023946
P8-14,Ncoa1,1.6459566286262293
P8-14,Ncoa3,2.6551904301229117
P8-14,Ncor1,-3.2397424222527866
P8-14,Ncor2,13.79773431884841
P8-14,Nfatc3,-7.987171427172365
P8-14,Nsd1,-3.8732287401831273
P8-14,Orc1,-4.223337596551148
P8-14,Padi1,-3.03526555789834
P8-14,Padi2,-1.8324339146685233
P8-14,Padi3,-40.421655711720916
P8-14,Padi4,-9.848260109634204
P8-14,Padi6,-6.307925152021738
P8-14,Paf1,-1.9291302166049258
P8-14,Parp1,-4.265726015547912
P8-14,Parp2,0.09786086116915745
P8-14,Paxip1,-0.13866612090783015
P8-14,Pbrm1,-2.346999743079069
P8-14,Pcgf1,-3.411379391642946
P8-14,Pcgf2,13.874571819356794
P8-14,Pcgf5,-11.796094069812288
P8-14,Pcgf6,4.490010415960509
P8-14,Pcmt1,7.0154052204443955
P8-14,Phc1,-6.6566685477104865
P8-14,Phc2,-2.8960378405942704
P8-14,Phc3,-1.0066966540816014
P8-14,Phf1,-18.812118111146205
P8-14,Phf10,-1.0674663934689177
P8-14,Phf17,-4.856954778041315
P8-14,Phf19,2.6159375770996673
P8-14,Phf2,3.3890866495831538
P8-14,Phf20,2.507230470259318
P8-14,Phf20l1,-3.212694597784999
P8-14,Phf8,8.860093818350819
P8-14,Phip,-3.5245466703991983
P8-14,Polr2b,-0.3928774387552565
P8-14,Ppargc1a,-0.44215427052634126
P8-14,Prdm1,0.20786863244883236
P8-14,Prdm10,6.562787702928713
P8-14,Prdm11,0.766756558601136
P8-14,Prdm12,3.248969844378095
P8-14,Prdm13,-2.929604258486645
P8-14,Prdm14,11.226895478409471
P8-14,Prdm15,-2.3386424675347786
P8-14,Prdm16,9.41920408113922
P8-14,Prdm2,-2.3383645950752943
P8-14,Prdm4,-0.9233460978182388
P8-14,Prdm5,-7.67738213631559
P8-14,Prdm6,-1.9671510126559268
P8-14,Prdm8,-2.3108765359445798
P8-14,Prdm9,-9.636419546453164
P8-14,Prkaa1,-7.8856726435108975
P8-14,Prkaa2,5.794372434267041
P8-14,Prkcd,1.6869242369815325
P8-14,Prmt1,-0.9584626287191345
P8-14,Prmt2,-2.9785358976325185
P8-14,Prmt3,-4.130233320835167
P8-14,Prmt5,-0.7958646660598854
P8-14,Prmt6,-9.318829533156634
P8-14,Prmt7,-8.32390700236574
P8-14,Prmt8,10.611084558753623
P8-14,Psip1,-2.7985211446589866
P8-14,Rbbp4,-0.3516157479860264
P8-14,Rbbp5,4.973338587985992
P8-14,Rbbp7,-2.5658019630243984
P8-14,Ring1,0.8223414964296213
P8-14,Rnf2,-5.890727492424735
P8-14,Rnf20,-3.478395992107937
P8-14,Rnf217,0.3573348574834627
P8-14,Rnf40,-5.493390438033378
P8-14,Runx3,4.98996746502835
P8-14,Tbx21,0.24244711541773967
P15-21,Bcl6,3.349721971433335
P15-21,CD4,0.3229286305415364
P15-21,CDK9,-5.744097721687169
P15-21,Ccnt1,2.2621332583194143
P15-21,Cd14,-2.9426269575191526
P15-21,Cd19,-2.580542660702747
P15-21,Fosb,20.722384184016143
P15-21,Hes1,-3.791948712998328
P15-21,Id2,5.701703000167333
P15-21,Id3,0.5291197469174783
P15-21,Klf12,-6.615823484149172
P15-21,Klf2,4.120889636160479
P15-21,Ms4a1,3.385878069670305
P15-21,Nfatc3,-0.6441350464993967
P15-21,Rpa3,3.51606075128844
P15-21,Runx3,3.1584709405856586
P15-21,Satb1,1.958852236639892
P15-21,Scmh1,0.9974101993494221
P15-21,Scml2,-7.337268780073922
P15-21,Scml4,6.357226281180625
P15-21,Setd1a,0.3412459369021015
P15-21,Setd2,-0.5700277490060728
P15-21,Setd3,1.620303938769311
P15-21,Setd4,0.7581679034752433
P15-21,Setd5,1.6631137573965304
P15-21,Setd7,-7.290941535548058
P15-21,Setd8,2.511882520595769
P15-21,Setdb1,3.257114532604147
P15-21,Setdb2,-2.2508964940352882
P15-21,Setmar,-1.1892616550540875
P15-21,Sfmbt1,1.1688702710915697
P15-21,Sfmbt2,-2.067498803244014
P15-21,Sgk1,5.684454381126869
P15-21,Sin3a,-4.803847311419519
P15-21,Sin3b,-1.900009036264926
P15-21,Sirt1,-0.8354856612779358
P15-21,Sirt3,-5.130246647551109
P15-21,Sirt4,11.97489352547199
P15-21,Sirt5,6.398227602670013
P15-21,Sirt6,-7.313955005145348
P15-21,Sirt7,3.977581893752525
P15-21,Smarca1,6.08795207041293
P15-21,Smarca2,3.5074425118085792
P15-21,Smarca4,9.481308452584189
P15-21,Smarca5,-6.620377728058993
P15-21,Smarcc1,3.8323979069014533
P15-21,Smarcc2,-5.235430043817873
P15-21,Smarcd1,3.4685931285057983
P15-21,Smarcd2,11.756299773356496
P15-21,Smarcd3,-1.8096623234075757
P15-21,Smarce1,17.606510935534498
P15-21,Smyd1,0.7619164585298156
P15-21,Smyd2,0.08350586404131732
P15-21,Smyd3,-0.3291512665852778
P15-21,Smyd4,-4.730811464517188
P15-21,Smyd5,6.714116351967105
P15-21,Sp100,-0.48432309618772607
P15-21,Sp110,-3.5209123261773083
P15-21,Sp140,1.7756039799894427
P15-21,Ssrp1,-1.2468379406306216
P15-21,Supt16h,-4.917404573070421
P15-21,Suv39h1,0.8585862737203147
P15-21,Suv39h2,-2.1175799055034297
P15-21,Suv420h1,-15.194953070960041
P15-21,Suv420h2,2.8601604641789464
P15-21,Suz12,-3.1784609260620655
P15-21,Taf1,11.090452359476735
P15-21,Taf3,2.3688922499029745
P15-21,Tbx21,6.47903652124451
P15-21,Tcea1,-2.793182687593676
P15-21,Tdg,-1.9484114485425312
P15-21,Tet1,-5.499512421689198
P15-21,Tet2,1.6698490354475872
P15-21,Tet3,-5.207046165720115
P15-21,Trim24,-1.1802323558373562
P15-21,Trim28,1.9591389390228073
P15-21,Trim33,1.978389427456058
P15-21,Trim66,-2.288373314686446
P15-21,Ube2a,3.7041531727916066
P15-21,Ube2b,-0.6669193629085584
P15-21,Ube2e1,1.1297180566024305
P15-21,Ube2i,8.980240908292057
P15-21,Uhrf1,2.7003979249880423
P15-21,Usp22,7.8297485372997215
P15-21,Usp27x,3.770979004612842
P15-21,Usp51,-0.12190344882182735
P15-21,Wbp7,-13.25636265186617
