type,shRNA,count
target,Tet3.2,560814
target,Zmynd11.3,327779
target,Smarcb1.2,213904
target,Supt16h.4,71436
target,Sp140.1,69390
target,Setd5.2,48430
target,Sp100.1,46281
target,Trim24.4,22680
target,Ube2b.1,20265
target,Ube2b.3,19663
target,Satb1.3,18799
target,Setd5.4,18741
target,Setd2.4,18356
target,Sin3a.2,18022
target,Tet2.3,16993
target,Smyd4.1,16792
target,Ube2b.4,16628
target,Ube2e1.3,15910
target,Smarcc2.4,14593
target,Suv39h1.1,14196
target,Taf1.2,13928
target,Whsc1l1.4,12954
target,Setdb1.2,12135
target,Wdr82.2,11133
target,Smarcd1.1,10630
target,Suv39h2.1,10543
target,Usp27x.1,10367
target,Taf3.1,10097
target,Setdb2.2,9955
target,Suv39h1.4,9930
target,Setdb1.1,9864
target,Whsc1l1.2,9265
target,Setmar.2,9265
target,Usp51.1,8720
target,Trim24.3,7675
target,Suv39h1.3,7518
target,Ube2a.1,7384
target,Usp22.2,7240
target,Satb1.2,6869
target,Sgk1.1,6597
target,Trim33.1,6442
target,Uhrf1.1,6416
target,Smarca5.4,6211
target,Usp51.3,5633
target,Smyd4.2,5622
target,Suv420h1.2,5518
target,Uhrf1.3,5445
target,Trim33.3,5271
target,Sirt1.1,5250
target,Trim33.4,4983
target,Usp27x.4,4857
target,Ube2i.4,4844
target,Sp110.1,4769
target,Trim33.2,4712
target,Zmynd11.4,4627
target,Setd1a.2,4504
target,Setd1a.3,4349
target,Taf3.3,4337
target,Wdr82.3,4282
target,Trim24.2,4278
target,Sirt7.4,4135
target,Trim24.1,4121
target,Smarca1.2,4068
target,Sfmbt1.4,3971
target,Sirt3.3,3688
target,Trim66.1,3637
target,Trim28.1,3428
target,Trim28.2,3367
target,Suv420h1.3,3255
target,Ssrp1.2,3095
target,Trim28.3,3091
target,Smarcd2.3,3079
target,Scmh1.3,3028
target,Setd2.3,3026
target,Suz12.3,3009
target,Suz12.1,2957
target,Smyd1.1,2941
target,Sfmbt1.3,2903
target,Usp27x.2,2885
target,Sfmbt2.2,2872
target,Smarcd1.2,2759
target,Supt16h.1,2701
target,Smarca1.1,2641
target,Smyd2.2,2641
target,Scml2.4,2530
target,Usp22.1,2441
target,Smyd5.1,2342
target,Sirt7.2,2221
target,Setd2.2,2164
target,Smarca2.2,2105
target,Setd8.1,2059
target,Suv39h1.2,2036
target,Sirt1.3,2035
target,Smarce1.2,2020
target,Smyd1.3,2020
target,Whsc1.4,2012
target,Scml2.1,1975
target,Setd3.1,1952
target,Sirt7.1,1873
target,Usp27x.3,1863
target,Sp100.2,1812
target,Zmynd11.1,1802
target,Sfmbt1.1,1768
target,Zmynd8.1,1758
target,Sp100.3,1748
target,Setd8.3,1717
target,Smarca4.1,1677
target,Suv420h1.4,1662
target,Sirt3.4,1640
target,Setmar.1,1605
target,Tcea1.4,1474
target,Wdr82.4,1310
target,Sirt6.1,1302
target,Wbp7.2,1241
target,Scml2.2,1234
target,Whsc1.1,1220
target,Usp51.2,1211
target,Smarcd3.3,1167
target,Smarcc1.3,1138
target,Sirt4.4,1137
target,Whsc1.3,1129
target,Tdg.2,1122
target,Smarcc1.2,1064
target,Tcea1.1,1044
target,Zmynd11.2,1023
target,Sirt7.3,1020
target,Tcea1.2,1009
target,Smarcd1.3,1003
target,Tet1.3,1000
target,Smyd3.1,964
target,Setdb2.4,931
target,Uhrf1.2,922
target,Usp22.4,884
target,Sirt6.2,851
target,Smarcd3.1,837
target,Smarca2.1,832
target,Setd4.2,712
target,Scmh1.1,709
target,Ube2a.2,679
target,Setdb1.3,655
target,Wbp7.4,634
target,Scml4.1,628
target,Setd4.4,616
target,Suv39h2.4,584
target,Sp110.3,581
target,Usp22.3,541
target,Smarca1.3,536
target,Tet2.4,536
target,Smarca4.4,526
target,Satb1.1,523
target,Taf3.4,509
target,Smarcd1.4,480
target,Tdg.3,473
target,Scmh1.2,460
target,Sp140.3,394
target,Scml2.3,363
target,Whsc1l1.3,351
target,Smyd1.2,321
target,Setmar.4,315
target,Setd3.3,299
target,Setd8.2,280
target,Ube2e1.1,275
target,Smarcc2.3,264
target,Smyd4.4,259
target,Tet1.1,233
target,Ssrp1.4,229
target,Setd8.4,198
target,Suz12.2,184
target,Sp140.2,174
target,Smarce1.1,168
target,Smarca1.4,158
target,Setd3.2,155
target,Setmar.3,155
target,Sirt1.2,144
target,Smarcc1.1,140
target,Smyd2.3,139
target,Tet1.4,138
target,Setd7.2,136
target,Smarca4.2,136
target,Wdr5.3,136
