type,shRNA,count
target,Tet3.2,2069603
target,Zmynd11.3,1105970
target,Smarcb1.2,742022
target,Sp140.1,254297
target,Sp100.1,225390
target,Supt16h.4,211688
target,Setd5.2,210681
target,Trim24.4,160621
target,Tet2.3,110793
target,Sin3a.2,89196
target,Smyd4.1,78798
target,Taf1.2,77405
target,Ube2b.1,75207
target,Wdr82.2,71033
target,Usp27x.1,70646
target,Ube2b.4,63062
target,Whsc1l1.4,58546
target,Trim24.3,55911
target,Setdb1.1,55862
target,Setd5.4,54389
target,Ube2e1.3,52170
target,Setd2.4,49609
target,Setdb1.2,49495
target,Satb1.3,49424
target,Setmar.2,44659
target,Smarcc2.4,41809
target,Suv39h2.1,41232
target,Sfmbt2.2,39253
target,Uhrf1.1,36403
target,Satb1.2,33447
target,Ube2a.1,33399
target,Usp27x.4,33077
target,Usp51.1,32457
target,Trim28.2,31082
target,Trim33.3,28134
target,Setdb2.2,27726
target,Ube2b.3,26666
target,Suv39h1.1,23824
target,Trim33.4,22904
target,Whsc1l1.2,22377
target,Usp51.2,21199
target,Zmynd11.4,20883
target,Scml4.1,19435
target,Smyd4.2,19371
target,Smarca1.2,19144
target,Sp110.1,18940
target,Smarca1.1,18775
target,Trim33.1,18704
target,Scml2.2,17668
target,Sfmbt1.1,17482
target,Taf3.1,17301
target,Trim24.2,17293
target,Usp22.2,16971
target,Smarca5.4,16844
target,Wdr82.3,16564
target,Usp51.3,16057
target,Tet1.1,15682
target,Sfmbt1.4,15198
target,Smarcd1.4,14798
target,Setd2.3,13774
target,Usp22.3,13516
target,Smarcd1.1,12855
target,Setd1a.2,12846
target,Tdg.3,12710
target,Smarcc1.3,12271
target,Suv39h1.4,11588
target,Sirt7.4,11542
target,Smyd3.2,11010
target,Ube2i.4,10828
target,Smarcd1.2,10330
target,Setdb1.3,10132
target,Suv39h1.2,10041
target,Wdr82.4,9571
target,Sirt1.3,9382
target,Sirt3.3,9134
target,Whsc1.3,8847
target,Zmynd11.2,8393
target,Trim66.1,8312
target,Taf3.4,7877
target,Scml2.4,7609
target,Usp27x.3,7434
target,Sfmbt1.3,7301
target,Supt16h.1,7253
target,Sirt4.3,7132
target,Sp140.3,7121
target,Sirt1.1,7083
target,Setd2.2,6920
target,Trim33.2,6855
target,Scml2.3,6853
target,Sirt7.1,6352
target,Trim28.3,6231
target,Zmynd11.1,6218
target,Smarcd1.3,6186
target,Whsc1.1,6086
target,Suv39h2.4,5961
target,Sgk1.1,5944
target,Ssrp1.2,5859
target,Setdb1.4,5732
target,Suv420h1.3,5701
target,Sp100.3,5547
target,Smyd1.3,5388
target,Suv420h1.4,5372
target,Smarce1.3,5243
target,Scmh1.3,5206
target,Sirt4.4,5139
target,Setd8.3,5053
target,Sp110.4,4892
target,Usp22.1,4833
target,Uhrf1.2,4819
target,Sirt3.1,4534
target,Smarca1.4,4422
target,Whsc1.4,4390
target,Smarcd3.2,4298
target,Smarcd3.1,4258
target,Sirt7.2,4228
target,Tet1.4,3997
target,Sin3b.2,3971
target,Whsc1l1.3,3951
target,Smyd1.1,3927
target,Trim24.1,3880
target,Suv39h1.3,3862
target,Tet2.4,3850
target,Uhrf1.3,3743
target,Setmar.4,3741
target,Taf3.3,3612
target,Suz12.3,3457
target,Wbp7.2,3340
target,Trim28.1,3161
target,Suz12.1,3132
target,Smyd3.1,3115
target,Sirt1.2,2816
target,Sp110.3,2808
target,Setd8.4,2801
target,Smarce1.2,2794
target,Wdr5.1,2616
target,Scmh1.2,2573
target,Ube2i.1,2558
target,Setd8.1,2511
target,Usp27x.2,2482
target,Suv420h1.2,2217
target,Smarcd3.3,2036
target,Tcea1.4,1950
target,Usp22.4,1890
target,Sp140.2,1843
target,Smarca2.1,1798
target,Sirt3.4,1761
target,Setmar.1,1734
target,Tcea1.3,1714
target,Zmynd8.3,1678
target,Scmh1.1,1671
target,Uhrf1.4,1607
target,Wdr5.4,1602
target,Smarcc1.2,1581
target,Sp100.2,1562
target,Setd8.2,1544
target,Supt16h.2,1522
target,Ube2e1.1,1467
target,Tet3.4,1426
target,Suz12.2,1351
target,Tet3.3,1351
target,Sirt6.4,1341
target,Tdg.2,1328
target,Smarca4.3,1289
target,Smarca2.2,1288
target,Scml2.1,1265
target,Smarca2.3,1235
target,Trim66.3,1201
target,Setd1a.4,1163
target,Tet2.2,1149
target,Smarcc1.1,1129
target,Setdb2.4,1101
target,Setd4.2,946
target,Wbp7.4,920
target,Smyd4.4,890
target,Smyd2.2,858
target,Smyd5.1,849
target,Sin3a.1,783
target,Ssrp1.1,772
target,Sirt5.1,749
target,Setdb2.3,697
target,Rpa3.2,671
target,Setd7.1,648
target,Smyd5.2,608
target,Trim66.4,606
target,Scml4.3,605
target,Ssrp1.4,596
target,Setmar.3,580
target,Setd3.1,573
target,Smarca5.3,572
target,Smarca4.4,525
target,Usp51.4,483
target,Tdg.1,459
target,Smarca1.3,458
target,Setd1a.3,439
target,Setd3.2,406
target,Tet1.3,404
target,Sirt5.2,386
target,Smarce1.4,360
target,Sirt1.4,335
target,Ube2b.2,331
target,Setd3.3,327
target,Suv420h2.1,308
target,Smarcd2.3,299
target,Sirt5.3,263
target,Sirt6.1,239
target,Smarce1.1,237
target,Sirt6.2,230
target,Smyd1.2,203
target,Wbp7.3,177
target,Tcea1.1,157
target,Sin3a.4,153
target,Wbp7.1,152
target,Smarcc2.2,145
target,Smarcd2.1,108
target,Zmynd8.1,107
target,Setd7.2,98
target,Smarca5.1,96
target,Ube2i.3,90
target,Scml4.2,84
target,Sirt7.3,81
target,Sfmbt2.3,74
target,Ube2i.2,74
target,Setd2.1,74
target,Sp110.2,73
target,Supt16h.3,70
target,Smarca4.2,56
target,Ube2a.2,52
target,Tdg.4,48
target,Setd4.4,43
target,Sin3b.4,42
target,Tet3.1,42
target,Sirt4.2,42
target,Smarca4.1,40
target,Rpa3.1,33
target,Suv39h2.2,30
target,Satb1.1,29
target,Trim28.4,28
target,Smarcd2.2,27
target,Smyd4.3,23
target,Smarcc2.3,21
target,Sirt3.2,20
target,Ube2e1.4,19
target,Smyd2.1,18
target,Suv420h2.3,11
target,Wdr5.3,11
target,Suv420h2.4,9
target,Smyd3.3,9
target,Smyd3.4,8
target,Sirt5.4,8
target,Sin3b.1,7
target,Suv420h2.2,7
target,Smyd2.4,7
target,Sp140.4,6
target,Suv420h1.1,6
target,Zmynd8.2,6
target,Whsc1.2,5
target,Tcea1.2,5
target,Sfmbt1.2,5
target,Smyd5.4,3
target,Suv39h2.3,3
target,Wdr5.2,3
target,Setdb2.1,3
target,Smarca5.2,2
target,Tet2.1,2
target,Smyd2.3,2
target,Zmynd8.4,2
target,Ssrp1.3,2
target,Sp100.4,2
target,Suz12.4,1
target,Sirt4.1,1
target,Sfmbt2.1,0
target,Sin3a.3,0
target,Rpa3.3,0
target,Rpa3.4,0
target,Sin3b.3,0
target,Wdr82.1,0
