Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,785.901456455963,2723.78853173985,95.8002799813346,2960.17382369425
B03,1126.08315286322,993.707478477119,83.8709677419355,1360.1711506336
B04,1383.10397501859,257.774124241372,44,394.387922280261
B05,1086.2957919858,1322.41845181494,77.7777777777778,570.551289506707
B06,1833.73538543716,3237.166029398,94.2629482071713,2232.67503004942
B07,3298.71194200537,7663.65007495676,100,4615.65186323053
B08,2969.65143553401,2123.08277082109,87.5,1684.57275805161
B09,248.236140250403,180.988766804953,62.2937941869599,362.586294809504
B10,821.649523665244,2695.3793246621,92.2725194330133,1734.85377058403
B11,658.712741965367,1649.09142877066,68.75,691.935218819689
C02,1086.23122699466,531.352686881641,66.6666666666667,1021.9781232569
C03,1688.59453719179,3150.34274076113,93.9787485242031,2437.3760124765
C04,2384.36998331622,2912.10404074095,85.8744394618834,1328.93200795745
C05,2055.76480704624,840.490300692815,50,336.362820047639
C06,218.764710945597,276.545198142447,33.3333333333333,18.6732058116136
C07,4537.05763683402,5998.49581076963,100,3536.49661696271
C08,2006.49583504849,4399.949139155,100,3060.67278673934
C09,2308.0021138763,642.336618238435,100,2575.03089955803
C10,638.720336159385,3937.2241443906,100,2797.61719541075
C11,1109.43054963006,3297.08492917543,92.7169421487603,2355.11926976803
D02,1222.02303105501,2563.27266036362,92.8571428571429,2082.60087090794
D03,5554.39837362888,4612.78424354422,92.3076923076923,2185.14238492159
D04,5621.45620689695,4711.38577233266,100,6108.03975445962
D05,435.139622466151,2793.84154410522,86.3908872901679,1411.9035690001
D06,889.765559577618,5421.78432393987,83.3333333333333,2222.70961367239
D07,1329.412409968,1201.2620791905,50,533.451453676768
D08,6649.25200234562,5363.43099558511,100,2356.99328932514
D09,1211.00230836944,2975.49070115939,94.0133779264214,2433.9876391333
D10,2397.23315967116,4070.38244843024,86.3495346432265,1397.8523604367
D11,1528.58942299386,1421.11576554037,90.9090909090909,1848.88162093112
E02,3472.33419005156,3133.16641619631,100,3003.22316507749
E03,0,0,NaN,0
E04,856.666897720008,2266.82064936718,92.7326537323249,2025.39686837319
E05,1435.24496757929,1022.84398452256,93.75,2167.02144456121
E06,1355.82615048138,1171.15423386118,90,1984.38113822142
E07,785.694603432394,2053.34043553952,88.4615384615385,1418.12760248711
E08,1074.3624124793,2502.65094741075,90.139335476956,1653.71759188108
E09,2043.13587413248,3857.55482480215,94.1176470588235,2212.10337194028
E10,2687.20550533394,5743.77284822762,71.4285714285714,574.533811969988
E11,1968.80078492715,3323.65735942365,93.6764705882353,2355.83441638006
F02,1659.35388979709,3315.17073850139,92.0057616132517,2035.61978814868
F03,1558.26103321614,841.157100203185,94.4444444444444,2012.54038779881
F04,1619.74482445414,5234.40664305836,90,1073.32340305697
F05,218.927250125983,851.980249583755,77.2357723577236,746.369229697607
F06,1346.89857482424,3062.11686260371,89.9948427024239,1629.02298606781
F07,2412.66594831636,3566.09410178393,100,2677.20937219477
F08,1650.51791659569,2742.09223577115,80,1834.97946708454
F09,1434.00021348706,1315.33657324683,85.7142857142857,716.226518750683
F10,544.859858534577,2546.71560027081,91.3839687781447,1842.20763607306
F11,468.162381279848,1235.69275005679,72.2222222222222,891.290755369974
G02,3136.82804613566,1307.21781937175,100,2625.34496079597
G03,2749.39827763776,7286.61075823632,75,769.542360174234
G04,1439.65432537375,3219.29532870094,93.1219294327825,2133.77098224547
G05,2122.13417046549,2829.51477914186,90,2364.60617234337
G06,1475.49533537251,1928.98211394009,85.7142857142857,1267.51422387181
G07,589.029238016284,2995.43300503699,93.3668341708543,2296.80882942399
G08,1511.25003014401,4046.95820362022,95.5497382198953,2890.90975998072
G09,2228.37205371115,1004.91833538835,77.7777777777778,1403.78486757349
G10,1004.19239368381,3351.20128677064,91.304347826087,1874.85428313904
G11,3526.25597389132,5411.8088944,100,3245.64606143793
