Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,874.698281847361,3158.76679060879,77.5635407537248,833.863555699382
B03,749.968001632491,700.66611900714,40,169.07059758897
B04,775.077094061157,514.291622436507,26.0869565217391,58.096447815673
B05,958.142193748434,3092.49772059789,63.6363636363636,286.365630033441
B06,701.068574825746,3003.13403770337,68.7871581450654,540.975887033666
B07,569.057351047032,399.923278220917,50,204.350817908179
B08,335.733857392723,1922.38713528441,72.7272727272727,441.850738289474
B09,177.642634358411,434.502577319996,29.2600422832981,96.2692745737783
B10,519.47457163375,2946.77850528397,67.1479160991556,481.327285776549
B11,671.89594356653,808.799339499847,33.3333333333333,132.88136612706
C02,269.60340110748,233.551541193219,0,91.653118668639
C03,785.609116495054,2598.90860089607,66.9557482766289,507.082316208162
C04,1121.97398518442,2669.780908592,50.0884955752212,235.285001223396
C05,1157.51495573692,1884.35773953286,33.3333333333333,212.76078070743
C06,638.205965054685,374.773090055727,0,43.972256811738
C07,1785.03476416792,8092.26084393919,100,1611.93029740836
C08,473.386165572962,6158.02572290897,50,543.033171565679
C09,252.375612530354,2823.75042750319,75,629.022397905552
C10,226.526215317227,2067.48949331657,100,1354.4437340197
C11,637.179601215386,2832.42043582094,67.4981384959047,526.704632596945
D02,503.250533751415,2246.78370670361,61.2038970076548,374.141396752452
D03,229.771559102388,2602.51915155437,80,1409.39486456606
D04,581.95993037121,1764.3371542631,33.3333333333333,281.806235405058
D05,255.108400604848,2061.19895817556,65.6730467524317,478.330920741111
D06,724.653047651293,377.107410006548,33.3333333333333,107.177782030363
D07,765.047089568703,560.903402759159,60,605.013927701356
D08,444.17301186215,1336.48340079007,50,182.127672120272
D09,677.673731356956,2915.88952681046,68.3465458663647,554.465898177748
D10,1073.41146029276,3662.92885028945,64.6720919100048,448.903350986192
D11,682.622361853718,629.093801503769,12.5,102.040723021151
E02,586.233197633531,3153.15491129541,50,296.865767273637
E03,286.252297285818,2640.87838642638,66.6666666666667,343.674527424439
E04,564.407724018322,2499.07947124785,69.6159317211949,557.758107138606
E05,913.630591245906,1061.98575319085,62.5,536.849733534708
E06,111.965520310806,113.085255183649,25,110.779656602985
E07,577.406819032989,613.120714136167,25,93.8106272317214
E08,629.413357531877,2836.90118105373,60.3376871615164,352.272019988161
E09,1293.62111794342,1267.29438513375,85.7142857142857,706.603902563112
E10,769.213877292638,856.331539324528,83.3333333333333,499.805711316186
E11,669.890286732973,2915.58819598069,70.3979011805859,620.500457029309
F02,780.81440470966,3256.79316265446,61.7267165193746,367.552566299825
F03,1232.7300317537,4038.17147482471,100,1321.86903103657
F04,881.079058317593,2276.35671828659,66.6666666666667,542.94849292252
F05,247.067131015607,1267.53843466782,73.6842105263158,544.603599624498
F06,771.705733754186,3662.96650973666,59.2105263157895,327.210510421144
F07,0,0,NaN,0
F08,1294.30882487316,5558.18819518151,33.3333333333333,180.148440512276
F09,1412.47076571977,1985.12767830304,60,630.823124361686
F10,322.57500815902,2271.45394873014,68.2748538011696,536.6093772338
F11,1048.85706649434,1653.12928503778,57.1428571428571,283.101525746257
G02,572.867635035543,4916.04159471249,66.6666666666667,717.212129540238
G03,1333.26502754515,1474.31718616885,33.3333333333333,188.945007482932
G04,743.500401472982,3286.36193886885,71.106659989985,592.837140956591
G05,1154.57728210518,5094.99125492351,60,403.357121182967
G06,955.199219943747,4403.28299640256,50,272.30359188035
G07,243.550242561467,2342.19511574292,69.6442382057231,536.95678429069
G08,720.533475327292,3567.77045250756,72.4684473143528,611.873933992381
G09,616.889085780316,511.796215286362,42.8571428571429,205.755124793754
G10,347.19442889966,2919.70786734813,64.9644760213144,413.041003384179
G11,578.917062643293,392.205595568005,50,575.941105192528
