Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,1274.78615083799,24.1568323440604,0,2.52889495671859
B03,1588.53315076948,34.7645970291155,1.4218009478673,5.55930154523687
B04,1318.26410543465,3999.82113236013,92.1783625730994,2053.76908547901
B05,1066.5007792659,4871.62365334414,92.9310344827586,2389.402863601
B06,611.663595650315,4777.20975545307,95.0310559006211,2885.15197177534
B07,599.228181536595,3656.43031538793,93.0790960451977,2071.92729491652
B08,1201.31574075289,5729.65172095031,92.5149700598802,2022.80027775636
B09,578.864060981238,4670.40614389853,92.9281122150789,2520.14231774308
B10,694.641189775806,5417.38526613796,92.51632345555,2248.7079779367
B11,418.383391570802,3692.53825957309,92.6600441501104,2355.41551868781
C02,1476.37520728701,5886.62891551685,91.725768321513,2351.87595428451
C03,1073.42364777232,3798.71059819568,91.1352329262777,2047.56987472104
C04,1278.33361590118,3983.11867074247,93.0698580573337,2414.87980998386
C05,680.919502870099,5608.00603877132,92.7087002465657,2525.49178556729
C06,1498.6230084746,4822.10596713902,94.7880472550382,2967.2791260179
C07,871.595808911693,4555.4024854975,92.8594717965438,2721.08718927964
C08,1991.90508717907,3777.34729144897,89.0669515669516,2233.81618612067
C09,881.068276747871,7272.58985810058,93.5387673956262,2565.4627250311
C10,1396.92492526918,6027.05713957544,93.9672801635992,2957.70967904639
C11,961.896821362554,4942.42157537683,94.4331983805668,2894.70998861137
D02,840.100669594129,3292.59529007614,93.2370820668693,2651.62880016194
D03,1120.44387963582,5711.6830396524,93.1569343065693,2222.86814365505
D04,2338.46126436236,4752.61409378905,92.9542645241038,2409.75384039457
D05,1254.67339577315,4622.87624922442,93.2524098536237,2297.86100023522
D06,793.994455639236,6422.16849767163,94.9352179034158,2793.81798236479
D07,862.587359459822,7125.98001396766,91.0684002261164,1817.58817779149
D08,1571.53521635381,5655.95244850825,92.3269391159299,2665.48588775888
D09,999.625152497174,6473.13690884167,96.937212863706,3640.70219902203
D10,972.772487621618,5312.04085021217,94.2685589519651,2609.15788181783
D11,1272.44480399052,4578.75829572057,93.6785986290937,2281.30598701626
E02,1017.05995809506,4601.39842427917,92.6829268292683,2372.90090374726
E03,785.506781008662,3835.84188784054,94.6808510638298,2968.42637070296
E04,1268.62752292884,5007.08194278608,90.3441682600382,2043.93409092093
E05,727.222809368854,4848.87261466317,94.0959409594096,2511.6348161441
E06,1003.09174037212,4544.97953592363,92.4879807692308,2112.5497690816
E07,700.253257862301,5702.42143707152,92.9612870789341,2496.61946492667
E08,998.994747293963,6289.97959194873,94.1244684963278,2772.29564731676
E09,611.831228917326,6155.41538739655,85.5653568564555,1323.24604601413
E10,1151.22833975183,4473.98115300449,93.758573388203,2429.55001114065
E11,1130.44826880526,3641.61211221818,84.4827586206897,1342.6119325458
F02,2024.66920088361,4585.20034947983,95.0370792926412,2824.61257601264
F03,1281.91354107957,4640.13551226934,94.4870900209351,2650.81734718102
F04,1737.22843691184,5753.31421163932,94.4332998996991,2578.35601455931
F05,1265.60462668392,5232.62166913183,93.4426229508197,2287.29027005977
F06,1327.99609112716,7224.21692152174,94.3205944798301,3021.63010565554
F07,1001.96833846948,7087.43732652038,93.3139534883721,2046.23425386965
F08,1392.15638586085,6388.64532834745,94.0291906236179,2583.84412494583
F09,1797.43816166766,4937.63484597951,93.036750483559,2479.56667550167
F10,107.677890270915,5081.47350188054,88.8888888888889,2323.41698882982
F11,588.935157356724,4547.06517977498,80.091533180778,941.980818718736
G02,1070.52449855676,2925.45120968003,93.0498773507768,2201.15716692715
G03,932.856672777543,2591.31066164177,92.4908424908425,2108.14981387731
G04,1188.63287867859,3478.42351101492,90.273178807947,1732.04638544076
G05,1151.67796943435,4049.28302701971,92.822265625,1969.0228630112
G06,602.454936279681,5684.66792899219,90.1003167898627,1721.99547767328
G07,1492.57586875201,3203.29976935134,91.6368834882059,2105.54748494457
G08,1132.52796906009,4409.49385491467,93.185618729097,2318.12463344998
G09,902.016585337982,5040.03671077415,93.6943355895974,2562.89017661397
G10,1116.62960099248,5567.66262151182,93.9607448414695,2587.29749943428
G11,765.463846232117,4430.9227784176,94.7956688787985,3260.98802066101
