Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,429.334487979554,2425.21041033434,69.9673558215452,569.112055127635
B03,546.663969093149,1831.38167978251,73.1452916115763,635.705403794022
B04,603.729859778559,1778.11558323118,40.5913978494624,164.944462653479
B05,487.014364064755,2461.90829280555,67.0642201834862,498.479592758421
B06,374.532983197285,2822.64979174312,68.6690647482014,592.513126408515
B07,319.183584597026,2022.32765275123,70.2558635394456,638.085589259315
B08,337.970283718415,2849.41498155473,76.1349939734833,826.711012408672
B09,1150.31817376262,1660.0539794528,43.6795613767895,180.39091322476
B10,470.587612394698,2529.64053439956,72.0398183723367,639.193431374434
B11,379.098306156577,2616.82309011498,72.7828311540648,666.861740911985
C02,500.859183350663,2400.69815149182,70.1822600243013,591.746405338553
C03,468.420648490284,2458.65609442668,66.01638704643,482.782099455484
C04,631.939980207337,3108.86111689022,69.1256830601093,560.890234344332
C05,887.708415238939,4526.83935319666,82.4513794663048,1081.8832567994
C06,564.087206027996,3357.25089207547,72.8421884258345,691.904649490442
C07,529.473650095578,2229.20822852758,42.6136363636364,159.17059634724
C08,416.82957543855,2553.34356235092,70.7070707070707,555.646017416712
C09,614.669252766523,3451.76624723579,67.7486187845304,488.573855752534
C10,728.817917821141,2507.233067036,73.2290384953419,645.731866391743
C11,483.125923162619,2794.18829379232,71.4819427148194,589.804623829764
D02,612.030320274387,3001.92056095116,70.7094357293374,632.9205786514
D03,537.687942429782,3170.46161889974,67.297457125961,520.227034520212
D04,439.810263840799,2660.08681159558,62.8074158153613,385.606047116103
D05,429.731538016498,2626.35095077336,62.8550619082302,400.697176083111
D06,436.543240104144,2143.43601166105,46.317468758309,169.474284846782
D07,735.980514851482,3150.74785115157,61.8494712834335,417.413274577013
D08,356.249078395588,2704.74802431766,55.6804963164017,278.58750389128
D09,452.792374328987,2437.36279814041,61.5138392016569,368.375802539328
D10,472.553836686549,3473.35613067947,66.1178337631422,469.961865139415
D11,527.019359187888,2506.62969325672,72.1633294071457,659.54285823449
E02,406.720050515699,1957.92341334033,68.9349112426035,543.233913807558
E03,353.582840763865,2499.21384056702,41.4588528678304,161.389829974778
E04,467.126606728133,3099.24528729927,71.0894552723638,587.102212423542
E05,563.500880860573,3139.75514760927,67.9169792448112,511.940727649358
E06,480.82540800224,1943.08748714348,37.044788614483,144.591963652588
E07,414.406739948645,1830.0744775781,67.7409816676523,486.300104710307
E08,316.892231396642,3011.15174841311,61.8575528306809,381.71698840748
E09,547.222219210119,2614.34204396659,72.3147153598281,615.351800807736
E10,531.248065691594,3105.81889988198,65.5501377994488,469.197453603772
E11,372.177558933496,2501.57984739453,72.5654664484452,622.704438520448
F02,453.148539844958,2034.66434955904,67.7154944473823,499.251674923438
F03,1348.4122802229,4470.28690633488,72.9184673004898,645.026023886631
F04,519.780656942566,3023.7073629004,62.7455407541206,399.833973111227
F05,365.090010212177,2669.0431208236,62.2924901185771,403.693166471778
F06,660.241322443817,2446.77933908828,59.6144089294774,357.82323553623
F07,364.315644367773,3654.09659980378,78.2070331847449,882.680740037414
F08,490.894050516121,2999.7406672568,62.2530474989491,386.296541999739
F09,418.793241523125,2682.93859677358,68.1939799331104,505.250889996607
F10,526.174044456416,3008.77246944744,73.5435684647303,614.288551361419
F11,524.245142525592,2586.15517439358,70.7301720520352,597.926736648399
G02,624.190404113777,3005.91821704808,70.2451561882167,579.181797207779
G03,407.263380224012,2372.18813417535,67.9156908665105,507.533972554324
G04,571.727678002011,2334.99544562203,61.5404233613874,378.62714391113
G05,590.617199070387,2494.6170416024,63.0948725821308,400.421190559008
G06,448.230427481758,3594.54853231075,66.8624420401855,543.356157672801
G07,427.10629593327,3052.84163480653,70.1725213053419,590.421157714051
G08,296.075064701901,3462.96732770989,62.3758003974387,427.824541213245
G09,344.830769248657,3357.26032365057,66.7588932806324,491.03938010654
G10,392.394945633786,3546.81037640831,78.2940933498554,868.060926154684
G11,396.441546980489,3001.2805535149,77.1978470070135,846.135276500723
