Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,513.201293521095,3681.24311628908,65.0364721485411,467.179893406039
B03,647.48500712821,3422.99846997008,65.9320080668395,475.561538083069
B04,900.057526968425,3729.12498069272,73.4910277324633,754.437065545158
B05,483.635057485717,4275.2930186046,65.0218499635834,457.264601770312
B06,423.685210984007,3855.06423684401,70.5850633593961,562.294240380537
B07,664.370086308577,4179.80614415994,73.5017037482461,711.623401731948
B08,322.195965048307,4795.52006108183,91.0866299449174,2294.84177604079
B09,620.145746965664,3532.40690120608,60.3941160144324,368.774146636437
B10,598.194426426477,3148.33247554114,83.0208891269416,1168.63672112921
B11,464.739279857251,2291.27827350093,64.4088245432609,457.801672012772
C02,446.587039730332,3920.61770880514,87.4431619447359,1425.66569489378
C03,681.114586550606,3032.75734216885,66.7959835691465,484.644317701301
C04,548.11716606138,2553.1276971194,51.5735086895256,254.127802415375
C05,522.496572037675,3514.90561601865,64.0321326768593,446.207054178518
C06,447.961540183647,3519.68056066513,70.776656428258,644.326758722565
C07,542.094909406679,6584.75035304295,57.1428571428571,279.80909082411
C08,460.589651380834,2510.77168975003,64.3418716713163,416.596481463893
C09,529.360613252439,2162.57012264376,62.5,501.197470312079
C10,513.328035124457,2531.1704056567,58.9987163029525,349.413163100117
C11,377.738755740295,2496.43430216352,68.126576473286,529.159889365341
D02,523.11995750955,2842.16960526504,66.3959390862944,473.205364592457
D03,468.360385942127,2306.65199846075,62.1135469364812,413.328120518841
D04,689.086888533731,2919.31104274736,70.3892617449664,583.218132622138
D05,542.544155726046,328.020062346471,20,102.138485293398
D06,411.336862419076,3356.07456339094,66.701607267645,488.107851156939
D07,442.398222463866,3035.58157392217,62.0940084728667,395.884943009979
D08,283.337525007086,2780.2157712257,71.3608345187292,612.683077105282
D09,440.218244495563,2590.48301091164,62.3456790123457,389.69055233496
D10,316.558673424965,2558.98881676925,67.01171875,497.003825722672
D11,394.427682262339,2334.58727163303,63.1316564695219,414.960513326521
E02,538.513907289158,3418.06102669801,69.2467893092676,590.481391352931
E03,481.883121112108,788.963686662022,34.6153846153846,127.40555877795
E04,513.521357895052,2219.32282285585,71.506585287504,622.39687340596
E05,620.532328352212,4494.07397668111,80.0597779675491,955.30954119534
E06,852.873587723185,2676.23013141971,76.2904228855721,756.344176916418
E07,369.318125895836,2764.30806391825,70.9729604807026,589.986949681367
E08,347.953504571368,3062.51155418993,67.4448767833982,506.142739640808
E09,584.291933027221,3205.01696284435,80.2631578947368,997.125630976713
E10,1030.85606385131,2915.30708496754,88.8888888888889,716.010451304007
E11,310.822927585896,2266.20572579365,72.1342031686859,648.157048411642
F02,587.494650486927,3257.64444002274,74.7543205692985,731.097407559906
F03,542.781211918714,3026.97231248581,67.5834084761046,539.397534289098
F04,580.693883511196,3821.83916824304,73.1732243229433,675.112878643166
F05,457.010625568659,2559.97413491556,60.0401606425703,353.792899104234
F06,416.269404315221,3394.92943197717,69.3580944691159,546.061198886971
F07,533.653368798603,4013.94749496432,76.2924441725298,815.147833798916
F08,370.265315666933,3631.1217675257,73.2985305491106,674.498560391816
F09,463.981277584996,4324.99054095894,69.720453916413,603.368977062685
F10,320.507102157406,2703.09786586665,71.496953872933,600.684622472395
F11,508.956126878838,2319.01112919577,75.2776635129576,836.148835808258
G02,834.461309798736,5105.75500202229,61.0102604577743,388.472307429345
G03,621.635955160125,2634.42205724603,67.0223474934568,470.423729505
G04,418.737579088022,2747.48337576317,69.5618153364632,580.011000206996
G05,512.77055929737,3962.5354308461,77.1089108910891,816.083078951228
G06,615.454389067262,4135.22280391808,72.1142013290672,594.485690528818
G07,598.290030808001,4509.43147159192,72.9088085200799,628.777691443046
G08,432.89300799793,3625.28810164379,69.3239152371342,546.687522588754
G09,399.860283703375,3238.78328661169,62.5437572928821,400.50970587441
G10,587.54171514262,3360.41443034753,70.2675585284281,598.860430151341
G11,554.19944953762,2703.18091916268,74.142764718568,687.536467075993
