"Position","shRNA","CD103Percentage_100U_shRNA_fixed_normbycontrolZP.csv","CD103Percentage_10U_shRNA_fixed_normbycontrolZP.csv","CD127GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD127GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD25GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD25GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD44GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CD44GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CD62LPercentage_100U_shRNA_fixed_normbycontrolZP.csv","CD62LPercentage_10U_shRNA_fixed_normbycontrolZP.csv","CXCR3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","CXCR3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","CXCR3Percentage_100U_shRNA_fixed_normbycontrolZP.csv","CXCR3Percentage_10U_shRNA_fixed_normbycontrolZP.csv","Lag3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","Lag3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","PD1GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","PD1GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","Tim3GeoMean_100U_shRNA_fixed_normbycontrolZP.csv","Tim3GeoMean_10U_shRNA_fixed_normbycontrolZP.csv","Tim3Percentage_100U_shRNA_fixed_normbycontrolZP.csv","Tim3Percentage_10U_shRNA_fixed_normbycontrolZP.csv"
"1_B02","Actl6b.1",-0.307035525077025,-0.51248030781983,-0.529263489890688,0.704075721494475,0.850735726719991,1.5537297717968,1.77906008145473,1.68082949991256,-0.856304056300359,-0.222215537145319,-0.314770088217224,0.833306077810137,0.0774379450575294,0.547160785672131,0.109518538622047,-0.740073537569852,-0.370629213680898,-0.209254448909818,1.01324577830357,1.80871920019694,1.13665628865162,1.31053979996042
"1_B03","Asxl3.1",-0.534500903828803,-0.0307198879135779,0.0959005859795714,1.12719758096217,0.116935450695453,1.13171124171814,2.63034909533827,1.90851583976588,-0.47860145565343,0.540579518813069,-0.629374212509729,1.03694134872462,-0.518144099247157,0.635463617270396,0.333521658726615,0.809091942975847,0.192271077600515,0.458241525660522,1.186275322116,1.18969076127714,1.22994899300289,1.13879457313622
"1_B04","Atad2.1",-0.602188874328846,-0.193592739565476,-0.23557988471907,0.613213337667353,0.916380785989288,0.90118029123715,2.56728551760555,1.14292851868898,-0.488746534702157,0.859234850110322,-0.730823834957185,0.294706860714611,-0.597001456571992,0.385736480081763,0.521210736598811,0.365879935009093,0.341449265612035,0.0267368284746036,2.23181728754024,1.11675372864131,1.63486492077197,1.23133978663934
"1_B05","Asxl2.1",-0.60930199416495,0.118999906566028,-0.588290482369763,1.49250371445486,-0.575413414859246,0.452123005186469,3.06671124796639,1.13961087003588,-0.366574425233718,0.910554201658748,-0.53478231618078,0.990718493899269,-0.0319748857477081,0.607646540073349,0.766049455580165,0.411808161037196,0.358023456542745,-0.491090506137094,0.140065892784433,-0.391682750877509,0.459901907164315,-0.0456003200819774
"1_B06","Aff4.1",-0.346130823973446,0.370957774692119,-0.533979070686012,1.08448841365978,0.102423536469272,1.57368483460354,3.29706080509452,2.61375425523622,-0.294783239420636,0.275879497505881,-0.645817858951419,1.01050279398025,-0.474337424174224,0.653941086939466,-0.15199229413238,0.68728813447134,0.00546668589457803,0.324102934057774,0.707278768844753,0.373774288710035,0.899777252408074,0.420894018933062
"1_B07","Aurkb.1",-0.480018613318038,0.133425207355297,-0.557088766040145,0.982665323647882,-0.0671531208554116,1.15426254074148,2.93539039918729,2.34031394079997,-0.292087804529645,0.36078411662328,-0.73341056183714,1.01719923440164,-0.699816576506234,0.652287056380536,0.906531497271738,-0.645676400339537,0.0456079046772151,-0.242723528314352,1.63009773414257,0.871067979241271,1.33646248891243,0.600311636223227
"1_B08","Atm.1",-0.260926566526685,-0.0844021270457337,-0.649042368639761,1.46116015408449,0.00883928272521172,0.733754701830031,2.37207827468702,1.80310092197451,-0.294424309774738,0.461595743227586,-0.766009908974761,0.683427832118441,-0.671802629132212,0.608959302915966,-0.213380823909334,-0.133264822443689,0.673540945392155,-0.261174495751419,0.746875137890715,0.313944772607564,0.92789741029948,0.502443830986805
"1_B09","A2l.1",0.00198287091466779,0.586718712453914,-0.527373186334608,1.50958563800146,0.637946940988812,0.987107374536868,1.49422558315582,-0.225907453298668,0.115707483704149,0.240669430272952,-0.624347216966022,-0.680528406714247,-0.322647078206846,-0.290113501847287,-0.485376104285182,-1.24968675091978,0.31296557045795,0.02984646885048,1.08089272763803,2.26126954835679,0.866432303997625,1.46753930054268
"1_B10","Aff1.1",-0.372048713355734,-0.481856154701009,-0.421907695791823,1.15845952650518,0.0394807166811205,0.893204912532343,3.0048449432778,2.15199636092149,-0.63845084761444,0.185160880991284,-0.816486246554868,0.546496163142184,-0.828867499019017,0.501743951679509,0.153524350197663,0.406007934049507,0.00706829035560292,0.189201656289621,3.67374937043084,2.17024669762462,2.0826325872717,1.87180379155488
"1_B11","Atr.1",-0.260095017456245,-0.808763901082308,-0.404831623768627,-0.0662065387269402,0.613817224094654,1.00811303819717,2.81610067505178,0.368157369230069,-0.521078448553804,-0.185849450708092,-0.848868429001314,0.136489654871308,-0.933633631200464,0.141911669162179,-0.379397037779974,0.135257559492802,-0.0905097131275627,0.735403447638591,3.27283117953701,2.63577819016996,1.93024080281892,2.61881619896088
"1_C02","Atm.2",-0.114262168623964,0.310075653658254,0.101419466142178,1.49369461903038,0.437801367226341,1.25898332106264,3.3840918892362,2.77081466506442,-1.07189771731769,-0.235132716722833,-0.60409809188284,1.21534791608274,-0.446012244845765,0.610132499833713,0.00440900927534485,0.518072539160631,-0.125843625276978,0.109021536954942,1.90439754642874,1.89290227667802,1.51258338458765,2.04855941953121
