"Position","Pool","shRNA","Percentage","precentile","z"
"control1_B02",1,"Bptf.1",0.492896492,34.9483400566824,-0.386715552402472
"control1_B03",1,"Bptf.2",0.881057269,51.5631427106666,0.0391922082430474
"control1_B04",1,"Bptf.3",0.644883921,41.2955829284828,-0.219947992753704
"control1_B05",1,"Bptf.4",0.831024931,49.3734644974295,-0.0157055617020075
"control1_B06",1,"Whsc1.1",0.757377905,46.1556000000749,-0.0965144475567015
"control1_B07",1,"Whsc1.2",0.62305296,40.3653390369565,-0.243901921803701
"control1_B08",1,"Whsc1.3",0.599101348,39.3509840613474,-0.270182726138473
"control1_B09",1,"Whsc1.4",0.498196186,35.1638546030228,-0.380900485715179
"control1_B10",1,"Cd4.1",0.560471976,37.7304203308812,-0.312568640168274
"control1_B11",1,"Cd4.1",1.62283997,80.3200880081077,0.853110120068784
"control1_C02",1,"Mll2.1",1.301592738,69.168175039313,0.500622961906763
"control1_C03",1,"Mll2.2",2.002040296,89.7812644861754,1.26918606398805
"control1_C04",1,"Mll2.3",1.348182884,70.9438052170014,0.551743801328949
"control1_C05",1,"Mll2.4",0.407651301,31.5524649702136,-0.480250475444451
"control1_C06",1,"Brd8.1",2.999318337,99.0947046687503,2.36344515030285
"control1_C07",1,"Brd8.2",0.554272517,37.4722610764874,-0.319370970172637
"control1_C08",1,"Brd8.3",0.928641251,53.6414021515379,0.0914035299867091
"control1_C09",1,"Brd8.4",0.693909021,43.4017324463938,-0.166155410417589
"control1_C10",1,"Cd4.2",0.979325354,55.844048044996,0.147016446304261
"control1_C11",1,"Cd4.2",5.237533196,99.9999279746988,4.81931687904327
"control1_D02",1,"Ncor1.1",0.463917526,33.7786188257731,-0.418512599518551
"control1_D03",1,"Ncor1.2",0,17.6822045014519,-0.927544130602048
"control1_D04",1,"Ncor1.3",0.618458611,40.1702416453011,-0.24894305169152
"control1_D05",1,"Ncor1.4",0.373971578,30.2506388574242,-0.517205408173503
"control1_D06",1,"Cxxcl.1",2.906050955,98.8123712227998,2.26110791232661
"control1_D07",1,"Cxxcl.2",3.776223776,99.9349822351266,3.21590133692526
"control1_D08",1,"Cxxcl.3",0.684931507,43.0144634215574,-0.176005949447976
"control1_D09",1,"Cxxcl.4",0.851536468,50.2713039914339,0.00680063497913672
"control1_D10",1,"Cd4.3",0.527383367,36.3591586414673,-0.348874975576463
"control1_D11",1,"Cd4.3",1.53471027,77.5298347365749,0.756410181802323
"control1_E02",1,"Smarca4.1",0.756253636,46.106618113498,-0.0977480469323366
"control1_E03",1,"Smarca4.2",0.385462555,30.6920964806944,-0.504596982563052
"control1_E04",1,"Smarca4.3",0.296411856,27.3484740333024,-0.602307483062716
"control1_E05",1,"Smarca4.4",0.318705565,28.1684113388584,-0.577845805739061
"control1_E06",1,"Klf2.1",0.651130912,41.5627013931807,-0.213093508464626
"control1_E07",1,"Klf2.2",0.504891133,35.4367901485755,-0.373554483611493
"control1_E08",1,"Klf2.3",0.247524752,25.5928582207457,-0.655948649875107
"control1_E09",1,"Klf2.4",0.446077145,33.0661289363184,-0.438087881646484
"control1_E10",1,"Cd4.4",0.670141474,42.377935919723,-0.192234250214448
"control1_E11",1,"Cd4.4",1.749033964,83.9297785284234,0.99157594293438
"control1_F02",1,"Runx3.1",0.271055179,26.4304770171956,-0.630129988989124
"control1_F03",1,"Runx3.2",0.637168142,40.9662165084621,-0.228414098424977
"control1_F04",1,"Runx3.3",0.75926753,46.2379398375113,-0.0944410645672353
"control1_F05",1,"Empty",0,17.6822045014519,-0.927544130602048
"control1_F06",1,"Sp140.1",0.588789449,38.916445584738,-0.281497413431293
"control1_F07",1,"Sp140.2",0.525938322,36.2996547672398,-0.350460545052953
"control1_F08",1,"Sp140.3",0.324901369,28.3983727110362,-0.571047486167894
"control1_F09",1,"Sp140.4",0.801424755,48.078470957238,-0.0481842288468676
"control1_F10",1,"Empty",0,17.6822045014519,-0.927544130602048
"control1_F11",1,"Empty",0,17.6822045014519,-0.927544130602048
"control1_G02",1,"Smarce1.1",0.631768953,40.736116342124,-0.234338335577594
"control1_G03",1,"Smarce1.2",0.964630225,55.2069738521666,0.130892278547901
"control1_G04",1,"Smarce1.3",0.574712644,38.3254964544102,-0.296943127810089
"control1_G05",1,"Smarce1.4",0.344901919,29.1467737441853,-0.549101967797864
"control1_G06",1,"Wdr82.1",0.667111408,42.2477685823084,-0.195558977237725
"control1_G07",1,"Wdr82.2",0.71667463,44.3865475278609,-0.141175942827226
"control1_G08",1,"Wdr82.3",0.692259283,43.3305179375108,-0.167965578417206
"control1_G09",1,"Wdr82.4",0.493522517,34.9737725630579,-0.386028649135432
"control1_G10",1,"Empty",0,17.6822045014519,-0.927544130602048
"control1_G11",1,"Empty",0,17.6822045014519,-0.927544130602048
"7_B02",1,"Hdac7.1",0.702740689,43.7833291983927,-0.156464900290017
"7_B03",1,"Ing4.1",1.192250373,64.826759138002,0.380647517244988
"7_B04",1,"Ing5.1",0.670337563,42.386362506937,-0.192019092393705
"7_B05",1,"Ing3.1",1.179071481,64.2887241702435,0.366187034084143
"7_B06",1,"Hdac9.1",0,17.6822045014519,-0.927544130602048
"7_B07",1,"Jmjd4.1",0.386286818,30.7238717469692,-0.503692563494165
"7_B08",1,"Jarid2.1",0.544182431,37.0532901805362,-0.330442274095188
"7_B09",1,"Hltf.1",0.620347395,40.2504188300936,-0.246870591485725
"7_B10",1,"Hdac8.1",0.717488789,44.4218351701623,-0.140282610329339
"7_B11",1,"Jhdm1d.1",0.419412822,32.0126462591881,-0.46734519658137
"7_C02",1,"Jarid2.2",0.632911392,40.7847779151739,-0.233084799246786
"7_C03",1,"Hells.1",0.759425007,46.2448025828557,-0.0942682735991691
"7_C04",1,"Hdac7.2",0.493583416,34.9762469684877,-0.385961827966854
"7_C05",1,"Jhdm1d.2",0.699790063,43.6557730657076,-0.159702462111372
"7_C06",1,"Ino80.1",0.257731959,25.954498170795,-0.644748835433744
"7_C07",1,"Ing5.2",0.925925926,53.523021669747,0.088424151186221
"7_C08",1,"Hdac9.2",0.56753689,38.025288337393,-0.304816693348328
"7_C09",1,"Jmjd1c.1",0,17.6822045014519,-0.927544130602048
"7_C10",1,"Ing4.2",0.417536534,31.9390464323169,-0.469403945604345
"7_C11",1,"Ing2.1",0.579374276,38.5209002128752,-0.291828171936859
"7_D02",1,"Hdac8.2",0.441576087,32.8873229874757,-0.443026648381578
"7_D03",1,"Jmjd1c.2",0.820512821,48.9134184123235,-0.0272399296625275
"7_D04",1,"Ing4.3",0.720192051,44.5390327234103,-0.137316467604263
"7_D05",1,"Hira.1",1.032540676,58.1372819439876,0.205406731897311
"7_D06",1,"Hells.2",0.457366874,33.5163130990622,-0.425700274547571
"7_D07",1,"Jmjd1c.3",0,17.6822045014519,-0.927544130602048
"7_D08",1,"Ino80.2",0.939926441,54.1330473749964,0.103786156687189
"7_D09",1,"Hltf.2",0.908304498,52.7540657075198,0.0690891143057269
"7_D10",1,"Hdac7.3",0.96969697,55.4267914398117,0.136451742936318
"7_D11",1,"Jmjd4.2",0.456852792,33.4957616417301,-0.426264348834264
"7_E02",1,"Ing2.2",0.392541708,30.9654676195514,-0.496829412060953
"7_E03",1,"Ing3.2",0.959147425,54.9689259164084,0.124876299581362
"7_E04",1,"Hdac7.4",0.274160384,26.5420472624916,-0.62672281601787
"7_E05",1,"Jarid2.3",0.535873772,36.7094361373561,-0.339558914823309
"7_E06",1,"Ing5.3",0.808189655,48.3743027706693,-0.0407614711116344
"7_E07",1,"Hira.2",0.932835821,53.8242097982063,0.0960060040681407
"7_E08",1,"Hdac8.3",0.388098318,30.7937557609012,-0.501704902828467
"7_E09",1,"Jhdm1d.3",0.365586156,29.9302977751514,-0.526406276776689
"7_E10",1,"Ino80.3",0.497076023,35.1182626095059,-0.382129579799788
