Plate,Well,GeoMean
9,B02,6909.671165
9,B03,8424.248524
9,B04,8421.215716
9,B05,9359.87877
9,B06,11493.59392
9,B07,10881.2638
9,B08,7697.754619
9,B09,10364.24308
9,B10,11684.28837
9,B11,9295.033769
9,C02,8688.313176
9,C03,8437.77018
9,C04,8092.72533
9,C05,10012.90402
9,C06,7361.802708
9,C07,9308.500463
9,C08,8574.600145
9,C09,7769.519418
9,C10,9442.580328
9,C11,8069.416139
9,D02,11767.14957
9,D03,8757.164713
9,D04,9629.36065
9,D05,6999.26713
9,D06,6838.046521
9,D07,9415.559673
9,D08,6554.426378
9,D09,8639.703282
9,D10,8763.005552
9,D11,7162.006146
9,E02,7892.906511
9,E03,10986.86302
9,E04,10905.05858
9,E05,13145.33058
9,E06,8542.925364
9,E07,12316.92636
9,E08,10494.75883
9,E09,9866.618797
9,E10,6366.447233
9,E11,8398.266079
9,F02,9944.597685
9,F03,9466.941251
9,F04,10265.06638
9,F05,10593.69461
9,F06,6493.814382
9,F07,9120.391061
9,F08,8664.888731
9,F09,8357.103351
9,F10,9120.021579
9,F11,9553.872361
9,G02,9146.906996
9,G03,8914.428761
9,G04,9751.725827
9,G05,10664.82592
9,G06,13413.10614
9,G07,11817.31045
9,G08,10554.22751
9,G09,9985.362285
9,G10,9280.408955
9,G11,9263.906068
11,B02,8312.359464
11,B03,9764.678644
11,B04,7321.064271
11,B05,10593.77472
11,B06,10193.86185
11,B07,11147.75052
11,B08,8729.733468
11,B09,8593.565465
11,B10,7460.825201
11,B11,9280.088456
11,C02,9881.94924
11,C03,8887.751511
11,C04,14411.92995
11,C05,9127.121615
11,C06,9041.364459
11,C07,8484.033737
11,C08,9038.172798
11,C09,6647.040871
11,C10,7419.473798
11,C11,10035.94632
11,D02,8730.778519
11,D03,8697.544268
11,D04,8876.828212
11,D05,6716.351304
11,D06,10254.36707
11,D07,7064.414741
11,D08,6667.031555
11,D09,7731.046802
11,D10,7456.592841
11,D11,11373.51506
11,E02,7927.347707
11,E03,9060.156939
11,E04,9565.010155
11,E05,7873.284822
11,E06,8423.30083
11,E07,8859.284436
11,E08,8128.823987
11,E09,10901.31268
11,E10,8387.045034
11,E11,7744.375855
11,F02,9387.267498
11,F03,10200.54075
11,F04,8321.395905
11,F05,7026.526868
11,F06,8875.30173
11,F07,9711.682559
11,F08,10528.73479
11,F09,10291.25746
11,F10,8815.195645
11,F11,8442.90874
11,G02,9869.872696
11,G03,9590.629321
11,G04,9112.704278
11,G05,8090.7633
11,G06,8244.897429
11,G07,9002.89627
11,G08,8945.030406
11,G09,10202.65368
11,G10,7599.184093
11,G11,5555.784917
10,B02,10885.74051
10,B03,8653.941916
10,B04,10149.34261
10,B05,9999.288767
10,B06,6658.636892
10,B07,7864.6157
10,B08,5385.871026
10,B09,8120.659827
10,B10,2567.764499
10,B11,7538.653207
10,C02,8561.680097
10,C03,13140.82881
10,C04,9754.476129
10,C05,9836.895927
10,C06,13014.28959
10,C07,9736.266869
10,C08,10085.7567
10,C09,9734.912417
10,C10,10073.75123
10,C11,537.3435858
10,D02,1798.90346
10,D03,9192.66956
10,D04,3106.112894
10,D05,11419.98481
10,D06,8381.202906
10,D07,8121.882199
10,D08,8172.34755
10,D09,8174.958489
10,D10,9165.510904
10,D11,11306.14235
10,E02,10430.60911
10,E03,10125.2317
10,E04,10650.14933
10,E05,10067.66708
10,E06,10902.24878
10,E07,8591.454846
10,E08,8991.286293
10,E09,6614.604405
10,E10,10152.81175
10,E11,11079.07262
10,F02,11519.38326
10,F03,12532.12879
10,F04,12275.20187
10,F05,9372.784259
10,F06,9650.117682
10,F07,10632.97605
10,F08,10555.60068
10,F09,10785.54891
10,F10,12942.31502
10,F11,9207.472568
10,G02,10819.46406
10,G03,6103.784567
10,G04,9836.155607
10,G05,9226.576254
10,G06,10444.26962
10,G07,11878.82603
10,G08,11616.45404
10,G09,12372.77951
10,G10,11047.62032
10,G11,6180.784883
8,B02,7227.908639
8,B03,6018.145414
8,B04,7362.939625
8,B05,8346.925877
8,B06,9222.333898
8,B07,8787.403314
8,B08,10678.89662
8,B09,7504.274686
8,B10,8011.51692
8,B11,9523.671055
8,C02,6873.977849
8,C03,9574.182208
8,C04,9299.044996
8,C05,7688.930361
8,C06,4769.814025
8,C07,7074.588596
8,C08,8580.703882
8,C09,6996.343025
8,C10,6039.477439
8,C11,9127.706829
8,D02,8634.386724
8,D03,8730.736561
8,D04,10524.82411
8,D05,8490.620699
8,D06,8659.006742
8,D07,6925.589949
8,D08,9700.858582
8,D09,8323.849389
8,D10,9226.174639
8,D11,10013.20831
8,E02,8534.871539
8,E03,8334.432856
8,E04,9271.817947
8,E05,9655.725549
8,E06,7859.850401
8,E07,7858.637936
8,E08,5933.765703
8,E09,10484.97491
8,E10,8411.636407
8,E11,9580.682446
8,F02,8925.31401
8,F03,8741.668157
8,F04,7785.17509
8,F05,10747.68252
8,F06,8770.72842
8,F07,7853.206852
8,F08,8616.545133
8,F09,8220.020499
8,F10,9320.838901
8,F11,8618.778081
8,G02,9280.409533
8,G03,8347.985896
8,G04,9161.015543
8,G05,9275.515426
8,G06,9595.137997
8,G07,9948.452467
8,G08,6918.602533
8,G09,11266.89708
8,G10,7870.788952
8,G11,7213.610881
control2,B02,8172.912377
control2,B03,9000.947897
control2,B04,9976.799822
control2,B05,10406.54823
control2,B06,10552.49879
control2,B07,7846.110476
control2,B08,9080.747764
control2,B09,10212.39581
