Plate,Well,GeoMean
14,B02,6178.58679083514
14,B03,5129.88693877687
14,B04,6249.11618472845
14,B05,7132.91149959934
14,B06,4351.24283283077
14,B07,6678.62676531735
14,B08,5840.48613066318
14,B09,6008.84170955375
14,B10,5134.59746738806
14,B11,5374.15256065343
14,C02,3404.17504354159
14,C03,5898.7453266399
14,C04,6315.5198764315
14,C05,5210.34938405517
14,C06,3654.35791924341
14,C07,4674.2870623083
14,C08,7547.64495911542
14,C09,5512.15759127522
14,C10,6717.60479727401
14,C11,6263.31108366131
14,D02,6048.21244970315
14,D03,6165.64548339627
14,D04,6684.68123627775
14,D05,5697.01644564245
14,D06,5911.12901545232
14,D07,7106.57608926527
14,D08,5609.47276406026
14,D09,5568.379921262
14,D10,4892.94397187016
14,D11,4434.71518666957
14,E02,5998.94965811287
14,E03,6912.79282634745
14,E04,6258.54452215479
14,E05,7501.1627692323
14,E06,6614.50029540415
14,E07,5383.85569468502
14,E08,6598.6238564405
14,E09,8090.5120268182
14,E10,5487.77683787937
14,E11,6063.82997779971
14,F02,7497.57832978237
14,F03,6949.09179066103
14,F04,6097.77038827311
14,F05,6326.51118087031
14,F06,6535.07448881248
14,F07,6220.67393033286
14,F08,6514.21468209421
14,F09,5617.57377235059
14,F10,6775.63471784423
14,F11,4902.75456485882
14,G02,5566.39910134034
14,G03,7347.33285159631
14,G04,5465.29838054576
14,G05,6955.51218739296
14,G06,6142.36255413147
14,G07,5213.54606037371
14,G08,5610.32422881836
14,G09,5618.21185448686
14,G10,4721.92608087519
14,G11,0
9,B02,6257.49413308186
9,B03,4951.4870135325
9,B04,5429.3402313931
9,B05,6648.33065155792
9,B06,6444.97045271729
9,B07,6728.18238568056
9,B08,4989.01961743213
9,B09,6485.2381849983
9,B10,5896.43695703804
9,B11,4426.7669627676
9,C02,3820.48778491981
9,C03,5661.52494028615
9,C04,6564.75100133585
9,C05,5443.63104443665
9,C06,6046.86453412192
9,C07,6025.67141091158
9,C08,5113.75357592445
9,C09,5872.64529287684
9,C10,5390.22486693021
9,C11,6212.23280326539
9,D02,6119.04811950427
9,D03,6462.10591939905
9,D04,6784.09553732319
9,D05,6562.41948263889
9,D06,6218.74798456557
9,D07,6510.67050746353
9,D08,6280.61281868128
9,D09,6420.23362282308
9,D10,6167.95404460705
9,D11,5457.28564765825
9,E02,7338.51728509426
9,E03,6883.30336782636
9,E04,6134.80802342085
9,E05,5930.53679192723
9,E06,5849.01541458451
9,E07,7696.4883612722
9,E08,6231.30374738193
9,E09,5473.31552332513
9,E10,6648.74557974859
9,E11,5922.67420968697
9,F02,6500.01093039644
9,F03,7979.35319167793
9,F04,5907.04384712788
9,F05,5442.38625484418
9,F06,5738.11354347655
9,F07,5272.97856729413
9,F08,4469.47953767698
9,F09,5258.69260209705
9,F10,5199.28710875512
9,F11,7011.65777290364
9,G02,7190.55633418077
9,G03,5256.31019986343
9,G04,5386.42259698311
9,G05,7071.80909129884
9,G06,6828.4079484636
9,G07,6831.39104122569
9,G08,5419.76431718538
9,G09,5789.70756926035
9,G10,5600.85846493719
9,G11,4640.35624155405
11,B02,6460.05036018091
11,B03,5874.08904822177
11,B04,5869.52557724841
11,B05,6232.20663095503
11,B06,5934.27828718071
11,B07,5011.47937459169
11,B08,5229.61455235781
11,B09,4855.10296512386
11,B10,5524.74252876557
11,B11,5926.98130718171
11,C02,6177.05811111655
11,C03,4743.01161686543
11,C04,7045.40831844459
11,C05,6770.88670616568
11,C06,6403.61990222974
11,C07,4625.3438413377
11,C08,6402.25351696658
