Plate,Well,Percentage
20,B02,22.83281734
20,B03,23.58909321
20,B04,34.34343434
20,B05,25.29129541
20,B06,22.42582897
20,B07,24.69387755
20,B08,27.5502008
20,B09,29.81199642
20,B10,25.47033285
20,B11,23.71475954
20,C02,24.72137791
20,C03,24.3851019
20,C04,26.21428571
20,C05,34.22519509
20,C06,27.42980562
20,C07,35.93947037
20,C08,27.04402516
20,C09,30.71428571
20,C10,20.84188912
20,C11,27.5
20,D02,16.26686657
20,D03,27.09196355
20,D04,28.42965558
20,D05,29.77967306
20,D06,28.49056604
20,D07,29.33516107
20,D08,35.26315789
20,D09,28.91036907
20,D10,24.18498863
20,D11,28.84615385
20,E02,28.86505809
20,E03,22.62082711
20,E04,34.39693682
20,E05,34.82866044
20,E06,37.84135241
20,E07,33.56521739
20,E08,32.06557377
20,E09,34.46440452
20,E10,24.27138079
20,E11,31.17338004
20,F02,31.11111111
20,F03,27.18446602
20,F04,28.85813149
20,F05,26.93726937
20,F06,29.86603625
20,F07,34.88843813
20,F08,35.56116015
20,F09,29.05740609
20,F10,24.82552343
20,F11,25.52366175
20,G02,28.82882883
20,G03,31.594906
20,G04,37.34939759
20,G05,35.68357696
20,G06,33.89830508
20,G07,29.98366013
20,G08,35.95691798
20,G09,30.49180328
20,G10,23.87659289
20,G11,31.42105263
21,B02,22.33956133
21,B06,26.83142101
21,B09,30.05810882
21,B10,31.34715026
21,C03,23.63636364
21,C04,25.90799031
21,C08,46.15384615
21,C11,24.55418381
21,D02,36.57844991
21,D05,24.20986094
21,D06,50
21,D09,25.9047619
21,D10,33.96880416
21,E02,57.14285714
21,E04,28.85245902
21,E07,66.66666667
21,E08,31.83890578
21,E11,24.37246964
21,F02,25.84795322
21,F05,41.2371134
21,F06,31.3549832
21,F10,23.87387387
21,G04,27.1450858
21,G07,31.46496815
21,G08,29.5114656
21,G10,28.23433686
18,B02,33.80782918
18,B03,30.48275862
18,B04,37.7672209
18,B05,34.41226576
18,B06,26.66005946
18,B07,30.8477237
18,B08,21.04651163
18,B09,29.28321678
18,B10,23.76943005
18,B11,26.04930047
18,C02,14.85148515
18,C03,29.29292929
18,C04,30.37872683
18,C05,29.35273457
18,C06,23.58581016
18,C07,38.46153846
18,C08,27.18786464
18,C09,18.18181818
18,C10,18.86336155
18,C11,25.20740268
18,D02,29.00919305
18,D03,31.87686197
18,D04,31.88118812
18,D05,64.70588235
18,D06,30.3514377
18,D07,34.61538462
18,D08,29.19020716
18,D09,23.05732484
18,D10,28.91566265
18,D11,26.3409453
18,E02,31.34171908
18,E03,41.66666667
18,E04,30.03717472
18,E05,27.56622517
18,E06,32.50345781
18,E07,29.51351351
18,E08,32.49409913
18,E09,28.68217054
18,E10,40
18,E11,18.2320442
18,F02,32.73056058
18,F03,40.15748031
18,F04,34.46745562
18,F05,31.71953255
18,F06,35.29411765
18,F07,23.70892019
18,F08,30.15873016
18,F09,29.23649907
18,F10,27.65765766
18,F11,26.42857143
18,G02,42.4184261
18,G03,32.09090909
18,G04,34.14080242
18,G05,29.62962963
18,G06,31.43893591
18,G07,31.11545988
18,G08,34.36083409
18,G09,31.91304348
18,G10,23.60294118
18,G11,24.87906012
19,B02,21.00271003
19,B03,23.93092105
19,B04,24.27350427
19,B05,17.62557078
19,B06,14.07035176
19,B07,20.82658023
19,B08,29.47368421
19,B09,21.11932418
19,B10,25.6443299
19,B11,25.84474886
19,C02,24.96962333
19,C03,26.94063927
19,C04,29.41874259
19,C05,25.40792541
19,C06,29.63604853
19,C07,29.44664032
19,C08,21.37681159
19,C09,29.31188561
19,C10,31.7535545
19,C11,28.58312858
19,D02,30.88235294
19,D03,35.11326861
19,D04,29.04109589
19,D05,42.85714286
19,D06,42.10526316
19,D07,46.15384615
19,D08,28.40236686
19,D09,32.58983891
19,D10,31.56216791
19,D11,29.84574111
19,E02,30.62787136
19,E03,20.35541195
19,E04,30.4107425
19,E05,34.44753946
19,E06,25.777332
19,E07,32.83983849
19,E08,37.73913043
19,E09,27.84810127
19,E10,26.10410095
19,E11,27.3960217
19,F02,24.34285714
19,F03,23.47560976
19,F04,22.68258427
19,F05,39.57345972
19,F06,28.98259705
19,F07,28.23290454
19,F08,27.17528373
19,F09,32.48587571
19,F10,28.2932417
19,F11,26.71814672
19,G02,24.60202605
19,G03,32.81519862
19,G04,36.70520231
19,G05,32.11180124
19,G06,36.59217877
19,G07,35.49032688
19,G08,22.8362878
19,G09,29.28416486
19,G10,26.13160898
19,G11,31.31716303
control3,B02,38.0952381
control3,B03,31.55080214
control3,B04,30.94928479
control3,B05,28.00769971
control3,B06,27.76057792
control3,B07,24.31610942
control3,B08,27.67247915
control3,B09,27.44648318
control3,B10,24.96318115
control3,B11,21.03270224
control3,C02,13.07966706
control3,C03,23.77622378
control3,C04,27.31092437
control3,C05,27.59472817
control3,C06,33.33333333
control3,C07,30.96111519
control3,C08,27.47081712
control3,C09,21.8118869
control3,C10,27.77251185
control3,C11,24.86187845
control3,D02,36.40960809
control3,D03,50
control3,D04,43.71794872
control3,D05,35.16209476
control3,D06,27.345187
control3,D07,31.45051966
control3,D08,32.08395802
control3,D09,26.51162791
control3,D10,26.25
control3,D11,17.86723164
control3,E02,22.00803213
control3,E03,21.50882825
control3,E04,24.25641026
control3,E05,27.46682054
control3,E06,29.83565107
control3,E07,25.27659574
control3,E08,33.44788087
control3,E09,31.88548865
control3,E10,24.75987193
control3,E11,20.51679587
control3,F02,26.99275362
control3,F03,22.84607938
control3,F04,25.71157495
control3,F05,85.71428571
control3,F06,26.92307692
control3,F07,35.15944399
control3,F08,33.25817362
control3,F09,28.09496891
control3,F10,50
control3,F11,25
control3,G02,33.33333333
control3,G03,26.17845118
control3,G04,28.37060703
control3,G05,32.9807094
control3,G06,22.70381837
control3,G07,19.23076923
