Plate,Well,GeoMean
20,B02,52.23543251
20,B03,57.76257343
20,B04,70.29699621
20,B05,45.8469914
20,B06,54.37488693
20,B07,75.51136459
20,B08,65.74023701
20,B09,63.8350793
20,B10,69.36527945
20,B11,64.20254702
20,C02,67.23995794
20,C03,69.67650878
20,C04,63.15414515
20,C05,115.799045
20,C06,98.85570666
20,C07,58.59833117
20,C08,66.54990415
20,C09,98.94126741
20,C10,59.19109255
20,C11,68.56661662
20,D02,58.14849442
20,D03,71.59044045
20,D04,88.61558242
20,D05,94.74637601
20,D06,77.11737831
20,D07,85.92913951
20,D08,104.6974128
20,D09,84.43455818
20,D10,76.32569096
20,D11,108.288229
20,E02,63.29303284
20,E03,58.69852374
20,E04,64.00606715
20,E05,77.94926531
20,E06,64.21027826
20,E07,73.86052709
20,E08,57.58915237
20,E09,91.98298375
20,E10,54.57796141
20,E11,70.45520978
20,F02,63.84338115
20,F03,94.27136644
20,F04,67.76963958
20,F05,71.37246899
20,F06,65.0959873
20,F07,94.27473463
20,F08,70.83088064
20,F09,55.07918157
20,F10,61.79561501
20,F11,57.61553366
20,G02,62.31577252
20,G03,81.00549996
20,G04,69.66403122
20,G05,56.6975665
20,G06,62.21330364
20,G07,90.97969447
20,G08,48.61233746
20,G09,48.12159875
20,G10,57.94876671
20,G11,62.54213208
21,B02,116.279923
21,B06,91.82864737
21,B09,149.9476844
21,B10,89.06840398
21,C03,97.19600724
21,C04,89.45844558
21,C08,126.9677946
21,C11,101.2320288
21,D02,96.64125415
21,D05,141.4743386
21,D06,277.5248446
21,D09,100.9240134
21,D10,128.8856449
21,E02,287.4638715
21,E04,120.9486062
21,E07,278.6248874
21,E08,77.12187682
21,E11,84.2206878
21,F02,88.66774874
21,F05,220.1335394
21,F06,112.1282191
21,F10,142.4536
21,G04,109.4462874
21,G07,115.170034
21,G08,93.01449779
21,G10,70.19006088
18,B02,39.14015268
18,B03,63.70698872
18,B04,91.89796409
18,B05,82.47784089
18,B06,83.79956921
18,B07,80.92637902
18,B08,72.5427925
18,B09,73.92050456
18,B10,93.09208784
18,B11,75.52930391
18,C02,62.38912783
18,C03,84.38072353
18,C04,50.68559604
18,C05,73.34326608
18,C06,54.15911526
18,C07,46.40933096
18,C08,68.68913771
18,C09,124.1041701
18,C10,55.18651665
18,C11,76.01488257
18,D02,63.94082942
18,D03,84.53556444
18,D04,71.22336464
18,D05,110.1032835
18,D06,80.94123632
18,D07,66.30385223
18,D08,65.52624409
18,D09,69.40698826
18,D10,76.36535027
18,D11,65.0509197
18,E02,55.55976415
18,E03,60.21273625
18,E04,73.73506578
18,E05,70.54249373
18,E06,69.04721512
18,E07,68.39489254
18,E08,77.9396324
18,E09,61.08317769
18,E10,50.84821467
18,E11,41.14792569
18,F02,63.43714351
18,F03,81.16638584
18,F04,64.84394052
18,F05,58.05657887
18,F06,54.97453337
18,F07,60.13918492
18,F08,68.94800503
18,F09,72.4321314
18,F10,68.56674231
18,F11,72.85167859
18,G02,69.02849087
18,G03,85.77827965
18,G04,92.73055881
18,G05,80.20468591
18,G06,83.10234372
18,G07,82.74494079
18,G08,87.34505523
18,G09,69.9334241
18,G10,54.25607724
18,G11,59.25141961
19,B02,57.43445056
19,B03,94.97465187
19,B04,90.27490549
