Plate,Well,GeoMean
12,B02,17.6421923018644
12,B03,19.7780032456088
12,B04,16.9022186400235
12,B05,30.400797697289
12,B06,16.0870427178346
12,B07,30.4779810781801
12,B08,18.5124589087819
12,B09,18.8385292802271
12,B10,13.7254768137415
12,B11,23.3055974801407
12,C02,18.6620572908614
12,C03,20.1651855309939
12,C04,17.7984568834586
12,C05,20.75767368334
12,C06,21.7901424110346
12,C07,23.3593752174791
12,C08,31.6101983278814
12,C09,24.9310440752839
12,C10,24.1928823668512
12,C11,29.0475208853435
12,D02,17.7521156767363
12,D03,18.3676208436549
12,D04,21.8718963146814
12,D05,18.6144153199052
12,D06,15.7210218678995
12,D07,19.2952040492152
12,D08,17.1385956665726
12,D09,25.9879639300455
12,D10,20.8061011706898
12,D11,19.4743629540396
12,E02,15.0600567767582
12,E03,23.587474205514
12,E04,16.7827978449662
12,E05,18.1339011967005
12,E06,18.1091168917978
12,E07,19.7455144370749
12,E08,19.341387029382
12,E09,21.0264398727129
12,E10,17.4723286979538
12,E11,21.7830560048509
12,F02,19.7946631569234
12,F03,19.3183855334656
12,F04,22.9214410838909
12,F05,32.4800923248866
12,F06,27.021047269434
12,F07,30.6355854825481
12,F08,25.3879966866714
12,F09,23.0966377986312
12,F10,28.9840612674792
12,F11,19.8114010264514
12,G02,72.1827456330147
12,G03,27.4509011568186
12,G04,20.4901851661005
12,G05,21.2657399183175
12,G06,20.8509027484955
12,G07,22.8889651690836
12,G08,24.103598078182
12,G09,28.083187694129
12,G10,32.5207349434689
12,G11,23.6704953849851
13,B02,21.1123287385877
13,B03,23.4455761713894
13,B04,16.3930648387949
13,B05,15.9953639194225
13,B06,18.6517671211957
13,B07,19.3680515118547
13,B08,17.669018431172
13,B09,18.6510538759146
13,B10,33.0959632812525
13,B11,20.9273327700122
13,C02,20.9927729277584
13,C03,22.4192119367837
13,C04,15.1763523106908
13,C05,21.0010487139123
13,C06,21.9634460295408
13,C07,20.7829919705237
13,C08,23.9556980411386
13,C09,18.585578799835
13,C10,20.176948274017
13,C11,17.0775346345291
13,D02,14.6454315282817
13,D03,18.6359309740602
13,D04,18.8931948435037
13,D05,19.8172021529587
13,D06,15.4330680418009
13,D07,19.4239804864177
13,D08,22.3453210013373
13,D09,20.2775857579853
13,D10,15.4760759264386
13,D11,17.1906165269503
13,E02,20.1141082749685
13,E03,25.1065671559649
13,E04,19.6878228661159
13,E05,20.5666109836101
13,E06,30.7335128818778
13,E07,29.4802224812476
13,E08,22.167176585342
13,E09,23.1045154860862
13,E10,23.0184081451116
13,E11,20.8256928697648
13,F02,19.4004828865525
13,F03,17.7066821952949
13,F04,18.9813641102267
13,F05,20.7810338424689
13,F06,18.1953581187533
13,F07,21.6731683062
13,F08,23.5069515050154
13,F09,21.782323415814
13,F10,18.4040065879464
13,F11,17.6849978916348
13,G02,19.2648421685724
13,G03,21.8954619987987
13,G04,17.0787742744573
13,G05,21.5640014804581
13,G06,19.915901200651
13,G07,16.8733130759578
13,G08,17.7917662392144
13,G09,14.8911400396062
13,G10,20.6798615520185
13,G11,19.3776980649244
14,B02,23.0275937742465
14,B03,25.8608537447185
14,B04,20.8701171689865
14,B05,20.515205988224
14,B06,22.3453403396686
14,B07,28.2635266001757
14,B08,26.1808904671078
14,B09,20.0204725140118
14,B10,18.7103615111612
14,B11,27.8768679944778
14,C02,22.669043859569
14,C03,21.6983860713455
14,C04,25.7353992041653
14,C05,18.6794891125442
14,C06,31.7332774808439
14,C07,23.1243896583217
14,C08,25.3433219722817
14,C09,24.2624802119421
14,C10,23.0071241497467
14,C11,20.898741058665
14,D02,19.6359018900172
14,D03,25.2681719676803
14,D04,20.3999592148161
14,D05,23.4267555666564
14,D06,18.1442725031738
14,D07,23.1474137883807
14,D08,21.348427057065
14,D09,23.6957620072505
14,D10,27.2337019002152
14,D11,20.1906878266504
14,E02,23.3770354462308
14,E03,26.7465188317212
14,E04,19.2954451378656
14,E05,29.8295074597527
14,E06,22.849748561274
14,E07,23.7859549891368
14,E08,20.2342650563031
14,E09,33.6797788548116
14,E10,22.7938048152549
14,E11,21.290308421345
14,F02,29.9249981346906
14,F03,32.1030682883448
14,F04,22.137250030911
14,F05,25.6075837379542
14,F06,22.7629941286712
14,F07,26.2215221040667
14,F08,16.5752586861418
14,F09,23.2791495937045
14,F10,23.1100191500141
14,F11,22.9437037506227
14,G02,23.1238950432269
14,G03,18.4043601174295
14,G04,37.5885055087088
14,G05,23.8078901741546
14,G06,26.8867030926303
14,G07,22.737666726506
14,G08,19.3382953777765
14,G09,24.0482975717373
14,G10,23.8001524862056
14,G11,0
