Plate,Well,Percentage
control2,B02,57.94768612
control2,B03,64.12037037
control2,B04,59.73557692
control2,B05,67.94637416
control2,B06,53.66506153
control2,B07,61.31989001
control2,B08,57.18390805
control2,B09,61.98729058
control2,B10,59.67283073
control2,B11,98.16513761
control2,C02,41.4951989
control2,C03,29.9170327
control2,C04,62.03623814
control2,C05,41.43081761
control2,C06,59.29487179
control2,C07,58.03757829
control2,C08,69.97112608
control2,C09,66.24737945
control2,C10,67.22689076
control2,C11,98.40925524
control2,D02,50.53254438
control2,D03,42.85714286
control2,D04,53.27963176
control2,D05,62.43154436
control2,D06,65.6167979
control2,D07,79.27631579
control2,D08,67.39305892
control2,D09,70.57902973
control2,D10,69.91795807
control2,D11,98.21894005
control2,E02,77.0773639
control2,E03,68.09605489
control2,E04,68.75
control2,E05,67.59358289
control2,E06,65.67534077
control2,E07,64.3537415
control2,E08,70.42062415
control2,E09,75.33577534
control2,E10,67.95774648
control2,E11,96.85169843
control2,F02,66.86046512
control2,F03,96.11111111
control2,F04,96.11650485
control2,F05,60
control2,F06,66.95437731
control2,F07,58.54014599
control2,F08,63.64617044
control2,F09,66.30109671
control2,F10,85.71428571
control2,F11,100
control2,G02,57.69828927
control2,G03,46.55913978
control2,G04,46.89984102
control2,G05,63.16851665
control2,G06,43.65004704
control2,G07,44.41314554
control2,G08,50.67920585
control2,G09,46.75118859
control2,G10,43.75
control2,G11,0
12,B02,80
12,B03,72.52851711
12,B04,74.06483791
12,B05,69.94301994
12,B06,68.9258312
12,B07,65.85879874
12,B08,67.93154762
12,B09,67.0212766
12,B10,71.30905512
12,B11,61.68009206
12,C02,68.4073107
12,C03,67.46987952
12,C04,69.7292863
12,C05,56.99373695
12,C06,70.657277
12,C07,60.49469965
12,C08,59.9726776
12,C09,63.27272727
12,C10,56.10417797
12,C11,57.25490196
12,D02,69.15422886
12,D03,63.52201258
12,D04,65.44554455
12,D05,68.4375
12,D06,56.25
12,D07,64.53651685
12,D08,56.37671681
12,D09,54.07066052
12,D10,57.20680394
12,D11,56.18148599
12,E02,71.33479212
12,E03,65.41019956
12,E04,68.23802164
12,E05,58.16831683
12,E06,64.97270055
12,E07,59.14943426
12,E08,59.40017905
12,E09,59.00587921
12,E10,56.92307692
12,E11,60.07751938
12,F02,60.45272969
12,F03,64.34874691
12,F04,67.64478764
12,F05,64.68699839
12,F06,62.8063431
12,F07,55.97897503
12,F08,56.33373934
12,F09,55.97043952
12,F10,53.64450128
12,F11,44.58015267
12,G02,46.15384615
12,G03,67.20977597
12,G04,60.32338308
12,G05,62.28482003
12,G06,64.97461929
12,G07,59.56542277
12,G08,62.29385307
12,G09,49.30379747
12,G10,53.72907154
12,G11,58.38335334
11,B02,68.18181818
11,B03,75.11811024
11,B04,60.70460705
11,B05,80.25276461
11,B06,80.35555556
11,B07,72.25031606
11,B08,72.84946237
11,B09,72.99578059
11,B10,70
11,B11,69.99422966
11,C02,72.28070175
11,C03,72.67605634
11,C04,65.73426573
11,C05,69.27129061
11,C06,76.84729064
11,C07,71.70311465
11,C08,74.14675768
11,C09,63.8250556
11,C10,64.6978022
11,C11,77.24137931
11,D02,64.75995914
11,D03,70.63492063
11,D04,68.89714994
11,D05,60.26785714
11,D06,75.40856031
11,D07,62.80193237
11,D08,69.56521739
11,D09,73.08900524
11,D10,71.72413793
11,D11,71.17962466
11,E02,69.57928803
11,E03,71.94719472
11,E04,71.18512781
11,E05,69.26328502
11,E06,70.3030303
11,E07,80
11,E08,66.1682243
11,E09,69.16996047
11,E10,71.24842371
11,E11,61.73245614
11,F02,67.80258519
11,F03,71.06084243
11,F04,71.64502165
11,F05,61.4213198
11,F06,71.0994075
11,F07,66.31832797
11,F08,71.22362869
11,F09,64.06966086
11,F10,66.25615764
11,F11,73.81404175
11,G02,70.86811352
11,G03,64.17445483
11,G04,78.69535045
11,G05,69.88144825
11,G06,66.73631425
11,G07,60.47183438
11,G08,69.32330827
11,G09,67.4676525
11,G10,71.42857143
11,G11,65.29318542
9,B02,66.10915493
9,B03,73.13633311
9,B04,72.6054923
9,B05,63.63636364
9,B06,69.69130028
9,B07,70.64920895
9,B08,68.38868389
9,B09,73.83891828
9,B10,73.5326087
9,B11,72.08121827
9,C02,68.35066865
9,C03,65.38187009
9,C04,65.17295597
9,C05,65.06696429
9,C06,58.62068966
9,C07,70.78005115
9,C08,66.72710789
9,C09,61.71586716
9,C10,67.39278421
9,C11,66.09090909
9,D02,70.86409032
9,D03,69.53055802
9,D04,74.00593472
9,D05,68.99488927
9,D06,60.3085554
9,D07,71.51702786
9,D08,63.66492147
9,D09,68.71823828
9,D10,68.98734177
9,D11,73.17073171
9,E02,75
9,E03,69.50220542
9,E04,77.03252033
9,E05,73.54596623
9,E06,71.00591716
9,E07,70.54758107
9,E08,72.39036442
9,E09,71.875
9,E10,53.09470544
9,E11,61.29898014
9,F02,70.61488673
9,F03,65.17928287
9,F04,69.14549654
9,F05,70.76796036
9,F06,56.98988697
9,F07,68.08675445
9,F08,72.04797048
9,F09,62.91364003
9,F10,66.00173461
9,F11,68.36027714
9,G02,63.17501627
9,G03,65.1547492
9,G04,65.57251908
9,G05,65.34229829
9,G06,69.39281289
9,G07,66.61417323
9,G08,68.08329792
9,G09,71.34399053
9,G10,70.98765432
9,G11,66.81081081
14,B02,72.05346294
14,B03,74.78031634
14,B04,76.32653061
14,B05,0
14,B06,66.75020886
14,B07,74.63680387
14,B08,65.24137931
14,B09,70.59294872
14,B10,71.06724244
14,B11,68.30044558
14,C02,71.12068966
14,C03,79.57839262
14,C04,75.22123894
14,C05,69.35361217
14,C06,74.12518482
14,C07,62.58000985
14,C08,70.10380623
14,C09,70.99811676
14,C10,78.20965842
14,C11,82.42677824
14,D02,81.64414414
14,D03,78.04878049
14,D04,52.81837161
14,D05,69.13417052
14,D06,72.45508982
14,D07,64.38554217
14,D08,72.06240858
14,D09,73.97260274
14,D10,70.80521817
14,D11,73.85348422
14,E02,75.97725657
14,E03,78.22311289
14,E04,73.19502075
14,E05,75.58221595
14,E06,64.79007634
14,E07,74.25320057
14,E08,69.39811458
14,E09,70.05263158
14,E10,69.00726392
14,E11,77.89072427
14,F02,80.76923077
14,F03,74.81751825
14,F04,75.13227513
14,F05,74.08312958
14,F06,73.42715232
14,F07,68.83171658
14,F08,73.63145721
14,F09,76.3117284
14,F10,73.41085271
14,F11,70.0628053
14,G02,22.22222222
14,G03,69.611891
14,G04,75
14,G05,
14,G06,
14,G07,
14,G08,
14,G09,
14,G10,
14,G11,
8,B02,60.98113208
8,B03,51.69491525
8,B04,61.92703461
8,B05,63.15789474
8,B06,68.46321923
8,B07,64.35424354
8,B08,70.6185567
8,B09,65.80572712
8,B10,60.31662269
8,B11,70.79889807
8,C02,53.80333952
8,C03,59.64228388
8,C04,62.43767313
8,C05,59.89259469
8,C06,43.18181818
8,C07,61.54290667
8,C08,72.53623188
8,C09,57.0295602
8,C10,58.50358918
8,C11,66.86328938
8,D02,60.48932847
8,D03,65.77120435
8,D04,62.32186966
8,D05,72.22222222
8,D06,67.38216752
8,D07,61.13368984
8,D08,62.4004899
8,D09,68.43650599
8,D10,70.51689287
8,D11,72.77701778
8,E02,69.22837586
8,E03,60.68358146
8,E04,65.69444444
8,E05,67.91636626
8,E06,72.66686802
8,E07,66.86018384
8,E08,59.67235971
8,E09,67.0923913
8,E10,59.57960028
8,E11,78.80267215
8,F02,61.41439206
8,F03,56.94624773
8,F04,62.6984127
8,F05,65.69476082
8,F06,63.94106814
8,F07,67.15955983
8,F08,60.94733355
8,F09,63.55404641
8,F10,74.47456595
8,F11,66.63533835
8,G02,67.89554531
8,G03,70.45454545
8,G04,64.92307692
8,G05,63.44397416
8,G06,67.70833333
8,G07,69.91552956
8,G08,58.06451613
8,G09,67.37739872
8,G10,65.21614658
8,G11,66.69238683
10,B02,69.20270974
10,B03,65.27001862
10,B04,65.67411084
10,B05,71.93426043
10,B06,50
10,B07,70.06026007
10,B08,62.84046693
10,B09,76.09108159
10,B10,49.72513743
10,B11,67.54617414
10,C02,63.01369863
10,C03,73.43220339
10,C04,69.76341604
10,C05,63.29463792
10,C06,70.04655975
10,C07,63.83886256
10,C08,79.72881356
10,C09,69.75308642
10,C10,70.11007621
10,C11,28.81906826
10,D02,45.83333333
10,D03,73.37909992
10,D04,85.71428571
10,D05,73.43684431
10,D06,71.04018913
10,D07,71.24183007
10,D08,70.93443469
10,D09,70.05882353
10,D10,63.97163121
10,D11,54.29769392
10,E02,68.01444043
10,E03,66.80223691
10,E04,72.494013
10,E05,75.50578035
10,E06,78.47503374
10,E07,66.90105475
10,E08,63.23278315
10,E09,63.59832636
10,E10,71.77419355
10,E11,74.84018265
10,F02,66.27740705
10,F03,74.94181536
10,F04,70.24561404
10,F05,66.66666667
10,F06,66.90879742
10,F07,67.05246914
10,F08,57.68025078
10,F09,65.12226512
10,F10,72.3313687
10,F11,59.90566038
10,G02,61.89320388
10,G03,40.66797642
