Plate,Well,Percentage
control3,B02,3.448275862
control3,B03,3.042596349
control3,B04,1.425178147
control3,B05,1.211827436
control3,B06,1.549586777
control3,B07,1.061571125
control3,B08,3.161868806
control3,B09,1.569506726
control3,B10,2.278893109
control3,B11,0.747384155
control3,C02,21.71919771
control3,C03,5.681818182
control3,C04,3.484513274
control3,C05,1.763584366
control3,C06,8.31043956
control3,C07,1.304347826
control3,C08,1.42370783
control3,C09,1.551448779
control3,C10,3.891708968
control3,C11,4.502046385
control3,D02,1.074443592
control3,D03,14.28571429
control3,D04,1.509433962
control3,D05,0.741198271
control3,D06,2.296555167
control3,D07,8.562691131
control3,D08,3.544857768
control3,D09,5.83543241
control3,D10,1.429738562
control3,D11,1.179941003
control3,E02,0.869565217
control3,E03,1.744820065
control3,E04,1.351351351
control3,E05,1.050505051
control3,E06,1.464208243
control3,E07,1.328711727
control3,E08,1.537515375
control3,E09,2.163331531
control3,E10,3.895231699
control3,E11,2.53411306
control3,F02,1.587301587
control3,F03,2.726543705
control3,F04,1.915455746
control3,F05,5.555555556
control3,F06,2.022693636
control3,F07,3.339604892
control3,F08,2.978918423
control3,F09,3.2
control3,F10,0
control3,F11,0
control3,G02,0
control3,G03,4.752970607
control3,G04,6.056935191
control3,G05,1.875
control3,G06,1.584158416
control3,G07,2.183600713
control3,G08,1.104240283
control3,G09,3.278688525
control3,G10,0
control3,G11,0
15,B02,5.084745763
15,B03,1.515151515
15,B04,2.010050251
15,B05,1.132578281
15,B06,2.1875
15,B07,1.639344262
15,B08,2.061281337
15,B09,2.971931756
15,B10,2.013108614
15,B11,3.270223752
15,C02,1.065246338
15,C03,1.0978957
15,C04,4.906542056
15,C05,1.229508197
15,C06,3.340040241
15,C07,1.460885957
15,C08,1.810774106
15,C09,0.763358779
15,C10,1.67451596
15,C11,21.04519774
15,D02,1.277275146
15,D03,0.650502661
15,D04,1.177240026
15,D05,1.483679525
15,D06,1.349641501
15,D07,1.411909147
15,D08,0.440528634
15,D09,5.678233438
15,D10,4.761904762
15,D11,1.289629232
15,E02,3.546391753
15,E03,2.693409742
15,E04,2.752293578
15,E05,1.048066498
15,E06,1.784955376
15,E07,0.476442562
15,E08,0.98973607
15,E09,0.664893617
15,E10,1.232394366
15,E11,0.705052879
15,F02,1.910828025
15,F03,1.543596162
15,F04,1.074278699
15,F05,1.920693928
15,F06,0.825354903
15,F07,1.125776398
15,F08,0.684931507
15,F09,1.430184419
15,F10,0.651544402
15,F11,0
15,G02,1.923076923
15,G03,1.921682379
15,G04,1.587301587
15,G05,1.822125813
15,G06,1.433915212
15,G07,0.821444012
15,G08,0
15,G09,0.800355714
15,G10,0.988142292
15,G11,1.511758119
16,B02,1.508429459
16,B03,14.50704225
16,B04,0.791366906
16,B05,0.592255125
16,B06,3.47826087
16,B07,0.770166194
16,B08,0.988467875
16,B09,1.727748691
16,B10,1.951738822
16,B11,1.147315282
16,C02,1.846015308
16,C03,2.17288616
16,C04,1.101532567
16,C05,2.853945159
16,C06,0.651354131
16,C07,1.307692308
16,C08,0.998890122
16,C09,0.970873786
16,C10,5.103448276
16,C11,1.097597152
16,D02,3.600823045
16,D03,1.404590613
16,D04,7.894736842
16,D05,2.389078498
16,D06,1.020824826
16,D07,37.5
16,D08,1.212789416
16,D09,1.705970898
16,D10,1.573254671
16,D11,0.641025641
16,E02,0.945378151
16,E03,1.236749117
16,E04,1.279014685
16,E05,1
16,E06,0.632339657
16,E07,0.370174511
16,E08,0.6268081
16,E09,2.556237219
16,E10,0.341588386
16,E11,4
16,F02,4.067321178
16,F03,1.166180758
16,F04,3.569110967
16,F05,1.331114809
16,F06,1.410721483
16,F07,0.414201183
16,F08,1.111586148
16,F09,1.561065197
16,F10,1.338688086
16,F11,1.42021721
16,G02,1.424255503
16,G03,0.917431193
16,G04,0.960512273
16,G05,1.56774916
16,G06,1.166666667
16,G07,1.102490813
16,G08,1.343669251
16,G09,15.16213848
16,G10,1.222753854
16,G11,1.021953066
17,B02,1.19487909
17,B03,4.196871423
17,B04,1.387249115
17,B05,1.330603889
17,B06,0.981896287
17,B07,0.4511895
17,B08,2.27027027
17,B09,0.941558442
17,B10,1.268163804
17,B11,0.435816165
17,C02,2.75261324
17,C03,1.503483682
17,C04,0.864936793
17,C05,0.569395018
17,C06,1.268498943
17,C07,1.281553398
17,C08,5.335874226
17,C09,1.916495551
17,C10,1.193317422
17,C11,1.240310078
17,D02,0.654022237
17,D03,0.82330589
17,D04,2.723214286
17,D05,1.183691363
17,D06,1.357142857
17,D07,0.668543279
17,D08,2.698863636
17,D09,1.712328767
17,D10,0.76287349
17,D11,1.132609722
17,E02,1.196172249
17,E03,1.104417671
17,E04,0.846979108
17,E05,0.511770727
17,E06,1.316245237
17,E07,0.772671818
17,E08,0.573833206
17,E09,0.538502962
17,E10,1.373521557
17,E11,0.952380952
17,F02,1.684341859
17,F03,1.842105263
17,F04,1.611974669
17,F05,1.629802095
17,F06,1.208053691
17,F07,5.37428023
17,F08,1.326640373
17,F09,1.104972376
17,F10,0
17,F11,1.037613489
17,G02,1.40524117
17,G03,1.327088212
17,G04,1.979828166
17,G05,1.108237902
17,G06,2.189395938
17,G07,2.31511254
17,G08,1.664066563
17,G09,0.838734274
17,G10,1.036585366
17,G11,1.795639162
18,B02,0.790201501
18,B03,1.223103058
18,B04,2.18878249
18,B05,0.809968847
18,B06,1.113689095
18,B07,0.616835994
18,B08,2.036299247
18,B09,0.546746856
18,B10,0.645327827
18,B11,1.805359661
18,C02,5.961705831
18,C03,1.754385965
18,C04,1.004394225
18,C05,0.678866588
18,C06,4.456706282
18,C07,0
18,C08,1.145833333
18,C09,5.263157895
18,C10,1.018062397
18,C11,2.198107958
18,D02,0.929899857
18,D03,1.263362488
18,D04,2.099334357
18,D05,25
