idx1,idx2,val
0,104,0.29892508937207257
0,108,0.3018622299912849
0,114,0.3123659425072366
0,116,0.25313699577700227
0,129,0.2426287807336778
0,134,0.23202114014755348
0,136,0.17917768565732842
0,140,0.008977501325076772
0,154,0.3892909360266472
0,16,0.20194167449935954
0,167,0.3259058199561693
0,168,0.8250899945898946
0,169,0.31614494403261173
0,171,0.20521169560055497
0,178,0.32590511159848234
0,181,0.29632400779798757
0,185,1.0
0,187,0.24285443343216884
0,188,0.3259040620431688
0,208,0.280683198503141
0,25,0.219192990512842
0,33,0.23782897747094675
0,34,0.35788806386878563
0,36,0.21993329882555848
0,43,0.5707013526662931
0,46,0.29926516564555045
0,47,0.2304024878490118
0,48,0.3009997182376659
0,51,0.2845047335757954
0,57,0.21836834616447431
0,62,0.3011398463554203
0,65,0.15027730777444145
0,74,0.29680377028343885
0,77,0.21531247605154585
0,9,0.2429704753830911
0,91,0.2400192686913654
0,93,0.32590534547573385
0,98,0.21901231404888635
100,117,0.290910504257045
100,128,0.2746366920697791
100,154,0.06255719804870953
100,158,0.3455737055486392
100,175,1.0
101,134,0.3068345997888609
101,135,0.3068345997888609
101,136,0.3068345997888609
101,137,0.3068345997888609
101,138,0.3068345997888609
101,139,0.3068345997888609
101,140,0.3068345997888609
101,154,0.3878449293231705
101,159,1.0
102,134,0.2546790600352575
102,135,0.2546790600352575
102,136,0.2546790600352575
102,137,0.2546790600352575
102,138,0.2546790600352575
102,139,0.2546790600352575
102,140,0.2546790600352575
102,154,1.0
103,109,0.3213196935377658
103,123,0.28226519310889714
103,132,0.15599569192332385
103,187,0.1645267496279538
103,190,0.7632339452860709
104,134,0.29892508937207257
104,135,0.29892508937207257
104,136,0.29892508937207257
104,137,0.29892508937207257
104,138,0.29892508937207257
104,139,0.29892508937207257
104,140,0.29892508937207257
105,125,0.4178533213387048
105,132,0.3116251936587475
105,144,1.0
105,154,0.6103166788415572
105,172,1.0
105,191,0.48873008211603797
106,115,0.18489160602155602
106,117,0.2984510327476596
106,128,0.28298542981144476
106,130,1.0
106,150,0.9999999999999999
106,173,0.36283866051809327
106,207,0.4127297178097212
107,148,1.0
107,177,0.5354893085202158
107,196,0.011758052327641632
107,203,0.08331133638432335
108,133,0.3018622299912849
108,134,0.3018622299912849
108,135,0.3018622299912849
108,136,0.3018622299912849
108,137,0.3018622299912849
108,138,0.3018622299912849
108,139,0.3018622299912849
108,140,0.3018622299912849
108,141,0.3018622299912849
109,111,0.12938582096954654
109,123,0.1545874508639071
109,125,0.13272785099901416
109,131,0.45931065505621266
109,132,0.12392742021331417
109,133,0.16326242048614756
109,143,0.7061947135739741
109,157,0.1171962374498929
109,160,0.4680758270893762
109,179,0.5992750962762953
109,190,0.23368429969192894
109,204,0.452254939618385
10,100,0.49916576188134026
10,106,0.7905174855514593
10,115,0.12628008109720135
10,117,0.5641910325442554
10,128,0.21600980023109478
10,130,0.14800599986184176
10,140,0.6797266088089257
10,147,0.11064531623602304
10,150,1.0
10,153,0.3551568475678049
10,166,0.2934314584739009
10,173,0.7304913136217762
10,175,0.3572692912309644
10,19,0.10279691344453093
10,200,0.09755676736411115
10,207,0.3578449236723885
10,32,0.30731041624384076
10,50,0.3543840984748045
10,53,0.05342710627751886
10,59,0.6163214061797164
10,64,0.5206001996072068
10,72,0.3584798768793087
10,75,0.6680770382493354
10,84,0.39631612403991984
10,90,0.1782313180163517
110,116,0.13753181161021116
110,135,1.0
110,154,0.18131321785840582
110,157,0.34301064118390845
110,174,0.9997446450669046
110,198,0.9446058668862647
110,205,0.14261025358709625
110,206,0.19650386688678856
111,113,0.16862099242905798
111,125,0.0657731422695799
111,126,0.9952591187905746
111,131,0.9999999999999999
111,142,0.18310436510230266
111,143,0.31230716587808127
111,157,0.07853947450776827
111,179,0.9429791583725349
111,187,0.18127003326155391
111,204,0.13617062066267602
112,116,1.0
112,132,0.14904275134791184
112,156,0.5657381073054711
112,158,0.39041004589595746
112,196,0.5260129296479021
113,125,0.4539910364140039
113,131,0.1687941611564744
113,141,0.6347985209654933
113,142,1.0
113,149,0.51313945662327
113,154,0.11823565647090226
113,162,0.6687164889249034
113,179,0.16526308966993275
113,184,0.48643517561720945
113,187,0.6443850786239891
113,199,0.8821443886932432
114,133,0.3123659425072366
114,134,0.3123659425072366
114,135,0.3123659425072366
114,136,0.3123659425072366
114,137,0.3123659425072366
114,138,0.3123659425072366
114,139,0.3123659425072366
114,140,0.3123659425072366
114,141,0.3123659425072366
115,123,0.2530100233729149
115,128,0.08371579889873683
116,124,0.7406001641284463
116,145,0.18758689649318885
116,163,0.3569022322116785
116,174,0.18743459381150568
116,183,0.07376725062848816
116,185,0.28592454260090727
116,194,0.10089133801355975
116,201,0.14918054947287832
116,202,0.25107799214142024
116,208,0.4090843043681777
117,128,0.5008487698116432
117,140,0.32111836279004846
117,141,0.4045965994215331
117,147,0.451969340820267
117,150,0.9023549217595357
117,153,0.45939250391139624
117,166,0.18173186717514067
117,173,1.0
117,175,0.30058543247786196
117,200,0.9158500691115083
117,207,0.8414053998236706
118,123,2.8145212429039003e-06
118,124,0.7006939360367516
118,133,0.41033107054798984
118,163,0.6399137577865072
118,180,0.17783584860036789
118,189,0.9654307041845606
118,194,0.9999999999999999
118,197,0.9543432461035768
119,134,0.27364212142268735
119,135,0.27364212142268735
119,136,0.27364212142268735
119,137,0.27364212142268735
119,138,0.27364212142268735
119,139,0.27364212142268735
119,140,0.27364212142268735
119,154,0.4005503167057991
119,187,0.6288307452019923
11,132,0.0522363306200599
11,157,0.41470934926704045
11,158,0.3025944778776335
11,162,0.04646175688920249
11,184,0.1532849324190111
11,187,0.06067227807455175
11,206,1.0
11,22,0.07858221786516766
11,35,0.5839338781378652
11,42,0.886156980016467
11,58,0.7631505078430008
11,70,0.5768521754424706
11,87,0.46073479245499743
120,122,0.9994483516429692
120,125,0.16894590092219472
120,154,0.10307058278069438
120,155,0.9836745260043478
120,156,0.2618636201765218
120,161,0.7902267343841509
120,195,1.0
121,132,0.22579653799436922
121,154,0.22602700706719223
121,182,0.4091827858921388
121,187,0.3364548960882666
121,191,0.8007014415685638
122,138,0.14278271206010504
122,139,0.14278271206010504
122,141,0.14278271206010504
122,142,0.14278271206010504
122,154,0.19021903989300012
122,155,0.9587322158569842
122,195,1.0
123,125,0.2593533968873554
123,131,0.15476246803044325
123,143,0.6769186912116295
123,166,0.22865097970710307
123,179,0.2512634720893773
123,183,0.2400357697267819
123,184,0.1191894760610999
123,187,0.5279661225938426
123,189,1.9559681562714148e-08
123,197,5.934925412984727e-11
123,204,0.540552384563867
124,133,0.9999999999999999
124,163,0.9436513760932038
124,180,0.9999999999999999
124,189,0.8603928568771069
124,194,0.3965868218222614
124,197,0.9414321152884276
125,131,0.15744088867896958
125,141,0.50553732751872
125,142,0.49722627465686287
125,143,0.7031860716510854
125,154,0.21439933867786667
125,155,0.08623598429693144
125,161,0.23222517514285118
125,162,0.9999999999999999
125,172,0.5914998344222998
125,179,0.31372557538780826
125,183,0.1274832342660592
125,184,0.2448531757793456
125,187,0.5817007693121077
125,199,0.2906239343009351
125,204,0.633667813716805
126,131,1.0
126,142,0.00703815732761387
126,143,0.14659276862057796
126,157,0.013753225171171007
126,170,1.0
126,179,0.9007440827441761
126,191,0.38111944961638194
126,192,0.972994013324652
126,204,0.03574625382184209
127,129,1.0
127,138,0.3155098140654964
127,139,0.3540774253989573
127,152,0.3705456042931995
127,164,0.29444938024748596
127,165,1.0
127,171,0.9928252037491639
127,176,0.4174575817156841
128,137,0.4281627421620001
128,144,0.06339966757050947
128,145,0.479114159115201
128,147,0.8240529424369039
128,150,1.0
128,158,0.6687622505459543
128,170,0.2965799849492602
128,173,0.44801485572000666
128,175,0.4118926746393057
128,200,0.24909764987607064
128,207,0.8684860873725662
129,135,0.2426287807336778
129,136,0.2426287807336778
129,137,0.2426287807336778
129,138,0.2426287807336778
129,139,0.2426287807336778
129,171,1.0
12,107,0.7612741518091807
12,148,0.9190763854439867
12,156,0.6160242759147168
12,177,0.8916551399881958
12,196,0.4423358687947532
12,203,1.0
12,205,0.4189085071757399
12,29,0.1977964695999054
12,38,0.4185111654156731
12,67,0.4646440083048909
12,73,0.3217860594422121
12,74,0.3466759322008383
12,80,0.8448011254027596
12,95,0.7096088800771001
12,98,0.4130132899342872
130,150,0.3883372677436121
130,173,0.37562113578848977
130,200,0.10381531450909072
130,207,0.8441476922489021
131,142,0.18327942495765823
131,143,0.5573178075685614
131,157,0.24315567035440833
131,179,0.9999999999999999
131,187,0.4366969198423889
131,204,0.4042206577240735
131,206,0.08561135340231184
132,133,0.3626191264608926
132,143,0.38496731910414367
132,145,0.25817160385811866
132,149,0.8665517380799972
132,157,0.50095106667193
132,160,0.22493382119209118
132,170,0.17092398917854637
132,172,0.2668376255305327
132,180,0.16949132286437715
132,187,0.15011542154262544
132,190,0.13019924190868423
132,193,0.28528140248362166
132,201,0.3709222628068077
132,204,0.25416958197572853
132,206,0.7363581466347292
133,163,0.31926817461212315
133,167,0.3259058199561693
133,169,0.31614494403261173
133,178,0.32590511159848234
133,180,0.5642081691865172
133,189,0.4125998254345241
133,197,0.411743634951168
134,135,0.16217220471021673
134,136,0.23202114014755348
134,137,0.23202114014755348
134,138,0.23202114014755348
134,139,0.23202114014755348
134,140,0.23202114014755348
134,141,0.23202114014755348
134,146,0.2234781329648325
134,149,0.11878625992765986
134,151,0.21032400449216196
134,159,0.23482773354625328
134,167,0.3259058199561693
134,169,0.31614494403261173
134,178,0.32590511159848234
134,181,0.29632400779798757
134,188,0.3259040620431688
135,136,0.312292250049622
135,137,0.16217220471021673
135,138,0.16217220471021673
135,139,0.16217220471021673
135,146,0.2234781329648325
135,149,0.11878625992765986
135,151,0.21032400449216196
135,154,0.16576366021343
135,159,0.23482773354625328
135,167,0.3259058199561693
135,169,0.31614494403261173
135,174,1.0
135,178,0.32590511159848234
135,181,0.29632400779798757
135,186,0.31764241447616154
135,188,0.3259040620431688
135,192,0.1948275671889539
135,198,1.0
135,208,0.280683198503141
136,137,0.17917768565732842
136,138,0.17917768565732842
136,139,0.17917768565732842
136,146,0.2234781329648325
136,149,0.11878625992765986
136,151,0.21032400449216196
136,159,0.23482773354625328
136,167,0.3259058199561693
136,169,0.31614494403261173
136,171,0.20521169560055497
136,178,0.32590511159848234
136,181,0.29632400779798757
136,186,0.31764241447616154
136,187,0.32360994865410125
136,188,0.3259040620431688
136,192,0.1948275671889539
136,198,0.15119271742445045
136,208,0.280683198503141
137,144,0.9141237258021335
137,146,0.2234781329648325
137,151,0.21032400449216196
137,159,0.23482773354625328
137,167,0.3259058199561693
137,169,0.31614494403261173
137,171,0.20521169560055497
137,175,0.9999999999999999
137,178,0.32590511159848234
137,181,0.29632400779798757
137,186,0.31764241447616154
137,188,0.3259040620431688
137,192,0.1948275671889539
137,198,0.15119271742445045
137,208,0.280683198503141
138,139,0.3020161091520819
138,140,0.008977501325076772
138,146,0.2234781329648325
138,151,0.21032400449216196
138,152,1.0
138,159,0.23482773354625328
138,164,0.8203616987330844
138,165,0.8001419671145097
138,167,0.3259058199561693
138,169,0.31614494403261173
138,171,0.20521169560055497
138,176,0.7185049333820235
138,178,0.32590511159848234
138,181,0.29632400779798757
138,186,0.31764241447616154
138,188,0.3259040620431688
138,192,0.1948275671889539
138,195,0.07727473032008095
138,208,0.280683198503141
139,146,0.2234781329648325
139,151,0.21032400449216196
139,152,0.15030337596253635
139,159,0.23482773354625328
139,160,0.20459577520441502
139,164,0.10590672788294497
139,165,0.12437539199732846
139,167,0.3259058199561693
139,169,0.31614494403261173
139,171,0.20521169560055497
139,176,0.15909506483749353
139,178,0.32590511159848234
139,181,0.29632400779798757
139,186,0.31764241447616154
139,188,0.3259040620431688
139,192,0.1948275671889539
139,208,0.280683198503141
13,127,0.7056301324219701
13,138,0.2252712139484581
13,139,0.3784298096435599
13,152,0.31675221632789063
13,164,0.22772745131722866
13,165,0.9999999999999999
13,176,0.7952852730981566
13,23,0.6505169221514635
13,27,0.38112435310794773
13,31,0.6720056095022513
13,45,0.3820875710887825
13,52,0.18946865407403077
13,54,0.8745274654123962
13,71,0.3786434655368198
13,82,0.85065857804772
140,146,0.2234781329648325
140,150,0.3326506192675842
140,151,0.21032400449216196
140,160,0.20459577520441502
140,167,0.3259058199561693
140,169,0.31614494403261173
140,171,0.20521169560055497
140,173,0.8624144909179642
140,178,0.32590511159848234
140,181,0.29632400779798757
140,186,0.31764241447616154
140,188,0.3259040620431688
140,192,0.1948275671889539
140,195,0.07727473032008095
140,208,0.280683198503141
141,142,0.6067092734967612
141,146,0.2234781329648325
141,147,1.0
141,154,0.6573267566171773
141,159,1.0
141,160,0.20459577520441502
141,162,1.0
141,167,0.3259058199561693
141,169,0.31614494403261173
141,178,0.32590511159848234
141,181,0.29632400779798757
141,183,0.9357812319941105
141,184,0.3803708536826936
141,188,0.3259040620431688
141,192,0.1948275671889539
141,199,1.0
141,200,0.02094999302044469
142,154,0.21902526163615593
142,162,0.6957665122897899
142,167,0.3259058199561693
142,178,0.32590511159848234
142,179,0.17975349465312718
142,184,0.5023635981077257
142,187,0.48973027018260884
142,199,0.8549668730456803
143,145,0.5301293535159987
143,157,0.08965501857130549
143,179,0.7077588407997659
143,187,0.8718545147707075
143,195,0.07727473032008095
143,204,0.9463433509039626
143,206,0.26453942206396713
144,147,0.23541861718242765
144,172,0.7854011919414504
144,175,0.6068703592167989
144,180,0.9204882327693907
144,191,0.7396251733517754
144,204,0.0792207181723025
145,158,0.5900392931683609
146,154,0.43897469707277303
147,158,0.0472899968818943
147,175,1.0
147,199,0.1424358330894344
148,156,0.6213099830430922
148,177,0.8063227235921436
148,196,0.30961795030614186
148,203,0.9999999999999999
148,205,0.1928004094231734
149,187,0.5762087185879817
149,190,0.62289047761485
149,205,0.25807491109514136
14,145,0.2593733790048362
14,158,0.6251591630979141
14,168,0.9934091384454218
14,17,0.4429176832087587
14,182,1.0
14,191,0.395395337280896
