idx1,idx2,val
0,9,0.2429704753830911
0,16,0.20194167449935954
0,25,0.219192990512842
0,33,0.23782897747094675
0,34,0.35788806386878563
0,36,0.21993329882555848
0,43,0.5707013526662931
0,46,0.29926516564555045
0,47,0.2304024878490118
0,48,0.3009997182376659
0,51,0.2845047335757954
0,57,0.21836834616447431
0,62,0.3011398463554203
0,65,0.15027730777444145
0,74,0.29680377028343885
0,77,0.21531247605154585
0,91,0.2400192686913654
0,93,0.32590534547573385
0,98,0.21901231404888635
0,104,0.29892508937207257
0,108,0.3018622299912849
0,114,0.3123659425072366
0,116,0.25313699577700227
0,129,0.2426287807336778
0,134,0.23202114014755348
0,136,0.17917768565732842
0,140,0.008977501325076772
0,154,0.3892909360266472
0,167,0.3259058199561693
0,168,0.8250899945898946
0,169,0.31614494403261173
0,171,0.20521169560055497
0,178,0.32590511159848234
0,181,0.29632400779798757
0,185,1.0
0,187,0.24285443343216884
0,188,0.3259040620431688
0,208,0.280683198503141
1,5,0.4434091798439744
1,14,0.1429080371073137
1,20,0.1667048265300248
1,34,0.2933686876927981
1,46,1.0
1,57,0.1534497022699388
1,128,0.36172018513605425
1,132,0.12203512545628832
1,143,0.4042547429122805
1,145,1.0
1,158,0.5891502891453078
1,202,1.0
2,19,1.0
2,55,0.3579800896194647
2,59,0.2779886801237903
2,64,0.5045795894813806
2,68,0.08168173557502914
2,75,0.1300583996685314
2,117,0.6861606525274186
2,130,0.12399204300006456
2,141,0.07905948836993645
2,150,0.1995083213604826
2,153,0.19778034008364118
2,168,0.351183371173295
2,173,0.551379296692939
2,200,0.6732292078113316
2,207,0.6715382030775308
3,10,0.29465130235045334
3,34,0.19087530996357474
3,40,0.38430564007749174
3,53,0.7494613048501144
3,54,0.24164871195331372
3,62,0.25051732165157853
3,66,1.0
3,72,0.7436955981911961
3,109,0.28887483667434743
3,117,0.17943714317540108
3,153,0.5520907520245771
3,166,0.6948787867641383
4,6,0.21130885481202086
4,8,0.9993228276235715
4,12,0.2896685780279388
4,38,0.7683292018505556
4,73,0.13895159812744073
4,80,0.24099866910067752
4,95,0.4226692131083907
4,107,0.4793291454992536
4,148,0.3303719438101104
4,156,0.3499569660732573
4,177,0.5032648763085126
4,196,0.14006665291242298
4,203,1.0
5,1,0.4434091798439744
5,13,0.5426654428119525
5,23,0.10048124112415555
5,45,1.0
5,47,1.0
5,52,0.46479486031248385
5,54,0.3974929488059846
5,69,0.1386910675406382
5,79,0.02567502557387657
5,82,0.6972179571531102
5,85,0.4051241480551411
5,92,0.6325802786734511
5,124,0.05131011452617284
5,127,0.10574553688263477
5,138,0.33960733020638295
5,145,0.4287625076124024
5,152,1.0
5,163,0.004030351977171455
5,164,0.325171907763855
5,165,0.9948715565964548
5,170,0.35757060336952234
5,176,0.7757814817081139
5,179,0.08613247296203322
5,194,0.09846269376752907
5,202,0.5931706662533779
6,4,0.21130885481202086
6,8,0.0938499916674095
6,12,0.9006931348159752
6,29,0.262387733388682
6,38,0.21800701154159208
6,67,0.04845865291736621
6,73,0.06497596640277008
6,74,0.08732266877752323
6,80,0.7084809006096666
6,95,0.3046681714180499
6,100,0.6505075514166997
6,107,0.39613144074169804
6,137,0.746966865631893
6,148,0.8381750577339133
6,156,0.2209084392813388
6,175,0.2712367619875836
6,177,0.7019998679695794
6,188,1.0
6,196,0.1341744482048897
6,203,0.9999999999999999
6,205,0.02078383576212575
7,8,1.0
7,40,0.24165446139724905
7,43,0.23946415358778117
7,57,0.38604417480948366
7,61,0.24599082533566927
7,62,0.22641391325191867
7,98,0.22608659507006865
7,109,0.5532316419745387
7,132,0.41216564337898093
7,140,0.22570519285647483
7,154,0.2259325712500378
7,160,0.8832024209270488
8,4,0.9993228276235715
8,6,0.0938499916674095
8,7,1.0
8,12,0.15377353244594041
8,38,1.0
8,73,0.3049834364091085
8,80,0.11558979181301492
8,95,0.4952240768439875
8,148,0.1879367252822926
