type,shRNA,count,pctg
target,Hat1.3,14508,2.9908592020252414
target,Chd9.3,11754,2.423115457720202
target,Hells.4,11032,2.2742734158217854
target,Actl6b.1,10989,2.265408862079913
target,Cbx1.1,10481,2.1606834364782572
target,Bmi1.4,9828,2.026065911049357
target,Atad2b.1,9806,2.02153055797212
target,Chd9.4,9516,1.9617463583176313
target,Arid2.2,9470,1.9522633473379538
target,Cbx3.1,8599,1.7727045959618863
target,Chd3.1,6776,1.3968887477890153
target,Chd5.1,6377,1.3146339351609433
target,Atad2.1,6259,1.2903079504739445
target,Asxl3.2,6237,1.2857725973967074
target,Gtf2f1.4,5473,1.1282721541690202
target,Hat1.4,4886,1.0072606879718313
target,Atad2.3,4556,0.9392303918132753
target,Cbx4.2,4464,0.9202643698539203
target,Hdac2.1,4336,0.8938768610409048
target,Dot1l.2,4279,0.8821261735226087
target,Atr.1,4062,0.8373910999880432
target,Chd6.4,3978,0.8200742973295017
target,Ash1l.1,3866,0.7969852271181129
target,Brd3.2,3841,0.7918314168030708
target,Atad2.4,3703,0.7633823838640383
target,Dnmt3b.1,3667,0.7559608970103777
target,Gtf2b.1,3618,0.7458594287928951
target,Arid2.1,3569,0.7357579605754127
target,Asxl2.1,3499,0.7213272916932947
target,Atrx.3,3323,0.6850444670753981
target,Ctsl.4,3269,0.6739122367949072
target,Dnmt3a.4,3229,0.6656661402908398
target,Fkbp1a.4,3068,0.6324756018619686
target,Jmjd1c.2,3068,0.6324756018619686
target,Dnmt1.2,2954,0.6089742268253765
target,Ing3.3,2923,0.6025835020347243
target,Ehmt2.1,2891,0.5959866248314705
target,Jmjd1c.4,2842,0.5858851566139879
target,Chaf1b.4,2794,0.575989840809107
target,Jmjd4.2,2506,0.5166179459798218
target,Chd8.2,2500,0.5153810315042117
target,Chd1.2,2498,0.5149687266790083
target,Crebbp.3,2483,0.511876440489983
target,Ezh1.2,2481,0.5114641356647797
target,Asxl1.2,2452,0.5054857156993309
target,Asxl3.4,2395,0.49373502818103476
target,Chd9.2,2354,0.4852827792643657
target,Cbx5.4,2322,0.4786859020611118
target,Fkbp1a.1,2311,0.4764182255224933
target,Hells.1,2229,0.45951372768915516
target,Actl6b.4,2226,0.4588952704513501
target,Hdac6.3,2196,0.4527106980732995
target,Hdac8.4,2189,0.4512676311850878
target,Aff4.2,2178,0.44899995464646925
target,Atm.2,2159,0.4450830588070372
target,Brd9.3,2140,0.44116616296760525
target,Atr.3,2118,0.4366308098903681
target,Gtf3c4.1,2047,0.4219939885956485
target,Fbxl19.1,1962,0.4044710335245053
target,Dnmt3b.4,1907,0.3931326508314127
target,Baz1a.2,1892,0.39004036464238745
target,Ing2.1,1858,0.38303118261393015
target,Actl6b.2,1848,0.3809696584879133
target,Jarid2.1,1838,0.37890813436189646
target,Hira.4,1829,0.3770527626484813
target,Baz2b.4,1821,0.3754035433476678
target,Brwd3.2,1820,0.3751973909350661
target,Dnmt3a.3,1817,0.3745789336972611
target,Chd1.3,1775,0.3659205323679903
target,Hdac3.1,1762,0.36324055100416835
target,Gadd45b.2,1757,0.36220978894115996
target,Baz1b.2,1736,0.3578805882765246
target,Cbx5.2,1702,0.3508714062480673
target,Brd1.1,1700,0.35045910142286396
target,Hdac2.3,1689,0.3481914248842454
target,Aurkb.4,1667,0.34365607180700836
target,Atad2b.4,1638,0.3376776518415595
target,Aff1.4,1631,0.3362345849533477
target,Cxxc1.4,1612,0.3323176891139157
target,Dnmt3b.2,1547,0.31891778229480616
target,Chd3.2,1498,0.30881631407732363
target,Cbx7.3,1496,0.30840400925212025
target,Elp3.2,1486,0.3063424851261034
target,Atr.2,1476,0.30428096100008656
target,Asxl2.2,1461,0.3011886748110613
target,Brd4.4,1442,0.2972717789716293
target,Chd6.2,1420,0.29273642589439225
target,Gtf2f1.3,1420,0.29273642589439225
target,Atad2b.3,1381,0.28469648180292656
target,Brpf3.1,1379,0.2842841769777232
target,Atm.3,1324,0.2729457942846305
target,Brd1.2,1317,0.27150272739641873
target,Bop1.2,1261,0.25995819229072437
target,Hdac3.4,1251,0.2578966681647075
target,Atrx.2,1220,0.2515059433740553
target,Ing5.2,1190,0.2453213709960048
target,Aff4.4,1187,0.24470291375819972
target,Dmap1.4,1140,0.23501375036592054
target,Ing4.3,1124,0.2317153117642936
target,Chd8.3,1123,0.2315091593516919
target,Ash2l.2,1122,0.2313030069390902
target,Gtf2b.4,1116,0.2300660924634801
target,Cbx3.4,1085,0.22367536767282786
target,Ash1l.2,1025,0.2113062229167268
target,Hdac9.2,1018,0.209863156028515
target,Aff1.2,995,0.20512165053867626
target,Baz2b.1,990,0.2040908884756678
target,Epc2.2,989,0.20388473606306615
target,Ercc5.1,970,0.19996784022363415
target,Epc2.3,951,0.19605094438420212
target,Hat1.1,949,0.19563863955899874
target,Asxl3.3,936,0.19295865819517685
target,Chd6.3,934,0.1925463533699735
target,Hdac10.3,929,0.19151559130696508
target,Atad2b.2,929,0.19151559130696508
target,Ctsl.2,925,0.19069098165655832
target,Cbx8.1,905,0.18656793340452463
target,Eed.3,890,0.18347564721549936
target,Brd8.4,885,0.18244488515249094
target,Aff1.3,877,0.18079566585167747
target,Ing3.4,872,0.17976490378866905
target,Brwd1.1,869,0.17914644655086398
target,Ino80.3,844,0.17399263623582187
target,Dnmt1.3,828,0.1706941976341949
target,Chd2.2,824,0.16986958798378818
target,Jhdm1d.1,813,0.16760191144516964
target,Asxl1.1,805,0.16595269214435615
target,Cbx1.4,798,0.16450962525614438
target,Dub2a.4,771,0.15894351011589888
target,Jmjd4.1,754,0.15543891910167024
target,Jarid2.4,753,0.15523276668906855
target,Cbx7.1,752,0.15502661427646688
target,Atrx.4,749,0.15440815703866181
target,Atm.4,741,0.15275893773784835
target,Fbxo44.1,728,0.15007895637402646
target,Chd8.1,728,0.15007895637402646
target,Epc1.3,719,0.14822358466061128
target,Chd2.4,717,0.14781127983540793
target,Ctsl.1,707,0.14574975570939105
target,Chd1l.3,704,0.145131298471586
target,Gadd45a.4,694,0.14306977434556917
target,Brpf3.3,683,0.14080209780695063
target,Brwd3.1,681,0.14038979298174728
target,Cxxc1.3,678,0.1397713357439422
target,Asxl1.4,666,0.13729750679272198
target,Gtf2b.2,664,0.13688520196751863
target,Chaf1b.1,664,0.13688520196751863
target,Ash2l.3,661,0.13626674472971356
target,Chd8.4,659,0.1358544399045102
target,Dnmt3l.4,653,0.1346175254289001
target,Chd1.4,650,0.13399906819109503
target,Hdac2.2,646,0.1331744585406883
target,Ezh1.3,634,0.13070062958946807
target,Brd7.1,625,0.12884525787605292
target,Fbxw9.4,623,0.12843295305084956
target,Hdac6.4,623,0.12843295305084956
target,Cbx4.1,622,0.12822680063824787
target,Hdac2.4,607,0.1251345144492226
target,Epc2.1,598,0.12327914273580742
target,Arid2.3,596,0.12286683791060407
target,Dnmt3a.1,590,0.12162992343499396
target,Cbx2.2,571,0.11771302759556194
target,Bmi1.2,570,0.11750687518296027
target,Ash2l.1,560,0.11544535105694341
target,Cbx4.4,559,0.11523919864434173
target,Baz2a.4,558,0.11503304623174004
target,Fbxl19.4,553,0.11400228416873162
