Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,Baz1a.1,1465.468119,144.5083556,17.20930233,3008.649325,86.04651163,37.6744186,402.48015
B03,Brd2.1,935.7362562,53.24511487,19.26910299,2981.113684,86.9324474,29.45736434,322.7536308
B04,Brd3.1,982.2828658,81.03687095,36.88888889,2702.686208,84.44444444,39.11111111,650.7046893
B05,Brd1.1,1449.19554,105.1170927,19.89247312,4077.104351,91.03942652,46.68458781,420.8701618
B06,Baz2a.1,1428.780217,85.70426245,23.39776195,4259.534714,93.48931841,38.96236012,579.0275643
B07,Brpf3.1,1821.847725,108.0039008,23.38376891,2711.277664,85.41953232,33.28748281,426.0068177
B08,Brd8.1,1612.031426,171.2284062,18.18181818,3304.81868,100,36.36363636,620.9180294
B09,Bop1.1,1705.008948,96.69516384,27.68895349,3709.658153,90.77034884,33.86627907,466.4226427
B10,Baz1b.1,1850.30178,122.5095556,19.8917456,3802.622403,88.63328823,36.53585927,392.0809479
B11,Brd9.1,1985.568283,44.75574682,31.57894737,5639.245699,100,57.89473684,721.9114118
C02,Brd8.2,1496.836927,138.6421429,18.9081225,3150.910616,87.74966711,36.88415446,434.2352282
C03,Baz2b.1,1425.364103,95.57866813,24.57231726,4480.051741,94.16796267,46.11197512,538.3397691
C04,Baz1a.2,1143.633323,71.47329208,30.74433657,4243.034213,95.14563107,44.33656958,691.4803673
C05,Brd9.2,1163.644595,109.428828,35.25073746,4034.109203,93.21533923,44.24778761,399.8171647
C06,Brd4.1,723.0351983,98.1664539,55.6675063,927.511533,55.91939547,40.80604534,1033.431597
C07,Brd3.2,1301.916658,89.53096421,29.55202312,4274.421611,95.44797688,44.58092486,681.0737533
C08,Baz2a.2,1589.912437,31.20977968,42.85714286,4595.406539,100,57.14285714,715.5013613
C09,Brpf1.1,1265.082807,80.124711,26.64756447,4457.049875,92.40687679,32.66475645,476.8863129
C10,Brd2.2,1324.142158,76.45032628,31.35313531,3692.352928,89.43894389,38.61386139,691.8777819
C11,Bptf.1,1799.965251,91.50012364,29.01785714,3243.930053,87.5,25.22321429,561.3118516
D02,Baz1b.2,1259.611766,65.61175886,25.43083372,3859.100516,91.10386586,50.16301816,454.7900515
D03,Brpf1.2,1046.580167,231.2726213,25.33898305,3676.955301,92.03389831,44.57627119,495.5696131
D04,Brd2.3,933.8327956,46.34131328,31.33265514,3762.00555,92.62461851,34.38453713,472.5978373
D05,Bmi1.1,954.7044271,50.65092843,35.85196608,3244.61343,90.0539707,43.87047032,644.9699932
D06,Baz2b.2,1262.542295,95.26505383,37.01883702,4575.920801,94.02129402,61.67076167,690.0263836
D07,Brpf1.3,1616.564985,151.5707799,22.75862069,4367.421996,93.10344828,58.3908046,579.7330755
D08,Brd4.2,628.4968041,122.0524222,56.3559322,1212.52676,68.6440678,44.06779661,1030.510978
D09,Bop1.2,1438.670915,101.3550378,35.07326007,4500.355802,93.4981685,44.32234432,588.5876382
D10,Baz1a.3,1756.828084,121.6940571,34.35804702,3778.977595,90.86799277,36.07594937,490.7746085
D11,Brpf3.2,1456.809824,62.69049528,38.90577508,4190.77115,92.09726444,42.85714286,639.7942325
E02,Bptf.2,1371.79095,54.62598385,21.19205298,4084.91236,93.37748344,43.70860927,629.712652
E03,Brd1.2,1404.863559,134.8526971,31.40028289,3750.879007,91.23055163,60.3960396,697.7616261
E04,Baz1a.4,1432.74286,86.54166522,33.48864298,3346.524179,90.33197437,38.20617356,465.7044643
E05,Brd8.3,1373.410338,27.0797959,38.13813814,4709.66795,95.1951952,58.55855856,956.2315896
E06,Brd3.3,1062.126799,52.30235411,41.0130719,3010.789483,87.09150327,47.22222222,956.661628
E07,Bmi1.2,1561.489121,78.20799897,31.58953722,4233.642275,93.9637827,50.9054326,832.9954778
E08,Baz1b.3,1472.413733,184.4473608,27.66798419,4393.273476,92.49011858,50.72463768,454.9249147
E09,Brd9.3,1199.628826,84.02008206,26.8161435,4544.057417,93.99103139,41.97309417,491.1159211
E10,Brd4.3,713.4624164,154.600984,53.30926594,731.7547658,52.46690734,36.58243081,882.8572985
E11,Bop1.3,1402.016309,97.5959651,29.15512465,3601.277791,90.37396122,38.50415512,360.6504336
F02,Baz2a.3,1356.797477,109.7770035,16.60181582,3360.93698,90.40207523,32.16601816,334.9457427
F03,Brpf3.3,1425.249553,77.27566279,25.75757576,4372.670339,93.93939394,48.58934169,658.4251481
F04,Brd3.4,1486.696246,84.00600806,27.5,4575.200553,90,50,548.7475446
F05,Bmi1.3,1342.157252,101.0525893,32.59259259,3749.487539,93.14814815,50.37037037,619.9975141
F06,Baz2b.3,1484.262507,56.39446146,25.3236246,5091.562741,95.22653722,55.01618123,685.0767615
F07,Brd8.4,1193.956433,47.65850458,24.54506983,4907.415652,93.77909437,41.72661871,433.4653295
F08,Brd1.3,1365.442877,92.20238115,36.9966443,3891.017571,90.8557047,54.02684564,631.344408
F09,Bptf.3,1623.721961,82.90884163,26.94859038,4854.776542,92.039801,27.28026534,456.9925608
F10,Baz2b.4,1483.002754,92.01641745,20.37037037,4316.714717,93.65079365,46.91358025,614.0971253
F11,Brd9.4,1434.71498,105.5681576,30,4051.451053,92.05882353,31.96078431,390.5453155
G02,Brd4.4,755.4860701,146.3495304,49.80916031,1294.020368,65.26717557,43.70229008,832.0300428
G03,Bptf.4,1404.788268,43.87178789,26.00375235,4482.976859,93.77110694,46.79174484,644.7152049
G04,Baz1b.4,1325.871412,79.66218344,27.94117647,3308.471328,88.88888889,55.39215686,664.8568375
G05,Brpf3.4,1400.639715,86.37138287,25.39118065,4118.792315,91.32290185,47.86628734,584.6657145
G06,Brpf1.4,1364.590908,74.91068078,24.88888889,4346.552171,93.55555556,46.44444444,560.9236039
G07,Bmi1.4,1453.324703,79.41997548,32.1875,4329.188957,93.984375,40,541.9294453
G08,Baz2a.4,1402.168559,68.84367749,27.6647681,4163.643817,92.83970708,42.06672091,482.5974984
G09,Brd2.4,890.7281385,68.52056822,28.1598513,4037.491836,92.37918216,50,677.7407526
G10,Bop1.4,1335.940697,56.29899054,31.02564103,4683.903101,94.1025641,44.35897436,785.8073501
G11,Brd1.4,1539.485319,186.0081893,18.02816901,3673.39847,88.16901408,44.78873239,529.0240377
