Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Brwd1.1,578.7395043,513.0002605,33.94700139,703.8763057,51.07391911,32.46861925,178.0703441
B03,Cbx7.1,729.3166837,476.2126607,32.90937997,520.1678989,44.43561208,32.27344992,178.4480998
B04,Cbx8.1,712.7456364,570.7679101,34.64979944,543.4716156,45.54149954,31.50262265,176.1633704
B05,Cbx6.1,892.3243257,1154.997697,35.21126761,352.3279118,38.41229193,33.93085787,165.9347598
B06,Carm1.1,727.7394818,553.6775915,29.47080292,634.9401246,49.39172749,29.95742092,160.3990875
B07,Chd2.1,636.1740844,729.8189198,26.47828362,378.4642906,39.37728938,30.79539508,126.4277616
B08,Chaf1b.1,983.1248383,897.5837142,26.25762195,567.9732247,45.99847561,27.24847561,200.520552
B09,Cbx4.1,738.4450886,896.1542,29.38496583,531.2296346,44.57099468,26.65148064,178.6971959
B10,Brwd3.1,900.8166558,1729.969463,32.65503876,359.9424405,37.8875969,25.48449612,144.8355516
B11,Chd1.1,616.7171801,682.1221849,25.26606228,413.9783583,39.92905006,22.11273157,142.6368692
C02,Chaf1b.2,1192.406767,1932.73316,35.07751938,415.2347223,36.62790698,27.13178295,228.2191047
C03,Cbx1.1,940.7297412,338.8590754,30.54711246,624.3013163,49.62006079,43.61702128,193.6959563
C04,Brwd1.2,796.4362646,633.0979555,37.1375694,521.3240518,44.66378779,30.72177668,187.5376611
C05,Chd1.2,763.1104492,750.9814605,39.01292597,586.034085,47.06227967,27.6733255,223.8635195
C06,Chaf1a.1,1196.573844,1353.897851,26.52370203,341.5981746,34.1986456,24.3227991,169.8689398
C07,Cbx8.2,953.5659071,668.6372715,33.74057707,498.2567796,44.91811801,29.13958929,185.2224559
C08,Carm1.2,670.4773387,693.1902005,33.52272727,549.7057661,46.16477273,30.17045455,172.5958089
