Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
C09,Chd1l.1,827.8753895,1111.374077,36.84210526,652.5873393,47.09141274,30.5401662,148.9921942
C10,Cbx7.2,651.8838314,1011.332307,25.76687117,391.992726,41.10429448,27.50511247,138.1181619
C11,Cbx5.1,777.3622624,857.3564849,27.99681402,417.1042492,40.30266826,26.68259658,153.0849708
D02,Brwd3.2,767.5933212,569.1199004,30.53892216,758.206151,49.6150556,34.51668092,167.7727491
D03,Chd1l.2,844.8258715,602.7048924,34.93468184,608.8527366,46.43910662,39.8651496,208.3907963
D04,Cbx7.3,808.037152,589.5476591,35.63432836,591.1443267,46.57960199,36.75373134,179.953564
D05,Cbx3.1,723.6753869,315.7095029,33.16787004,721.6155776,50.63176895,37.81588448,179.8152253
D06,Cbx1.2,799.6498378,495.0789167,35.99348534,576.4462976,47.39413681,35.05700326,174.9098468
D07,Chd1l.3,869.3706132,714.5193835,35.639413,500.9847185,45.07337526,30.81761006,151.7522245
D08,Chaf1a.2,940.0331069,913.1138291,30.50458716,515.9460252,42.54587156,26.72018349,193.400108
D09,Cbx4.2,758.9279535,794.3037665,32.09549072,406.6581164,38.57521789,28.83668056,170.3842674
D10,Brwd1.3,720.9931075,821.6813227,27.53001715,381.173455,38.1432247,19.78987993,130.4916446
D11,Chd2.2,721.7943944,1339.910179,29.46071904,358.6078738,37.1171771,25.99866844,170.0808786
E02,Cbx5.2,895.0348582,485.0745835,38.92724376,831.3335549,50.98247477,39.03345725,208.0020057
E03,Cbx6.2,854.6113373,481.2154062,35.15269656,821.2299156,53.99610136,39.96101365,198.3495175
E04,Brwd1.4,754.1955941,404.441115,32.90140845,742.1477745,50.98591549,38.53521127,189.3908224
E05,Chaf1b.3,768.4737986,464.7220215,36.21997472,604.2721755,47.78761062,33.18584071,192.9803806
E06,Cbx8.3,860.3840032,698.856515,33.05921053,573.9358093,44.40789474,36.67763158,174.4876418
E07,Cbx3.2,783.6193029,596.3607653,29.83339791,599.8165585,48.31460674,30.414568,156.5346325
E08,Brwd3.3,759.5063046,558.1828338,31.20456906,488.8646865,45.17133956,31.82762201,159.6387982
E09,Chd1.3,734.4648527,873.7806243,31.88505747,422.1138786,39.26436782,25.49425287,158.0767049
E10,Chaf1a.3,1092.792261,1986.286318,23.23717949,263.4400084,28.56570513,25.84134615,148.5335637
E11,Cbx4.3,709.362908,775.5107375,30.00557724,327.8291045,36.19631902,26.49191299,128.2089975
F02,Carm1.3,758.3419558,375.8227714,35.68800589,766.455998,51.58204562,38.92568065,188.8746202
F03,Chd2.3,928.6916529,492.5579778,30.61159142,951.0416063,57.60486711,35.28658341,265.6539245
F04,Cbx8.4,888.0471315,595.5064005,39.45163747,566.4954167,47.0677837,35.60548363,178.9896655
F05,Cbx3.3,838.4666799,446.4659907,33.3984375,837.5233384,53.984375,36.953125,189.5960611
F06,Cbx1.3,853.8223933,357.3338119,37.741686,808.5041957,55.25908739,41.80201083,250.3062221
F07,Chaf1b.4,1177.026452,2108.759558,38.72919818,393.0803298,37.51891074,35.09833585,196.002452
F08,Cbx6.3,897.3275586,576.7732224,38.64265928,648.2736845,49.30747922,34.97229917,211.0771314
F09,Cbx5.3,753.243692,454.1287322,36.64029215,610.2206922,49.6652465,36.27510651,194.7521046
F10,Cbx1.4,762.1164224,443.5104657,29.71898197,451.108157,42.52386002,33.21845175,213.600659
F11,Chd1.4,656.2891935,835.4975969,28.24572514,425.7768342,40.6269791,27.42241925,142.6645257
G02,Chaf1a.4,1114.437715,1218.806383,31.25265393,472.5830249,40.12738854,27.98301486,215.021629
G03,Cbx5.4,795.046433,510.9277937,40.76923077,658.1790073,49.43786982,33.31360947,222.0654475
G04,Brwd3.4,1029.767735,769.3354868,73.68421053,1217.529185,63.15789474,47.36842105,269.7735216
G05,Chd2.4,654.8051564,520.7111565,34.15492958,565.3059179,48.4741784,37.67605634,149.2072291
G06,Chd1l.4,596.0401415,638.3830671,39.43661972,588.1369894,47.88732394,35.21126761,207.172794
G07,Cbx3.4,571.1958776,836.9120214,28.76588022,586.1906237,45.28130672,28.19116757,165.9986816
G08,Carm1.4,604.2638484,585.3805858,31.62853297,432.4023582,40.37685061,26.7833109,154.3551362
G09,Cbx7.4,801.3943952,911.0934961,33.49320544,510.5946892,44.20463629,28.48387956,198.687143
G10,Cbx4.4,732.5651777,825.6557232,26.47166362,447.3221077,41.60877514,27.56855576,177.0587318
G11,Cbx6.4,567.5872112,598.0947652,27.70071459,354.2080858,42.58091635,31.5258512,138.1426914
