Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
B02,Hdac7.1,1337.758873,413.92687,40.98088113,536.3365644,48.46217789,33.74896093,131.4796619
B03,Ing4.1,1105.892893,438.7622732,36.08431583,528.8999548,48.76741693,39.51411218,119.4044044
B04,Ing5.1,1178.620697,501.4548066,29.76050255,451.3966068,45.46525324,33.76521398,136.4300065
B05,Ing3.1,1216.467701,336.5357914,36.97777778,645.5114264,50.93333333,41.86666667,141.8006611
B06,Hdac9.1,1832.350719,2180.043951,31.57894737,251.5663524,42.10526316,31.57894737,259.8952728
B07,Jmjd4.1,1474.334632,648.1217924,36.08883405,728.8567368,51.81986428,33.25107958,159.2392328
B08,Jarid2.1,1196.340483,564.8800525,43.46302138,643.0305859,50.64844024,39.57237995,129.7875347
B09,Hltf.1,1700.047166,974.0742331,31.61180477,879.2059171,55.10783201,36.66288309,179.5324824
B10,Hdac8.1,824.6246571,611.0309308,30.28737488,500.3165833,45.72166613,30.15821763,95.56785589
B11,Jhdm1d.1,1117.801184,622.0737521,31.20967742,524.5498102,47.01612903,30.56451613,140.3283874
C02,Jarid2.2,1677.107231,701.8332831,47.92284866,668.0304363,54.45103858,46.14243323,214.9446306
C03,Hells.1,902.3992301,233.7912264,33.00438596,618.1039699,50.43859649,36.84210526,133.6811083
C04,Hdac7.2,1191.651263,287.8466614,36.37358628,581.5098566,51.22218169,38.78146662,130.904033
C05,Jhdm1d.2,1049.587284,216.476794,36.44067797,637.3781844,52.20338983,35.84745763,128.6658973
C06,Ino80.1,1072.025216,384.0293968,31.45028081,469.939197,46.15130492,30.92170466,106.2271175
C07,Ing5.2,886.1235374,261.5175777,35.46875,753.1197067,53.671875,38.203125,147.8517694
C08,Hdac9.2,1181.36742,393.5545147,35.7928506,596.3256095,50.73327223,35.7928506,153.1417792
