Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+GFP+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+GFP+,Amet+GFP+CD62L as % of Amet+GFP+,GeoMean PE-Cy7-A - CXCR3 of Amet+GFP+,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-A - CD127 of Amet+GFP+
C09,Jmjd1c.1,2744.889301,7196.641322,76.47058824,552.7856964,41.17647059,29.41176471,334.8525321
C10,Ing4.2,1033.11719,495.3690639,33.93691589,399.774819,42.1728972,29.26401869,106.9748704
C11,Ing2.1,1131.357182,401.1801412,30.52193646,577.7968349,47.91981846,34.37972769,176.281168
D02,Hdac8.2,1027.423846,388.533556,45.18900344,485.0836355,48.38487973,31.27147766,108.2606802
D03,Jmjd1c.2,1225.978713,527.8295472,41.78151261,527.3660629,48.43697479,36.50420168,156.8802739
D04,Ing4.3,1082.111921,94.32495412,36.10431948,1237.399019,66.42216789,41.76854116,160.7499917
D05,Hira.1,1739.717581,308.1877881,29.6025953,809.5491317,54.94728305,45.09326845,203.9347329
D06,Hells.2,1048.257923,253.0824158,38.89261745,659.5574355,52.41610738,37.08053691,144.5983165
D07,Jmjd1c.3,1170.479527,532.8389865,41.66666667,248.7508391,45.83333333,29.16666667,145.4073964
D08,Ino80.2,1282.076221,163.0132926,35.64889607,508.4830675,47.60366182,46.20355412,172.2820891
D09,Hltf.2,1301.742417,622.7473794,32.57076386,795.7626313,56.49476541,40.36448236,181.7086746
D10,Hdac7.3,1280.028091,502.9276027,38.81163085,539.6726868,49.43109987,32.86978508,174.2273962
D11,Jmjd4.2,989.2396687,451.344183,33.41443633,596.5880975,51.21654501,33.33333333,136.8222401
E02,Ing2.2,801.9352963,169.3489337,29.52308857,557.1655862,51.77895534,33.91370174,102.148799
E03,Ing3.2,874.3942046,138.5495901,31.73633441,650.9316639,53.31189711,39.61414791,122.5835113
E04,Hdac7.4,1001.936987,287.4395234,35.69105691,503.1439335,48.57723577,35.69105691,124.2969595
E05,Jarid2.3,870.7756225,272.8735731,37.17880086,586.0579598,50.24089936,39.96252677,119.8043356
E06,Ing5.3,1068.594971,418.001623,31.35849057,359.4335749,42.98113208,35.13207547,133.7707897
E07,Hira.2,974.9805151,237.8930517,32.26621735,600.265745,50.33698399,36.85762426,138.475906
E08,Hdac8.3,1035.0965,430.2187906,35.91160221,563.2729901,52.3480663,35.63535912,135.7814762
E09,Jhdm1d.3,954.6880479,520.0384304,28.69427472,470.3399732,45.66644037,29.30527269,105.7146492
E10,Ino80.3,1040.006803,745.5703442,34.36010268,351.2685351,41.65749908,24.67913458,109.8905193
E11,Hltf.3,1024.558321,524.342901,33.09724871,507.7339012,46.9081994,30.34595478,136.7147595
F02,Hdac9.3,1034.70184,339.4390313,37.70794824,586.4860321,49.66112138,32.65557609,113.7718122
F03,Jmjd4.3,1116.505189,345.5853606,36.83956574,423.8637753,43.28106152,31.09770808,108.0442784
F04,Ing5.4,948.6418889,184.2232738,31.4733771,522.2287761,50.76586433,37.27206419,104.5885247
F05,Hira.3,1119.997968,335.7046064,43.28667703,560.05143,49.45567652,34.88854329,152.3563107
F06,Hells.3,930.5542764,370.9160312,35.18518519,400.6778649,43.51851852,30.7568438,115.9576996
F07,Jarid2.4,1396.85751,567.8707728,42.27977565,444.3070991,46.48630815,26.82283075,102.649082
F08,Ing3.3,1054.448599,467.645261,38.56332703,415.2085441,46.06175173,32.89224953,123.8164174
F09,Ing2.3,1008.732214,656.3871592,26.55101441,597.19387,50.19112026,39.34137019,120.4361181
F10,Hells.4,1196.265614,746.6234598,32.1978022,429.9744359,44.35897436,30.54945055,143.6336505
F11,Jhdm1d.4,1050.164528,587.6506449,28.91869237,516.8413771,45.45962559,23.69376921,118.2974997
G02,Ino80.4,963.6126266,112.0728446,34.54097784,450.6214455,47.34435456,46.25395709,173.1607454
G03,Ing2.4,1060.568564,316.1275612,32.6446281,948.2006185,59.88292011,26.75619835,131.2255178
G04,Hdac8.4,1094.101643,189.4564111,36.57957245,1046.757881,59.65388531,35.86698337,133.7790186
G05,Jmjd4.4,1293.986599,585.6363471,31.63568773,485.0120138,43.60594796,33.30855019,126.1871373
G06,Jmjd1c.4,915.8033678,375.3609498,26.24051372,570.2900615,47.92761238,31.9614711,141.4490929
G07,Hira.4,1199.047185,526.9817682,34.40860215,622.7050016,48.20351429,27.11775505,133.7991967
G08,Hdac9.4,733.2071016,278.9140279,37.5,379.0360065,33.33333333,37.5,84.11906062
G09,Ing4.4,1180.763472,746.8009733,40.59599414,738.6528138,51.63654128,32.09574988,123.2319829
G10,Hltf.4,1345.13821,936.5259632,38.41374269,547.6660498,46.96637427,27.59502924,132.3653188
G11,Ing3.4,1260.073084,826.8873919,36.13953488,604.268445,48.13953488,30,173.9554827
