Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
B02,Dub2a.1,1577.096194,185.0361248,33.33333333,4075.56215,90.27777778,43.20987654,571.1454224
B03,Epc1.1,995.0226017,137.5024744,39.33962264,3982.347883,93.49056604,44.85849057,827.4060719
B04,Epc2.1,1368.737034,148.6932914,35.15296941,5502.247894,95.32093581,44.39112178,668.2258843
B05,Ep400.1,1233.244793,169.6550924,26.00063032,5768.026311,94.23258746,33.56445005,533.5788221
B06,Ehmt1.1,1881.55007,226.9521619,25.99687256,4884.951315,93.51055512,42.22048475,629.4643985
B07,Fbxo44.1,1524.623496,164.7995269,25.43792841,6159.470979,96.34424981,45.39223153,648.7277339
B08,Ezh1.1,1169.401992,541.358555,66.66666667,3093.592963,83.33333333,33.33333333,428.857967
B09,Elp4.1,1598.837993,236.4803,24.31906615,4890.726289,92.54215305,35.50583658,524.3416107
B10,Eed.1,1989.998166,174.4377782,17.62820513,4506.608839,94.12393162,41.55982906,623.6957525
B11,Ezh2.1,1958.20529,185.0351191,33.78995434,4665.171267,93.15068493,33.78995434,660.1598638
C02,Ezh1.2,1608.558352,166.3584679,25.37086345,4847.41952,93.03917839,52.11106885,379.0126514
C03,Ehmt2.1,1672.085222,236.5799115,30.80433542,4805.197571,93.09754706,43.92470051,627.875312
C04,Dub2a.2,1531.270481,245.26857,28.98550725,4464.996252,93.11594203,50.36231884,579.392875
C05,Ezh2.2,1704.788229,154.9098228,30.07280785,5117.142618,94.71351694,42.5767648,672.0465668
C06,Ercc5.1,1660.300123,215.9133604,26.09343936,5093.014859,94.88071571,44.28429423,613.7429214
C07,Epc2.2,1616.565873,125.8829675,20.15968064,5279.301822,95.00998004,51.43047239,503.2258774
C08,Ehmt1.2,1841.897632,325.0793316,21.12068966,6164.764931,95.20474138,40.30172414,525.8113786
C09,Fbxl19.1,1739.575485,211.9203839,25.69565217,5212.644712,94.30434783,41.2173913,622.3541652
C10,Epc1.2,1704.391008,272.1148781,21.09053498,3975.925528,90.02057613,34.36213992,513.0499313
C11,Ep300.1,1446.475555,1006.805212,20,3075.012474,80,20,561.6563854
D02,Eed.2,1373.58437,193.1038587,30.09404389,5236.337378,95.45454545,48.58934169,664.1920407
D03,Fbxl19.2,1689.822655,253.6765315,33.4663626,4281.961741,92.70239453,38.36944128,746.4605472
D04,Epc1.3,1353.621027,167.9701834,28.55573861,5785.10472,95.27732015,47.44645799,737.6848791
D05,Elp3.1,1823.244592,218.4915062,17.72079772,4444.706766,93.10541311,54.58689459,639.212132
D06,Ehmt2.2,1699.039055,91.71869976,17.7238806,5659.613205,96.33084577,56.96517413,844.220857
D07,Fbxl19.3,1966.045417,296.8082309,26.15803815,4762.110238,94.6866485,50.54495913,754.7268978
D08,Ercc5.2,1681.378847,193.5055207,17.92294807,5772.59578,94.30485762,53.26633166,834.4049003
D09,Elp4.2,1507.959891,253.5499558,23.72479241,5515.431321,94.66192171,48.04270463,768.1113801
D10,Dub2a.3,1619.59544,176.4472376,27.37835875,4808.321632,95.13435004,42.41103849,612.8063374
D11,Fbxo44.2,1565.405199,101.7978434,26.3029316,4767.797241,93.72964169,37.37785016,590.3027589
E02,Ep300.2,1008.34621,110.622497,22.79635258,5512.598293,97.11246201,55.31914894,631.3761483
E03,Ep400.2,1496.668962,142.4806874,29.32098765,4144.949117,93.82716049,52.77777778,726.394009
E04,Dub2a.4,1708.644478,200.4088958,26.95214106,5715.338306,96.85138539,55.6675063,719.7827277
E05,Ezh1.3,1667.856655,186.27006,30.4109589,5391.901467,95.89041096,58.35616438,848.0978729
E06,Epc2.3,1561.965902,87.40251326,24.06181015,5094.624508,94.81236203,57.79985283,771.2661529
E07,Elp3.2,1732.388302,173.9579805,29.5254833,5490.965557,95.3427065,54.48154657,691.9052735
E08,Eed.3,1956.151664,72.14586567,34.62709285,5510.851607,95.20547945,59.5129376,835.6053728
E09,Ezh2.3,1723.668585,92.64273567,34.28741801,4643.348121,92.30769231,49.01610018,653.8348507
E10,Ercc5.3,1678.351543,202.7516418,20.95343681,5356.279292,93.68070953,36.80709534,465.7093429
E11,Elp4.3,1615.691859,180.9194784,28.46392209,4500.493464,93.35989376,28.86232846,556.5787363
F02,Ehmt1.3,1385.906999,122.7797663,20.9375,4291.457528,92.5,41.25,747.9520429
F03,Fbxo44.3,1615.390386,91.62276614,17.7173913,4795.85099,94.89130435,53.47826087,747.5771146
F04,Epc2.4,1526.464434,167.6884367,30.04709576,5938.134063,96.67189953,58.74411303,933.4573898
F05,Elp3.3,292.798055,10.05866397,100,2250.365092,66.66666667,0,1283.423295
F06,Ehmt2.3,1623.860148,121.4108708,24.50476889,5496.898811,96.11151871,46.95524578,878.1756209
F07,Ezh1.4,1442.558797,134.7170607,30.62063296,5012.659887,94.78010686,49.69173859,750.5666586
F08,Ep400.3,1239.358174,825.8444427,20,2797.587196,80,40,930.9064546
F09,Ep300.3,1113.529051,292.3120798,33.46080306,5591.582952,97.41873805,58.12619503,447.0916517
F10,Ehmt2.4,1593.241689,183.8443736,27,3941.757342,90.04347826,40.65217391,642.4863261
F11,Ezh2.4,1566.306898,223.1780259,26.16487455,4035.15832,89.60573477,32.88530466,450.1660542
G02,Ercc5.4,1239.160831,191.7905626,26.02427921,3840.546581,90.51593323,45.90288316,600.3358456
G03,Ep300.4,493.2872533,98.98830702,100,3255.983268,100,0,1262.285428
G04,Eed.4,1843.09942,99.06654155,29.47761194,2878.614952,87.01492537,43.28358209,495.080702
G05,Fbxo44.4,1620.510966,205.802942,18.77333333,4182.732942,91.14666667,40.05333333,630.8589735
G06,Fbxl19.4,1555.74893,306.9341524,24.50980392,5155.945001,91.91176471,51.71568627,672.7898105
G07,Elp3.4,1789.809298,349.0063715,18.85847797,5382.453834,94.02536716,38.18424566,465.1136488
