Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
C10,Kdm2b.2,3.263546798,0.584975369,3.4232142,16.70221748,11964.96271,26.41625616,3713.487506,177.3792606
C11,Kdm1b.1,5.66967954,0.821692687,5.556235439,26.46717334,10343.49643,31.38866064,4206.667712,119.6990005
D02,Jmjd6.2,6.480811007,1.086169442,6.069213031,31.12540623,10784.80053,27.00941347,4603.160717,85.76908089
D03,Kdm4d.2,6.730769231,1.892059553,4.990953062,25.68245602,12241.67769,33.25062035,3404.261909,97.68550712
D04,Kdm2b.3,6.278229449,0.767841012,4.934367441,17.31029837,8174.175509,29.60704607,3720.657764,128.2943409
D05,Kat5.1,6.164383562,0.970319635,4.967475124,24.29719228,10620.51459,37.44292237,4012.866062,99.32939597
D06,Kat2b.2,5.466759324,0.741255502,4.359367777,18.91866812,10440.27703,35.55709984,4929.863702,151.7018172
D07,Kdm4d.3,4.798676227,0.523993381,3.639653111,21.10399898,11269.69328,38.08604523,3426.720083,127.4472705
D08,Kdm3b.2,6.815968841,0.454397923,4.985959599,20.06036038,10878.1029,33.39824732,3788.251368,145.7973543
D09,Kdm1a.2,4.235924933,0.321715818,4.450572409,19.80439377,9168.316189,26.43431635,5199.619419,148.4785105
D10,Jmjd5.3,6.460773873,1.064962726,5.299617494,24.03246834,10856.4731,34.6112886,4419.637655,131.21649
D11,Kdm5a.2,4.962721342,0.419384902,5.01639601,25.26561424,10703.51138,31.7334576,4394.433044,124.8876748
E02,Kdm1b.2,5.073800738,0.945571956,4.84510501,30.61093633,10992.33768,28.29797048,3859.357213,98.71783207
E03,Kdm2a.2,6.206180213,0.85692028,4.304880756,22.86512307,12763.04957,33.86133472,3715.538049,131.7267963
E04,Jmjd5.4,6.517803259,0.814725407,5.581909968,23.19221049,9308.230841,32.16656608,4317.832671,108.3499638
E05,Kdm4a.3,7.475083056,0.863787375,5.084477811,18.88167951,9664.774415,38.73754153,4376.200113,169.8177242
E06,Kdm3a.3,7.417123778,0.620081088,5.375172481,17.78503776,11116.54431,34.96303363,3752.029188,129.9827366
E07,Kat5.2,6.765676568,0.907590759,4.759830315,24.41506195,11568.73444,28.83663366,4531.764202,131.3974405
E08,Jmjd6.3,5.86492891,0.859004739,4.766684975,28.96897071,11763.33417,34.62677725,4472.326941,104.7731739
E09,Kdm4c.3,9.412132583,1.156973108,7.068766526,21.20330227,11177.73729,41.05691057,5150.074274,163.4942845
E10,Kdm3b.3,5.496518871,0.989373397,5.68650841,31.56936795,9634.530954,31.14694027,3472.140995,106.7743163
E11,Kdm1a.3,10.67213956,1.56490508,9.545184237,32.60338733,8917.882233,33.42739867,5951.849691,137.4762709
F02,Kat2a.3,4.333781965,0.67294751,3.864001899,27.46080762,10521.29362,32.05921938,3691.463725,123.9195789
F03,Kdm5a.3,6.076210093,1.029866117,5.329621214,30.86382544,8435.8095,23.78990731,3752.656357,100.2981607
F04,Kdm3a.4,6.39965172,0.870700914,3.994524272,30.57533738,14061.57717,40.87940792,4833.225764,105.2790286
F05,Kat5.3,5.231530576,0.706963591,4.674855607,24.78378841,10371.57547,29.16224814,3303.812812,121.7071665
F06,Kat2b.3,4.866385373,0.900140647,5.290074561,32.30301154,10459.75552,34.40225035,3925.039424,91.18186312
F07,Kdm4a.4,5.616779239,0.568787771,4.836385729,31.17810595,10939.92618,42.55243512,5785.522383,97.34665019
F08,Kdm2a.3,7.292778371,1.245108502,6.355369699,34.46503052,10628.37374,41.62219851,3415.127225,88.52444773
F09,Kdm1b.3,6.073012624,0.852951211,4.771060783,21.69565025,11813.61217,33.16274309,4991.811913,132.6217734
F10,Kat2b.4,5.327004219,0.501054852,6.614238229,25.33798952,7777.9267,35.28481013,4487.578579,117.932139
F11,Kdm4c.4,4.401457808,0.869077656,4.580927305,25.74270086,10715.93563,26.54892066,5689.890991,143.3269831
G02,Kdm3b.4,8.71013803,1.665873394,8.671837299,30.26586647,9469.826677,28.46263684,3235.957067,85.55321914
G03,Kdm1b.4,5.970149254,0.746268657,6.291358884,36.58502024,10415.43788,32.08955224,3621.694846,115.0038931
G04,Jmjd6.4,7.430340557,0.92879257,5.939958873,29.83982908,10422.19624,39.62848297,3988.714887,108.7564907
G05,Kdm5a.4,5.289174493,0.444883836,4.536163622,24.49078997,10807.90006,32.37765695,3766.754618,108.9812943
G06,Kdm4d.4,6.464460784,0.704656863,5.274484786,23.29363091,10772.52368,36.51960784,3503.70945,105.0604854
G07,Kat5.4,6.939676312,1.299656694,6.69597438,24.88190954,8766.64564,28.73957822,4626.324453,123.1400866
G08,Kat2a.4,0,0,2.759306966,18.12440861,7603.892988,44.44444444,2940.614657,186.024455
G09,Kdm2b.4,6.103717302,1.009637448,5.838404111,26.77732567,8428.013993,31.66590179,3484.158769,113.2421063
G10,Kdm1a.4,9.829280911,3.724780135,6.389363303,24.52288908,12040.23107,41.17951371,6798.537651,183.9998318
G11,Kdm2a.4,5.548110426,1.018493701,5.088514925,32.36855502,10619.78861,37.1750201,3461.59615,113.6149151
