Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Jmjd5.1,5.73580533,0.695249131,3.389121947,33.90367452,11198.97496,24.50753187,4310.43701,85.14309724
B03,Kdm2b.1,6.875,1.25,4.016000683,29.32535683,9234.000999,27.5,3292.752778,93.00501967
B04,Kdm3a.1,4.588201767,0.626959248,3.128380161,14.26720666,13753.0242,32.51638643,4482.924241,165.6759019
B05,Kdm2a.1,6.5917603,1.123595506,4.356479136,20.31702847,11295.91299,38.76404494,3748.139618,115.8077667
B06,Kat2a.1,4.369449378,0.81705151,3.781177271,23.38187209,12500.08571,35.95026643,4584.166804,108.2255353
B07,Kdm5a.1,4.396843292,0.766629087,3.952724089,21.87001556,11173.77012,31.45434047,3986.217322,114.1526826
B08,Kdm4a.1,5.729632945,0.626678603,5.990629022,25.08941319,6015.031849,37.33213966,4548.970232,115.2756594
B09,Kdm1a.1,5.550581916,2.372426141,3.037846794,15.89484552,16061.07251,40.51029543,6169.174919,190.2493927
B10,Jmjd6.1,4.635761589,1.324503311,3.581500126,26.66723275,11759.83034,25.71743929,4551.078677,105.2410693
B11,Kdm4c.1,4.766444233,0.603749603,4.711709668,20.79724141,10653.28796,33.77820146,3991.351533,121.9503055
C02,Kdm4a.2,3.253685816,0.457549568,3.252417562,21.28547849,13472.04193,29.84239959,4757.231332,124.10916
C03,Kat2b.1,2.157738095,0.27281746,2.777034031,21.73194235,11493.9415,31.32440476,4599.070398,103.5128016
C04,Jmjd5.2,7.648601399,0.874125874,7.004920896,29.28321661,7780.699701,27.66608392,3882.401792,77.19712351
C05,Kdm4c.2,5.114481118,0.713648528,4.883637474,24.39338325,9567.851867,36.24739816,3192.332004,94.38811504
C06,Kdm3b.1,5,5,2.509299549,13.54428418,8357.981448,65,5045.257042,82.95832534
C07,Kdm3a.2,4.789089756,0.539169045,4.710253647,21.24957386,10455.05972,36.85379004,4783.77562,111.9543839
C08,Kat2a.2,4.48943662,0.176056338,4.648536853,26.13993746,10036.63266,25.08802817,3518.855018,95.72276872
C09,Kdm4d.1,4.208005474,0.547382826,4.696946867,28.28567758,9982.119954,29.52446117,3446.159925,111.6940478
