Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
B02,Mll1.1,33.66949752,1.857749469,136.4211408,37.29254017,4901.519795,18.40056617,5946.217464,105.9856608
B03,Mta3.1,42.58734655,1.857097891,285.6251063,34.36588272,4249.547542,22.94617564,4952.916407,101.7733613
B04,Mtf2.1,31.45695364,1.080515859,144.9360688,40.22783879,3555.72353,13.48902056,5761.936205,86.63114446
B05,Mta2.1,39.72994028,2.440924435,222.7061845,35.56329985,4038.365733,15.7621397,5741.811903,100.7876846
B06,Mll3.1,50,0,318.5375158,42.10045019,3372.421669,18.75,4470.312454,46.43658328
B07,Nap1l1.1,47.30378317,3.317334839,418.2174462,41.01128706,3769.531421,13.33992095,3547.201855,94.23892848
B08,Myst2.1,46.65257223,5.567300916,285.3139619,53.40178113,5534.538826,12.40310078,6687.72945,104.0947328
B09,Msl3.1,42.02386213,2.783915157,306.0779093,36.45419999,4233.287424,19.75254087,4846.11494,91.1156978
B10,Mll2.1,22.53553416,3.301237964,46.70723289,37.37463227,6114.306928,27.62494269,7787.275768,123.0649805
B11,Myst3.1,37.59517766,5.615482234,251.6610154,49.51750257,2535.740413,17.70304569,5991.874665,102.1894922
C02,Myst2.2,33.09920983,3.131401814,185.5851449,41.34441282,4306.981107,25.02194908,5074.742564,85.81347577
C03,Mll5.1,47.89045152,1.579077227,456.8017098,35.57075738,2146.218182,19.36836911,4731.048881,85.50779533
C04,Mll1.2,38.39891452,2.532790592,188.5676874,41.02807184,3361.733718,19.31252827,5886.843699,80.3843488
C05,Myst3.2,36.67175573,2.503816794,212.3045471,36.7312,4529.882354,18.80916031,5688.793279,89.91310069
C06,Myst1.1,44.76614699,2.38625517,336.3118915,41.6320486,5256.245493,15.14476615,5305.653652,77.52195395
C07,Mtf2.2,44.57652303,1.040118871,381.4126724,38.61558643,2329.365076,18.97686266,5170.708632,76.78310632
C08,Mll3.2,37.41265345,0.698772427,259.1964139,47.57711482,1867.172799,8.970727101,5386.728023,68.33591985
C09,Myst4.1,58.4133258,1.439864483,748.6964669,31.81984974,3811.450605,14.62450593,3386.590767,82.21408342
C10,Mta3.2,32.50245982,0.951131519,184.2746078,36.0340399,2026.253095,24.46703837,6126.896656,88.03640182
C11,Mta1.1,37.46059043,2.321582115,236.6470008,37.55104057,3748.095694,18.83061049,5821.585286,111.8965832
D02,Mll2.2,15.75611228,4.286145487,18.6238225,31.79287932,6425.050913,32.74977362,6623.39525,149.8224087
D03,Myst4.2,30,0,39.49646369,53.82496771,1134.623931,50,5745.666107,103.8796144
D04,Mta3.3,38.28897338,2.775665399,222.8516077,40.8075922,3986.980866,23.30798479,5798.188013,108.019295
D05,Morf4l1.1,40,0,607.6396522,130.5147907,3541.400735,40,6967.517932,58.9424068
D06,Mll5.2,52.26325194,1.488981537,557.6179482,35.19465017,2525.87715,18.19535438,4710.604695,85.06844842
D07,Myst4.3,42.66748997,1.574560049,287.9054445,36.41034165,4081.638784,21.08675517,5487.81466,87.80861442
D08,Myst1.2,35.84142395,2.588996764,197.0953319,37.96346927,3355.549721,22.65372168,5734.520386,93.1473823
D09,Msl3.2,41.4797136,2.00477327,279.6596265,38.11743406,3886.869865,20.88305489,4779.708899,82.05410614
D10,Mll1.3,40.96837592,1.179203145,244.3818032,43.8366917,5206.098671,19.27818474,6633.758343,78.02107227
D11,Nap1l1.2,52.38744884,7.639836289,484.8325897,63.07012552,5967.276625,13.13096862,6230.528551,108.5077308
E02,Mta1.2,38.80597015,3.593145384,208.9663237,37.02162988,3955.915267,21.50359315,6063.328742,143.0768901
E03,Mta2.2,41.28949616,3.928266439,231.3828253,40.69436252,4395.02428,17.25021349,3747.419573,95.6426416
E04,Mll1.4,30.16248154,0.886262925,116.8396865,39.22452989,4636.592708,26.44017725,7547.936031,109.492929
E05,Myst2.3,35.87020649,1.651917404,201.7755457,32.57835539,3318.881198,23.83480826,5555.260555,102.032912
E06,Mtf2.3,43.66397722,1.803512103,368.1918171,45.04075345,2741.967156,19.74371144,5166.324091,93.63903423
E07,Morf4l1.2,51.60427807,1.203208556,554.6604018,41.74455462,2046.991441,22.2459893,4941.783432,76.22238891
E08,Mll2.3,47.48858447,3.094875698,373.068785,42.65709057,3292.270915,25.06341958,5160.807039,90.20629142
E09,Myst3.3,42.95328583,3.048297704,287.1175385,45.83992563,5615.078396,19.12114014,6225.823372,85.72868514
E10,Myst1.3,44.76944253,2.649690296,355.5137931,45.84523681,4525.292534,17.13695802,5503.417601,91.94927063
E11,Msl3.3,44.34033933,1.772600658,369.7894678,41.83633504,3294.943981,17.70068372,4787.813625,82.49718395
F02,Mll3.3,48.45881758,0.833754421,444.5894865,40.66421165,1594.983075,13.87064174,4332.554718,78.27836937
F03,Nap1l1.3,33.81019545,1.168647995,177.8809247,37.08506307,3108.340144,18.67821882,5666.771307,93.3174175
