Well,shRNA,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-Cy7-A of Amet+_CXCR3_CD127,GeoMean APC-A of Amet+_CD103,GeoMean PerCP-Cy5-5-A of Amet+_CD25,Amet+CD62L+ as % of Amet+,GeoMean Alexa 700-A of Amet+_CD44,GeoMean PE-A of Amet+_CD127
F04,Mtf2.4,52.9127776,1.770196331,555.5911286,44.35131522,4393.434125,22.40102993,5041.065461,71.64958125
F05,Morf4l1.3,49.6882494,0.959232614,534.2113504,41.27996631,2667.924254,16.30695444,4652.969512,71.02958141
F06,Mll5.3,41.07142857,1.785714286,205.0400468,40.7209869,2806.572512,26.78571429,5367.737291,85.29110925
F07,Myst2.4,51.27201566,3.489889106,549.2634387,55.69626119,3726.555639,29.38682322,4672.978831,64.1520037
F08,Mta2.3,34.70963411,1.242027526,157.8939725,42.35404761,3881.591312,23.73279624,5839.642229,92.11630488
F09,Mta1.3,29.98814698,1.066772027,129.5609042,44.34922096,4363.948041,22.08613196,5796.853628,75.33233274
F10,Mll5.4,42.21556886,1.077844311,291.1776983,42.49600764,4002.040998,17.84431138,5025.512665,84.15429504
F11,Myst3.4,45.57372427,1.381449112,387.1875709,53.65363415,4523.461795,16.92979983,6185.791301,85.20875644
G02,Myst1.4,36.85503686,1.71990172,184.2104262,34.3739468,3705.757475,24.25412425,5507.707694,116.0412034
G03,Mta1.4,41.842723,1.408450704,322.6964496,37.82735663,2188.98286,25.17605634,4749.210891,76.93846666
G04,Mll2.4,17.84603421,1.166407465,31.85899165,32.2975418,5207.180753,26.39968896,7764.300885,111.6277044
G05,Nap1l1.4,43.8346567,1.307800093,338.0469288,35.58999976,3372.738185,25.29191966,5523.416894,96.46562377
G06,Myst4.4,37.86861314,1.605839416,244.8660331,41.11815482,4354.676108,22.0729927,5215.549774,91.88176497
G07,Morf4l1.4,51.23753232,0.849649058,518.4558456,42.62016287,3662.230728,19.8743997,5592.126769,83.35998068
G08,Mll3.4,58.4556962,1.493670886,828.7348658,43.58591285,2504.49819,14,4590.119692,75.67171804
G09,Mta3.4,57.67866194,1.748606183,866.3263697,41.60409658,3477.402009,17.18195641,4144.683343,102.2976335
G10,Msl3.4,43.13784764,0.967351874,309.5808695,51.44308173,3805.94095,20.85852479,5205.724978,78.29262544
G11,Mta2.4,41.62566065,4.610898487,267.1241121,60.99379446,3598.145205,23.27319118,5047.514731,95.02292886
