,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 8,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:21:29 AM,,,,,,,,,,,,,,,,,,,,,,,
C06,Kdm3b.1,C06,Sample,30,5,2.970027248,0,5,0.217983651,391.0158495,2.509299549,3.797943027,36.09781261,13.54428418,23.80583738,950.5825899,8357.981448,9280.827242,55,65,37.57493188,4358.046567,5045.257042,3740.783063,54.81013134,82.95832534,83.05012395,24168,17699,20,20,3670
C07,Kdm3a.2,C07,Sample,36.52007648,4.789089756,1.247872944,0.956022945,0.539169045,0.170164492,204.7938017,4.710253647,3.690947717,37.02923696,21.24957386,23.49697595,3624.486237,10455.05972,10364.16241,18.07945613,36.85379004,33.63584799,5593.152274,4783.77562,3896.531176,70.83536573,111.9543839,94.78872729,25352,18133,4707,3153,1763
C08,Kat2a.2,C08,Sample,33.33333333,4.48943662,1.906941266,1.13452188,0.176056338,0.419527079,174.8276736,4.648536853,4.065811622,43.81440664,26.13993746,28.66129566,4133.564781,10036.63266,9420.323574,12.85791464,25.08802817,28.9092296,5135.918216,3518.855018,4039.950761,63.31686668,95.72276872,84.348698,23268,17080,1851,1136,2622
C09,Kdm4d.1,C09,Sample,22.57352941,4.208005474,1.873111782,0.833333333,0.547382826,0.604229607,81.31928942,4.696946867,3.842000597,40.73144597,28.28567758,25.9502843,4126.65248,9982.119954,9311.484198,16.56862745,29.52446117,31.60120846,4571.478527,3446.159925,4076.198716,66.11718866,111.6940478,95.69947892,22769,16603,4080,2923,1655
C10,Kdm2b.2,C10,Sample,23.96786432,3.263546798,1.765536723,3.057353269,0.584975369,0.63559322,73.91208393,3.4232142,3.634638972,44.07037139,16.70221748,23.96210746,4348.689565,11964.96271,9730.203699,11.38138808,26.41625616,32.90960452,4437.242847,3713.487506,3996.43792,83.86284389,177.3792606,87.29391216,23481,16416,4481,3248,1416
C11,Kdm1b.1,C11,Sample,40.38022814,5.66967954,1.838376101,1.558935361,0.821692687,0.344695519,259.5019494,5.556235439,3.903838013,39.50431979,26.46717334,22.93352474,4080.179451,10343.49643,9822.88276,17.41444867,31.38866064,29.49061662,5235.599889,4206.667712,3964.891211,83.08534719,119.6990005,115.4337656,23814,17149,2630,2434,2611
D02,Jmjd6.2,D02,Sample,42.77084172,6.480811007,2.395209581,1.933145389,1.086169442,0.449101796,305.6054463,6.069213031,3.42738424,48.90869836,31.12540623,20.06632126,4868.157086,10784.80053,10722.79349,13.14941603,27.00941347,30.53892216,5868.542599,4603.160717,4214.285542,59.01743621,85.76908089,91.13054998,26663,18862,4966,2762,1336
D03,Kdm4d.2,D03,Sample,40.35667107,6.730769231,2.159827214,4.29326288,1.892059553,0.215982721,204.4417236,4.990953062,3.108596133,52.92999262,25.68245602,17.97614886,5300.307889,12241.67769,10143.88562,20.16732717,33.25062035,35.52915767,4781.944537,3404.261909,4247.805599,59.87421988,97.68550712,101.4233575,23242,16535,4542,3224,926
D04,Kdm2b.3,D04,Sample,41.41132776,6.278229449,1.626712329,2.005571031,0.767841012,0.428082192,241.5049129,4.934367441,2.765865217,32.717995,17.31029837,17.48615891,2351.626098,8174.175509,11087.9015,16.32311978,29.60704607,30.73630137,4686.39988,3720.657764,3819.139129,73.49895279,128.2943409,100.6970481,27220,19013,5385,4428,1168
D05,Kat5.1,D05,Sample,40.0805189,6.164383562,2.564102564,2.415566987,0.970319635,0.4048583,234.0164824,4.967475124,3.594991116,42.55068436,24.29719228,17.80926931,3936.04208,10620.51459,9841.890512,23.64124357,37.44292237,34.21052632,5019.316487,4012.866062,4089.150352,64.07068832,99.32939597,93.75466199,24664,17486,4471,3504,1482
D06,Kat2b.2,D06,Sample,35.39588846,5.466759324,1.666666667,2.544270303,0.741255502,0.357142857,145.2836219,4.359367777,3.138955363,36.1687601,18.91866812,19.63220762,4663.210792,10440.27703,10167.22604,21.2904539,35.55709984,35.95238095,5718.038226,4929.863702,4138.388828,90.9257826,151.7018172,105.5002411,22690,16468,4913,4317,840
D07,Kdm4d.3,D07,Sample,30.1369863,4.798676227,2.860411899,3.330184223,0.523993381,0.57208238,110.977627,3.639653111,3.68306306,43.62414484,21.10399898,18.30309266,4187.468959,11269.69328,8692.180559,23.59470949,38.08604523,32.32265446,4346.991057,3426.720083,4059.794188,70.98516895,127.4472705,104.6654965,25624,17709,4234,3626,1748
D08,Kdm3b.2,D08,Sample,37.68533773,6.815968841,2.842565598,1.400329489,0.454397923,0.218658892,192.8742557,4.985959599,3.97467582,36.39099709,20.06036038,21.32727002,4183.761129,10878.1029,9761.405332,20.96375618,33.39824732,35.60495627,4887.941131,3788.251368,4454.984602,78.1470053,145.7973543,115.1677739,27656,19069,2428,3081,2744
D09,Kdm1a.2,D09,Sample,29.63436929,4.235924933,1.12945265,0.895795247,0.321715818,0.260642919,116.6449273,4.450572409,3.0502101,34.53619478,19.80439377,18.87153819,3556.257639,9168.316189,10610.40046,11.64533821,26.43431635,34.57862728,6183.603286,5199.619419,4273.963555,83.08852324,148.4785105,113.7842712,24908,18130,5470,3730,1151
D10,Jmjd5.3,D10,Sample,37.0692782,6.460773873,2.524429967,2.176278564,1.064962726,0.285016287,196.2643311,5.299617494,4.330961146,39.06530856,24.03246834,21.42058511,4299.93211,10856.4731,9542.548702,19.04243743,34.6112886,36.15635179,5469.61142,4419.637655,4426.903838,76.96966144,131.21649,107.0145873,24277,17233,2757,2817,2456
D11,Kdm5a.2,D11,Sample,39.88061929,4.962721342,1.691896705,1.958589815,0.419384902,0.089047195,256.2266554,5.01639601,3.798145047,43.9641259,25.26561424,24.19965186,4479.814481,10703.51138,10652.38507,16.82521918,31.7334576,30.09795191,5207.100896,4394.433044,4327.903948,83.71629015,124.8876748,114.5524076,26559,18514,5361,4292,1123
E02,Kdm1b.2,E02,Sample,39.09433962,5.073800738,2.201622248,2.762264151,0.945571956,0.347624565,223.3652598,4.84510501,3.563537202,50.96780869,30.61093633,23.97187666,4211.068123,10992.33768,10221.1076,16.16603774,28.29797048,28.96871379,5001.984231,3859.357213,3977.526298,60.06055705,98.71783207,93.72686613,28085,20450,6625,4336,863
E03,Kdm2a.2,E03,Sample,35.05658436,6.206180213,2.372262774,2.109053498,0.85692028,0.401459854,163.9039647,4.304880756,3.47314728,40.03155468,22.86512307,22.83994078,4791.611874,12763.04957,10497.8197,20.80761317,33.86133472,34.34306569,4852.265499,3715.538049,4180.778905,74.13669889,131.7267963,103.0812356,30790,22091,3888,3851,2740
E04,Jmjd5.4,E04,Sample,33.59205776,6.517803259,2.958093673,1.281588448,0.814725407,0.164338537,164.8015921,5.581909968,4.08157741,36.8903982,23.19221049,20.57049469,3508.390585,9308.230841,10106.99014,17.3465704,32.16656608,32.21035333,5387.494685,4317.832671,4255.084791,65.86206623,108.3499638,86.63475062,27571,19869,5540,3314,1217
E05,Kdm4a.3,E05,Sample,40.43824701,7.475083056,1.941139637,1.643426295,0.863787375,0.375704446,222.9752621,5.084477811,3.219398719,34.57567568,18.88167951,21.47587326,3634.522974,9664.774415,9883.292646,23.58067729,38.73754153,33.12460864,5682.090413,4376.200113,4064.656614,91.94437174,169.8177242,97.75764079,25919,18573,4016,3010,1597
E06,Kdm3a.3,E06,Sample,46.19439174,7.417123778,1.580756014,2.551127978,0.620081088,0.206185567,336.5615039,5.375172481,3.518416711,34.13262104,17.78503776,20.40312682,4582.909394,11116.54431,10158.39711,19.86084756,34.96303363,36.90721649,4886.770751,3752.029188,4466.022429,91.39177507,129.9827366,114.7716616,26914,19115,4743,4193,1455
E07,Kat5.2,E07,Sample,38.88888889,6.765676568,3.609541745,2.550663871,0.907590759,0.502197112,190.107523,4.759830315,4.611624934,44.86623003,24.41506195,23.10971742,4590.979532,11568.73444,9347.047185,15.86303284,28.83663366,33.20778406,5565.822757,4531.764202,4166.82122,85.77037461,131.3974405,103.2924694,31320,22524,2862,2424,3186
E08,Jmjd6.3,E08,Sample,30.32296651,5.86492891,2.513661202,1.614832536,0.859004739,0.29143898,119.8559856,4.766684975,3.321485257,44.1111527,28.96897071,19.96461422,4143.853081,11763.33417,10156.87351,21.11244019,34.62677725,37.63205829,5669.616205,4472.326941,4188.14363,65.48686106,104.7731739,124.615901,28290,19984,3344,3376,2745
E09,Kdm4c.3,E09,Sample,73.05903399,9.412132583,2.713330712,3.470483005,1.156973108,0.196618168,1691.433804,7.068766526,4.66282527,38.68554339,21.20330227,21.24521264,4740.995198,11177.73729,9555.426868,21.68157424,41.05691057,36.29571372,5691.013784,5150.074274,4314.422413,116.4012387,163.4942845,113.6248835,25723,18318,2795,3198,2543
E10,Kdm3b.3,E10,Sample,39.02097902,5.496518871,2.141414141,4.440559441,0.989373397,0.242424242,239.7939257,5.68650841,3.650739524,60.24179733,31.56936795,21.6685927,3906.378023,9634.530954,10313.37235,15.6993007,31.14694027,32.96969697,5324.959216,3472.140995,4497.239962,78.80522242,106.7743163,125.6041907,25437,18034,2860,2729,2475
E11,Kdm1a.3,E11,Sample,56.01617796,10.67213956,2.389185791,4.583754634,1.56490508,0.220056586,616.8940644,9.545184237,4.34942333,55.28173845,32.60338733,23.97715803,4017.326799,8917.882233,10448.42889,17.99797776,33.42739867,33.19710783,6591.323554,5951.849691,4309.666526,91.94969966,137.4762709,121.488162,29647,21088,2967,3898,3181
F02,Kat2a.3,F02,Sample,30.85349156,4.333781965,1.988950276,1.939753537,0.67294751,0.44198895,122.4212147,3.864001899,3.566546223,47.78108858,27.46080762,26.98948725,4220.645177,10521.29362,9691.989523,18.91830215,32.05921938,31.21546961,5431.91746,3691.463725,3805.556251,71.20702172,123.9195789,97.36396178,29185,20819,4382,3715,1810
F03,Kdm5a.3,F03,Sample,32.57807716,6.076210093,2.04778157,3.898754848,1.029866117,1.023890785,143.8012112,5.329621214,3.291681825,63.28518098,30.86382544,24.63713215,3023.047507,8435.8095,10896.58503,10.87977138,23.78990731,17.40614334,5273.913091,3752.656357,3301.80967,64.70795201,100.2981607,93.40886733,25811,17626,4899,3884,879
F04,Kdm3a.4,F04,Sample,25.39302802,6.39965172,1.654259719,1.811346548,0.870700914,0.137854977,67.19381156,3.994524272,3.269146621,48.55486769,30.57533738,25.14160727,4869.419375,14061.57717,10416.38448,23.37662338,40.87940792,34.1328922,5621.033763,4833.225764,3869.299911,59.25919193,105.2790286,93.90069026,31409,22795,2926,2297,3627
F05,Kat5.3,F05,Sample,31.043257,5.231530576,2.89978678,1.611535199,0.706963591,0.426439232,136.2599431,4.674855607,3.335003232,39.57450207,24.78378841,27.10928663,3013.457899,10371.57547,10190.52102,15.74780888,29.16224814,32.87846482,4020.505322,3303.812812,4282.309596,67.92724892,121.7071665,96.24919279,27761,19449,3537,2829,2345
F06,Kat2b.3,F06,Sample,42.80203046,4.866385373,1.636904762,2.61928934,0.900140647,0,306.9555012,5.290074561,3.922047957,56.80170372,32.30301154,26.17383948,4350.91275,10459.75552,8743.454179,19.30964467,34.40225035,29.46428571,4977.741751,3925.039424,3754.807039,56.21989423,91.18186312,81.85212879,21514,15447,4925,3555,672
F07,Kdm4a.4,F07,Sample,33.67088608,5.616779239,2.111984283,1.828410689,0.568787771,0.245579568,158.3070062,4.836385729,3.763129386,45.71267767,31.17810595,21.74208979,4740.843833,10939.92618,10612.74399,30.37974684,42.55243512,36.05108055,6801.70372,5785.522383,4284.600732,65.10467776,97.34665019,102.5513725,25800,17912,3555,2813,2036
F08,Kdm2a.3,F08,Sample,54.18537101,7.292778371,1.323042999,2.561394243,1.245108502,0.220507166,575.8143306,6.355369699,4.202186518,54.45503192,34.46503052,27.79672922,3867.031093,10628.37374,9009.314474,20.12146818,41.62219851,32.19404631,4788.286736,3415.127225,4336.822688,66.17349047,88.52444773,84.58504751,19881,13634,3787,2811,907
F09,Kdm1b.3,F09,Sample,43.57825568,6.073012624,2.358827734,1.612903226,0.852951211,0.357398142,289.3977319,4.771060783,3.563143463,39.4247624,21.69565025,19.72667386,4544.984981,11813.61217,10180.44218,18.01075269,33.16274309,36.02573267,5611.521343,4991.811913,4293.616793,80.94628276,132.6217734,109.1803996,22114,14976,3348,2931,1399
F10,Kat2b.4,F10,Sample,41.58755274,5.327004219,1.708671508,1.661392405,0.501054852,0.213583938,302.724576,6.614238229,3.658188877,41.74599777,25.33798952,21.08508379,3113.816531,7777.9267,10292.57606,19.092827,35.28481013,34.42973088,5625.804234,4487.578579,4148.576452,77.51263662,117.932139,113.7291113,27552,19641,3792,3792,2341
F11,Kdm4c.4,F11,Sample,32.8478463,4.401457808,1.713632902,3.191819027,0.869077656,0.228484387,153.9048055,4.580927305,3.43914122,51.19259155,25.74270086,20.31314872,4625.076651,10715.93563,11664.43663,15.40130152,26.54892066,32.59710586,6862.140629,5689.890991,4462.244354,80.57610902,143.3269831,133.5459569,27386,19407,3227,3567,2626
G02,Kdm3b.4,G02,Sample,39.70133883,8.71013803,1.646090535,2.36869207,1.665873394,0,228.1069474,8.671837299,3.803550957,47.68792344,30.26586647,25.21333378,3893.731445,9469.826677,10161.442,18.20288363,28.46263684,28.80658436,4541.250208,3235.957067,3094.50989,61.72432374,85.55321914,95.23672252,28435,20041,7768,2101,486
G03,Kdm1b.4,G03,Sample,41.59385357,5.970149254,5.555555556,2.952696595,0.746268657,0,238.2174763,6.291358884,5.758788416,46.92955667,36.58502024,20.16146291,4540.470608,10415.43788,11921.41216,21.768605,32.08955224,23.33333333,4664.633717,3621.694846,2828.811617,86.45864028,115.0038931,118.7903975,34778,25135,6638,134,90
G04,Jmjd6.4,G04,Sample,27.88671024,7.430340557,3.505682728,2.396514161,0.92879257,0.464222827,125.2606134,5.939958873,4.341770127,46.15473662,29.83982908,26.49199845,4006.369803,10422.19624,8986.040356,20.26143791,39.62848297,31.31102929,4334.249703,3988.714887,3403.092752,53.5207641,108.7564907,90.93360549,41656,31130,459,323,6247
G05,Kdm5a.4,G05,Sample,32.6429305,5.289174493,0.778546713,1.386511469,0.444883836,0.259515571,128.1852552,4.536163622,2.913187138,42.47907089,24.49078997,24.06031417,4000.831001,10807.90006,9918.521087,21.39678192,32.37765695,37.11072664,5398.576616,3766.754618,4002.76674,67.65301468,108.9812943,90.28147462,28667,20368,5842,4046,1156
G06,Kdm4d.4,G06,Sample,41.26614987,6.464460784,2.160345655,2.532299742,0.704656863,0.192030725,258.7455984,5.274484786,3.605956115,42.61114926,23.29363091,20.90283437,4208.159727,10772.52368,9662.749874,22.2997416,36.51960784,34.5175228,4810.546482,3503.70945,3837.306826,66.85851414,105.0604854,101.5735817,30634,21222,3870,3264,2083
G07,Kat5.4,G07,Sample,36.92840647,6.939676312,2.53164557,2.840646651,1.299656694,0.712025316,215.3808092,6.69597438,4.585374476,46.94910312,24.88190954,22.33108046,3695.723475,8766.64564,8633.125612,15.84295612,28.73957822,31.88291139,5380.360637,4626.324453,3722.981249,75.05914359,123.1400866,97.39920113,26672,18688,4330,4078,1264
G08,Kat2a.4,G08,Sample,44.44444444,0,4.376163873,11.11111111,0,0.595903166,219.1840183,2.759306966,4.504828941,40.26695456,18.12440861,23.67251884,3742.567433,7603.892988,10286.68052,44.44444444,44.44444444,33.59404097,3870.544231,2940.614657,4033.403748,101.2617053,186.024455,110.5529114,36111,26290,9,9,5370
G09,Kdm2b.4,G09,Sample,32.29927007,6.103717302,2.81528954,2.189781022,1.009637448,0.503547723,157.6946391,5.838404111,4.585406175,44.40075873,26.77732567,25.17877962,3655.683883,8428.013993,9606.752692,16.24087591,31.66590179,36.48432136,4314.040096,3484.158769,4035.874943,71.54161205,113.2421063,105.6685769,33069,23762,1644,2179,4369
G10,Kdm1a.4,G10,Sample,56.66229795,9.829280911,2.808988764,16.42638707,3.724780135,0.343320849,564.8839883,6.389363303,4.39614955,91.44179264,24.52288908,25.45015582,4256.755951,12040.23107,9991.135989,23.72214941,41.17951371,33.8639201,7619.731769,6798.537651,3990.996219,144.509705,183.9998318,106.2704828,31561,22626,2289,1933,3204
G11,Kdm2a.4,G11,Sample,40.20397209,5.548110426,1.851072781,3.274288782,1.018493701,0.252419016,248.9800002,5.088514925,3.99769795,53.06132902,32.36855502,25.42642772,3477.731264,10619.78861,10218.42271,20.20933977,37.1750201,33.52965923,4371.054226,3461.59615,4201.188088,81.35928399,113.6149151,120.8899431,30426,21630,3726,3731,2377
