,,Experiment: panel 1 100U,Analysis: Analysis 1,User: Admin,Plate: 12,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:25:58 AM,,,,,,,,,,,,,,,,,,,,,,,
C11,Phf19.1,C11,Sample,42.6725189,6.262042389,2.375102375,2.17020239,0.91522158,0.368550369,274.1771845,6.34008778,3.987150937,43.8369456,30.81048762,29.91425198,3729.700393,8906.225946,9835.93206,15.4108754,29.43159923,30.05733006,4498.153834,3224.864592,3703.51223,80.23574417,119.6338212,102.4628619,32226,23695,4101,2076,2442
D02,Pcgf5.2,D02,Sample,34.19015175,6.867998052,3.149224806,1.052957572,0.535801266,0.19379845,171.8982943,5.898404918,4.328351295,43.24152077,30.84415771,26.79414607,3746.848268,10409.47674,8848.961754,23.87736141,33.56064296,38.22674419,5270.103518,4913.574045,3903.8468,68.72658965,114.6961198,89.70294161,25686,18736,3229,2053,2064
D03,Ppargc1a.2,D03,Sample,35.09325681,5.602455871,2.990556139,1.779053085,0.652340752,0.629590766,166.2554382,4.299826369,3.718548445,46.10847817,25.83956415,24.00646535,4102.678427,10031.89451,8414.937597,15.32281205,30.42977744,34.31269675,4366.335906,3781.721669,3961.776449,75.56706973,122.5082052,103.4304811,25654,18574,3485,2606,1906
D04,Phf20.3,D04,Sample,28.32980973,5.277587389,3.130567574,1.691331924,0.479780672,0.432680071,105.2050379,3.847065783,3.580579822,43.36267861,26.29941682,24.30300184,4158.686167,11617.96944,9473.44805,23.04439746,41.32967786,36.19241537,4539.624147,3762.719518,4062.807656,73.93663822,120.2395486,107.9370416,28472,20973,1419,1459,3929
D05,Phc1.1,D05,Sample,40.875,6.594594595,2.557673019,1.25,0.648648649,0.250752257,251.9660658,5.036175434,3.913734772,44.67059288,27.03696397,26.31415874,3334.598115,8624.127642,9048.34564,20.8125,37.13513514,35.58174524,4617.039528,3861.723186,3990.864706,74.50046563,113.9882912,98.40716444,30324,21670,1600,1850,3988
D06,Pcmt1.2,D06,Sample,37.69968051,10.28806584,4.49082859,1.597444089,1.234567901,0.27408813,213.2026403,7.214909824,4.713802634,47.12083994,27.22762537,27.83563697,4141.948021,9447.270082,8987.28275,19.80830671,38.27160494,33.69175627,4996.367167,4202.541726,3767.485421,75.40646064,121.0142683,100.626009,33788,25039,313,243,4743
D07,Ppargc1a.3,D07,Sample,40.30005173,6.66013712,2.870397217,1.551991723,1.028403526,0.289939113,230.6799191,5.493506072,3.951276073,46.46152371,31.04064239,26.76643038,3318.626335,8615.846945,8113.480627,21.57268495,32.71302644,36.47434039,3799.197304,2890.575361,3778.499557,59.33294187,94.56389048,99.548757,28706,20768,1933,2042,3449
D08,Phf8.2,D08,Sample,36.35135135,5.995934959,2.408522464,1.351351351,1.067073171,0.301065308,173.7070761,4.809285988,4.008505086,43.26777753,31.04445117,27.04471164,3699.636326,9264.097439,8653.154839,17.79279279,33.84146341,33.58036128,4886.424969,3928.905257,3774.747477,70.1848481,115.2710775,102.879347,33474,24475,2220,1968,4318
D09,Phf1.2,D09,Sample,32.8680203,6.219312602,2.9728942,2.241962775,0.872885979,0.37889828,142.9699094,5.215348645,3.865092714,47.87463641,30.41858777,27.53861823,4028.680855,9452.682124,9400.544925,16.45516074,30.93289689,31.97318566,4546.01111,3465.911931,3696.063846,73.05534034,116.3638569,97.7247017,31541,23003,2364,1833,3431
D10,Pcgf2.3,D10,Sample,27.16281569,4.69924812,2.106027596,2.149382053,0.610902256,0.653594771,105.3601698,5.968733995,5.322946272,51.9068411,34.10267028,29.18469156,1997.852143,4482.56344,3907.904408,17.03385277,30.82706767,30.71895425,3751.070945,2570.473712,2574.965402,70.53861726,113.196638,94.45255396,22076,16677,3722,2128,1377
D11,Prdm1.2,D11,Sample,34.7216739,4.946793213,2.175489485,1.223845243,0.46016681,0.507614213,143.5430123,4.103473842,4.351978532,41.21944082,24.76483019,28.4650375,4157.737806,11131.77974,8469.164323,20.17370707,38.30888697,34.01015228,4756.384908,3982.143409,3444.943672,104.1540614,183.2884229,112.9656793,29445,22023,5066,3477,1379
E02,Phf19.2,E02,Sample,46.00179695,8.252818035,2.930056711,2.246181491,0.925925926,0.315059861,337.2126422,7.874724705,4.307955591,53.22424902,30.84281389,28.8110758,3573.798622,7306.434532,8211.46382,19.04761905,32.24637681,34.53056081,4453.553819,3606.790837,3814.004207,64.45447825,101.6480398,104.2537617,27186,20682,2226,2484,3174
E03,Phf2.2,E03,Sample,33.05870237,6.219312602,3.437182526,0.720906282,1.063829787,0.270910938,147.2679968,4.644937981,4.019511564,45.9207959,28.34119189,27.35142363,4085.906554,9942.437466,8942.749227,17.30175077,34.77905074,34.35489333,4521.742132,3292.467446,3797.994321,78.47765961,133.1823387,98.41683275,37210,27439,971,1222,5906
E04,Pcgf2.4,E04,Sample,51.96463654,7.289002558,3.579952267,2.111984283,0.809889173,0.375042618,443.6527403,5.98639397,4.321305412,46.47104885,35.01887781,26.68921027,4115.302187,8507.543668,8937.296043,23.13359528,34.65473146,33.75383566,4722.827772,3812.517955,4062.569344,85.3628048,117.8991653,106.1284823,28205,20767,2036,2346,2933
E05,Phip.3,E05,Sample,40.85760518,6.171773845,2.780536246,1.577669903,0.517911092,0.364117842,230.3636434,5.066404522,4.414581938,47.44715765,28.17933767,28.41683316,4011.059934,9640.279384,8012.938891,19.21521036,36.16745792,34.1939755,4963.754474,4021.037067,3771.436271,71.39667554,122.1963182,91.49559846,27495,20128,2472,2317,3021
E06,Phf20l1.3,E06,Sample,44.68085106,7.778510218,2.649507949,1.234567901,0.395517469,0.227100681,286.8942007,6.113149488,4.232499611,48.33146425,29.46638491,29.26270762,4165.429088,8495.635761,7988.360394,19.88442343,33.98154252,34.29220288,4605.213379,3584.326886,3647.953974,74.72043275,108.4476475,87.86088168,23403,17293,3807,3034,1321
E07,Phc1.2,E07,Sample,39.42248618,6.380426961,2.404092072,1.740733156,0.431758215,0.051150895,201.7446076,4.930336809,4.217066282,46.71678497,28.3424273,25.28057711,5116.457774,11646.00798,8965.350245,19.33237764,32.47781243,36.47058824,4669.951617,3439.210437,3769.194168,79.62702006,128.4863871,110.4940793,33017,24173,4883,4169,1955
E08,Pcgf5.3,E08,Sample,32.55310779,6.078071784,3.039513678,0.924468922,0.471574535,0.168861871,153.5378205,5.221297056,4.10554097,50.72272125,34.57664029,28.61616384,3196.310595,9567.650092,8494.087748,22.4036192,34.68692691,34.75177305,5070.888586,4639.346968,3501.073755,64.55209744,101.4880557,93.46427851,35839,27041,5084,3817,2961
E09,Polr2b.3,E09,Sample,40.6659078,6.019614474,2.44061178,1.5651679,0.845451471,0.325414904,261.294115,6.984673036,4.247144586,53.17537547,39.73519192,34.29080338,3653.806746,7884.288069,9049.400985,19.40808196,31.68752114,31.76049463,4501.329475,3630.408528,3826.548502,79.91124476,109.6701198,116.7076123,33363,25136,3514,2957,3073
E10,Phf8.3,E10,Sample,35.33939818,5.971173644,3.15228967,1.539538139,0.617707618,0.383386581,156.4241556,4.255975464,4.313535933,53.60165496,36.41010957,35.13840026,4419.444113,10798.60654,9127.318612,16.02519244,28.96362388,32.14057508,4714.010168,3785.022785,3531.542872,68.3281256,108.4791249,94.11903769,34844,25768,1429,1457,4695
E11,Phf1.3,E11,Sample,29.15360502,4.881940013,2.5,1.500223914,0.446713465,0.152439024,115.4619234,5.542791896,4.428810035,48.25407025,30.17169261,30.89345325,3773.471049,9920.714738,9577.933499,18.04746977,31.36566688,29.23780488,4815.664185,3784.982805,3715.616902,83.1707114,128.7765048,117.6843168,36109,27519,4466,3134,3280
F02,Pcgf6.3,F02,Sample,33.52029033,5.018359853,1.468253968,1.154734411,0.367197062,0.238095238,157.220345,4.438264053,3.298963612,48.12893485,30.52259681,28.75981797,3973.134874,9813.022281,9706.809487,22.07192346,38.73929009,37.02380952,4991.800606,4132.466844,4132.620706,71.86283225,121.3602604,108.0519454,27065,20130,3031,3268,2520
F03,Prdm1.3,F03,Sample,37.22610723,2.369020501,1.477618427,1.934731935,0.478359909,0.173837462,190.6909278,2.949352467,3.339392262,46.47352012,26.93123591,29.63180743,4453.005544,11433.50864,9334.614581,20.44289044,43.55353075,31.20382442,4308.670661,4243.110861,3972.233771,76.3851451,142.1129056,119.0285168,26333,19834,4290,4390,2301
F04,Phf20l1.4,F04,Sample,36.846543,6.470940683,1.790710688,1.222596965,0.778909527,0.111919418,214.4681947,5.471603669,3.586253773,53.01351306,34.05215659,30.63650919,4692.892793,10807.61067,9661.905535,16.39966273,36.72857999,37.35310576,4990.361777,4170.334409,4005.501702,69.49472878,112.2601399,98.62685824,28214,21037,2372,1669,3574
F05,Phc1.3,F05,Sample,14.79591837,2.954898911,2.126315789,0.340136054,0.777604977,0.231578947,35.8093602,3.191336807,3.055032417,43.06344637,26.58209013,32.43531989,4882.924761,12255.70886,9649.562852,18.70748299,37.16951788,37.22105263,5348.564784,4226.733387,4022.041079,89.83288021,148.1085467,99.02188193,25632,19574,588,643,4750
F06,Pcmt1.3,F06,Sample,24.49402024,2.865583456,1.70236134,0.781968721,0.295420975,0.219659528,81.07479953,3.030919995,3.14271032,53.93457027,30.32570061,28.4746066,3852.209208,11430.70425,9643.737594,16.81232751,34.1506647,37.80889621,4995.261729,3827.890229,3989.612287,65.55200959,118.3863329,108.9348851,30862,23697,4348,3385,3642
F07,Phip.4,F07,Sample,23.24723247,4.55026455,1.989819528,1.199261993,0.105820106,0.231374364,85.38672622,3.859737684,3.976353416,51.88485208,34.5645641,31.44249586,3874.841843,11975.99514,9035.810939,21.21771218,32.6984127,36.5108746,5751.355356,4378.277438,3751.49096,69.50943333,121.6046394,106.0162466,27287,19947,1084,945,4322
F08,Phf2.3,F08,Sample,33.68315842,4.434180139,2.965116279,1.79910045,0.277136259,0.406976744,161.4455009,4.302519198,4.479374652,52.79129155,31.86242791,31.02526021,3703.632274,10473.1669,9511.491614,15.34232884,27.852194,30.93023256,4976.127708,3636.152571,3756.554157,78.87658413,126.7997439,108.1209401,26036,18610,2001,2165,3440
F09,Phf19.3,F09,Sample,32.31535629,4.868154158,1.605758583,1.212908815,0.463633729,0.276854928,147.8445084,4.669845934,3.562306849,49.08540707,33.12282624,28.7573431,3488.424167,9915.168652,9507.756447,17.1539961,33.09185743,34.2192691,5034.087969,3625.927964,3647.674816,71.80714237,120.2657641,108.2830422,26931,19962,4617,3451,1806
F10,Pcmt1.4,F10,Sample,35.88394468,3.734756098,1.928133216,2.104630186,0.431910569,0.350569676,179.428675,4.024908597,3.592271705,59.49116714,35.00246125,33.35981473,4429.856309,10776.49521,10769.78746,16.79194227,30.10670732,30.41191937,4618.978065,3567.708413,3524.477189,78.17538828,120.2877632,106.7762149,27718,20988,6652,3936,1141
F11,Polr2b.4,F11,Sample,42.72727273,8.491947291,2.142544819,5.454545455,1.610541728,0.262352427,306.5919573,8.12970437,3.893531635,66.73794327,42.68925423,36.2567075,2995.005824,6098.024527,10268.8835,17.5,35.72474378,31.83209445,3476.248684,2575.920165,3528.900563,69.00284006,83.06101795,110.5242858,31635,24330,440,683,4574
G02,Phf8.4,G02,Sample,12.5,0,3.204903678,0,0,0.280210158,16.97872334,7.723457589,3.701606343,37.14785431,10.67262873,38.533181,6411.737239,11461.59926,8808.926385,37.5,12.5,36.63747811,6431.871419,4094.439261,3374.427679,123.9102749,133.1051254,94.49703513,31084,24066,8,8,5710
G03,Phf19.4,G03,Sample,48.49462366,7.036613272,2.820609252,1.989247312,1.029748284,0.319669049,391.1158828,5.856199984,3.991852528,57.52073327,36.09365665,35.24374023,3345.109335,9187.116025,8764.03828,18.01075269,38.1006865,37.10041369,6115.430356,4224.849585,3648.845933,84.26421176,127.4397217,102.1097998,33494,25000,1860,1748,5318
G04,Pcgf5.4,G04,Sample,21.77328844,3.507109005,1.983663944,0.76318743,0.537124803,0.155581486,71.31484215,3.976353673,3.739795279,54.95783707,50.14185964,35.39931271,3179.789316,9715.082817,8938.490025,21.14478114,40.91627172,37.57292882,6517.637975,5753.948267,3709.561844,63.95027557,92.57278705,91.4369236,29106,22174,4455,3165,2571
G05,Prdm1.4,G05,Sample,37.33826248,3.703703704,2.325581395,1.57116451,0.628930818,0.288444204,229.7869822,4.033236699,4.24342339,49.74074378,33.12633837,37.15054516,3258.038196,9153.273029,8466.694888,19.13123845,39.90216632,36.93888588,4850.471877,4385.879356,3715.775679,70.83111537,126.899562,91.83087604,33454,26067,1082,1431,5547
G06,Ppargc1a.4,G06,Sample,41.43167028,4.086845466,2.05594877,1.301518438,0.510855683,0.303336704,279.6230362,4.640144067,4.102702131,65.289662,48.2532746,40.5028461,3915.888093,10022.11475,9224.817668,13.44902386,24.39335888,30.23255814,4728.525798,3699.257427,3249.903455,63.02704613,87.28312462,87.56925532,18046,14459,922,783,2967
G07,Phc1.4,G07,Sample,32.83203125,4.486036839,1.170960187,0.95703125,0.356506239,0.046838407,176.6560073,4.776328289,4.31009693,51.24631957,32.78000048,33.28562564,3492.435665,9660.77878,8727.829912,19.35546875,32.35294118,35.45667447,4961.758994,3763.911741,3750.398025,72.34771465,116.8335293,103.426149,28979,21919,5120,3366,2135
G08,Pcgf6.4,G08,Sample,38.06386214,3.808982376,2.032427495,1.824632539,0.397953383,0.137017584,242.4822954,5.150119241,3.80449744,56.69117881,35.24660728,31.25925223,3431.746321,9805.419137,9828.087487,19.36137861,35.70210347,38.3649235,5036.880022,3746.109319,4056.810661,68.78117741,108.3052596,107.5904872,29069,21621,1973,1759,4379
G09,Phf20.4,G09,Sample,31.00385453,2.808080808,1.820940819,1.13960114,0.363636364,0.252908447,132.6647084,3.782112974,3.269977578,62.93013823,43.94834802,39.3832355,4424.944912,9704.150015,9886.027524,20.36199095,37.7979798,37.53161356,5505.952628,4548.030333,3936.348239,68.16957441,106.6388537,101.1514155,30873,23463,5967,4950,1977
G10,Phf1.4,G10,Sample,17.44327885,2.178423237,1.754813551,1.414979263,0.449515906,0.341213746,39.38883759,2.998702162,3.585321816,55.29062309,36.64736457,32.89773172,4584.68206,11375.28436,9784.050789,18.4923152,35.61549101,34.02388496,4822.428998,3273.795272,3875.103907,81.46639851,123.7332489,118.5415225,34599,26624,4099,2892,4103
G11,Phf2.4,G11,Sample,42.44558259,5.894448252,2.734375,2.176696543,1.028101439,0.618489583,281.6898319,5.616907744,4.909830123,59.59125775,41.61321035,35.80078101,4692.84408,10339.41111,9678.541882,20.61459667,31.66552433,31.86848958,4765.514614,3456.629186,3902.853482,72.79624543,110.2064185,110.0474695,31305,22889,3124,2918,3072
