"Position","Pool","shRNA","GeoMean","precentile","z"
"6_B02",1,"Fbxw9.1",4294.924784,83.5942911507367,0.977919424941307
"6_B03",1,"Hcfc1.1",5915.414329,98.3664078579184,2.13609289415546
"6_B04",1,"Hdac1.1",4053.170911,78.9629542782356,0.805136501008054
"6_B05",1,"Hat1.1",5234.565324,95.0475953735722,1.64948608045223
"6_B06",1,"Gadd45a.1",4985.023826,92.9373004570266,1.47113729483784
"6_B07",1,"Hdac6.1",5280.259506,95.3729538312182,1.68214398278374
"6_B08",1,"Hdac2.1",4088.78467,79.6897319030716,0.83058986535715
"6_B09",1,"Gtf2f1.1",4644.888923,89.0284186298726,1.22804086646296
"6_B10",1,"Fkbp1a.1",3870.382802,75.0002226787972,0.674496757613952
"6_B11",1,"Hdac3.1",2624.756234,41.4587444576732,-0.215759923187948
"6_C02",1,"Hdac2.2",4230.310683,82.4264375997412,0.931739344516707
"6_C03",1,"Gadd45b.1",4969.988634,92.7908753668804,1.46039155412469
"6_C04",1,"Fbxw9.2",4978.558577,92.8746191150717,1.46651654311083
"6_C05",1,"Hdac3.2",3752.054793,72.2380213950776,0.589927029218244
"6_C06",1,"Hdac10.1",4059.313684,79.0893896561365,0.809526777229185
"6_C07",1,"Hdac1.2",4797.173703,90.9369045959689,1.33687970007674
"6_C08",1,"Gadd45a.2",4663.687936,89.2785137333462,1.24147663232223
"6_C09",1,"Hdac4.1",5118.077171,94.1352762140511,1.56623130802951
"6_C10",1,"Hcfc1.2",3686.032225,70.6345691730531,0.542740309092267
"6_C11",1,"Gtf3c4.1",3212.821578,58.1031832159763,0.204533858827841
"6_D02",1,"Fkbp1a.2",4137.672538,80.6626107457218,0.865530313975746
"6_D03",1,"Hdac4.2",4657.505392,89.196721188173,1.237057931532
"6_D04",1,"Hcfc1.3",4275.226859,83.2437226710303,0.963841201355132
"6_D05",1,"Gtf2b.1",4728.421826,90.1082162824964,1.28774232665414
"6_D06",1,"Gadd45b.2",5549.431018,96.9570775023932,1.87452245559064
"6_D07",1,"Hdac4.3",4024.754898,78.3722616023266,0.784827408327394
"6_D08",1,"Hdac10.2",4581.261,88.1509326322847,1.18256561329199
"6_D09",1,"Gtf2f1.2",5208.92531,94.8571825071787,1.63116101068753
"6_D10",1,"Fbxw9.3",4595.723401,88.3546117536694,1.19290197688718
"6_D11",1,"Hdac6.2",5771.309935,97.8978821355263,2.03310063083421
"6_E02",1,"Gtf3c4.2",4559.305847,87.836939878425,1.16687413549406
"6_E03",1,"Hat1.2",5320.939133,95.6479557138945,1.71121795297645
"6_E04",1,"Fbxw9.4",5270.115605,95.3022491996181,1.67489407669901
"6_E05",1,"Hdac2.3",4825.49751,91.2628917175715,1.35712289258345
"6_E06",1,"Hdac1.3",5256.329132,95.2047692185276,1.66504080284611
"6_E07",1,"Gtf2b.2",6768.298691,99.6980482800874,2.74565439575468
"6_E08",1,"Fkbp1a.3",5080.49253,93.8142922991506,1.5393693426497
"6_E09",1,"Hdac3.3",4179.69951,81.4758030457979,0.895567239614662
"6_E10",1,"Hdac10.3",5493.739049,96.6726337814914,1.83471907571503
"6_E11",1,"Gtf2f1.3",5207.519122,94.8465734666667,1.63015599980095
"6_F02",1,"Gadd45a.3",4540.116821,87.5577563956174,1.15315962503527
"6_F03",1,"Hdac6.3",5110.251037,94.0695397250589,1.56063792373816
"6_F04",1,"Hdac1.4",3765.208471,72.552292376469,0.599328040739232
"6_F05",1,"Gtf2b.3",4477.679722,86.6184683330141,1.10853546082538
"6_F06",1,"Gadd45b.3",4026.853971,78.4162214776651,0.786327628224551
"6_F07",1,"Hdac2.4",5220.360548,94.9428124272538,1.63933384296937
"6_F08",1,"Hat1.3",4872.879991,91.7885381080099,1.39098743220301
"6_F09",1,"Gtf3c4.3",5594.503903,97.1722628953265,1.9067363132789
"6_F10",1,"Gadd45b.4",4759.120364,90.4848409829224,1.30968275346218
"6_F11",1,"Hdac3.4",3484.272386,65.4884410758841,0.398541357976714
"6_G02",1,"Hdac10.4",3107.912114,55.1540526084409,0.129554443965725
"6_G03",1,"Gtf3c4.4",5581.960108,97.1136884946166,1.89777118874781
"6_G04",1,"Fkbp1a.4",4792.689601,90.8844785571158,1.3336748858367
"6_G05",1,"Hdac6.4",5341.45618,95.7815642908854,1.72588160790427
"6_G06",1,"Hdac4.4",4608.781372,88.5363673600647,1.2022345860488
"6_G07",1,"Gtf2b.4",4258.581084,82.9437401587295,0.951944367439114
"6_G08",1,"Gadd45a.4",4717.738991,89.9746288849458,1.28010724124976
"6_G09",1,"Hcfc1.4",5807.783968,98.0260966378418,2.05916883810292
"6_G10",1,"Gtf2f1.4",4246.764107,82.7287061063862,0.943498704034532
"6_G11",1,"Hat1.4",5054.608283,93.5853732769077,1.52086971811434
"1_B02",1,"Actl6b.1",4191.475813,81.6998012985479,0.903983833070701
"1_B03",1,"Asxl3.1",4458.796307,86.3250306124518,1.09503937235715
"1_B04",1,"Atad2.1",3484.434208,65.4927026924355,0.398657013117911
"1_B05",1,"Asxl2.1",4398.117642,85.3524962610024,1.05167197133492
"1_B06",1,"Aff4.1",4424.089316,85.7743021180813,1.07023408046466
"1_B07",1,"Aurkb.1",4432.880012,85.9151913832387,1.07651684292649
"1_B08",1,"Atm.1",3994.724403,77.7376958222693,0.76336443580549
"1_B09",1,"A2l.1",2204.20229,30.2811164663526,-0.516332316152183
"1_B10",1,"Aff1.1",3814.968503,73.7250517089396,0.634891830130819
"1_B11",1,"Atr.1",3276.735898,59.8788993746539,0.250213801629856
