"Position","shRNA","CD103Percentage_100U","CD103Percentage_10U","CD127GeoMean_100U","CD127GeoMean_10U","CD25GeoMean_100U","CD25GeoMean_10U","CD44GeoMean_100U","CD44GeoMean_10U","CD62LPercentage_100U","CD62LPercentage_10U","CXCR3GeoMean_100U","CXCR3GeoMean_10U","CXCR3Percentage_100U","CXCR3Percentage_10U","Lag3GeoMean_100U","Lag3GeoMean_10U","PD1GeoMean_100U","PD1GeoMean_10U","Tim3GeoMean_100U","Tim3GeoMean_10U","Tim3Percentage_100U","Tim3Percentage_10U"
"1_B02","Actl6b.1",0.0809537960278482,-0.67810976563905,-0.0508794581005997,-0.130558576493784,0.202189978245495,1.61370013798474,1.85786444763815,-0.221963894,-0.80982727043509,-0.7364963194167,-0.153778843087834,-0.0219974868692975,-0.0846125848936529,0.336118434726486,0.160503573144326,0.531768809226885,0.127650516258515,0.0479022221191481,1.07467520065546,1.34453191686673,1.04553967312762,1.50132898189933
"1_B03","Asxl3.1",-0.28091680474848,-0.260841832872092,1.15199360849206,-0.216422705978948,0.855373073782048,1.07936411569357,1.82215066181149,0.085014526,-0.401633864153815,0.0812236575043529,-0.16775149181889,-0.193960945023642,-0.2359707588941,0.00171271755837381,-0.184633730003838,1.19032388482096,0.221589939797125,0.991144265518259,0.601088957458317,0.8547968940725,0.805382260928845,1.27163264726359
"1_B04","Atad2.1",-0.103235975287212,-0.526973663838398,0.948266272843608,-0.247478250070239,1.23286768457415,0.459384758346479,1.62038111873231,-0.410856016,-0.392849632460278,0.192586518844995,-0.176479643177741,-0.30879754007498,-0.257847731526521,-0.185622362973654,-0.102567029106454,0.692376489799117,0.215207673606273,0.763030754246824,1.24145062864875,0.875348519943077,0.944196488463541,1.24721206830611
"1_B05","Asxl2.1",-0.500600261647908,-0.162591674132956,0.479051741157995,-0.214578858040978,0.628194182940694,0.116354810531536,2.6390111687922,0.429558877,-0.354930614488092,0.146100103337235,-0.170536452259865,-0.241111391267304,-0.155538023255405,-0.148687076573018,0.41408095207917,0.608508730750081,1.24465811235008,0.98674064304907,0.542204471362123,-0.137624124556954,0.712332402189455,0.376177921661706
"1_B06","Aff4.1",0.089601402603906,0.16241787279882,0.331847843497983,-0.133111120937588,0.688159867224501,1.14289744369535,2.42960561753418,0.471026451,-0.439942134167126,-0.153693699909321,-0.170696103374145,-0.223519221107613,-0.178780027565602,-0.131311783339941,-0.222970481021153,1.52898338677633,0.831556138472923,1.45222162832461,0.745732084693589,1.02322291343888,0.830329339072961,1.5452846459987
"1_B07","Aurkb.1",-0.438850526690004,-0.0639332165575092,0.278487614693824,-0.238789910090009,0.831357557986373,0.59156211744889,2.34144882344055,0.163182232,-0.505827600020173,-0.0938760653237301,-0.170852957215582,-0.197701909929102,-0.250724993129429,-0.0657768863980597,0.444927890715152,-0.704582753819743,0.171764356427866,-0.436804666133098,1.31599428981723,0.245490187591966,0.984151485102234,0.539936273522456
"1_B08","Atm.1",-0.364398016154594,0.0479964842997346,-0.0390797009541754,-0.17449007167083,0.532875996196837,1.09716830812946,1.96761289065816,0.365657494,-0.16268417557127,0.429267685122554,-0.182820631046998,-0.256498672414651,-0.291354850356068,-0.154332388187668,-0.52440244281275,0.853884410262086,1.27519145487273,0.941877639838612,0.318827277068197,0.37273548367618,0.65678218510836,0.71845382321814
"1_B09","A2l.1",-0.153199921589251,0.292992022744638,0.50616870759049,-0.107507505131062,1.84270732939687,0.979477499055765,1.89124938656084,-0.282723962,-0.42815570197537,0.236482191303582,-0.175391793812586,-0.249443392724067,-0.222395546351521,-0.168332746907446,-0.77494742780597,-0.61011908351662,1.63410677186649,1.25154588367142,0.809565921036266,0.454069285765743,0.717725531561705,0.897570674977795
"1_B10","Aff1.1",-0.411597855590445,-0.456145072648678,0.394890217087192,-0.0870654109342344,0.510994954200359,1.49671407851335,1.76834362596555,0.377552626,-0.65014314423031,-0.284251494306782,-0.180686931416314,-0.265050427705416,-0.299209551073865,-0.240492879513251,-0.311223156279898,1.07322992966533,-0.0428679384891828,0.719958364528638,1.54834490657474,1.92651460089283,0.982223307651809,1.82457571916522
"1_B11","Atr.1",-0.729485332180382,-0.860737979294344,0.539917552380489,-0.193564122520139,1.12041916447353,1.19945051632411,2.26929327753378,-0.491943899,-0.937713301548391,-0.204454322342109,-0.18359033634699,-0.339222700500919,-0.322453231652991,-0.323179614681364,-0.332832163828514,0.388637249230848,-0.509571737941666,0.381684617036368,1.2403829143517,1.21479094324847,0.951753305308621,1.55353390837581
