shRNA,nbPctg_Q4,nbPctg_Q3,nbPctg_Q2,nbPctg_Q1,q3minusOther_nbPctg
Actb,16.268219691968838,13.352614349634889,14.783322514339886,15.999252801405184,-2.3309839862697466
Actl6a,31.521758733903514,33.675271439350865,33.55331577488504,29.129283512214805,2.273818765683078
Actl6b.1,22.700179976362953,18.72898045641256,44.40077942744169,51.457955386446145,-20.79065780700437
Actl6b.2,72.22867314422771,80.07497438366727,65.25196950431436,81.14424929285768,7.200010403200693
Actl6b.3,57.491690580055,51.66318111882017,52.25193686796874,69.36944600959374,-8.041176700385655
Actl6b.4,64.35219187803347,65.33495298338649,82.53215083552206,75.26178335639308,-8.713755706596373
Aff1.1,45.19243254943631,48.83668924011511,62.35797557249884,51.91159776157656,-4.317312721055458
Aff1.2,24.928340642905628,34.82243385750419,38.09136439463943,45.47747404050671,-1.3432925018464061
Aff1.3,77.32521650436465,74.87548095474936,82.46490437023782,82.55517740099083,-5.906285137115077
Aff1.4,45.275688465127025,66.97030233739596,62.27965599848311,43.424746383748015,16.643605388276576
Aff4.1,27.431447970564527,65.68460069470413,24.10866573272809,26.22172836705265,39.76398667125571
Aff4.2,74.23340515229985,84.88701118899596,70.58857189165997,65.84737494586167,14.663893859055449
Aff4.3,75.51523145394381,76.28700934666716,75.98847775702605,73.373067705101,1.3280837079768872
Aff4.4,73.12926099741175,67.8300497870549,82.401577992037,70.56064991121548,-7.53377984649984
Arid1a.1,12.490223791419165,13.352614349634889,15.712224040607994,11.959122915706217,-0.03457589960957108
Arid1a.2,9.365989866974939,5.318615318472413,5.318615318472413,9.563593296255418,-2.764117508761843
Arid1b.1,5.318615318472413,58.015696198109914,5.318615318472413,5.318615318472413,52.697080879637504
Arid1b.2,5.318615318472413,5.318615318472413,5.318615318472413,5.318615318472413,0.0
Arid1b.3,22.109920259270048,15.435985497902504,21.313362177948918,26.129412165376813,-7.748246036296088
Arid2.1,86.97989212054502,82.9494795784527,82.50576836225162,80.87918642125803,-0.5054693895655333
Arid2.2,92.61161832153235,96.85674214322904,90.96885995256653,96.36370125218028,3.5420156344693083
Arid2.3,63.5126110690863,21.19831036965266,18.17576118365181,42.549773936066025,-20.21440502661539
Arid2.4,65.8562982783753,32.45707452212818,72.4526687215249,79.74707476632997,-40.228272733281884
Ash1l.1,86.45205041384922,89.3394656521486,88.08426223715816,74.82299361244583,6.219696897664193
Ash1l.2,71.84647720251857,74.716454850505,72.78396320301071,79.0640789145965,0.15161507712974753
Ash1l.3,51.37082982790341,66.13395419663625,52.088465858031505,65.01941370807563,9.974384398632743
Ash1l.4,73.87505177234911,65.78296356758034,75.42857421181888,59.86137376521597,-3.9387030155476452
Ash2l.1,78.2613197668504,77.21049096529448,86.11234252297713,88.5251667973596,-7.0891187304345635
Ash2l.2,69.99656124840166,63.72528018376755,66.41289376604705,83.07681355904312,-9.436809340729724
Ash2l.3,59.19772796021259,58.21502516533301,48.41129809693375,47.55735220051708,6.492899079445195
Ash2l.4,5.318615318472413,37.073101486525665,22.609552665099464,5.318615318472413,25.990840385844237
Asxl1.1,43.04897516787335,42.726043638961166,52.8065978538676,65.6166758886566,-11.09803933117135
Asxl1.2,76.54940980877957,65.52325632890127,74.8445933775903,60.94047465651686,-5.254902952060974
Asxl1.3,47.589759161641304,5.318615318472413,32.69294727324471,33.462924509450936,-32.59659499630657
