Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,4035.55172465446,1773.8901707398,54.5454545454545,371.458876882895
B03,4042.79045666358,1175.90580756312,48.8173455978975,179.585729280172
B04,3988.79495943805,1060.0375503803,50.628092881614,196.008734661142
B05,3448.58960376745,1129.3810814453,40.737148399612,126.401939602308
B06,5726.84569411211,1740.31210865842,61.8647306075659,339.490542000668
B07,5231.20294491899,2471.4329725379,57.4106364428945,269.10755380155
B08,4404.39563087913,2005.09413632061,60.5699138502319,299.82896586481
B09,5467.36972246694,2147.59994386462,53.4449032818952,218.9094596524
B10,4679.85936770195,1507.91716910445,49.2780337941628,190.205489182316
B11,607.876936404041,702.88159764103,14.5770645269141,43.9796473393067
C02,1272.34033312666,503.182667210718,56.9218870843001,256.244785681508
C03,952.781107774933,507.267122402423,65.8337225595516,421.089626901452
C04,3829.71570311896,1740.86306016286,52.5343439128375,216.445998270922
C05,3133.03234499032,941.502654610233,63.9902676399027,380.839690783638
C06,4290.28443273882,3237.57259960773,61.1940298507463,347.264597399147
C07,3980.41405091796,1211.66878477056,53.120665742025,224.934588076921
C08,3644.40264919972,1340.87446455734,50.8388037928519,200.702156556074
C09,3774.107612982,1632.23700802529,41.4951245937161,144.510807707964
C10,3964.87640992319,1895.02310118451,46.875,162.961169965966
C11,426.435424067764,494.620740826449,7.20303285593934,33.4433679368397
D02,2375.21673935512,870.981729406257,61.5029663810152,349.402075551947
D03,2422.50647546761,1939.19271649383,33.3333333333333,339.453432960879
D04,4318.0374426089,1081.78466573233,63.7421665174575,413.734371378088
D05,3655.81618165789,1261.44786579148,57.2449642625081,255.825066291588
D06,4047.73555635279,1482.98813226497,42.8571428571429,142.696841879509
D07,3478.49139790568,1209.40347655909,35.0054525627045,94.4729078694874
D08,3844.50998030745,1808.9010529213,43.4700315457413,161.495887406568
D09,2670.18179487094,1104.31578920159,44.3419949706622,169.680855480812
D10,3348.69894417779,1030.9133902122,42.256961406937,136.421445055438
D11,473.978937774223,354.16500919494,14.0510243525319,41.6208432458662
E02,1313.90042121216,1305.14851572036,33.637192342753,86.0558205444816
E03,1034.29258514571,748.577225271265,28.6743515850144,65.501833012875
E04,2097.20561357525,1059.12113975426,34.9985220218741,84.5025821672042
E05,2811.69404639923,1826.4051563197,39.4473684210526,108.615693745361
E06,5013.19079418733,1435.28876857422,46.0549910340705,141.531730040843
E07,4167.86338887151,1302.24792763727,49.5025865499403,175.838923410477
E08,4943.51037095442,2405.17324713495,56.5163681284744,260.531502799725
E09,4274.7179938324,2134.69538725966,50.2243158366981,178.797198985168
E10,4635.7515118585,1862.06758399017,49.4066882416397,181.884295013754
E11,526.926562358101,632.110530820218,16.0409556313993,42.0909826598195
F02,4022.01446572294,1324.40883405733,32.7190043082815,65.6610294483867
F03,989.43242224984,1050.89176178732,28.1398104265403,98.2470604699974
F04,994.039395954282,996.311300360001,34.3639575971731,110.456008798051
F05,6633.00787751498,3125.83316718816,70.5882352941177,467.850247126187
F06,3705.62973458389,1246.21817286085,50.1463414634146,160.1068823814
F07,3296.2584046677,1755.1334124294,48.3537414965986,165.400582804258
F08,3899.64047788398,1375.24547974626,55.663501876794,233.88117286021
F09,4489.21988028693,1839.14574563073,48.0781550288277,165.539374933671
F10,3252.03612952684,1286.17326512048,45.945945945946,71.1750186421406
F11,1597.15201009724,884.735144811738,27.2727272727273,40.6751844780446
G02,2871.25570717632,777.140854281219,41.025641025641,101.429071411099
G03,1332.29740175775,593.671837687827,35.710819990296,90.1299096423584
G04,818.278681455082,315.374817894144,28.5858585858586,61.9462821893419
G05,2450.3209287413,742.025018527701,32.6136735361466,73.7509693665229
G06,4456.98062461495,1728.82514611642,51.7213771016813,168.053739825266
G07,4716.31150044344,2135.26206413728,52.6717557251908,198.78717448925
G08,4157.93886838881,1554.55820653125,50.7261410788382,168.364724358467
G09,5721.8440855423,1281.38990758098,49.1586538461538,164.942538087981
G10,5740.33187515388,3050.13036951375,66.6666666666667,235.41992223069
G11,2187.66744384208,2392.13604918413,66.6666666666667,302.100739304572
