"Experiment: 10U p2","Analysis: Analysis 2","User: Admin","Plate: control","Plate Type: 96 Well","Plate Order: Row","Export Date: 7/10/2015","Export Time: 7:26:04 PM"
"Well ID","Well Type","Count of live cells","Count of Amet+","Count of Amet+GFP+","Count of GFP+","GeoMean BV605-A of Amet+","GeoMean BV605-A of Amet+GFP+","GeoMean BV605-A of GFP+","GeoMean PerCP-Cy5-5-A of Amet+","GeoMean PerCP-Cy5-5-A of Amet+GFP+","GeoMean PerCP-Cy5-5-A of GFP+","Amet+Tim3+ as % of Amet+","Amet+GFP+Tim3+ as % of Amet+GFP+","GFP+ as % of GFP+Tim3+","GFP+Tim3+ as % of GFP+","GeoMean PE-A of Amet+","GeoMean PE-A of Amet+GFP+","GeoMean PE-A of GFP+"
"B02","Sample",20130,73,55,3398,445.248672487734,4035.55172465446,4338.83473581534,836.683625387757,1773.8901707398,1550.94813657327,9.58904109589041,54.5454545454545,186.805937328202,53.5314891112419,39.513557422794,371.458876882895,229.955389849418
"B03","Sample",16486,1316,1522,2167,395.473966987515,4042.79045666358,3541.24549300844,716.722939794188,1175.90580756312,1148.65033892747,5.01519756838906,48.8173455978975,214.767096134787,46.5620673742501,27.947379327428,179.585729280172,166.728315966918
"B04","Sample",17051,3205,2627,1255,444.660851568667,3988.79495943805,3509.29941240359,684.640585036719,1060.0375503803,910.695906152625,8.58034321372855,50.628092881614,278.888888888889,35.8565737051793,35.630948536055,196.008734661142,95.0956212108074
"B05","Sample",18876,4791,3093,778,389.848731931274,3448.58960376745,3093.00766053187,582.203399905668,1129.3810814453,981.798443442792,4.17449384262158,40.737148399612,253.420195439739,39.4601542416452,27.4340595420278,126.401939602308,123.376649576333
"B06","Sample",17080,3391,2617,1032,639.509028114935,5726.84569411211,3629.7656715966,1220.21262610565,1740.31210865842,1387.29466734386,13.0345030964317,61.8647306075659,238.337182448037,41.9573643410853,45.5945435259545,339.490542000668,147.810656436339
"B07","Sample",19383,2905,2294,1699,508.347580158706,5231.20294491899,4256.18780951499,1226.26363768925,2471.4329725379,1924.447818681,10.1893287435456,57.4106364428945,211.845386533666,47.2042377869335,39.6450861011033,269.10755380155,173.471336792203
"B08","Sample",18258,3948,3018,1075,542.34340710502,4404.39563087913,3240.4056162935,979.011938498824,2005.09413632061,1251.93090704817,11.5754812563323,60.5699138502319,254.739336492891,39.2558139534884,41.7829940301311,299.82896586481,119.97113892654
"B09","Sample",18317,4379,4601,714,558.618373861489,5467.36972246694,3438.90817340388,961.330486837535,2147.59994386462,1370.233690113,8.70061657912765,53.4449032818952,267.415730337079,37.3949579831933,35.673460921302,218.9094596524,100.76457147769
"B10","Sample",15234,2413,3255,1169,451.448825731889,4679.85936770195,3439.64628578189,801.206552542286,1507.91716910445,1225.97252357091,4.68296726067136,49.2780337941628,269.354838709677,37.125748502994,30.8497149196258,190.205489182316,98.4025043462099
"B11","Sample",10595,487,2991,1433,364.586944569224,607.876936404041,472.776430007805,665.249349150754,702.88159764103,656.773242073256,5.13347022587269,14.5770645269141,852.97619047619,11.7236566643405,31.9285369033724,43.9796473393067,33.6516368117391
"C02","Sample",22076,7836,3879,370,167.09554699036,1272.34033312666,2330.76010289082,258.11362085732,503.182667210718,668.878971031489,16.5262889229199,56.9218870843001,268.115942028986,37.2972972972973,44.5840200384095,256.244785681508,81.0009770150112
"C03","Sample",21328,7054,4282,369,151.700440333943,952.781107774933,2526.40331570941,231.92714930363,507.267122402423,510.274025984497,18.5426708250638,65.8337225595516,292.857142857143,34.1463414634146,56.5616814208819,421.089626901452,84.4449313728778
"C04","Sample",16974,3613,2111,846,363.088185363125,3829.71570311896,3337.43292227422,686.781980219727,1740.86306016286,1361.00868029865,8.0265707168558,52.5343439128375,200.473933649289,49.8817966903073,32.6817544320545,216.445998270922,192.611438284329
"C05","Sample",19174,3802,2055,1249,298.390253678794,3133.03234499032,3073.45322354299,456.429150491483,941.502654610233,805.240615641669,23.198316675434,63.9902676399027,255.419222903885,39.1513210568455,73.5316213540668,380.839690783638,119.389677070881
"C06","Sample",15667,2290,804,911,627.81054454644,4290.28443273882,3101.76810667426,1645.18394855969,3237.57259960773,1841.81608551932,8.60262008733624,61.1940298507463,182.931726907631,54.6652030735455,34.1958155779706,347.264597399147,257.326444196742
"C07","Sample",13161,3099,1442,557,472.339007834222,3980.41405091796,3260.07103479273,872.940419931343,1211.66878477056,943.291802931816,8.77702484672475,53.120665742025,254.337899543379,39.3177737881508,41.3916823275095,224.934588076921,113.838815648864
"C08","Sample",13681,2407,1371,623,418.135703339594,3644.40264919972,2671.14042908263,606.353710876764,1340.87446455734,1148.88055936373,5.85791441628583,50.8388037928519,186.526946107784,53.6115569823435,33.3569007635299,200.702156556074,238.219505901354
"C09","Sample",15769,4561,2769,375,431.603670900729,3774.107612982,2576.28587509786,759.415190883872,1632.23700802529,806.241428519327,4.73580355185266,41.4951245937161,317.796610169492,31.4666666666667,30.9732685911945,144.510807707964,81.36851664871
"C10","Sample",11382,2643,1696,328,373.939765121276,3964.87640992319,3510.08480760046,802.638100502526,1895.02310118451,1441.14993347605,5.86454786227772,46.875,235.971223021583,42.3780487804878,33.9739313932796,162.961169965966,139.895899156752
