Well,GeoMean BV605-A of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A of Amet+GFP+_Tim3
B02,3559.17519054294,2165.58616289438,54.6992481203008,285.363636879816
B03,5275.15163289042,1822.47265666776,73.3131618759455,703.978213031515
B04,3225.12366963197,1776.04711292502,52.7162977867203,249.03559175055
B05,3676.07527179371,1352.03278792097,52.7349228611501,229.982826102818
B06,2168.84928336699,777.386862113142,48.2703395259449,185.502768585685
B07,3215.9714733854,1378.6333940241,47.5462826917426,182.890132171396
B08,3448.4096780205,1151.11661566503,50.3333333333333,190.387747028846
B09,2981.19306226967,1285.63493800821,54.8013245033113,250.891438486234
B10,3608.80267212514,1429.88322995665,54.5199326221224,240.023442986044
B11,3900.99649069962,1600.30518937495,49.5586380832282,209.908927572824
C02,3254.24009690501,2141.86436065128,47.9678068410463,197.345855703448
C03,4347.64431601479,1836.29619983967,54.6708711076074,286.264293539551
C04,4063.59314635316,2023.46014763819,49.2753623188406,205.159018044979
C05,3455.26493218602,2326.10578903553,51.6814843448009,244.377324052379
C06,2559.78909762933,1089.17121973998,35.3993610223642,116.911845532469
C07,4140.56925733944,1935.02751922364,56.0889516413696,285.969354548302
C08,3294.9431341716,1202.36507042999,42.8250281004121,164.05498525733
C09,2975.95720403138,1265.4632635373,50.4860661049903,217.418335080272
C10,3849.70411690747,1358.56692791689,55.7630979498861,277.030341120711
C11,3446.29637236266,1521.22173203461,42.2155688622755,148.005199195116
D02,2372.33724135238,2462.22524406618,68.828125,516.715268168191
D03,2233.94260395529,1245.43935991286,50.412147505423,253.930119766516
D04,5181.51253702197,2848.56094489727,67.9583574320416,527.462666630557
D05,3255.75182894099,1688.92077141632,52.1081081081081,266.89256512846
D06,5067.53006168511,2095.99890334193,64.6381578947368,443.464457096454
D07,3032.673600576,919.791436535496,52.7868852459016,256.206048572606
D08,4281.80824062087,1047.80433692982,46.7747499137634,184.825684704898
D09,2990.03111910192,1695.78488445401,62.0042492917847,336.775266099329
D10,2393.69858124302,1286.47775642316,60.1941747572816,325.883388263865
D11,3551.6761812554,658.002563547287,46.5128755364807,179.978256064295
E02,2415.57672227195,1634.35931482797,54.392167527876,264.533651617806
E03,4778.82686568302,2396.01756575986,51.9372241294752,266.958319713107
E04,3934.1275295447,1782.99636591693,57.8947368421053,310.238451542374
E05,3645.32376594029,1852.70037403779,51.0744435917114,208.552650876029
E06,4748.69555073672,1615.41991684677,52.2824302134647,223.811361239671
E07,3051.337963815,1644.86664248864,54.1562611487692,270.032371957914
E08,2995.98127351492,1589.93265549631,51.8832391713748,215.700689626225
E09,4346.44119547882,1650.74429639725,59.1280653950954,277.762405523217
E10,2921.79370409288,1542.09849085401,61.4311704063068,361.033214000008
E11,3652.7987787676,1563.27114741148,61.685393258427,376.119121979915
F02,4489.75622563318,2224.94251969551,57.4079443316903,323.406121736118
F03,4205.9985791563,2364.48148576962,57.27343954035,308.667663827383
F04,4324.24262171755,1632.8446139877,49.4662638469285,217.858178857342
F05,3547.023962416,2007.29963904276,60.5119825708061,359.815584284249
F06,5696.53101830043,2128.50883486434,59.4928880643166,331.031276001209
F07,3899.511127225,1471.34963914766,49.2872674559072,197.139526063742
F08,3380.87183027792,1973.41578969999,61.1023622047244,328.502526783968
F09,3416.56226233035,1649.93778773107,52.4188958451907,214.115032324918
F10,4471.39210261369,1905.31660323885,60.4193254329991,327.892889600476
F11,3928.27443845689,2128.77528417822,70.7317073170732,483.478164541645
G02,3573.13003488251,1651.58745572593,54.2123361272297,249.656011495047
G03,3279.26715821229,2472.60804588341,58.3941605839416,303.337827802858
G04,3292.89514823464,1576.78603525187,53.0718085106383,222.923037229623
G05,4419.60201285169,2419.45371305454,60.9646739130435,307.541857080579
G06,3168.43549233775,1166.35199653683,61.1790274381961,283.965852457013
G07,5235.85429658787,2542.35974445549,61.5935022239412,325.996259494511
G08,6485.40700365254,2366.43708190443,70.7692307692308,609.901292454188
G09,6515.34275353522,2879.97406331571,75.7788582748064,698.023544555131
G10,5427.50652919638,3736.82696235878,81.5665796344647,979.862057447566
G11,3357.36586339278,3185.18881627114,70.6238643246517,462.376163673237
