Well,GeoMean BV605-A - PD-1 of Amet+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+_Lag3,Amet+Tim3+ as % of Amet+,GeoMean PE-A - Tim3 of Amet+
B02,233.047394272076,372.710754090758,5.09868421052632,24.853979969376
B03,252.053668628649,485.229657114399,6.53941322021916,27.4717743990553
B04,479.80779213051,1044.87093972835,12.5412541254125,42.6409935704966
B05,247.908224142337,562.632461918637,4.58333333333333,25.4297324089353
B06,357.511771639887,821.135406843378,9.49538795442214,32.4840548348403
B07,399.611941458944,852.114760859518,10.0361663652803,35.236758685908
B08,529.111320180975,1222.28705124209,26.9201228878648,73.6643455848902
B09,362.032833325722,793.098721370411,6.25,31.2054167619984
B10,419.601213991839,808.515276934455,14.5442997777072,45.5963272809686
B11,302.826943703459,624.466665934184,7.31457800511509,33.2289772647451
C02,508.32872790386,1100.26826962819,17.1391190580026,50.494578904502
C03,295.209943437338,625.398541159659,4.90131578947368,25.8151989009539
C04,401.019991384892,835.40970607369,2.70485282418457,21.259128074257
C05,357.743827626318,758.870753151692,6.57453936348409,29.6590937328427
C06,351.607566997912,856.551794676688,20.24,53.701205638187
C07,402.433652383848,227.990752382408,0,34.2063632315543
C08,314.037954966174,823.849494662679,5.77777777777778,26.1987392899317
C09,23.2771798147865,25.3050535634673,0,17.3709976169726
C10,363.907893059872,770.346683487447,5.60378847671665,25.6833835485048
C11,272.648781602741,891.167121664907,7.89574549635876,31.7901055151159
D02,341.021123042954,797.321337817012,8.38095238095238,29.7656929796839
D03,354.976171456235,915.264066583317,8.17257102770957,28.4270968403341
D04,401.582934302523,921.839320756306,6.21840242669363,24.4003962505882
D05,226.718384543913,89.4730033009726,15.3846153846154,10.6230470207878
D06,347.924980745965,937.756758848362,7.83950617283951,28.6881687233595
D07,280.088444222969,821.129432496449,8.42674913026672,29.7421299598576
D08,382.279973587263,1217.60280693037,15.6779661016949,49.1932041218477
D09,335.773532843262,716.64454226321,5.79710144927536,25.9633023685886
D10,254.82839415678,784.688113004663,9.29872142580395,32.1335709654177
D11,291.500353924166,825.247638622521,8.73417721518987,32.7305536678443
E02,333.228914331646,800.052718589507,7.85198555956679,30.060722853794
E03,214.765261152966,376.93589959011,6.66666666666667,27.1507685834574
E04,407.79189191523,969.337516430306,11.8811881188119,36.6706884449288
E05,465.309551248093,1128.81828604965,12.7075812274368,37.0764143600497
E06,470.179435164138,987.112770391302,13.2396282022217,40.3247225367859
E07,357.481612732559,929.851887976737,11.4299378287901,39.2034155432528
E08,248.667126775403,883.569766268637,8.48329048843188,32.1091379303316
E09,490.241114338787,900.069945163934,13.8241172551632,39.8722492839744
E10,788.004813596503,345.726152779579,50,32.1345761049576
E11,301.553510297613,701.17108111385,9.52380952380952,31.6317683348532
F02,304.477440053513,780.78466073668,14.0737993695531,41.5836538176535
F03,329.89665301607,765.769816460855,6.67625899280576,26.029795763929
F04,328.131042113162,1088.60457859383,12.864250177683,40.3645147963794
F05,361.389189035996,904.862998417908,6.91823899371069,33.6929614530875
F06,296.867439524765,921.117577575364,6.48148148148148,29.9669999999933
F07,446.523228177001,1159.93715331736,12.4129195693477,44.0066391213375
F08,244.745862270256,737.46468582771,11.1021396851029,34.4188146971733
F09,298.787918272312,859.310938789345,8.00875273522976,30.2959749718714
F10,287.659851542195,821.963715759137,10.2941176470588,34.9807322386112
F11,355.686735659598,684.661375139765,14.921681780709,46.1834130964132
G02,369.047874283595,994.182826522215,6.63983903420523,26.5097982253099
G03,353.012905083386,556.836358655289,6.03839441535777,26.5772214472812
G04,194.531907016779,399.463327485911,4.68809073724008,24.0761574155332
G05,331.423514591702,1137.07316637381,4.22185430463576,24.1314694328821
G06,235.523172011113,560.969925016794,4.03923831506059,24.6867426951167
G07,351.546079490255,1134.95239694796,7.85624738821563,34.1571882585262
G08,269.354570273782,814.008510054791,5.86572438162544,27.8032046378643
G09,255.658775576317,689.965737356344,7.08582834331337,30.0890595774698
G10,291.498461108185,689.951975628646,7.05176294073518,27.2399808641458
G11,298.354756861539,491.123793180928,8.00674252001686,33.5938149635112
