Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,4651.17239622901,2092.35385282353,58.5794094173982,282.196381299671
B03,2049.55106570858,2102.09758743806,50,212.865263845453
B04,2378.20579138849,777.986356772391,73.6842105263158,527.338781791889
B05,4233.39848840619,153.667529879128,57.1428571428571,108.292394249361
B06,4223.10278281385,1547.49183858392,44.8950036205648,145.249879932067
B07,5232.37029955614,985.662835481764,50,467.218386205282
B08,7275.84418226311,1225.21139578505,100,1941.23748309505
B09,1260.87382801119,538.543921222759,27.0672546857773,51.7985566612764
B10,3619.86818564217,1926.46288675841,56.6735822959889,288.516222923301
B11,2233.45143799495,714.77218879001,53.3333333333333,232.728548857321
C02,974.189467418053,233.380527130447,23.5294117647059,50.3924064335197
C03,4092.57609298278,1323.98380445834,53.5168195718654,215.451758424124
C04,5298.52104773736,1531.60199019833,44.5669714900484,143.791524666402
C05,2964.69242015942,1618.97945343751,60,275.161425774274
C06,4470.2248633121,503.473782332934,37.5,153.135106530504
C07,10637.5122042649,3801.52881815096,83.3333333333333,1235.9386295771
C08,11560.6942340958,4072.54841114549,66.6666666666667,521.979972987004
C09,5314.11443752759,3324.16066858101,60,285.213919974427
C10,2542.4934157225,3479.80514014623,66.6666666666667,518.220699109058
C11,3209.75473783363,1200.12793767524,48.5705777248362,181.666336202653
D02,1874.315276604,565.985639075143,42.3723003085362,134.28449351751
D03,4537.81165763684,2459.1698542175,68.75,472.127201903396
D04,3085.51014069289,268.280544585225,50,83.7289396968219
D05,2139.25622985544,883.767246380592,35.9475672072873,89.9595205985098
D06,1685.70557162561,441.336666138379,47.6190476190476,155.643841651505
D07,2344.1699709988,526.546699880135,81.8181818181818,793.160672427671
D08,6519.69177573212,1270.33631399574,75,806.160053797783
D09,4056.90758845699,1842.9020683748,51.923683380637,190.08843582976
D10,3909.71058574301,1181.32479546693,39.8758357211079,111.109437080821
D11,1725.23380928254,206.997720681582,21.7054263565891,68.3091283014014
E02,3675.45871237461,1149.71135639287,51.5151515151515,231.657443774319
E03,2065.26370328038,120.488335865675,27.7777777777778,83.2429031920819
E04,3785.79133574001,1464.69180364594,47.4254026934249,164.265309877197
E05,2149.29098369695,1431.80588834838,57.8947368421053,214.102834207953
E06,5807.67492576576,1895.06004374563,60,149.259044123605
E07,4560.20916793915,2413.15484683333,39.2857142857143,116.336288143857
E08,4054.82472477262,1481.38606451372,48.5243651338366,159.805953642976
E09,2360.40574772143,620.550457882872,20,47.622407467875
E10,2725.85820112536,204.649517480411,33.3333333333333,121.889921273249
E11,3460.49174620553,1811.46181890567,56.5538304912191,283.137672691517
F02,1699.2482405689,396.14833360809,34.7608453837597,87.7803629571871
F03,2024.33148665249,1228.80052070603,42.8571428571429,118.90851809139
F04,9428.97350284096,4799.16586161001,87.5,1303.09038210567
F05,3871.32971130796,2407.82502333931,38.5416666666667,122.594503740802
F06,3261.71490537139,1064.63077297612,37.1456822676335,91.5758898251584
F07,4391.49261214319,112.33957567236,0,16.0170485419805
F08,1302.68051081581,138.524387594493,40,49.656146066413
F09,3931.49191263445,2442.15579141853,75,1112.529157987
F10,2574.85959819006,1060.50590152025,44.274391910358,144.909840773086
F11,3796.34884048661,2035.78087257113,45.4545454545455,316.766729941421
G02,2418.93221914039,909.504495089196,40,208.671146641082
G03,1476.36015734726,2842.13488840228,33.3333333333333,458.193375481428
G04,4210.09640744442,1508.27485932735,56.8455284552846,249.333753730817
G05,827.370331161092,1344.09496106638,66.6666666666667,388.843302211227
G06,4512.8455163513,1124.88532799482,57.1428571428571,299.957348727241
G07,2781.85322943393,1338.30525103507,47.4569789674952,152.585590592913
G08,4056.85023205225,1828.27526155904,54.4560357675112,237.032548197643
G09,2461.90007041372,1721.62084652406,42.8571428571429,70.9353765658768
G10,3069.88669819497,848.899461483392,40.8368849283224,121.821992266032
G11,360.123013902702,162.820037461334,66.6666666666667,323.590621453775
