Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,3032.75874657967,1713.87188335635,56.1962569549823,271.034330998703
B03,4374.67953504377,1046.4381428298,50.7650273224044,219.060411354526
B04,4097.65390069827,2120.63720671809,62.6325088339223,372.968869149378
B05,1379.12011836748,1165.77264027073,35.8145210494204,113.059476502881
B06,3778.59222004629,2375.13140813994,61.8874773139746,355.722714222043
B07,3389.84300512751,1596.54599532194,54.4987146529563,239.806541514398
B08,3402.00759799918,1539.33815805269,68.187134502924,538.603780415314
B09,4043.64703365979,1065.53681298759,46.9704086425552,158.911515074306
B10,3363.10559874417,1649.39387092673,56.9971671388102,275.775407933477
B11,3747.64947276909,1529.38958951098,52.0368574199806,212.715063767297
C02,3737.91296516158,2108.5971389083,54.9714285714286,264.002269740681
C03,4005.19795411091,2391.27695930623,48.6029889538661,184.375834582813
C04,4433.9053767543,2272.40183393124,54.4359949302915,247.586080028745
C05,1498.28683036166,739.386028352922,40.6207827260459,115.518322466552
C06,3408.97849669097,1842.47914243175,48.3391003460208,186.017476870644
C07,3397.00660584589,1766.97558406962,56.3315425940138,283.649148037363
C08,3817.89223323437,1363.56779249639,46.6058185966914,177.736803637315
C09,3435.51572901801,1287.20388456077,46.0806524694155,168.059586830667
C10,5040.82210905291,2111.58546085916,60.2575896964121,338.353617804868
C11,3265.24198730515,1432.06159768082,54.140625,221.670451924241
D02,4589.33965809435,2270.62982109893,53.9350577875619,232.729065751834
D03,3758.78097917711,1481.24738450931,54.3247344461305,233.755324522524
D04,4797.33734470762,1507.69498897283,55.5555555555556,269.855405081965
D05,3513.74675766886,1291.65273739887,43.8883968113375,154.621160784838
D06,4622.28641963034,2234.53256889852,59.1957104557641,305.270919939114
D07,1231.44278158866,5672.91274882498,72.7272727272727,402.494450484473
D08,4890.28074489573,2089.94489254256,45.7585357268567,156.127315611496
D09,3058.2554434938,1757.94274689587,42.253978564469,131.0849616184
D10,4007.57678430576,1668.44431889262,56.6998468606432,270.223569973924
D11,3561.68925803787,1438.76070212217,53.2936507936508,212.004860833523
E02,4514.12185621713,2087.41723233061,53.8527032779906,220.417880334935
E03,1422.77250370218,1316.49262712787,30.5887560867641,73.0157700204702
E04,4083.9758522601,2407.38575082028,64.1239173884077,419.717665911732
E05,3690.24966732352,2865.55239583156,52.4249422632794,241.315290714044
E06,4261.29233969192,2374.04138284757,64.0866873065015,387.716054358785
E07,4538.14173864274,1961.8273179084,54.087562960093,233.898695062827
E08,4008.47889237675,1697.07844743813,57.244374259771,248.635112744323
E09,999.177270476569,364.242811713215,38.6796838679684,108.302129315738
E10,3356.08546910531,2068.30341503445,54.044250997461,254.078859953037
E11,2558.57440178584,2901.43435770826,68.9655172413793,412.332368076832
F02,4416.07255790816,2127.58976428138,47.0904207699194,172.732397779922
F03,5261.69216614754,3284.69004582525,57.8059071729958,264.679970671
F04,2822.97513741224,1649.83860121781,54.8259493670886,239.437459154034
F05,5369.97611132995,1846.29583355584,50.2958579881657,193.366137266655
F06,3966.34386540165,1761.76819440259,61.9844834626378,342.170758321487
F07,3609.934319124,1394.06699279501,58.829568788501,288.408343870427
F08,2117.05405176951,1067.95928190797,31.3885647607935,75.5262898296992
F09,4707.40122215894,2120.9334383744,52.9088050314465,220.760180296116
F10,3806.73322882471,1617.54408611563,52.1350546176763,215.19476036364
F11,2283.46797008841,601.017180682508,34.5839345839346,88.0381705927581
G02,3966.97844133374,1257.75786283001,44.1631504922644,149.870637989745
G03,4607.99007750418,1642.70476607422,56.5138282387191,281.33417228799
G04,4845.0297802111,2159.80036832839,52.6296958855098,215.350509948335
G05,3834.27838826255,1490.18932431727,49.9468273661822,192.712332713795
G06,3437.02599174118,1364.19512977346,55.6550040683482,252.247527655558
G07,3632.34130287795,1282.23221345204,50.3571428571429,196.740571192919
G08,3701.00798475493,1199.63944486574,51.3173895419538,212.350182291019
G09,3414.43949395258,684.506580940224,39.4505494505495,127.610694773361
G10,3899.13155518867,1541.80221221867,52.3360480068581,205.290293641666
G11,2835.70245877413,1567.1105920214,42.9818181818182,146.984865055996
