Well,GeoMean BV605-A - PD-1 of Amet+GFP+_PD1,GeoMean PerCP-Cy5-5-A - LAG3 of Amet+GFP+_Lag3,Amet+GFP+Tim3+ as % of Amet+GFP+,GeoMean PE-A - Tim3 of Amet+GFP+
B02,4018.96071000307,2652.02565854179,49.1850778703368,204.624170127421
B03,2781.63685163175,702.138011998738,43.4154929577465,134.528865140213
B04,3845.95539748601,1703.56089574902,44.887459807074,136.242896942007
B05,5689.06798008767,948.898506734507,32.1778711484594,82.1988214074852
B06,4328.55329718643,1749.6228034188,42.7189682966147,121.793023652244
B07,3813.55432729538,2064.65851369825,48.1946624803768,169.287093850138
B08,3403.69048498179,2216.07911747898,49.5175075820237,181.027445173782
B09,3587.76864877172,1616.31824638142,35.7521402364452,105.644085481758
B10,3478.4547496239,1683.49984416634,45.1501154734411,153.10115664511
B11,4743.8088371981,2240.75351362019,30.6632213608958,74.724183684237
C02,2983.92423692022,1609.09533771354,56.3130541118924,259.417260434168
C03,5930.97697524937,2203.04931283325,64.3453028654334,409.482800709664
C04,3839.67589764992,1810.32804254856,45.5752212389381,161.451177571055
C05,3810.61169591045,1952.53350954725,31.5313225058005,85.7444006483215
C06,3826.55451360936,2213.7264167517,54.7386559448593,244.087197540835
C07,3585.83004960616,1634.63655553887,48.6321210170583,170.568600074532
C08,4774.23147785177,1718.23938881126,42.8983417447729,112.04428955261
C09,4176.05188227375,1497.85998884712,51.1804384485666,187.402042678158
C10,3197.14573116911,1939.51647804077,45.9257206208426,149.605964341539
C11,3624.03302865519,1160.02764939551,46.1572340894076,171.063022374848
D02,3250.85321020216,1952.56161879297,52.5139664804469,222.522858120712
D03,3358.24415123935,961.935870043576,39.7201291711518,122.808538572183
D04,3009.41005998401,2145.0615731453,41.747146619842,131.667442518796
D05,795.454620940643,501.544806538686,50,267.078665413121
D06,6418.50417759187,2202.35913027097,41.6666666666667,253.086268936218
D07,2855.75989616968,1505.89745038543,45.1612903225806,112.510030228121
D08,4343.46757494131,1723.60492089043,59.7068819031436,290.236458252902
D09,4425.74052305747,2090.42773844477,45.7920090677246,148.420273406463
D10,3733.78102037187,1880.95932063822,46.9834710743802,159.848904970362
D11,4227.9536344247,1780.40289890156,59.1437762929968,312.626817467277
E02,4562.08418264067,2194.40389032496,56.6265060240964,268.291623382192
E03,2507.44658830342,497.420228037204,40.2745995423341,104.255401442405
E04,4211.48051434561,1923.56683147284,52.9894089511445,227.140517794682
E05,4401.56465222008,2418.65576854644,53.8673188627331,218.646991665524
E06,3140.51564958584,1345.40912433913,39.1464311994113,113.03415326535
E07,3511.74504659751,1482.34795722488,42.9829389102917,134.620405481834
E08,4096.85129026221,2195.46227482404,45.9968602825746,139.000755487014
E09,3409.13870713895,1660.14477568379,43.2547044791943,129.763126449855
E10,3460.17714945052,1619.48322012516,44.9245939675174,158.028194244922
E11,3509.40566982424,1402.80195219025,46.8666666666667,179.289629006698
F02,3816.40974729261,1372.12890966531,43.2275132275132,114.721410339338
F03,4065.25889034882,1844.56292802396,51.2385476756023,218.773949864926
F04,3535.84628030659,1679.53821802754,40.5721716514954,109.40090744184
F05,5543.16093076461,2068.33669108111,46.9230769230769,162.538242443478
F06,4500.23724806727,2336.49496430485,55.2937754508435,241.666684036589
F07,4139.1840569356,1892.50997967152,26.0325406758448,56.3514160436216
F08,3893.60811119164,1822.18358970951,51.0716755012676,188.888492902349
F09,4463.76440367248,2036.27974621162,52.6648819664152,205.998105497877
F10,4127.29470084759,1980.45691941076,53.8379719907818,232.955056358661
F11,3629.27716955907,1306.37131738649,50.7718696397942,199.728331173896
G02,3684.55380658553,1489.68872583094,55.3486797562627,256.214325903459
G03,2819.96312163071,1883.0697752292,54.2274052478134,228.474158028593
G04,3758.24178484596,1658.69308552246,58.3857442348008,283.938103134509
G05,3982.57771098033,1932.18081057756,53.0868385345997,221.344112006735
G06,3750.54500510667,1529.73731554575,53.9624370132845,211.626721986117
G07,3996.79954374002,2065.87362368727,47.3561203622553,162.334608291385
G08,4679.56251647866,1159.41707032055,44.1578148710167,125.396508542212
G09,3293.34328794137,1376.317051552,51.9021739130435,202.149166221689
G10,3099.73274815645,1530.43363350033,49.6585632340891,186.699680135841
G11,664.233649801843,317.14260763904,22.5142857142857,44.0833021078337
