DB_Object_Symbol,GO_ID
Atm,GO:0072434
Atm,GO:0090399
Atm,GO:0097694
Atm,GO:1901216
Atm,GO:1903626
Atm,GO:1903978
Atm,GO:1904262
Atm,GO:1904262
Atm,GO:1904354
Atm,GO:1904358
Atm,GO:1904884
Atm,GO:1905843
Atm,GO:1990391
Atm,GO:2001022
Atr,GO:0000077
Atr,GO:0000077
Atr,GO:0000166
Atr,GO:0001741
Atr,GO:0003677
Atr,GO:0004672
Atr,GO:0004672
Atr,GO:0004672
Atr,GO:0004674
Atr,GO:0005515
Atr,GO:0005515
Atr,GO:0005524
Atr,GO:0005634
Atr,GO:0005654
Atr,GO:0005694
Atr,GO:0005694
Atr,GO:0005794
Atr,GO:0006281
Atr,GO:0006468
Atr,GO:0006974
Atr,GO:0006974
Atr,GO:0007566
Atr,GO:0008156
Atr,GO:0016301
Atr,GO:0016301
Atr,GO:0016310
Atr,GO:0016605
Atr,GO:0016740
Atr,GO:0018105
Atr,GO:0032212
Atr,GO:0032405
Atr,GO:0032407
Atr,GO:0034644
Atr,GO:0043393
Atr,GO:0043517
Atr,GO:0046777
Atr,GO:0051276
Atr,GO:0070198
Atr,GO:0071480
Atr,GO:0090399
Atr,GO:0097694
Atr,GO:1904884
Atrx,GO:0000166
Atrx,GO:0000212
Atrx,GO:0000228
Atrx,GO:0000780
Atrx,GO:0000781
Atrx,GO:0000784
Atrx,GO:0000784
Atrx,GO:0000784
Atrx,GO:0000792
Atrx,GO:0000792
Atrx,GO:0000792
Atrx,GO:0003677
Atrx,GO:0003682
Atrx,GO:0003682
Atrx,GO:0004386
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005515
Atrx,GO:0005524
Atrx,GO:0005524
Atrx,GO:0005634
Atrx,GO:0005634
Atrx,GO:0005654
Atrx,GO:0005694
Atrx,GO:0005721
Atrx,GO:0005721
Atrx,GO:0005737
Atrx,GO:0006281
Atrx,GO:0006325
Atrx,GO:0006334
Atrx,GO:0006336
Atrx,GO:0006338
Atrx,GO:0006974
Atrx,GO:0007283
Atrx,GO:0010571
Atrx,GO:0015616
Atrx,GO:0016604
Atrx,GO:0016605
Atrx,GO:0016787
Atrx,GO:0030330
Atrx,GO:0030900
Atrx,GO:0031297
Atrx,GO:0031618
Atrx,GO:0031933
Atrx,GO:0032206
Atrx,GO:0035064
Atrx,GO:0035128
Atrx,GO:0035264
Atrx,GO:0042393
Atrx,GO:0042393
Atrx,GO:0042393
Atrx,GO:0045944
Atrx,GO:0045944
Atrx,GO:0046872
Atrx,GO:0060009
Atrx,GO:0070087
Atrx,GO:0070192
Atrx,GO:0070198
Atrx,GO:0072520
Atrx,GO:0072711
Atrx,GO:1900112
Atrx,GO:1901581
Atrx,GO:1901582
Atrx,GO:1904908
Atrx,GO:1990707
Aurkb,GO:0000122
Aurkb,GO:0000166
Aurkb,GO:0000775
Aurkb,GO:0000776
Aurkb,GO:0000776
Aurkb,GO:0000779
Aurkb,GO:0000780
Aurkb,GO:0000780
Aurkb,GO:0002903
Aurkb,GO:0004672
Aurkb,GO:0004674
Aurkb,GO:0004674
Aurkb,GO:0005515
Aurkb,GO:0005524
Aurkb,GO:0005524
Aurkb,GO:0005634
Aurkb,GO:0005634
Aurkb,GO:0005654
Aurkb,GO:0005694
Aurkb,GO:0005737
Aurkb,GO:0005819
Aurkb,GO:0005856
Aurkb,GO:0006468
Aurkb,GO:0007049
Aurkb,GO:0007051
Aurkb,GO:0007094
Aurkb,GO:0010369
Aurkb,GO:0016301
Aurkb,GO:0016310
Aurkb,GO:0016740
Aurkb,GO:0019900
Aurkb,GO:0030496
Aurkb,GO:0030496
Aurkb,GO:0030496
Aurkb,GO:0032091
Aurkb,GO:0032133
Aurkb,GO:0032133
Aurkb,GO:0032212
Aurkb,GO:0032467
Aurkb,GO:0034501
Aurkb,GO:0034644
Aurkb,GO:0035174
Aurkb,GO:0036089
Aurkb,GO:0036089
Aurkb,GO:0043988
Aurkb,GO:0046872
Aurkb,GO:0051256
Aurkb,GO:0051301
Aurkb,GO:0051973
Aurkb,GO:0097431
Aurkb,GO:1904355
Aurkb,GO:1990023
Baz1a,GO:0000228
Baz1a,GO:0000228
Baz1a,GO:0005515
Baz1a,GO:0005634
Baz1a,GO:0006261
Baz1a,GO:0006338
Baz1a,GO:0008623
Baz1a,GO:0046872
Baz1b,GO:0000166
Baz1b,GO:0000793
Baz1b,GO:0004713
Baz1b,GO:0004715
Baz1b,GO:0005515
Baz1b,GO:0005515
Baz1b,GO:0005524
Baz1b,GO:0005634
Baz1b,GO:0005721
Baz1b,GO:0006333
Baz1b,GO:0006338
Baz1b,GO:0006338
Baz1b,GO:0006974
Baz1b,GO:0016301
Baz1b,GO:0016310
Baz1b,GO:0016572
Baz1b,GO:0016604
Baz1b,GO:0016740
Baz1b,GO:0035173
Baz1b,GO:0042393
Baz1b,GO:0043596
Baz1b,GO:0046872
Baz2a,GO:0000183
Baz2a,GO:0000183
Baz2a,GO:0000183
Baz2a,GO:0000183
Baz2a,GO:0000183
Baz2a,GO:0001164
Baz2a,GO:0003677
Baz2a,GO:0003723
Baz2a,GO:0003723
Baz2a,GO:0003723
Baz2a,GO:0005515
Baz2a,GO:0005515
Baz2a,GO:0005515
Baz2a,GO:0005515
Baz2a,GO:0005634
Baz2a,GO:0005634
Baz2a,GO:0005677
Baz2a,GO:0005677
Baz2a,GO:0005730
Baz2a,GO:0005730
Baz2a,GO:0005730
Baz2a,GO:0005730
Baz2a,GO:0005730
Baz2a,GO:0005829
Baz2a,GO:0006306
Baz2a,GO:0006306
Baz2a,GO:0006325
Baz2a,GO:0006338
Baz2a,GO:0016479
Baz2a,GO:0016575
Baz2a,GO:0016607
Baz2a,GO:0033553
Baz2a,GO:0033553
Baz2a,GO:0034770
Baz2a,GO:0042393
Baz2a,GO:0046872
Baz2a,GO:0051567
Baz2a,GO:0070577
Baz2a,GO:0070577
Baz2a,GO:0070869
Baz2a,GO:0070869
Baz2a,GO:0070933
Baz2b,GO:0003674
Baz2b,GO:0005575
Baz2b,GO:0008150
Bmi1,GO:0000122
Bmi1,GO:0000122
Bmi1,GO:0000122
Bmi1,GO:0000122
Bmi1,GO:0000122
Bmi1,GO:0000151
Bmi1,GO:0000792
Bmi1,GO:0000978
Bmi1,GO:0001501
Bmi1,GO:0001701
Bmi1,GO:0003682
Bmi1,GO:0003682
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005515
Bmi1,GO:0005634
Bmi1,GO:0005737
Bmi1,GO:0006306
Bmi1,GO:0006325
Bmi1,GO:0006959
Bmi1,GO:0007420
Bmi1,GO:0009987
Bmi1,GO:0016573
Bmi1,GO:0016574
Bmi1,GO:0016604
Bmi1,GO:0021903
Bmi1,GO:0030890
Bmi1,GO:0031519
Bmi1,GO:0031519
Bmi1,GO:0033092
Bmi1,GO:0043565
Bmi1,GO:0046872
Bmi1,GO:0048103
Bmi1,GO:0048704
Bmi1,GO:0048706
Bmi1,GO:0061484
Bmi1,GO:0097027
Bmi1,GO:1990841
Bmi1,GO:2000011
Bmi1,GO:2001234
Bop1,GO:0000027
Bop1,GO:0000448
Bop1,GO:0000463
Bop1,GO:0005515
Bop1,GO:0005515
Bop1,GO:0005634
Bop1,GO:0005730
Bop1,GO:0005730
Bop1,GO:0006364
Bop1,GO:0006364
Bop1,GO:0008283
Bop1,GO:0042254
Bop1,GO:0042254
Bop1,GO:0042273
Bop1,GO:0043021
Bop1,GO:0051726
Bop1,GO:0070545
Bop1,GO:1901796
Bop1,GO:1990904
Bptf,GO:0000122
Bptf,GO:0000790
Bptf,GO:0001892
Bptf,GO:0005634
Bptf,GO:0005634
Bptf,GO:0005654
Bptf,GO:0005737
Bptf,GO:0006338
Bptf,GO:0006357
Bptf,GO:0007420
Bptf,GO:0007492
Bptf,GO:0008094
Bptf,GO:0008134
Bptf,GO:0009952
Bptf,GO:0009952
Bptf,GO:0016589
Bptf,GO:0030425
Bptf,GO:0043005
Bptf,GO:0043565
Bptf,GO:0044297
Bptf,GO:0045944
Bptf,GO:0048188
Bptf,GO:0048471
Brca1,GO:0000724
Brca1,GO:0000793
Brca1,GO:0000794
Brca1,GO:0000794
Brca1,GO:0000800
Brca1,GO:0003677
Brca1,GO:0003677
Brca1,GO:0003682
Brca1,GO:0003684
Brca1,GO:0003713
Brca1,GO:0003723
Brca1,GO:0004842
Brca1,GO:0005634
Brca1,GO:0005694
Brca1,GO:0005694
Brca1,GO:0005737
Brca1,GO:0005737
Brca1,GO:0005759
Brca1,GO:0005813
Brca1,GO:0005886
Brca1,GO:0006281
Brca1,GO:0006281
Brca1,GO:0006301
Brca1,GO:0006302
Brca1,GO:0006302
Brca1,GO:0006310
Brca1,GO:0006349
Brca1,GO:0006357
Brca1,GO:0006629
Brca1,GO:0006631
Brca1,GO:0006633
Brca1,GO:0006974
Brca1,GO:0007049
Brca1,GO:0007059
Brca1,GO:0007098
Brca1,GO:0008270
Brca1,GO:0008630
Brca1,GO:0009048
Brca1,GO:0010212
Brca1,GO:0010575
Brca1,GO:0010628
Brca1,GO:0016567
Brca1,GO:0016740
Brca1,GO:0019899
Brca1,GO:0031398
Brca1,GO:0031436
Brca1,GO:0031625
Brca1,GO:0032991
Brca1,GO:0032991
Brca1,GO:0033147
Brca1,GO:0035066
Brca1,GO:0035066
Brca1,GO:0035067
Brca1,GO:0042802
Brca1,GO:0043009
Brca1,GO:0043627
Brca1,GO:0044030
Brca1,GO:0044212
Brca1,GO:0044212
Brca1,GO:0044818
Brca1,GO:0045717
Brca1,GO:0045739
Brca1,GO:0045766
Brca1,GO:0045892
Brca1,GO:0045893
Brca1,GO:0045944
Brca1,GO:0045944
Brca1,GO:0046872
Brca1,GO:0046872
Brca1,GO:0051298
Brca1,GO:0051571
Brca1,GO:0051571
Brca1,GO:0051572
Brca1,GO:0051573
Brca1,GO:0051573
Brca1,GO:0051574
Brca1,GO:0051865
Brca1,GO:0070063
Brca1,GO:0070512
Brca1,GO:0070512
Brca1,GO:0070531
Brca1,GO:0071158
Brca1,GO:0071356
Brca1,GO:0071681
Brca1,GO:0072425
Brca1,GO:0085020
Brca1,GO:1902042
Brca1,GO:1990904
Brca1,GO:2000378
Brca1,GO:2000617
Brca1,GO:2000617
Brca1,GO:2000620
Brca1,GO:2000620
Brd1,GO:0005634
Brd1,GO:0016607
Brd1,GO:0030425
Brd1,GO:0042393
Brd1,GO:0043204
Brd1,GO:0043966
Brd1,GO:0070776
Brd2,GO:0003682
Brd2,GO:0005634
Brd2,GO:0005654
Brd2,GO:0005737
Brd2,GO:0006325
Brd2,GO:0006334
Brd2,GO:0006357
Brd2,GO:0016607
Brd2,GO:0070577
Brd3,GO:0003682
Brd3,GO:0005575
Brd3,GO:0005634
Brd3,GO:0006325
Brd3,GO:0006357
Brd3,GO:0070577
Brd4,GO:0000083
Brd4,GO:0000790
Brd4,GO:0000794
Brd4,GO:0000794
Brd4,GO:0000794
Brd4,GO:0000794
Brd4,GO:0001833
Brd4,GO:0003677
Brd4,GO:0003682
Brd4,GO:0003682
Brd4,GO:0005515
Brd4,GO:0005515
Brd4,GO:0005515
Brd4,GO:0005515
Brd4,GO:0005634
Brd4,GO:0005634
Brd4,GO:0005694
Brd4,GO:0005730
Brd4,GO:0006325
Brd4,GO:0006468
Brd4,GO:0007059
Brd4,GO:0008024
Brd4,GO:0008353
Brd4,GO:0008353
Brd4,GO:0008353
Brd4,GO:0010971
Brd4,GO:0032968
Brd4,GO:0034211
Brd4,GO:0043388
Brd4,GO:0043983
Brd4,GO:0044154
Brd4,GO:0046777
Brd4,GO:0099122
Brd4,GO:0099122
Brd7,GO:0002039
Brd7,GO:0003713
Brd7,GO:0003714
Brd7,GO:0003714
Brd7,GO:0005515
Brd7,GO:0005515
Brd7,GO:0005515
Brd7,GO:0005634
Brd7,GO:0005634
Brd7,GO:0005634
Brd7,GO:0005654
Brd7,GO:0005829
Brd7,GO:0006357
Brd7,GO:0007049
Brd7,GO:0008134
Brd7,GO:0008285
Brd7,GO:0016055
Brd7,GO:0035066
Brd7,GO:0042393
Brd7,GO:0044212
Brd7,GO:0045892
Brd7,GO:0045893
Brd7,GO:0070577
Brd7,GO:2000134
Brd8,GO:0000812
Brd8,GO:0003674
Brd8,GO:0005634
Brd8,GO:0005654
Brd8,GO:0005739
Brd8,GO:0006325
Brd8,GO:0035267
Brd8,GO:0040008
Brd8,GO:0043967
Brd8,GO:0043968
Brd8,GO:0045944
Brd9,GO:0006325
Brd9,GO:0008150
Brd9,GO:0016514
Brd9,GO:0070577
Brdt,GO:0001207
Brdt,GO:0005515
Brdt,GO:0005515
Brdt,GO:0005515
Brdt,GO:0005634
Brdt,GO:0005634
Brdt,GO:0005634
Brdt,GO:0005634
Brdt,GO:0006325
Brdt,GO:0006338
Brdt,GO:0006338
Brdt,GO:0006338
Brdt,GO:0006355
Brdt,GO:0006397
Brdt,GO:0007140
Brdt,GO:0007141
Brdt,GO:0007283
Brdt,GO:0007283
Brdt,GO:0008380
Brdt,GO:0030154
Brdt,GO:0042393
Brdt,GO:0042393
Brdt,GO:0042393
Brdt,GO:0043484
Brdt,GO:0051039
Brdt,GO:0051321
Brdt,GO:0070577
Brpf1,GO:0001570
Brpf1,GO:0001841
Brpf1,GO:0003676
Brpf1,GO:0003677
Brpf1,GO:0005634
Brpf1,GO:0005737
Brpf1,GO:0005829
Brpf1,GO:0005886
Brpf1,GO:0006325
Brpf1,GO:0035726
Brpf1,GO:0043966
Brpf1,GO:0043972
Brpf1,GO:0043972
Brpf1,GO:0043994
Brpf1,GO:0045893
Brpf1,GO:0046872
Brpf1,GO:0048145
Brpf1,GO:0070776
Brpf3,GO:0003674
Brpf3,GO:0043966
Brpf3,GO:0070776
Brwd1,GO:0005515
Brwd1,GO:0005634
Brwd1,GO:0005730
Brwd1,GO:0005737
Brwd1,GO:0005829
Brwd1,GO:0006357
Brwd1,GO:0007010
Brwd1,GO:0008360
Brwd3,GO:0003674
Brwd3,GO:0007010
Brwd3,GO:0008360
Carm1,GO:0003420
Carm1,GO:0003713
Carm1,GO:0003713
Carm1,GO:0003713
Carm1,GO:0005515
Carm1,GO:0005515
Carm1,GO:0005515
Carm1,GO:0005515
Carm1,GO:0005515
Carm1,GO:0005634
Carm1,GO:0005634
Carm1,GO:0005634
Carm1,GO:0005654
Carm1,GO:0005737
Carm1,GO:0005737
Carm1,GO:0005829
Carm1,GO:0005829
Carm1,GO:0006325
Carm1,GO:0006355
Carm1,GO:0006479
Carm1,GO:0008168
Carm1,GO:0008168
Carm1,GO:0008276
Carm1,GO:0008276
Carm1,GO:0008284
Carm1,GO:0008284
Carm1,GO:0008469
Carm1,GO:0016274
Carm1,GO:0016274
Carm1,GO:0016571
Carm1,GO:0016571
Carm1,GO:0016740
Carm1,GO:0030374
Carm1,GO:0030518
Carm1,GO:0030520
Carm1,GO:0032091
Carm1,GO:0032259
Carm1,GO:0032991
Carm1,GO:0033146
Carm1,GO:0034969
Carm1,GO:0034970
Carm1,GO:0034971
Carm1,GO:0034971
Carm1,GO:0035242
Carm1,GO:0035642
Carm1,GO:0042054
Carm1,GO:0042054
Carm1,GO:0042803
Carm1,GO:0044212
Carm1,GO:0045600
Carm1,GO:0045944
Carm1,GO:0051092
Carm1,GO:0051591
Carm1,GO:0060350
Carm1,GO:0070577
Carm1,GO:0071168
Carm1,GO:0090575
Carm1,GO:1902415
Carm1,GO:2000171
Cbx1,GO:0000775
Cbx1,GO:0000784
Cbx1,GO:0000785
Cbx1,GO:0000785
Cbx1,GO:0001939
Cbx1,GO:0001940
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005515
Cbx1,GO:0005634
Cbx1,GO:0005634
Cbx1,GO:0005721
Cbx1,GO:0005819
Cbx1,GO:0006974
Cbx1,GO:0010369
Cbx1,GO:0010369
Cbx1,GO:0019899
Cbx1,GO:0042802
Cbx1,GO:0042803
Cbx1,GO:0045892
Cbx1,GO:0090734
Cbx1,GO:1990226
Cbx2,GO:0000122
Cbx2,GO:0000122
Cbx2,GO:0000122
Cbx2,GO:0000791
Cbx2,GO:0000792
Cbx2,GO:0000792
Cbx2,GO:0003677
Cbx2,GO:0003682
Cbx2,GO:0005515
Cbx2,GO:0005515
Cbx2,GO:0005515
Cbx2,GO:0005634
Cbx2,GO:0005634
Cbx2,GO:0005654
Cbx2,GO:0005694
Cbx2,GO:0006325
Cbx2,GO:0031519
Cbx2,GO:0031519
Cbx2,GO:0031519
Cbx2,GO:0035064
Cbx2,GO:0035102
Cbx2,GO:0045137
Cbx3,GO:0000775
Cbx3,GO:0000779
Cbx3,GO:0000785
Cbx3,GO:0000785
Cbx3,GO:0000976
Cbx3,GO:0005515
Cbx3,GO:0005515
Cbx3,GO:0005515
Cbx3,GO:0005634
Cbx3,GO:0005634
Cbx3,GO:0005634
Cbx3,GO:0005634
Cbx3,GO:0005635
