Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Prmt1.1,72.05346294,38.51761847,2211.337642,159.593507,1566.634349,31.10571081,1384.21349,568.5830753
B03,Rbbp4.1,74.78031634,38.8400703,2121.722641,190.2965538,1436.505723,40.77328647,1288.011781,552.996952
B04,Rbbp5.1,76.32653061,43.53741497,2559.47283,227.4350364,1688.901653,36.8707483,1290.83498,567.5611157
B05,Psip1.1,0,33.33333333,31.91608355,395.9574242,266.3761448,0,471.7274996,75.15419734
B06,Prmt3.1,66.75020886,50.87719298,1634.671176,381.1383073,1123.720558,35.0877193,1020.039766,364.7700275
B07,Rnf40.1,74.63680387,44.00726392,2499.597551,253.9924545,1252.483649,34.38256659,1143.688083,465.7716545
B08,Ring1.1,65.24137931,37.93103448,1384.579492,202.6525205,919.0352116,41.03448276,907.3618926,368.0691304
B09,Prmt7.1,70.59294872,40.54487179,2124.482696,203.2322475,1027.352925,36.37820513,1138.153004,565.2876255
B10,Prmt2.1,71.06724244,39.60518199,2002.319386,195.8868607,1771.987458,36.02714374,1244.589634,419.63858
B11,Rnf20.1,68.30044558,35.45512412,1764.442662,175.1383513,1450.956343,40.67472947,1130.401643,357.9932907
C02,Ring1.2,71.12068966,38.0387931,2160.637033,182.1242628,1429.014733,34.9137931,1367.349246,551.295176
C03,Prmt5.1,79.57839262,47.56258235,2980.809417,335.5722006,1536.398109,29.11725955,1443.318261,454.3615292
C04,Prmt1.2,75.22123894,40.7079646,2395.994686,194.2944175,938.5549232,31.85840708,1130.276037,556.2270207
C05,Rnf20.2,69.35361217,48.28897338,1599.301096,403.5249513,1452.890244,46.23574144,1218.741492,391.0447638
C06,Rbbp7.1,74.12518482,44.50468211,2254.318064,274.4332538,869.4416759,43.61754559,1247.082623,273.1713516
C07,Rbbp5.2,62.58000985,41.50664697,1125.40853,218.0258987,2465.120676,42.78680453,1627.131346,425.3385822
C08,Prmt3.2,70.10380623,42.21453287,1850.077148,227.2959509,1098.141637,44.15224913,1191.484626,379.6068309
C09,Rnf217.1,70.99811676,36.53483992,2024.738094,170.1575846,924.9535387,40.48964218,1082.420213,518.1280378
C10,Rbbp4.2,78.20965842,47.93875147,2594.384964,379.8305686,712.0066253,43.10954064,1235.775917,368.6094842
C11,Prmt8.1,82.42677824,52.71966527,3808.634464,323.0689823,1478.725863,39.19107392,1562.059367,475.9032681
D02,Prmt2.2,81.64414414,45.83333333,3155.01647,231.8342582,907.7699025,41.55405405,1263.585004,418.7927758
D03,Rnf217.2,78.04878049,48.52817494,2744.050889,353.7114866,1697.650482,32.88477712,1096.630015,419.1593427
D04,Rbbp4.3,52.81837161,50.3131524,615.2796041,400.2584146,606.380723,32.56784969,1362.713181,431.7998479
D05,Prmt6.1,69.13417052,47.19101124,1669.127699,315.6373,1417.595723,49.70257766,1170.493442,439.3033478
D06,Prmt5.2,72.45508982,40.56886228,2100.387178,195.8660546,1510.369737,49.00199601,1315.417522,439.9186564
D07,Rnf217.3,64.38554217,43.3253012,1346.95398,260.2888553,1504.223785,47.80722892,1355.099272,381.6295014
D08,Rbbp7.2,72.06240858,47.24524622,2141.77752,322.1895198,967.2252083,43.88103364,1253.571682,338.3730749
D09,Prmt7.2,73.97260274,40.70450098,2204.455959,215.8688757,980.6055599,47.4233529,1309.1632,485.4290999
D10,Prmt1.3,70.80521817,47.14349978,2008.589276,294.4678095,781.5890965,39.81106613,1229.119286,382.5432632
D11,Rnf40.2,73.85348422,39.54734961,2068.981605,157.4031408,1188.242298,44.25253127,1342.363848,402.6919279
E02,Prmt8.2,75.97725657,56.14783227,2457.748704,559.3411404,1124.657887,43.07036247,1599.394416,515.5807577
E03,Psip1.2,78.22311289,34.86973948,2133.29483,144.877537,1292.318545,32.73213093,992.9570929,343.0277958
E04,Prmt1.4,73.19502075,45.47717842,2128.535104,272.9465271,1837.845978,35.18672199,1423.412736,500.5553207
E05,Ring1.3,75.58221595,58.71559633,2162.293127,650.2729592,959.8427751,39.52011291,1064.15845,296.3493589
E06,Rbbp5.3,64.79007634,44.84732824,1184.809119,298.9981271,799.2711915,38.26335878,1201.202428,379.8835047
E07,Prmt6.2,74.25320057,41.10953058,2191.148525,243.9458375,1642.499534,43.9544808,1232.635147,470.2660979
E08,Prmt2.3,69.39811458,45.25018129,2008.569903,264.9895504,1473.748045,50.18129079,1146.016143,303.0163616
E09,Rnf20.3,70.05263158,49.68421053,1873.507999,407.9679601,1519.764683,44.05263158,1037.635861,374.8686267
E10,Rbbp7.3,69.00726392,40.79903148,1865.554561,229.1074949,1990.662327,50.4842615,1434.560707,379.7763895
E11,Prmt7.3,77.89072427,33.1639136,2638.94044,117.8812966,1385.406946,42.63024142,1243.137753,418.2757057
F02,Prmt3.3,80.76923077,42.12454212,2875.055259,268.5231478,1148.226849,47.8021978,1583.387305,605.6579082
F03,Rnf40.3,74.81751825,60.82725061,2412.59681,643.7944011,917.6539266,28.83211679,1386.648539,319.8087645
F04,Rbbp5.4,75.13227513,38.42592593,1963.379759,179.8674483,957.1758084,35.11904762,1363.375887,405.0112424
F05,Prmt6.3,74.08312958,44.98777506,2196.769452,268.7702233,784.2169297,42.62428688,795.6449502,316.0203435
F06,Prmt5.3,73.42715232,37.00331126,2179.392585,167.1744677,955.7380706,39.98344371,1122.667286,414.7423883
F07,Ring1.4,68.83171658,23.15478701,1881.638727,78.99170987,669.5771653,27.24588781,392.4364267,257.4364798
F08,Psip1.3,73.63145721,26.6769468,1789.53904,109.6048496,966.7241018,27.91056284,1252.278895,407.4944896
F09,Prmt8.3,76.3117284,39.58333333,2424.307311,198.4792348,1582.317818,42.82407407,1429.225445,427.261395
F10,Prmt5.4,73.41085271,42.24806202,2049.162512,244.856945,698.1664251,37.13178295,1248.846998,446.5638797
F11,Rnf20.4,70.0628053,44.45219819,1659.583951,228.2704588,1151.122083,46.33635729,1283.866958,387.1548811
G02,Rbbp7.4,22.22222222,16.66666667,128.5180163,74.6623109,320.2061842,55.55555556,522.7155266,252.6631406
G03,Prmt8.4,69.611891,46.82080925,1780.436634,261.236757,1482.161968,36.82906689,1286.474167,304.4451741
G04,Prmt2.4,75,49.64200477,2227.051773,332.072735,1194.369496,38.54415274,1371.786296,315.2908627
G05,Rnf40.4,,,,,,,,
G06,Rnf217.4,,,,,,,,
G07,Prmt6.4,,,,,,,,
G08,Prmt3.4,,,,,,,,
G09,Rbbp4.4,,,,,,,,
G10,Prmt7.4,,,,,,,,
G11,Psip1.4,,,,,,,,
