Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
D03,Ppargc1a.2,63.52201258,36.00628931,1360.940861,178.3497156,536.1367909,34.11949686,1557.192631,559.6358986
D04,Phf20.3,65.44554455,44.45544554,1415.259239,258.8724875,442.1837326,51.38613861,1652.004853,645.0799153
D05,Phc1.1,68.4375,46.04166667,1619.656832,268.3521956,250.1136466,40.3125,1579.15223,655.726858
D06,Pcmt1.2,56.25,31.25,517.8092076,54.24991962,506.1951405,46.875,1250.695517,419.8810865
D07,Ppargc1a.3,64.53651685,37.64044944,1452.468021,215.6639506,581.6262838,41.22191011,1359.126605,466.0820264
D08,Phf8.2,56.37671681,35.84041857,1040.463164,199.6556594,368.6678971,33.94375409,1453.210883,402.6756485
D09,Phf1.2,54.07066052,32.41167435,862.5361421,166.2233181,377.3911938,35.17665131,1194.859696,388.2632298
D10,Pcgf2.3,57.20680394,34.10922113,981.0259109,176.9291269,634.1451996,33.48254252,1372.574995,382.6379712
D11,Prdm1.2,56.18148599,23.72107186,1017.029168,90.36549194,511.3486744,37.51522533,1414.982829,357.3886237
E02,Phf19.2,71.33479212,35.88621444,1784.505107,170.865226,268.6365042,41.06491612,1618.048104,465.8728346
E03,Phf2.2,65.41019956,39.24611973,1236.975183,177.8747965,336.5985415,45.89800443,1523.840777,610.9779929
E04,Pcgf2.4,68.23802164,41.57650696,1323.103207,225.2754804,252.0792489,45.98145286,1588.935668,545.467124
E05,Phip.3,58.16831683,28.54785479,1021.363338,119.8716818,245.4878238,44.55445545,1299.995538,467.6536243
E06,Phf20l1.3,64.97270055,31.87736245,1191.569869,168.8254659,327.7145975,42.1251575,1371.393942,593.7467089
E07,Phc1.2,59.14943426,37.10495513,1099.572247,180.6227075,547.4824454,42.13811939,1464.740527,581.3986763
E08,Pcgf5.3,59.40017905,27.79767234,987.0378211,121.5672613,268.3345506,42.30080573,1448.945384,433.175937
E09,Polr2b.3,59.00587921,32.12185997,1115.337824,150.1388788,420.6124113,38.48209514,1368.26927,388.8021255
E10,Phf8.3,56.92307692,32.85714286,1019.48609,141.9498082,444.5303356,31.64835165,1374.083878,406.1062347
E11,Phf1.3,60.07751938,31.15310078,992.0233495,119.4063994,333.2708629,35.65891473,1228.696492,410.3452968
F02,Pcgf6.3,60.45272969,22.01509099,917.8184175,84.54516966,353.8367076,42.47669774,1456.513824,544.8628951
F03,Prdm1.3,64.34874691,33.4980586,1108.941565,129.8961258,566.2072205,46.41722556,1753.331568,525.9015687
F04,Phf20l1.4,67.64478764,30.42471042,1528.469052,153.0133424,456.0898348,43.24324324,1828.995801,596.0774896
F05,Phc1.3,64.68699839,28.73194222,1264.385477,104.0627796,586.7769227,39.48635634,1648.049778,524.6709369
F06,Pcmt1.3,62.8063431,26.86208554,1320.370778,122.2141645,547.6466969,32.82075925,1582.728653,528.6115563
F07,Phip.4,55.97897503,24.7043364,821.006565,107.5425729,859.5206359,38.239159,1687.634921,493.9030647
F08,Phf2.3,56.33373934,28.01461632,879.6893029,111.0552072,684.7216078,32.52131547,1452.781146,380.8799102
F09,Phf19.3,55.97043952,25.12640996,896.3982823,95.04096221,372.9338728,33.17775185,1173.598885,352.7532827
F10,Pcmt1.4,53.64450128,30.17902813,833.7272968,142.8859887,557.7343306,30.65856777,1316.838677,418.65976
F11,Polr2b.4,44.58015267,26.71755725,597.6342626,124.8126449,422.896256,36.18320611,1150.851168,339.3189823
G02,Phf8.4,46.15384615,7.692307692,631.3469417,50.27010608,534.3311979,38.46153846,1261.887072,489.7967738
G03,Phf19.4,67.20977597,31.56822811,1573.905692,123.1738523,527.873667,43.78818737,1772.749708,514.0982975
G04,Pcgf5.4,60.32338308,24.50248756,1006.86503,102.2994563,788.6408455,49.93781095,2703.19377,464.8181896
G05,Prdm1.4,62.28482003,21.43974961,1089.218239,72.91066713,556.2266266,45.22691706,1937.334579,456.1053034
G06,Ppargc1a.4,64.97461929,34.01015228,1183.77136,132.9475454,516.1131016,37.05583756,1502.893262,515.3381009
G07,Phc1.4,59.56542277,27.91686349,1055.035253,122.217317,393.1690809,37.08077468,1363.914696,444.1378177
G08,Pcgf6.4,62.29385307,24.96251874,1123.276287,97.29771476,433.3135318,38.23088456,1304.965578,431.8236111
G09,Phf20.4,49.30379747,21.83544304,610.7385331,89.35841045,600.9081065,40.15822785,1263.39236,332.2536059
G10,Phf1.4,53.72907154,27.90461695,790.8785495,123.8449446,673.4404515,38.30542872,1283.888822,379.7545013
G11,Phf2.4,58.38335334,29.73189276,1086.393424,131.2557471,439.4853947,34.21368547,1329.251474,364.882868
