Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Pcgf2.1,80,40,2949.41198,407.6254931,455.3998392,80,1742.296314,272.5101436
B03,Phf20.1,72.52851711,37.92775665,1981.545335,217.636626,677.7427296,37.07224335,1322.933136,572.7939643
B04,Phf20l1.1,74.06483791,50,1983.945094,381.2486258,339.0330119,41.20947631,1830.105189,689.3799099
B05,Phf2.1,69.94301994,38.88888889,1979.298722,172.4162748,348.0657784,36.89458689,1413.107305,424.4641141
B06,Pcgf6.1,68.9258312,41.30434783,1803.138819,230.8594922,346.6269391,31.32992327,1423.777787,464.9996546
B07,Prdm1.1,65.85879874,29.29399368,1193.29666,109.0986627,451.6703291,36.98630137,1564.504639,545.7331123
B08,Phip.1,67.93154762,48.36309524,1845.195329,337.5487516,351.8943389,36.45833333,1623.350309,514.1267888
B09,Phf1.1,67.0212766,37.33075435,1555.621091,228.4785001,420.0577514,41.19922631,1533.971799,564.0167232
B10,Pcgf5.1,71.30905512,40.99409449,1766.186628,219.1052225,304.3012657,42.17519685,1856.507256,579.0918497
B11,Polr2b.1,61.68009206,31.53049482,1042.813899,123.6850353,392.0498408,30.72497123,1272.65246,385.1780101
C02,Phip.2,68.4073107,37.59791123,1409.340212,198.5624775,217.4144341,42.81984334,1503.370734,683.4271218
C03,Pcmt1.1,67.46987952,33.92517438,1585.830799,147.7158975,345.9912788,49.77805961,1619.611915,635.2124886
C04,Pcgf2.2,69.7292863,39.86874487,1707.922146,224.804411,391.4090095,44.38063987,1746.576754,791.5554204
C05,Polr2b.2,56.99373695,37.5782881,1096.317602,174.7226573,377.9550134,38.8308977,1348.96929,487.9992426
C06,Phf8.1,70.657277,41.62754304,1870.753636,231.9327762,422.3078133,34.97652582,1706.341045,670.1193959
C07,Phf20l1.2,60.49469965,31.51943463,1009.68408,119.2512356,559.6214814,37.87985866,1577.951694,392.5775347
C08,Pcgf6.2,59.9726776,26.18397086,1054.811413,123.3994245,506.547226,24.86338798,1571.843282,437.3949861
C09,Ppargc1a.1,63.27272727,34.3030303,1408.004203,155.4706316,631.8570668,34.18181818,1188.426727,407.720105
C10,Phf20.2,56.10417797,30.00542594,891.9318232,137.3964311,621.6948253,27.29245795,774.2020881,294.7359262
C11,Phf19.1,57.25490196,34.11764706,1051.32719,167.1833246,548.5661637,28.49673203,1396.500041,357.6364413
D02,Pcgf5.2,69.15422886,37.41293532,1597.662376,196.921226,216.913115,43.38308458,1877.870638,574.5131198
