,,Experiment: 10 U panel 1,Analysis: Analysis 2,User: Admin,Plate: 13,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/21/2015,Export Time: 10:14:35 AM,,,,,,,,,,,,,,,,,,,,,,,,
B11,Prkaa1.1,B11,Sample,99.669967,81.31416838,77.85069729,63.23432343,45.58521561,41.42739951,13863.97695,3505.232036,2602.145558,619.097096,282.2828942,226.8790748,189.8725984,714.584487,442.8865216,24.55445545,34.49691992,32.32157506,2434.04651,2128.573823,1658.960854,1434.772133,652.5802114,377.8908581,17927,11590,1515,974,1219,9364
C02,Prdm9.2,C02,Sample,99.07407407,68.77348821,65.68471338,64.68253968,42.53501879,27.5477707,13012.99599,1771.844115,1460.186162,629.0210651,265.2368815,100.5349117,114.5091612,427.3593988,425.4463982,33.89550265,38.46942262,38.93312102,2339.908061,1886.194151,1601.374766,1184.574544,406.3048948,248.1797074,21901,14860,3024,2927,1256,11280
C03,Prdm13.1,C03,Sample,98.97373981,71.80692012,68.13819578,60.06640507,36.43741991,28.59884837,12204.37238,2046.683365,1722.991134,498.9755095,180.6577331,130.0319214,195.698063,584.3416842,397.5882059,30.42559614,40.49551474,44.3378119,2265.610978,2012.262227,1461.194373,1349.880804,510.3649257,295.08022,21273,14860,3313,2341,1042,11532
C04,Prdm10.2,C04,Sample,98.24507389,64.89778164,67.88321168,56.40394089,40.7568508,24.96350365,10416.16444,1459.880507,1794.157611,437.469191,231.1367234,118.9113169,156.4236903,621.7708086,443.7706307,31.46551724,41.10482819,38.24817518,2076.961542,1954.69332,1359.160636,1250.427128,493.1463762,235.0983727,18441,12804,3248,2299,685,9550
C05,Prkaa1.2,C05,Sample,99.04686259,70.73863636,64.57627119,61.13317448,37.53551136,35.42372881,11894.87159,2096.251342,1412.19048,508.9934386,178.8911925,162.228209,107.5764931,485.0565922,339.7738573,23.3783426,35.97301136,28.13559322,2397.184993,2145.694473,1481.36363,1331.127197,421.3889346,289.9325762,23967,16725,3777,2816,1180,12979
C06,Prdm8.1,C06,Sample,98.52107469,72.9303042,68.46846847,50.18486566,32.34501348,28.44272844,10476.01898,2190.182848,1572.00124,306.6743771,140.3213216,118.1545974,267.5309353,720.8079068,353.8940842,27.90239093,39.04505198,38.86743887,2118.609992,1999.218267,1411.224678,1463.867791,570.0186565,281.1332531,22270,15310,4057,2597,777,11637
C07,Prdm6.2,C07,Sample,98.68287741,65.87810746,67.42160279,54.33975008,31.4755413,30.13937282,10684.43529,1688.976139,1578.339972,353.1834279,142.8633511,116.4627397,234.308186,861.5961499,485.2040993,28.4025667,36.24699278,33.68176539,2185.679745,2000.570395,1600.479302,1194.736633,355.2150413,252.587354,23528,16488,2961,2494,1722,12404
C08,Prdm12.2,C08,Sample,99.11578947,71.05555556,69.37799043,61.01052632,36.16666667,29.87012987,11655.99258,1940.325603,1567.678088,507.2731037,172.2361989,113.2423071,261.7678266,996.7729448,533.4498459,25.89473684,37.16666667,39.23444976,2614.9367,2225.076217,1730.946118,1433.141949,538.71467,324.5455979,21099,13942,2375,1800,1463,10869
C09,Prkaa2.1,C09,Sample,99.4056043,71.87376726,64.26799007,59.04330597,39.09270217,26.88172043,14163.17617,2287.933777,1385.21348,475.3671608,197.5040888,101.1263483,148.6084567,505.0256241,443.6014806,30.1726578,38.89546351,38.13068652,1944.170724,1596.408954,1576.966794,1429.045253,379.8179038,244.4719131,23536,16080,3533,2535,1209,12300
C10,Prdm5.2,C10,Sample,98.62903226,72.09677419,69.78066613,53.02419355,33.70967742,24.53290008,9585.886461,2010.598388,1665.990392,342.8490494,138.8377288,88.44819805,238.4682,670.898322,562.7182811,28.18548387,37.3655914,35.98700244,2105.091454,1903.105628,1506.728703,1399.483141,471.6070362,304.4444573,20080,13275,2480,1860,1231,10211
C11,Prdm2.1,C11,Sample,99.36748893,77.13080169,70.9352518,48.26059456,31.47679325,26.04316547,12452.3496,2756.107949,1843.569886,235.8452647,119.5249969,94.89463186,346.9228925,921.0487242,625.061669,21.0626186,32.48945148,37.31414868,2261.068917,2309.216193,1699.859394,1271.171805,534.5487644,367.4139313,24055,16675,1581,1185,2085,13210
D02,Prdm11.2,D02,Sample,99.41596366,79.70479705,71.1211778,61.90785204,43.32103321,37.54246886,12810.36233,3171.278522,1900.27144,603.1515794,269.1610326,191.8605162,149.4284012,261.4534334,331.038274,31.34328358,42.43542435,43.88448471,2184.119637,1853.814281,1592.314283,1179.015434,436.4444692,323.3939988,21419,14933,1541,1355,1766,11189
D03,Prkaa2.2,D03,Sample,98.71866295,71.57016171,68.98876404,58.44011142,40.58424622,35.84269663,12584.00174,2155.040599,1723.310483,439.4838794,223.5788835,174.6059302,189.9421717,582.8279308,370.6501569,34.98607242,44.80959833,45.39325843,2371.322361,1997.041341,1723.562748,1596.862092,502.3204402,379.7299506,23307,15483,1795,1917,1780,12055
D04,Prdm5.3,D04,Sample,98.26732673,73.1629393,72.52191504,62.87128713,41.21405751,38.50303439,12366.69345,2341.920236,2044.643539,515.5817547,214.7136195,194.6323123,280.4344335,760.8459145,439.810992,42.82178218,53.03514377,47.87592717,2648.82851,2012.172015,1880.817951,1317.394749,532.8678916,404.1886094,23548,16093,404,626,2966,12331
D05,Prdm14.1,D05,Sample,98.87804878,71.63865546,70.23319616,58,41.64915966,36.76268861,11178.79792,2085.284842,1832.494423,487.2317048,253.6561373,186.5532999,206.6454834,629.0739621,361.0712326,40.97560976,49.31722689,47.80521262,2257.454672,2023.4988,1785.071082,1411.677583,580.6828368,313.411539,22284,14708,2050,1904,1458,11264
D06,Prdm13.2,D06,Sample,98.51485149,75.85812357,71.76416398,50.12376238,40.16018307,41.91616766,10628.19918,2706.031572,2102.379914,218.362177,179.1399829,224.0592758,128.1214405,510.873074,337.5636076,25.74257426,42.67734554,46.29203132,2582.794895,2596.592389,1874.28385,1980.24254,746.6448031,368.0757676,22807,15628,808,874,2171,12207
D07,Prkaa2.3,D07,Sample,99.02765117,73.10469314,72.77379734,61.4099058,38.73646209,35.61924258,11978.02337,2298.579504,2048.051573,540.2483107,212.0888941,177.9359066,179.6910585,689.390658,335.0139707,36.15922212,45.59566787,45.1381781,2446.886902,2019.667438,1898.96417,1501.512253,569.4631384,390.6258398,22657,15000,3291,2770,977,11864
D08,Prdm8.2,D08,Sample,98.07692308,75.98152425,70.95391211,53.16742081,40.53117783,35.63772776,11185.42521,2550.114653,1933.213363,362.9940159,218.9219692,178.6200036,323.5907788,675.5881983,453.0968937,28.39366516,39.72286374,41.42550911,2556.621152,2154.453208,1822.705702,1524.417018,603.7649596,419.3563655,20083,13384,884,866,1866,10461
D09,Prdm15.2,D09,Sample,99.66024915,77.60786455,73.22074789,71.57417894,44.34735117,33.71531966,16367.94222,3101.625842,2517.38595,899.3713199,281.2845644,166.7286691,61.33426203,322.3694745,361.0551265,33.06908267,43.30966685,41.97828709,2662.418037,2233.267559,1884.392647,1474.060437,627.096426,424.3973023,21313,14240,1766,1831,1658,11186
D10,Prdm10.3,D10,Sample,98.60442733,76.24200689,69.47976879,73.43599615,54.648303,35.0867052,10399.70974,2679.568812,1953.114908,1028.415762,500.404749,178.2399097,125.9351026,371.8940624,376.3790762,33.73435996,41.41662568,40.52023121,2162.818294,1780.855111,1680.497643,1123.432586,418.0114684,304.1705471,24415,16198,2078,2033,1730,12528
D11,Prkcd.2,D11,Sample,99.46107784,79.53216374,75.95338983,56.10778443,36.5497076,38.93008475,11985.83694,3247.009328,2415.924864,415.6242348,186.8599259,181.2629135,184.8896575,472.4051526,404.5642228,40.71856287,44.34697856,43.6970339,2412.616061,2059.639225,1815.131233,1358.711832,571.1546813,410.9871274,22738,14999,1670,2052,1888,11644
E02,Prdm2.2,E02,Sample,99.67585089,68.89495225,66.25716626,50.89141005,31.92360164,28.41932842,12889.59291,1832.925044,1583.995072,298.1664469,139.2617793,113.9052901,85.12158817,452.8020935,362.9505612,39.6002161,47.74897681,44.71744472,1849.12368,1868.581805,1531.635657,1442.326063,326.5738327,291.5158815,17151,11990,1851,1466,1221,8958
E03,Prdm4.2,E03,Sample,98.97959184,70.68771139,63.68943374,60.82519965,31.83013905,26.32807939,12732.93154,1859.478074,1397.06307,542.2577722,138.5994651,113.0301389,130.3760463,590.4061125,443.5752204,34.69387755,44.98308906,42.6152948,2407.397396,1846.102371,1709.458501,1345.770565,416.8335654,276.5425544,23103,15621,2254,2661,1713,11586
E04,Prdm10.4,E04,Sample,98.80181347,71.31398014,62.44755245,61.65803109,38.04430863,25.45454545,12573.47834,2031.436905,1253.130723,538.8079811,182.0148642,104.8822274,148.2324624,537.10906,526.9675451,28.9507772,42.74255157,40.76923077,2307.541375,1846.669778,1613.488535,1611.297863,438.9860059,270.6520238,23485,15773,3088,2618,1430,12059
E05,Prdm9.3,E05,Sample,97.90922998,65.07246377,64.41073512,62.16216216,34.68599034,27.12952159,10544.37109,1181.901615,1328.028881,540.2165733,142.3225785,112.2219566,122.8893154,784.8650765,533.3502153,36.4099949,44.44444444,42.29871645,2297.828906,1976.011348,1591.541112,1311.809097,470.7194203,292.4674637,22189,14813,1961,2070,1714,10984
E06,Prdm6.3,E06,Sample,98.86449659,71.06176266,68.18936877,62.83118849,36.29424011,27.07641196,12639.83883,1892.266206,1572.681813,588.20645,146.0381729,105.510767,178.7072819,742.9971262,554.5148409,25.58667676,41.2907703,42.31727575,2674.151897,2431.539477,1783.829793,1293.180922,508.2652007,322.8990836,24325,16385,1321,1441,2408,12583
E07,Prdm14.2,E07,Sample,98.52084267,65.6206089,63.18681319,57.50784402,33.20843091,35.58748943,10587.60899,1391.146937,1249.02717,540.9607803,146.6009775,178.8917275,304.5647083,1161.159281,545.7026556,16.22590766,28.52459016,29.33220626,3214.226708,2779.019875,1709.270968,1065.530218,475.4783148,341.5999049,24971,16884,2231,2135,2366,12543
E08,Prdm11.3,E08,Sample,98.53390348,71.58203125,65.41459957,57.51374465,32.74739583,27.99433026,11391.46787,1787.385395,1441.16627,444.4396792,139.7377337,102.9533628,145.2164334,765.4051579,534.1749352,28.43616371,40.10416667,42.87739192,2369.429025,2180.186596,1653.430343,1424.48704,516.693264,328.7652525,25285,16592,3274,3072,1411,12528
E09,Prkaa1.3,E09,Sample,98.94366197,67.73318872,69.17844061,62.37424547,37.5813449,29.19937206,12098.71049,1650.002471,1655.823807,613.7947998,205.5166448,137.3839972,169.7675192,650.0928561,583.3144073,19.96981891,29.28416486,33.54264783,2390.609292,1935.970988,1768.089214,1443.2089,537.3156973,341.5690678,22964,15376,1988,1844,1911,11661
E10,Prdm8.3,E10,Sample,99.14400806,76.82468021,69.6969697,55.94159114,41.91121144,23.95382395,13713.52587,2658.831887,1613.422939,379.8694577,196.3911038,86.13500516,126.8971349,572.1737011,592.8337903,28.80161128,43.79232506,40.18759019,2689.785348,2346.95053,1774.767879,1470.670973,543.5968201,307.6408359,18653,12141,1986,1329,1386,9375
E11,Prdm15.3,E11,Sample,99.27817879,73.19644839,67.87878788,64.63076069,37.06992231,33.28282828,12764.32438,2126.00305,1591.568008,600.173286,172.2911245,128.0862652,170.4177724,736.1012897,428.2392786,24.98611882,40.62153163,38.38383838,2691.097177,2355.395405,1752.233536,1208.776139,628.0491206,370.9675741,22037,14238,1801,1802,1980,10662
F02,Prdm12.3,F02,Sample,99.23413567,74.19678715,69.58667489,60.77680525,39.75903614,34.42319556,13606.3013,2274.000295,1742.591111,483.9125497,196.1461905,168.2489675,106.5221415,349.9156429,294.3918921,41.13785558,45.73293173,49.29056138,2379.808072,1669.179791,1626.850028,1301.40693,374.2303418,315.8830959,20081,13625,1828,1992,1621,10578
F03,Prkcd.3,F03,Sample,99.17592947,82.65407555,72.25433526,52.47221158,35.01491054,32.51445087,11671.48951,3830.157654,1930.84467,336.561317,162.093881,162.3376666,120.8165655,374.6733418,194.4112884,40.57110004,47.93737575,45.37572254,2297.292341,2168.570324,1578.185664,1288.197539,566.1559243,278.4149126,26803,18040,5218,4024,692,14058
F04,Prdm6.4,F04,Sample,99.06986805,73.49848095,71.80656934,64.2439974,41.29469502,36.49635036,13002.61206,2437.038005,2194.9616,607.9385046,229.5362556,201.4077165,169.8723529,550.2039102,295.9245125,42.89422453,51.43725169,45.4379562,2309.568961,2046.959183,1789.309877,1406.147247,468.997331,346.2924893,30061,20327,4623,4279,1096,15927
F05,Prdm14.3,F05,Sample,98.4257358,69.05149051,70.72748268,59.68514716,37.07317073,35.45034642,12805.35211,1849.475314,1855.669217,488.0159928,194.0926805,181.7766807,144.9421857,763.6581486,353.5028543,43.1211499,51.38211382,48.0369515,2451.399036,2354.363359,1732.622482,1396.117932,504.8494065,368.9483251,20931,13880,1461,1845,1732,10417
F06,Prdm13.3,F06,Sample,96.875,67.74193548,72.50157134,59.375,35.48387097,35.22941546,9732.44492,572.504064,2033.062565,675.4349509,98.46908084,155.9059859,118.3031012,951.4618472,488.6269564,40.625,70.96774194,48.55436832,2027.791108,2632.638575,1906.177682,872.9089315,263.8704114,365.4189668,23532,15211,32,31,3182,11904
F07,Prdm9.4,F07,Sample,95.87044534,64.44855206,69.55941255,65.93792173,36.78373383,29.90654206,8790.929784,1397.502491,2142.597195,672.6406128,180.8901271,112.3972417,214.6392108,758.6384162,484.0414326,40.72874494,50.86260012,48.46461949,2467.775756,2105.26568,1810.487492,1441.106183,460.1810593,351.2810631,23116,15255,3705,3246,749,11077
F08,Prdm4.3,F08,Sample,98.91046897,80.23302531,71.73100872,59.78209379,38.32864604,30.94645081,9759.918565,3173.7397,2106.453604,475.1279366,187.0260796,138.2685857,221.0501326,560.4704608,418.897695,38.65466604,48.69425472,45.45454545,2656.461593,2239.948799,1761.254269,1444.558971,692.316158,374.2879923,22959,15325,2111,2489,1606,11635
F09,Prdm2.3,F09,Sample,98.87263863,72.79555846,68.93542757,57.49542962,37.09993468,35.51483421,10705.2904,2050.870008,1914.14632,429.2816525,175.3600001,163.4076736,214.8460041,674.0034794,286.1804661,30.83485679,41.24755062,37.2600349,2553.323776,1998.976228,1675.449243,1371.166302,519.3476068,298.0414815,24013,15755,3282,3062,1146,11922
F10,Prdm13.4,F10,Sample,99.04076739,68.23863636,66.28211851,68.63309353,40.39772727,30.25694809,15701.89729,1776.891164,1643.783804,817.9860423,204.8054591,122.3817302,88.0706844,393.8121613,383.9352304,33.9088729,44.48863636,43.20922916,2320.322345,1807.039369,1753.79248,1635.903001,441.3956831,323.1474231,24322,16636,2085,1760,1907,12289
F11,Prkaa1.4,F11,Sample,99.06396256,74.25124792,71.79624665,63.5725429,42.47088186,27.93565684,12521.19246,2428.946603,1826.668986,674.758601,230.523774,109.9932146,95.26917766,247.5368707,483.7712586,39.27457098,48.16971714,46.54155496,2167.580713,1754.491968,1692.892479,1271.980845,560.5993038,365.2765936,25054,16780,2564,2404,1865,12305
G02,Prdm8.4,G02,Sample,98.95833333,75.0499002,67.91401274,55.72916667,38.52295409,33.24044586,13177.48011,2071.146551,1522.278757,343.9022453,197.4367083,162.3121197,83.59282682,309.7179958,343.1789142,38.80208333,49.30139721,47.05414013,2092.057222,1679.871385,1628.044431,1417.228366,367.3218391,331.8673223,18386,12321,384,501,2512,9358
G03,Prdm2.4,G03,Sample,98.8173456,70.57182706,70.55288462,54.66491459,42.9567643,35.8974359,12077.3634,2199.558155,1883.936777,387.8685694,269.9175807,171.2806504,279.8798377,937.5172582,434.5291462,40.34165572,48.67503487,49.59935897,2487.116788,2152.898601,1802.365234,1123.506374,522.0966344,398.9427704,21718,14392,761,717,2496,11114
G04,Prdm11.4,G04,Sample,98.55147439,73.1884058,70.79889807,56.1303673,41.0326087,35.53719008,11562.86085,2273.552437,1959.483092,365.4935905,221.6481424,174.4496441,231.2828936,722.842925,334.9190457,44.49042938,53.03442029,48.14049587,2280.029023,2060.566657,1598.481738,1670.198115,617.4213662,358.9139608,22046,14417,1933,2208,1452,10897
G05,Prkcd.4,G05,Sample,99.43084804,73.43829355,71.19170984,71.08708025,40.6805485,32.95336788,12019.17681,2253.312282,2023.132323,964.0110372,209.7118439,170.7151356,406.3769546,1198.273401,398.6478991,41.94649972,55.30726257,43.31606218,2851.885017,2630.300772,1555.362516,1490.948936,570.0886733,398.4964154,24298,16491,1757,1969,1930,12525
G06,Prkaa2.4,G06,Sample,99.25808161,73.70441459,72.90862291,64.54689984,43.80998081,39.06048906,12503.97771,2328.40231,2029.480595,649.4854852,284.1539379,213.1770493,140.1983671,597.5954826,285.155634,45.89295178,51.19961612,50.70785071,2431.009652,2374.098549,1737.480331,1352.504383,521.8165682,390.6347798,21904,14649,1887,2084,1554,11034
G07,Prdm14.4,G07,Sample,99.50900164,90.12016021,73.4870317,55.15548282,42.18958611,39.62536023,13416.66004,6453.208519,2222.747213,387.2862945,217.3213858,209.1417736,185.2308415,313.441455,392.29072,37.15220949,43.2576769,45.02881844,2419.178174,2270.266192,1788.347834,1612.511584,706.8941077,426.5738795,21528,14038,1833,2247,1388,11179
G08,Prdm12.4,G08,Sample,98.7836871,70.08997828,67.30538922,64.63152874,46.07508532,28.74251497,10129.3368,1825.740302,1653.455631,680.0867083,334.7221128,129.4048516,84.75270475,160.2686478,488.7635272,38.23038397,42.32081911,41.19760479,2038.183048,1704.162953,1783.888317,1313.597955,433.8196083,325.7246769,27286,18522,4193,3223,1670,13800
G09,Prdm5.4,G09,Sample,99.0234375,81.70103093,76.20967742,69.140625,58.45360825,33.16532258,10505.80741,3455.900771,2189.282249,886.632408,550.0514706,155.0559888,127.6478198,347.653137,399.8608017,41.50390625,51.03092784,46.6733871,2297.294421,2189.720529,1729.995813,1757.835676,738.2777069,409.1353591,19160,12541,2048,1940,992,9582
G10,Prdm15.4,G10,Sample,98.50948509,76.62337662,74.70052707,66.80216802,43.2034632,35.93675132,13078.77128,2884.073025,2230.695805,783.0231374,232.5018661,185.3552823,212.4016771,500.5472105,445.4430637,43.76693767,51.42857143,47.3406804,2564.980657,2045.649931,1654.915557,1441.099222,675.6087169,445.8963153,19926,12666,738,1155,2087,9346
G11,Prdm4.4,G11,Sample,99.04580153,81.53390388,75.89616811,58.07888041,40.05924951,34.23980222,12319.64788,3402.483904,2075.604093,471.0928355,215.4602555,170.5401157,211.5041869,604.4750073,406.1267997,35.46437659,37.68926926,34.7342398,2436.620111,2056.722262,1656.563648,1481.409535,594.6810203,418.5464624,20416,13118,3144,3038,809,9885
