Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Mll1.1,69.20270974,32.88170922,1767.973485,140.4489967,681.0578674,36.73788431,1975.426163,462.8680232
B03,Mta3.1,65.27001862,37.15083799,1273.628902,198.8201532,417.9862789,49.11545624,1583.996245,397.1047302
B04,Mtf2.1,65.67411084,29.61124897,1191.825051,153.6767849,472.3658083,28.08105873,1924.118642,397.7673341
B05,Mta2.1,71.93426043,41.9721871,2047.089286,292.5129293,474.8075888,32.68015171,1974.810922,369.5536554
B06,Mll3.1,50,29.41176471,502.0966146,203.4206945,614.0121332,50,2212.952401,277.6972851
B07,Nap1l1.1,70.06026007,38.62987631,1697.535477,215.8512004,422.4204588,32.82588011,1285.550733,506.0281717
B08,Myst2.1,62.84046693,32.29571984,1078.884122,177.9053476,483.3851007,36.77042802,1418.433105,334.5835531
B09,Msl3.1,76.09108159,43.39025933,2246.975402,291.0012694,620.8679719,47.37507906,1991.613396,611.4888998
B10,Mll2.1,49.72513743,39.23038481,556.9216702,187.4258192,941.1508216,41.97901049,2492.243909,509.6117415
B11,Myst3.1,67.54617414,54.51187335,1435.518309,463.7571676,258.0144549,36.5171504,1779.402214,429.4370053
C02,Myst2.2,63.01369863,47.48858447,1213.680016,326.1699489,759.4496405,48.01043705,1859.541757,374.5899267
C03,Mll5.1,73.43220339,39.44915254,2214.82779,218.9861862,227.3295288,39.19491525,1838.777967,435.3747822
C04,Mll1.2,69.76341604,38.4304674,1513.225396,207.5226249,716.9371006,37.79572995,1949.994168,363.8503882
C05,Myst3.2,63.29463792,31.89607518,1228.358701,138.534772,780.5731068,34.05196241,1811.310133,289.8130358
C06,Myst1.1,70.04655975,37.60993275,1940.368824,201.7912781,211.5119147,38.12726332,1557.079609,332.5734323
C07,Mtf2.2,63.83886256,24.21800948,1203.769152,100.5180321,378.6050548,25.87677725,2196.820465,358.1140435
C08,Mll3.2,79.72881356,40.6779661,2820.285545,211.4585457,334.9751232,42.71186441,1574.779209,757.30193
C09,Myst4.1,69.75308642,30.24691358,1424.981332,98.28893405,300.8952744,39.81481481,1520.27661,484.1646182
C10,Mta3.2,70.11007621,33.86960203,1656.659441,145.5114234,569.8655269,37.59525826,1634.414025,489.6605256
C11,Mta1.1,28.81906826,39.95124594,170.3833053,225.4017185,2254.473876,44.28494041,2545.741573,392.3276993
D02,Mll2.2,45.83333333,47.91666667,275.0245644,369.8677034,1250.649368,62.5,2576.194144,521.8145822
D03,Myst4.2,73.37909992,48.81769641,2260.258346,402.6353109,519.5204409,53.62318841,2078.508312,590.3108053
D04,Mta3.3,85.71428571,50,2827.368128,514.6252794,133.3691749,75,2090.288084,617.349522
D05,Morf4l1.1,73.43684431,39.99160722,2318.605238,234.8015884,342.1560421,45.27906001,1670.848112,467.7395689
D06,Mll5.2,71.04018913,42.37588652,1922.661047,286.3858011,307.002278,47.16312057,1607.452791,540.2032883
D07,Myst4.3,71.24183007,47.23707665,1800.822665,344.0148203,525.2262065,45.15745692,1906.484057,556.4897507
D08,Myst1.2,70.93443469,41.45585958,1749.659464,241.4909767,445.0861121,45.63758389,1633.045069,607.6576375
D09,Msl3.2,70.05882353,30.11764706,1510.77047,155.2317109,1145.748488,39.70588235,2410.66049,653.4067998
D10,Mll1.3,63.97163121,35.81560284,1269.983414,178.6679195,917.2877646,33.61702128,2376.726848,609.4505694
D11,Nap1l1.2,54.29769392,36.05870021,646.1190434,231.0216245,433.2278191,37.63102725,1616.439876,389.8251864
E02,Mta1.2,68.01444043,43.64620939,1533.949864,292.4800932,529.6643071,38.05054152,1553.146298,459.8302236
E03,Mta2.2,66.80223691,30.70665989,1471.718033,142.6236819,462.9348003,49.51703101,1758.594551,463.9400922
E04,Mll1.4,72.494013,47.1775573,1946.660371,359.8931077,332.6987003,47.79336298,1802.608509,513.8846333
E05,Myst2.3,75.50578035,46.0982659,2716.561502,332.2662691,195.4190989,47.10982659,1618.581688,422.7165808
E06,Mtf2.3,78.47503374,52.59784076,2952.699504,432.3175773,184.6690413,46.7611336,1638.564608,466.1177566
E07,Morf4l1.2,66.90105475,46.20793571,1760.155643,324.4018838,302.2099297,49.87443496,1718.708522,501.0456332
E08,Mll2.3,63.23278315,40.35287422,1274.450386,259.5850096,373.6401543,42.80022766,1490.13424,349.8710461
E09,Myst3.3,63.59832636,39.05160391,1123.233859,220.0994569,487.7287099,38.70292887,1654.921859,500.3043273
E10,Myst1.3,71.77419355,40.22177419,1968.785558,227.5300392,230.6192787,44.25403226,1338.389005,460.2487403
E11,Msl3.3,74.84018265,29.36073059,2351.640722,140.687693,166.9409154,34.93150685,1510.954742,422.1737459
F02,Mll3.3,66.27740705,29.81410867,1380.388876,137.4156045,566.7812861,34.43755958,1995.666178,349.8969402
F03,Nap1l1.3,74.94181536,32.77734678,2478.734644,169.6067089,368.7086125,46.31497285,1392.557635,475.2791477
F04,Mtf2.4,70.24561404,38.10526316,1716.820153,202.5466392,257.4116795,35.92982456,1460.535177,362.7456059
F05,Morf4l1.3,66.66666667,30.55555556,1333.782207,84.21829141,247.3662162,52.77777778,1836.897633,324.9917166
F06,Mll5.3,66.90879742,52.74414851,1517.288613,457.9628618,554.7798254,54.64083939,1914.676044,538.0220198
F07,Myst2.4,67.05246914,32.09876543,1493.987952,144.725448,288.4748516,44.29012346,1478.14295,377.8465688
F08,Mta2.3,57.68025078,30.3030303,832.9072259,150.1574013,779.314198,44.61859979,1805.261902,467.3373106
F09,Mta1.3,65.12226512,28.05662806,1375.563665,105.2787894,558.8507109,40.15444015,1576.270895,447.4811771
F10,Mll5.4,72.3313687,36.64047151,1920.747325,194.4102606,392.6267582,40.5697446,1967.599749,429.7653315
F11,Myst3.4,59.90566038,32.31132075,1041.28737,134.0222392,365.2958724,47.58254717,1346.157867,407.3776484
G02,Myst1.4,61.89320388,38.10679612,1233.100405,204.289718,277.2302797,46.11650485,1344.279045,346.4534986
G03,Mta1.4,40.66797642,19.96070727,304.6628834,78.12361941,806.05073,48.48722986,1918.981475,331.0780579
G04,Mll2.4,68.88959796,31.46139119,1565.186129,146.4806122,362.3437908,49.07466496,1603.329376,598.748609
G05,Nap1l1.4,65.56377884,37.96255986,1272.283754,212.2339633,451.4892079,48.41097083,1437.354967,392.725098
G06,Myst4.4,66.87898089,27.7866242,1345.350231,115.512191,283.0691671,49.16401274,1391.900796,404.085789
G07,Morf4l1.4,63.21393998,24.97579864,1091.116654,146.9943537,332.0724419,35.91481123,1489.057916,385.6782027
G08,Mll3.4,58.41654779,20.39942939,1042.191751,70.36429935,195.9195279,28.60199715,1261.582675,254.6481716
G09,Mta3.4,65.29899607,32.08206024,1356.428598,157.5351828,260.1739992,48.23221301,1390.770373,396.4323049
G10,Msl3.4,66.82080925,34.33526012,1228.429991,144.975572,478.9852592,44.33526012,1399.104042,444.0516647
G11,Mta2.4,61.28170895,39.78638184,994.6302303,233.6964073,337.3577448,44.49265688,1285.864242,399.4458479
