Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
F07,Parp1.4,66.31832797,39.87138264,1569.380812,270.3315593,386.5864611,37.86173633,1519.891661,497.1567478
F08,Orc1.3,71.22362869,40.67510549,2094.426386,258.3934992,360.8901139,36.54008439,2073.98382,511.619042
F09,Nsd1.3,64.06966086,32.53895509,1575.758809,180.4698507,534.9520196,41.15490376,1537.950884,464.0435293
F10,Ncoa3.4,66.25615764,33.86699507,1443.337389,169.9555817,376.3260025,37.56157635,1480.434052,444.1830584
F11,Paxip1.4,73.81404175,36.62239089,2191.449914,213.1825475,248.759509,40.13282732,1429.117116,544.6718939
G02,Padi6.4,70.86811352,43.57262104,1782.174733,304.0408887,284.5554328,43.65609349,1507.708931,523.0166368
G03,Nsd1.4,64.17445483,35.82554517,1867.589703,175.784669,459.1408369,38.62928349,1407.066922,413.1415919
G04,Nap1l3.4,78.69535045,52.39417071,2713.730659,432.1012128,336.0165167,48.50798057,1803.635296,719.7261984
G05,Pcgf1.4,69.88144825,53.54053188,1733.104277,513.814584,316.0224941,30.43896187,1429.870507,584.9529777
G06,Pbrm1.4,66.73631425,36.43961555,1580.598695,220.5929103,483.2804996,44.58838278,1299.173024,509.3538245
G07,Ncor1.4,60.47183438,41.93548387,1249.845323,310.9486538,625.4321376,22.14732788,1348.102105,391.6091699
G08,Ncoa1.4,69.32330827,43.0075188,1796.000166,265.5479938,329.5032285,42.78195489,1388.198677,458.8699141
G09,Padi1.4,67.4676525,35.30499076,1880.821326,201.9970986,410.6628755,38.81700555,1266.522204,402.3248439
G10,Ncor2.4,71.42857143,32.91925466,1651.889405,170.2933829,290.4617501,33.85093168,1162.795299,348.9611004
G11,Orc1.4,65.29318542,43.89857369,1406.285558,286.8730237,374.9591184,45.48335975,1231.315634,498.6926015
