Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
B02,Prdm10.1,75.39556962,46.67721519,2292.345521,288.3924729,1251.450844,49.05063291,2134.766188,555.3427044
B03,Prdm5.1,73.9973262,42.78074866,2321.085186,310.8094288,362.6353063,37.70053476,1939.155938,389.6283241
B04,Prdm6.1,77.51724138,42.20689655,2956.501776,254.8992533,573.3322208,41.72413793,1926.820236,554.4401045
B05,Prdm4.1,81.28238342,48.38082902,3423.327742,321.2017519,502.8317274,46.11398964,1916.542152,582.9089325
B06,Prdm12.1,76.17554859,48.27586207,2780.951268,331.2504731,511.3305881,44.30512017,2286.146378,607.774362
B07,Prkcd.1,82.7618165,41.24189064,3818.51778,193.3082955,372.6380875,45.3660797,2206.756642,594.6116154
B08,Prdm9.1,74.93811881,44.2450495,2545.561663,258.9616598,651.3405793,44.98762376,2404.937614,603.3343495
B09,Prdm15.1,81.34529148,46.7264574,4080.340856,290.9452099,326.3718938,37.75784753,2015.933723,486.506624
B10,Prdm11.1,87.5,62.5,2338.833191,818.360245,754.728787,50,2041.840108,614.0098497
B11,Prkaa1.1,81.31416838,45.58521561,3505.232036,282.2828942,714.584487,34.49691992,2128.573823,652.5802114
C02,Prdm9.2,68.77348821,42.53501879,1771.844115,265.2368815,427.3593988,38.46942262,1886.194151,406.3048948
C03,Prdm13.1,71.80692012,36.43741991,2046.683365,180.6577331,584.3416842,40.49551474,2012.262227,510.3649257
C04,Prdm10.2,64.89778164,40.7568508,1459.880507,231.1367234,621.7708086,41.10482819,1954.69332,493.1463762
C05,Prkaa1.2,70.73863636,37.53551136,2096.251342,178.8911925,485.0565922,35.97301136,2145.694473,421.3889346
C06,Prdm8.1,72.9303042,32.34501348,2190.182848,140.3213216,720.8079068,39.04505198,1999.218267,570.0186565
C07,Prdm6.2,65.87810746,31.4755413,1688.976139,142.8633511,861.5961499,36.24699278,2000.570395,355.2150413
C08,Prdm12.2,71.05555556,36.16666667,1940.325603,172.2361989,996.7729448,37.16666667,2225.076217,538.71467
C09,Prkaa2.1,71.87376726,39.09270217,2287.933777,197.5040888,505.0256241,38.89546351,1596.408954,379.8179038
C10,Prdm5.2,72.09677419,33.70967742,2010.598388,138.8377288,670.898322,37.3655914,1903.105628,471.6070362
C11,Prdm2.1,77.13080169,31.47679325,2756.107949,119.5249969,921.0487242,32.48945148,2309.216193,534.5487644
D02,Prdm11.2,79.70479705,43.32103321,3171.278522,269.1610326,261.4534334,42.43542435,1853.814281,436.4444692
D03,Prkaa2.2,71.57016171,40.58424622,2155.040599,223.5788835,582.8279308,44.80959833,1997.041341,502.3204402
D04,Prdm5.3,73.1629393,41.21405751,2341.920236,214.7136195,760.8459145,53.03514377,2012.172015,532.8678916
D05,Prdm14.1,71.63865546,41.64915966,2085.284842,253.6561373,629.0739621,49.31722689,2023.4988,580.6828368
D06,Prdm13.2,75.85812357,40.16018307,2706.031572,179.1399829,510.873074,42.67734554,2596.592389,746.6448031
D07,Prkaa2.3,73.10469314,38.73646209,2298.579504,212.0888941,689.390658,45.59566787,2019.667438,569.4631384
D08,Prdm8.2,75.98152425,40.53117783,2550.114653,218.9219692,675.5881983,39.72286374,2154.453208,603.7649596
D09,Prdm15.2,77.60786455,44.34735117,3101.625842,281.2845644,322.3694745,43.30966685,2233.267559,627.096426
D10,Prdm10.3,76.24200689,54.648303,2679.568812,500.404749,371.8940624,41.41662568,1780.855111,418.0114684
D11,Prkcd.2,79.53216374,36.5497076,3247.009328,186.8599259,472.4051526,44.34697856,2059.639225,571.1546813
E02,Prdm2.2,68.89495225,31.92360164,1832.925044,139.2617793,452.8020935,47.74897681,1868.581805,326.5738327
E03,Prdm4.2,70.68771139,31.83013905,1859.478074,138.5994651,590.4061125,44.98308906,1846.102371,416.8335654
E04,Prdm10.4,71.31398014,38.04430863,2031.436905,182.0148642,537.10906,42.74255157,1846.669778,438.9860059
E05,Prdm9.3,65.07246377,34.68599034,1181.901615,142.3225785,784.8650765,44.44444444,1976.011348,470.7194203
E06,Prdm6.3,71.06176266,36.29424011,1892.266206,146.0381729,742.9971262,41.2907703,2431.539477,508.2652007
E07,Prdm14.2,65.6206089,33.20843091,1391.146937,146.6009775,1161.159281,28.52459016,2779.019875,475.4783148
E08,Prdm11.3,71.58203125,32.74739583,1787.385395,139.7377337,765.4051579,40.10416667,2180.186596,516.693264
E09,Prkaa1.3,67.73318872,37.5813449,1650.002471,205.5166448,650.0928561,29.28416486,1935.970988,537.3156973
E10,Prdm8.3,76.82468021,41.91121144,2658.831887,196.3911038,572.1737011,43.79232506,2346.95053,543.5968201
E11,Prdm15.3,73.19644839,37.06992231,2126.00305,172.2911245,736.1012897,40.62153163,2355.395405,628.0491206
F02,Prdm12.3,74.19678715,39.75903614,2274.000295,196.1461905,349.9156429,45.73293173,1669.179791,374.2303418
F03,Prkcd.3,82.65407555,35.01491054,3830.157654,162.093881,374.6733418,47.93737575,2168.570324,566.1559243
F04,Prdm6.4,73.49848095,41.29469502,2437.038005,229.5362556,550.2039102,51.43725169,2046.959183,468.997331
