Well,shRNA,Amet+GFP+CXCR3+ as % of Amet+GFP+,Amet+GFP+CD103+ as % of Amet+GFP+,GeoMean PE-Cy7-A of Amet+GFP+_CXCR3_CD127,GeoMean APC-A of Amet+GFP+_CD103,GeoMean PerCP-Cy5-5-A of Amet+GFP+_CD25,Amet+GFP+CD62L+ as % of Amet+GFP+,GeoMean Alexa 700-A of Amet+GFP+_CD44,GeoMean PE-A of Amet+GFP+_CD127
F05,Prdm14.3,69.05149051,37.07317073,1849.475314,194.0926805,763.6581486,51.38211382,2354.363359,504.8494065
F06,Prdm13.3,67.74193548,35.48387097,572.504064,98.46908084,951.4618472,70.96774194,2632.638575,263.8704114
F07,Prdm9.4,64.44855206,36.78373383,1397.502491,180.8901271,758.6384162,50.86260012,2105.26568,460.1810593
F08,Prdm4.3,80.23302531,38.32864604,3173.7397,187.0260796,560.4704608,48.69425472,2239.948799,692.316158
F09,Prdm2.3,72.79555846,37.09993468,2050.870008,175.3600001,674.0034794,41.24755062,1998.976228,519.3476068
F10,Prdm13.4,68.23863636,40.39772727,1776.891164,204.8054591,393.8121613,44.48863636,1807.039369,441.3956831
F11,Prkaa1.4,74.25124792,42.47088186,2428.946603,230.523774,247.5368707,48.16971714,1754.491968,560.5993038
G02,Prdm8.4,75.0499002,38.52295409,2071.146551,197.4367083,309.7179958,49.30139721,1679.871385,367.3218391
G03,Prdm2.4,70.57182706,42.9567643,2199.558155,269.9175807,937.5172582,48.67503487,2152.898601,522.0966344
G04,Prdm11.4,73.1884058,41.0326087,2273.552437,221.6481424,722.842925,53.03442029,2060.566657,617.4213662
G05,Prkcd.4,73.43829355,40.6805485,2253.312282,209.7118439,1198.273401,55.30726257,2630.300772,570.0886733
G06,Prkaa2.4,73.70441459,43.80998081,2328.40231,284.1539379,597.5954826,51.19961612,2374.098549,521.8165682
G07,Prdm14.4,90.12016021,42.18958611,6453.208519,217.3213858,313.441455,43.2576769,2270.266192,706.8941077
G08,Prdm12.4,70.08997828,46.07508532,1825.740302,334.7221128,160.2686478,42.32081911,1704.162953,433.8196083
G09,Prdm5.4,81.70103093,58.45360825,3455.900771,550.0514706,347.653137,51.03092784,2189.720529,738.2777069
G10,Prdm15.4,76.62337662,43.2034632,2884.073025,232.5018661,500.5472105,51.42857143,2045.649931,675.6087169
G11,Prdm4.4,81.53390388,40.05924951,3402.483904,215.4602555,604.4750073,37.68926926,2056.722262,594.6810203
