gene_name,Q4minusQ1,Q3minusOther,InputMinusAvg
Actl6b,-3.267032647637392,-1.2311320917128572,0.6532605834613202
Aff1,-1.6220872944968527,0.591622461371989,1.381126798561086
Aff4,1.035968975508106,1.7900300673055833,-0.55144553060985
Arid1b,2.3188324318919293,0.9433660063828737,-0.5716094444702047
Arid2,0.5278514088328026,-1.8598579666587396,-0.6958101967442509
Ash1l,0.3596005061182496,1.0035800349206565,-2.4326948759148754
Ash2l,-0.8310423149460249,0.7959517252966493,-2.383092876754825
Asxl1,-0.31688229623029984,-1.6878222826656437,-1.0013387034053287
Asxl2,0.6669257020396765,0.5055522871895666,-0.7634529247205748
Asxl3,-1.1709718276694783,0.2183472194245248,-4.310111411251193
Atad2,-0.3367440451439526,1.6860062405631715,-2.379100869652826
Atad2b,0.8697257720927363,1.1460171065431919,-3.1557238280036044
Atm,-1.3880907586550062,-0.4716639582924572,-3.2066496616046822
Atr,-0.7572424973577785,-0.752496681255188,-0.2276852033706454
Atrx,-0.6656322564925721,-1.4968737456363426,-2.5482701985738845
Aurkb,-0.6656729920887072,0.9675520272873671,1.2185654948333577
Baz1a,-1.2491219087442245,-0.08766870763906347,-1.8443361219173218
Baz1b,-1.0364142094903124,-1.4608705670595394,-2.137188261082154
Baz2a,0.9390614033373686,1.22665218075545,-1.3598865183882196
Baz2b,-1.4692023665093878,-3.412875777816914,-4.242347678420528
Bcl6,1.5147164388452934,1.756375520431552,-3.8124935933326887
Bmi1,-0.8211571161850387,-0.8113445071152824,-0.8309233471346552
Bop1,-0.352706095147866,1.6883158965692526,-2.3051689123463284
Bptf,-1.309303841935276,-1.6736603113227657,-1.6623279391948864
Brd1,0.29403722662502885,0.34573139601673797,-1.617899040626439
Brd2,-4.306051646688156,1.0527568109128818,-0.2725024082009725
Brd3,0.8569150632695488,0.9694406741276662,-1.5014220746875024
Brd4,3.244003762324573,-0.7479348292321849,1.6492005697193404
Brd7,-0.730563643302646,-0.21283260699837758,1.7489727736515912
Brd8,-0.7779663090229403,-0.7869981621790548,-0.5190830293393078
Brd9,-0.7554935767177102,1.4146251391038547,-0.7668533662319629
Brdt,-1.5852401887230785,0.47799689102840137,-1.8817434684920815
Brpf1,-1.5159206512680259,0.9965463445438966,-1.2164481401311782
Brpf3,-0.4872828190839158,0.18943174699897136,-0.5543942616337646
Brwd1,1.1084049212039118,-1.4526634237073952,-1.1121169122049113
Brwd3,-1.5691901898655232,-2.280822425571484,-1.4431317358752203
Carm1,-2.5334749966281183,-1.464449236053228,-0.9455308638223927
Cbx1,-1.0102127239750736,-1.0664808595026163,-1.832853490735073
Cbx2,0.03736649546760326,-1.3746229545439568,-0.46564069610375847
Cbx3,-1.6640128288922762,-0.6385134566541771,0.5391200307202724
Cbx4,-2.4602668379003862,0.508831554181444,-1.11580525260974
Cbx5,0.9031716051583243,-1.5048190287927679,-0.8864383933111383
Cbx6,1.4386805671978669,-2.730275847377095,0.7974026969466214
Cbx7,-1.2024663200580206,-2.3635509898998586,-3.4620945358401474
Cbx8,-1.6277780856130974,-1.0075812413807124,-0.7753818076916561
Cd14,-1.3232671159487954,1.1438019873413718,0.4784177086872189
Cd4,-0.37736243941446096,-1.0247174907705079,0.8507476575927916
Cecr2,0.1311548544902743,3.184092421703915,-2.205341785822513
Chaf1a,-0.7822835208377579,-1.9456498767192287,0.5632124254476406
Chaf1b,1.3040480820869935,-1.0863295821223349,0.7102697526013995
Chd1,0.17592732737597694,1.3466340607334801,-0.46436958807130996
Chd1l,2.4396427783485333,-2.371090697517475,0.5600110333139022
