gene_name,InputMinusAvg_z_p,Q3minusOther_z_p,Q4minusQ1_z_p
Cxxc1,-0.7492998207286817,-0.01600998046025773,-1.7183259537902262
Dmap1,-2.9950016298613362,1.7031983179481,0.6538598499243999
Dnmt1,0.6947822748763858,0.6542318119661187,-1.8159505521894785
Dnmt3a,-20.543861787608872,0.5220833626261434,0.32414115894966644
Dnmt3b,-0.27954571918569504,-3.518546872286686,0.983375682885098
Dnmt3l,0.191599179545072,-0.2755862587540949,1.4651893184324187
Dot1l,-1.9391225941237191,-0.26991141779847316,5.349807483214123
Dpy30,0.30934410635543547,-0.22142665308352144,-0.36580815911595865
Dub2a,-1.3496980357642352,0.45098988061714745,0.5470882889633614
Eaf1,1.7019968087324573,1.5452891354302634,1.346456133795507
Eed,-0.477351181265162,-0.20391226668766277,-0.31776757012606754
Ehmt1,0.8961288446299499,-0.34841234012768557,-0.0445039751035872
Ehmt2,-14.524512420426639,-0.5638099678427294,-1.2224330425496908
Elp3,0.05700307824073788,1.8514714232469422,-0.040106164262560175
Elp4,-3.3449310316771346,0.7533292899338387,0.1735366298659536
Ep300,2.834937254668515,0.06734472868168793,0.9498885380618486
Ep400,-2.087095627261788,2.7274748988990227,-2.722662820288978
Epc1,0.05614081163502722,-1.7559288560473159,7.295743535694756
Epc2,-22.9002445806226,17.052670964242346,3.3620208729823275
Ercc5,-5.712101397126407,3.039884141063715,1.785366694757456
Ezh1,-7.989818112662929,-1.05399718004095,0.5139664563111451
Ezh2,-0.15570748330007328,0.16348174375233598,0.784748159288867
Fbxl19,0.6840881623430267,3.6661191489465046,-0.5040787560846939
Fbxo17,12.461532782863994,-1.5082366528589966,1.082853012751195
Fbxo44,-0.027602895720369672,1.3580341965468197,1.763395693220186
Fbxw9,-2.351187766594028,2.127769872213058,-0.424809166476986
Fkbp1a,-1.2720063628491587,1.6548996840504937,1.8891323155003792
Fkbp2,0.34580634773133956,-0.36957899296295804,-2.63171023967106
Fkbp5,0.0472089201084281,0.09829430300453725,-2.7247445928811844
Fosb,-0.017963094126272814,-0.8891388767838463,9.2818960207725
Gadd45a,1.875604569514962,0.9202185246307466,-0.04001138058676262
Gadd45b,-14.360087990025391,0.7891456143301526,4.72503129041905
Gtf2b,-0.30615992300866524,0.1359244213930604,-0.7351012378789286
Gtf2f1,-0.010895898010484842,5.753917678674823,-1.4474960460907629
Gtf2h1,2.1384157674492412,1.7963133833366138,-4.357206387992425
Gtf3c4,-1.2151163846527686,-0.09308751478140959,0.6603336194010789
H2afz,-1.0616672779691207,0.9945364151517821,2.7246215627262647
Hat1,1.492159777951491,7.395167735228214,2.0263050975225574
Hcfc1,5.0732350044919095,0.05363198351495538,1.4135532423394208
Hdac1,-0.12387411485899409,1.7546468191677418,-4.816638989824537
Hdac10,0.7919158625042264,5.947239025777339,-0.3555534691545692
Hdac11,-0.5889476678704387,0.6269698869065884,-3.333546590062523
Hdac2,-12.453910030735178,4.0676042344902505,-0.5268628727142564
Hdac3,0.12779571672945234,0.9782052918289161,-2.47959238460117
Hdac4,0.04898980450181016,0.04903510835683119,-0.6364890653377746
Hdac5,0.6029987350868017,2.1139125353183985,-0.7888406074050324
Hdac6,-0.7767308959114873,0.7736129821558717,-0.0697167792736738
Hdac7,-1.2200095014675145,-1.4645424986928506,-0.31933231572180976
Hdac8,-7.2285742803689885,1.5893984675637125,-2.8499161287487005
Hdac9,1.656807234312164,0.2934765696086819,1.3673294435084689
Hells,0.016190915759796535,-1.993356074597963,2.7449009513189244
Hes1,7.602263330843201,1.2870847649526376,2.0035079262356477
Hes6,0.3655570678190097,-0.05567440072640458,-4.644744440201468
Hira,-17.764370428677648,-5.381329753576336,-0.8033251649563402
Hltf,-2.582902901691341,2.0130028354509824,-2.124865033846975
Id2,0.3200812949739785,21.494926762153,3.162721932705094
Id3,0.26478139590799676,3.518328498795591,0.09650052944493191
Ing2,-0.8455979082681555,-0.4839580117294144,-1.369478639755782
Ing3,-5.282363746264532,1.5506403082677638,-9.561566172354832
Ing4,-3.4023716885591306,-0.334287051457885,-2.218424566258022
Ing5,-2.5076833949778794,1.5628367164448036,0.4316184747206178
Ino80,-6.847852716389007,-0.39104783864943177,4.391958820541782
Iws1,-0.2473256378389386,-4.326104710796793,-6.018832773568858
Jarid2,-2.5191290934840898,0.16260240584396626,1.3118006836453762
Jhdm1d,-4.001959951318565,-0.40853321069497517,0.16595247760022586
Jmjd1c,-3.60269736187623,-2.9912667281951038,-3.8080026109439964
Jmjd4,-3.201246576336392,0.6418790412536906,0.6197421171047092
Jmjd5,0.6793870252437787,-2.6646312638204077,-0.11249210099557906
Jmjd6,0.5583184827799755,-3.188081621334552,-0.7168806460430374
Jmjd8,-4.166060208942557,-0.3787011307737804,-0.02555455378710902
Kat2a,-0.013993628099832652,-0.9499621708080318,-0.6663948302306983
Kat2b,0.38524818828464885,0.04376647030473469,-1.3140951474348455
Kat5,-0.08153087169034905,0.3349379382302806,1.4586157828932407
Kdm1a,-0.07843700455970105,-2.527735730931293,2.911421574910693
Kdm1b,-0.2793680041954444,0.26661034155564556,-0.17814287598601938
Kdm2a,0.36273757569004356,0.7483152533909226,0.4737572522515463
Kdm2b,20.512478297150356,-0.45393655225992846,4.7816080705305435
Kdm3a,1.995267599053088,-5.856088455728943,-1.869681223891641
Kdm3b,0.3645171557951989,0.45773215446284127,1.4420059524613924
Kdm4a,0.21039452023253893,-1.0079518756109407,3.588420212197967
Kdm4b,0.21985035794084581,2.0193798084511227,1.2616567734854882
Kdm4c,-0.3660713744062009,-4.191309606979684,1.1630903144831606
Kdm4d,-0.8241694558833909,-0.7976044020874308,-0.14560743197550272
Kdm5a,-0.8031257071963528,0.11512824042995849,0.5575999557843687
Kdm5b,0.16792844056066344,1.3919531983925237,-0.49400418988556083
Kdm5c,0.15379561286376073,1.012029698661111,0.09384233541164959
Kdm5d,-0.7520650422815583,-0.2682224022154453,-1.4958185730287952
Kdm6a,-0.6544502298379973,0.22803525974601416,-1.4059814033413964
Kdm6b,12.611627565456903,-0.1330126021960112,1.2353730734857258
Klf12,4.576736520836247,1.160273159001261,1.346476029555038
Klf2,5.218861491779201,13.337090425529794,1.159871917797063
L3mbtl1,0.25737097168319656,0.8164440899622991,0.45446484851052793
L3mbtl2,0.3482350954505509,-2.4730182850525315,-1.715473851241665
L3mbtl3,0.10933566035523165,0.455333705023447,-2.5255852771231067
L3mbtl4,-0.049768503963697926,-1.191782025226754,0.5537245308419685
Mbd1,3.831606926584145,-0.26668281703844754,0.3268780488992486
Mbd2,3.1201510522877483,0.8717005378427835,-7.475619577617034
Mbd3,1.0234113332671484,-1.462598676562257,-0.512158855614881
Mbd4,-2.610436905480995,-1.203089968280825,-0.027139625530232032
Mecom,0.6137525500470528,1.3056181104839355,0.3135969982450777
Mecp2,-16.423154752072154,-1.1916532445505403,-3.2123009067884767
Men1,3.1210748834386393,-0.7464281518639541,0.2921271936971517
Mll1,3.477875586808339,-6.593201013036966,-5.560827359859304
Mll2,2.145515668261431,-1.5887110579348962,-0.8757701958407351
Mll3,-1.2661633305749287,1.2500386857189685,-3.7379485899173677
Mll5,0.17407635306833927,-1.1047039798248806,-1.1935598489093742
Morf4l1,-2.5181551067736403,-3.345320734566263,-0.8439254326844141
Ms4a1,-1.7020152093724032,10.159022327803095,-0.00681767392620717
Msl3,-7.841092146348883,-0.026929921830749652,1.9486251208518708
Mta1,2.07734530535882,-2.4654964961443135,-1.0431346126215995
Mta2,0.039113060606549836,-1.448464204326977,-1.3472512796806366
Mta3,0.44233277152478745,0.9302886439815037,0.7228629188713179
Mtf2,0.5407462616851765,0.032110295898507765,-0.30287126730648645
Myst1,-0.10746283322180358,-4.0569733144309765,0.011062408061736338
Myst2,2.169580882258457,-1.0229469058291132,0.20371663353287256
Myst3,0.7583903161736762,-1.1093442575746708,-0.6464479350043688
Myst4,1.044199476264551,-0.23596854189738745,-0.8320532101399029
Nap1l1,-0.19985075576201533,-4.7197852157296385,-7.864418242103909
Nap1l2,-0.3410552659125822,-17.803038111116546,0.6621064382409706
Nap1l3,-0.6655088329873007,-0.6190209067921983,-0.19994792506482092
Ncoa1,1.3443667285408132,-1.1648594750659942,-1.2710563664540766
Ncoa3,-0.9056635385980192,-4.569799936137734,2.6261195575199845
Ncor1,-3.4349619194791194,0.4887284913932618,-2.7395125728074836
Ncor2,-1.634673443427151,2.6017216068612568,-6.2416878728866685
Nfatc3,2.378776425924468,0.07080670994635264,-1.678348731478249
Nsd1,1.1019235949965283,0.23231663693807497,13.962191321565813
Orc1,0.09269491805857671,-0.0714778638861689,-1.151967528804828
Padi1,-0.3061156188447863,0.6068299195037614,-0.26579554403878564
Padi2,-0.05756327766091753,0.57634232009575,-1.1245119059295539
Padi4,-0.20239161968911987,-0.5317989890395189,1.3036125215367989
Padi6,-0.07063283963537974,-3.1903341505531504,-0.14778815282178054
Paf1,-0.4115327933338006,-2.190092340978801,-1.1597130296565519
Parp1,1.109459501028244,-2.591637007828257,-0.13358146520152903
Parp2,-2.024882380020475,-0.10919578941897164,-0.021161645531229737
Paxip1,-2.968021436371324,0.6787689768637507,0.5921853708897632
Pbrm1,-1.5070265767383664,0.9615749939352976,0.46826534666818986
Pcgf1,-1.7183419606574493,-0.6640577313821454,0.27107661758789364
Pcgf2,9.201829958723973,3.010898851380092,0.4869254287412332
Pcgf5,1.0606408194933632,-10.869115700055312,8.85907881151172
Pcgf6,-4.624157969003685,-1.4457346696850024,0.4174558973205438
Pcmt1,-4.286820073876178,0.030290585229518194,0.5793625081364099
Phc1,0.9788780371402052,-0.03264627514762703,3.323261665307046
Phc2,-1.6990082127129813,3.6378589503337886,0.8725847789647093
Phc3,5.657205339452903,0.49270501088401625,-1.5239000394746014
Phf1,2.3221483732638633,-6.630780118739929,0.04726977946964978
Phf10,0.363240013453422,-0.42031792108922367,-0.6495578269340264
Phf17,-0.0868022170189615,-1.5480311924081258,-2.1773405829202424
Phf19,1.3789921137304657,-0.41063219188507555,-0.8152787879537758
Phf2,0.26854208446650557,0.5133418924413188,0.1436696825550911
Phf20,0.0673260539484471,-0.26110541100149215,-1.0167319729945852
Phf20l1,0.8786589469532458,-0.015756703867999395,1.5633837707088782
Phf8,1.5217586661236329,0.5888632270574058,4.788061416970187
Phip,-0.04272152567690201,-0.7650476120771247,0.15164845762796816
Polr2b,4.351653904900131,-1.7613372933766616,2.515928878586267
Ppargc1a,-1.0586060357301348,-3.4900853926463467,-1.292902037507484
Prdm1,-0.6282668741619221,0.22946431648978044,0.9080709798707954
Prdm10,0.05258379897050635,0.21319660384624392,-0.7508308112796593
Prdm11,0.8089333878675121,-0.8140790698146199,-2.216324568211713
Prdm12,-0.8015693812206058,-0.20995519284821132,-0.35796516898235287
Prdm13,6.25833597021712,0.38135143201984073,-0.018331191032011467
Prdm14,1.8294875839482427,4.873522953903901,-0.47861147172276813
Prdm15,-2.038319411988547,-0.5055327252713875,-4.4201389265396065
Prdm16,2.048889881185854,7.636726178750875,16.419673781988706
Prdm2,1.3183726509292013,-1.5239190779645966,-0.2709665223455822
Prdm4,-0.27813218941254947,-1.03571583137173,1.2388455247317982
Prdm5,7.785312526450779,-9.235918645054024,0.3869944089562955
Prdm6,1.6587001873506886,-0.20594228029397654,2.5720729256976034
Prdm8,0.2566172191686631,0.11147113935028348,-0.08542585079458115
Prdm9,-0.41357672299687914,-2.4828291551174946,-0.8567479233671271
Prkaa1,1.141986033313503,-1.0702809047669581,-1.9952145866989004
Prkaa2,-1.1213528808229907,0.5399518927286987,0.2865514910476721
Prkcd,-0.009735346172785625,-0.05718025525967754,1.876636588586062
Prmt1,1.3085717164074524,0.3968737520231379,-0.26094158831758235
Prmt2,-0.036914260911946106,-0.5957016125982624,-0.27633416329615534
Prmt3,-1.170787000651844,0.18861220255831826,1.2842976646115773
Prmt5,1.93087495953865,-5.088358987194187,-1.4166703033651131
Prmt6,0.05160276967525398,-14.569824022417778,-1.6720895243898601
Prmt7,2.3291948683086363,-3.3586953802102033,-1.25493348363855
Prmt8,0.1288147478414313,0.021207677293238043,1.847671583931491
Psip1,-0.9868098463115191,-1.180104977443796,2.026581405268038
Rbbp4,0.7239479478281151,0.060643492818871825,0.34590638830289955
Rbbp5,-2.34706098915889,-0.4715224739164251,0.5479001625774421
Rbbp7,-3.3241962323994056,-4.058937756465897,0.4382529050680813
Ring1,4.798928725852004,1.6106586692312401,2.5460605800775427
Rnf2,-0.6567174183613433,0.5344149913290157,1.1417843282175582
Rnf20,-5.852934468621981,-0.3690768328045128,-2.7453648126511916
Rnf217,0.12727764312672604,-0.005771789594051636,-0.18024245057862284
Rnf40,2.9270928993818677,-0.7289870452951268,1.3468733390690355
Rpa3,26.953813363291655,1.579165270498366,3.2491617881290096
Runx3,2.677971636885995,0.6729415128399978,-4.206950575665242
Satb1,-2.751434532953811,-0.7088606109507267,0.20270567705383774
Scmh1,0.6807721087763827,0.5497802847639475,-0.49496362361316637
Scml2,4.965697467214207,0.15047528534238927,0.8802204255603638
Scml4,0.36939065579156205,0.9358164793793081,1.6915064277782443
Setd1a,1.0796313913333644,-0.1768306930504419,-0.3165374912863225
Setd2,1.4764127236391327,1.6937659300703038,0.33855508326275496
Setd3,2.675263110638262,3.2193916299994814,0.561864618485082
Setd4,4.077831666532508,0.23616086711602166,0.10371467624061434
Setd5,-1.1712531244277131,0.7425692567403328,-0.8716771401366392
Setd7,2.769582805583412,0.18241152244545011,-2.668321977958006
Setd8,5.820775409830329,0.08898403816137208,0.3521669458317613
Setdb1,0.06144945671961399,0.8375129938362849,0.10853230677848981
Setdb2,0.3851261519592962,-1.2914050484163437,1.028160167561317
Setmar,3.952281717227935,2.113699920871446,0.037542760277477126
Sfmbt1,1.5358493362866923,0.8254848196318487,0.01751343344244837
Sfmbt2,2.1489122481827208,-0.4672283243343769,-2.1053840619428996
Sgk1,-1.1628571867605089,-2.9074924540136724,1.0640188814251919
Sin3a,3.5124143196983617,-0.3748423441409243,2.009819759387401
Sin3b,10.487983426259435,0.18613986265783725,-0.0030964630654540994
Sirt1,-0.02623386738159281,1.5315917430372554,-0.5084069620713164
Sirt3,1.5039483070598656,-0.2200720851000547,-4.82073737092415
Sirt4,10.690989065403315,2.5162297492400847,-1.444583625546005
Sirt5,1.718252946111765,1.7768173708799826,0.7631791098324806
Sirt6,-0.6113655768883812,-1.333547120340941,0.5266214625002689
Sirt7,-0.4175591206004602,2.8770705808469366,0.7593955138660232
Smarca1,1.5570640234519417,3.4317308514706464,2.2136324666543548
Smarca2,-0.10305050943886528,-0.22944188087312803,0.5387466826183773
Smarca4,0.10404021094111386,14.20077483616072,2.034006155579841
Smarca5,5.201823798063339,-0.74041344758629,0.8167846358387265
Smarcc1,2.2050099453973324,5.268970301183484,3.840244242215297
Smarcc2,1.8956466315342329,-1.1057752816278645,-2.065151237821705
Smarcd1,0.15171922160322515,3.6782256526065717,-3.1157306501746604
Smarcd2,4.249320949239393,14.736842473093404,8.509907893140454
Smarcd3,-0.39740524116092296,0.599103171017397,-2.632217383031562
Smarce1,0.38688883545949,24.516902418068995,2.7475663967314445
Smyd1,-0.9336928559127752,0.8031381625725063,0.03638934419972996
Smyd2,1.447585185654076,1.522084700462115,-0.15397340869829265
Smyd3,1.8465281373817848,0.2796160839019923,-3.0657725321655196
Smyd4,-2.751534893010906,-0.0632868107020811,3.6960608101122463
Smyd5,1.3279739109411786,11.110062210485973,1.1136271493762995
Sp100,0.30094848498743304,0.19447601433270806,-0.09627400449598811
Sp110,0.5810365276063193,-0.0834512274951303,-0.6272431878272082
Sp140,-0.4042853980584123,0.8962325184294021,1.3081029990772421
Ssrp1,0.20864703461871906,1.7548211200907144,-1.973337817203886
Supt16h,9.924369743776252,-0.8519885162015624,1.486288720752939
Suv39h1,-0.24366350843459827,-2.923249736321708,-1.4900204927776615
Suv39h2,-0.4444720948223884,0.6157238845574062,0.19819285867761527
Suv420h1,1.1195896044446414,-2.7840214102233114,0.06423613926816142
Suv420h2,5.547525660772722,1.8445090474573036,0.05215038221427824
Suz12,0.8713717076241054,0.9076445752446374,0.2702910386752749
Taf1,0.5240076476166434,6.465270887035112,0.7831621652165621
Taf3,0.46020411429672514,0.4975603122111321,-2.5503683208617836
Tbx21,-0.043285369646601825,3.3623072776960536,11.113498917971684
Tcea1,0.7358942260909959,0.10555357668097097,0.9114862535473243
Tdg,0.2888547839958212,-0.7082561949191023,-0.8884339134628948
Tet1,1.7571237284015475,-1.8063317134745487,-2.380031960806898
Tet2,-0.061526866587399406,0.5584765931116406,2.2919608248750607
Tet3,3.0349487785578417,-0.25437060117376314,-1.1178544020337506
Trim24,-3.6578897438333637,-5.284301000405996,-0.6046102496201551
Trim28,-1.400776310824869,0.636415477350233,1.5162705417935864
Trim33,-10.691104355072198,-2.8506214946508432,0.08170297188368715
Trim66,0.02728610028266146,-0.1947949575576029,-0.8482582854653766
Ube2b,-4.211728552774066,-0.18451191677070786,-2.1969357404788643
Ube2e1,1.1279155841670743,-2.3146650126305786,-5.904301800137705
Ube2i,0.34864967987468737,2.0653901975423756,-1.193201181469278
Uhrf1,-0.10521228964226412,0.012017465874263483,-4.221331423025896
Usp22,0.10931022644899809,0.3518965736650072,0.15767517778320614
Usp27x,-1.9222873155571631,-0.4766473914956729,-1.5223239122336456
Usp51,-5.962298334138737,-1.98282736518623,-0.382901872800583
Wbp7,0.8298752936805193,-5.698410302862366,-0.4603681300113461
Wdr5,11.11935526561149,-0.3846708414027163,-1.0222142291226266
Wdr82,-0.6046660538692176,0.8444302200766707,-0.24298991242503068
Whsc1,1.4074210380537344,1.7386899676357555,0.01792020880651228
Whsc1l1,-7.740703377085713,2.652602151711902,0.2520502496200613
Zmynd11,-3.2000351324813048,-0.9879846251697718,-1.0121575458006806
Zmynd8,4.103965441636321,3.5337063389797816,3.639089510348591
