,,Experiment: 100U p1_1,Analysis: Analysis 1,User: Admin,Plate: 1,Plate Type: 96 Well,Plate Order: Row,Export Date: 4/20/2015,Export Time: 9:23:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,
C02,Atm.2,C02,Sample,15896,2992,3093,2103,4600.15689,3068.446532,2828.855334,2618.812708,7287.846534,6901.732436,2243.606209,15.44117647,29.87390883,31.38373752,20.25840649,91.96388119,23.86879466,26.27314198,111.4353703,15.04010695,3.103782735,1.093675701,15.85224449,1.704545455,0.678952473,0.285306705,1.37485506,50.78792065,80.80838924,66.65307025,39.49632278
C03,Arid2.1,C03,Sample,14175,3591,3218,1522,4263.450335,3213.317698,3213.472703,3279.253031,7329.590116,6964.841545,2372.074374,18.43497633,29.58359229,31.73455979,19.91515963,142.1713494,35.03971298,27.35992808,140.0590105,20.69061543,4.008701057,1.248357424,17.90578254,1.336675021,0.528278434,0.525624179,1.294931904,55.28254788,89.29483282,67.09070486,41.8200018
C04,Actl6b.2,C04,Sample,16246,3373,3997,2148,3628.174011,2458.113846,2931.397074,2855.601647,8394.437534,6867.579322,2161.818391,17.40290543,26.06955216,29.42271881,21.09036031,96.91217868,24.98451448,20.20245495,117.8472608,16.45419508,3.577683262,1.489757914,17.14770798,1.452712719,0.650487866,0.325884544,1.33936993,36.81183431,57.84840871,57.78673422,37.1946198
C05,Atr.2,C05,Sample,16534,3342,3945,2405,4243.791542,3028.205117,3143.032135,3025.459764,8346.736695,7287.081955,2245.728113,15.35008977,25.70342205,29.85446985,18.82980751,103.8978335,24.04163811,20.80521796,122.7401332,17.98324357,3.168567807,1.164241164,18.52487136,1.765409934,0.430925222,0.415800416,1.52468077,51.30791118,84.11716275,68.45234925,44.49167706
C06,Atad2b.1,C06,Sample,14880,4733,4272,987,4118.189686,2973.886401,3091.788324,2415.562498,6597.488285,6607.122195,2068.344541,24.27635749,36.51685393,32.11752786,20.26608911,99.76807636,20.88680208,20.78478123,111.6690519,15.8673146,2.574906367,1.215805471,14.63490099,0.82400169,0.327715356,0.607902736,1.454207921,34.68700053,59.99617659,56.28748462,32.80822411
C07,Atad2.2,C07,Sample,15060,2232,1802,3051,4537.135242,3296.137016,2885.819856,1425.245849,4896.871232,7033.292086,2390.065777,18.5483871,27.24750277,29.03965913,18.40071344,132.9581434,22.20128386,22.32036026,120.9933022,18.9516129,3.940066593,2.032120616,17.00356718,1.88172043,0.443951165,0.393313668,2.11058264,36.96632592,57.58895248,58.85662988,35.14780328
C08,Aff4.2,C08,Sample,15486,2710,2506,2775,4328.643366,2942.490302,2830.074595,2007.346151,6838.855139,7368.033457,2306.601145,17.41697417,28.85075818,30.16216216,19.23979352,53.906272,19.58420734,18.89235605,92.23200839,9.741697417,2.274541101,1.801801802,14.14046613,0.516605166,0.758180367,0.324324324,1.329579227,38.3374376,72.96489519,60.69463087,36.07119574
C09,Atrx.1,C09,Sample,16158,4561,3557,1571,3821.584336,2498.264848,2727.031386,2501.3249,7130.647154,6675.101755,2050.628383,19.27208945,31.79645769,33.54551241,23.45780895,87.96026036,19.24508501,18.15308502,99.62253552,14.5362859,2.530222097,1.52768937,15.4115948,1.556676168,0.73095305,0.445576066,1.382298329,34.77894711,56.30304485,47.29131059,32.34545615
C10,Asxl3.2,C10,Sample,16484,4812,4085,1408,4126.324543,2917.340425,3130.711749,2967.923357,7879.493089,7216.798165,2276.833866,15.79384871,27.73561812,31.17897727,20.68137148,62.61932174,20.16570198,16.62675092,87.08271338,11.07647548,2.496940024,1.065340909,13.47455776,1.433915212,0.465116279,0.213068182,1.091941472,31.95940166,63.96037649,53.98357671,31.0893395
C11,Asxl1.1,C11,Sample,15465,2821,2191,2486,4240.371034,2565.129552,2776.422355,2973.468716,8403.41169,7582.497009,2315.963174,15.45551223,24.73756276,25.02011263,17.58867319,90.5844751,22.69624847,18.40820436,80.01118666,14.4629564,3.468735737,1.08608206,12.99080426,2.126905353,1.095390233,0.522928399,1.561815793,35.56874123,56.56049167,52.69498388,33.94183486
D02,Aff1.2,D02,Sample,16624,1443,1490,3820,3735.484786,2578.396287,2773.598639,2066.308741,7370.704468,7422.763134,2112.986527,16.49341649,25.30201342,31.07329843,20.87238645,60.15056022,26.22370853,23.77095958,76.85973512,10.81081081,2.953020134,1.308900524,11.49963951,0.97020097,0.872483221,0.418848168,1.309781303,36.90237898,78.82928805,68.35029145,40.89558517
D03,Atrx.2,D03,Sample,18291,3467,3396,2789,4350.030367,3297.415226,2892.043982,2131.552939,6320.323066,6728.771993,2002.468833,24.14190943,39.39929329,31.62423808,21.41194725,89.50555999,23.27571173,22.40870301,112.1713456,15.51773868,3.239104829,1.470060954,15.96586501,2.394000577,0.971731449,0.394406597,1.458494957,43.55705063,70.3412131,67.37327334,42.85547485
D04,Asxl3.3,D04,Sample,17547,1782,2219,3987,4374.959534,2790.210217,3136.715039,2326.650304,8030.946019,7243.513742,2167.505653,23.56902357,32.08652546,31.85352395,23.60857984,76.60215785,19.2551727,19.41535293,103.2522199,11.50392817,3.334835511,1.830950589,15.79980373,1.40291807,0.540784137,0.351141209,1.191644469,39.18395936,76.24777786,62.41217722,38.75966476
D05,Ash1l.1,D05,Sample,16208,3725,4177,1881,2488.279274,1465.175825,3159.627275,2917.947091,8072.535065,7335.193088,2216.298443,19.62416107,28.13023701,32.64221159,23.88224878,171.2812381,28.46093044,19.02381694,143.6011754,23.38255034,4.357194158,1.169590643,18.99070385,1.771812081,0.69427819,0.425305688,1.505090748,33.05930709,47.07303052,59.44081603,36.17622443
D06,Arid2.2,D06,Sample,17069,3116,2552,2279,3504.232092,2810.408487,2686.301239,2352.16471,7677.234696,6265.545223,1273.210101,17.45827985,30.01567398,30.27643703,17.25490196,71.29261111,21.80797248,17.67757012,64.52227512,14.60205392,2.89968652,1.360245722,13.99698341,0.770218228,0.509404389,0.219394471,1.070889894,36.16523617,69.5534628,53.38337329,23.00137394
D07,Atrx.3,D07,Sample,20367,1411,1760,5430,3763.968568,2288.87118,2789.636843,1680.119207,6159.389814,6813.00103,2000.679688,13.96172927,28.06818182,29.7053407,20.42391193,126.1325338,23.11166465,20.1588808,114.7238663,20.55279943,3.522727273,2.11786372,16.956477,1.417434444,0.511363636,0.239410681,1.162671057,40.73460261,61.19743044,57.74923358,36.99409574
D08,Atad2b.2,D08,Sample,17373,1275,1527,4211,3124.620999,2177.961112,2933.386361,1515.301585,5737.73021,7362.427739,1999.707007,19.05882353,29.40406025,29.92163382,21.26020467,116.7229175,24.70067792,20.5426888,98.45873948,21.33333333,3.470857891,1.947280931,15.02817063,1.960784314,0.785854617,0.356209926,1.057836035,39.41685121,73.56559627,56.19806317,32.22723543
D09,Ash2l.2,D09,Sample,18456,2824,2128,3419,5183.860858,3141.646862,2493.934091,2334.565632,7927.704818,7270.131729,2211.143876,17.95325779,26.12781955,28.80959345,21.18487498,44.25940688,16.52577145,15.44862731,86.16824546,9.490084986,3.054511278,1.667154139,14.4106417,0.566572238,0.657894737,0.380228137,0.973026235,45.12986444,85.19539394,50.43262017,31.42969964
D10,Actl6b.3,D10,Sample,17478,2186,2632,3258,4232.751112,2449.151183,2735.546348,2327.272758,7054.640955,7244.021621,2128.518537,20.40256176,28.00151976,27.44014733,18.78884041,60.41706195,20.40059867,16.63762602,68.67973177,10.15553522,2.507598784,1.197053407,12.11159593,0.640439158,0.531914894,0.429711479,1.123892635,36.12514844,62.08549968,51.88463736,30.39559228
D11,Aurkb.2,D11,Sample,18605,1561,1593,4265,3508.673679,2027.535836,2513.045634,2400.371916,8085.714785,7674.39906,2116.950492,22.03715567,26.93032015,25.60375147,19.83410332,48.65224225,17.02996539,15.89027735,57.10798915,9.801409353,1.94601381,1.101992966,9.691306174,1.34529148,0.502197112,0.3985932,0.98698026,33.62367358,61.46336828,52.06945093,30.52577915
E02,Asxl1.2,E02,Sample,11936,1580,1514,2277,4127.967704,2345.167073,3096.540252,3092.964932,8610.941802,8093.95543,2342.73344,19.17721519,29.92073976,30.47870004,22.82820413,128.8071116,25.45859729,24.01608207,87.22699193,18.41772152,4.887714663,1.449275362,12.42695754,1.835443038,1.321003963,0.395256917,1.188157382,41.91015589,80.39037872,70.36982835,44.6319426
E03,Asxl2.2,E03,Sample,15513,160,148,6126,4372.788531,3776.126135,3210.458331,2317.784798,7226.056312,8045.516388,2289.273874,23.75,33.78378378,33.90466863,22.63276387,110.8292474,18.55974556,22.18786872,87.40175174,17.5,1.351351351,1.616062684,13.62733413,3.125,0,0.473392099,0.529731161,36.50757793,83.21233875,71.00038666,42.68793758
E04,Actl6b.4,E04,Sample,18994,3305,3945,3687,4447.035421,3290.342897,3004.499111,2852.659904,8093.602014,7764.631842,2305.634103,17.45839637,28.4157161,29.40059669,20.8047105,107.0407832,23.0682645,19.80436942,85.59443209,18.78971256,2.99112801,1.13913751,13.44455348,1.119515885,0.380228137,0.189856252,0.932286555,41.33471406,72.98791261,68.71880723,40.77090311
E05,Atm.3,E05,Sample,15487,1367,2049,3887,3675.74705,2921.249467,3257.27388,2382.151611,8229.394181,8239.830198,2316.360333,18.72713972,28.0136652,32.59583226,20.86518133,106.4734498,23.05606118,20.72639057,108.7611427,17.19092904,4.050756467,1.569333676,16.8157424,1.53621068,0.439238653,0.514535632,1.317287364,40.45802597,91.52483955,69.1889392,39.2617463
E06,Atad2.3,E06,Sample,18027,463,632,6903,4176.012409,2967.676476,3048.17679,2318.272182,6837.602786,8148.724926,2222.422816,18.1425486,31.80379747,31.24728379,20.85037808,63.99673101,23.36171217,19.3569581,82.07620275,14.03887689,3.32278481,1.564537158,14.25560927,0.215982721,0.474683544,0.4201072,0.904921284,33.69449997,63.35639853,71.21977344,39.85415253
E07,Ash1l.2,E07,Sample,15997,3478,3533,2487,3179.371121,2000.028412,2918.09257,1775.98653,7551.313057,7924.011428,2354.482905,12.42093157,19.3037079,22.67792521,15.82385166,142.5137424,28.40699393,20.30552438,125.9655827,21.01782634,4.500424568,2.090872537,19.23725242,2.990224267,1.018964053,0.683554483,2.317741256,38.66759228,71.1911797,59.15282338,37.73088925
E08,Aff1.3,E08,Sample,14859,2775,2966,2399,3753.223892,2493.099482,2820.698279,2008.732922,6212.015694,7717.697252,2217.039304,13.87387387,23.76938638,26.88620258,18.22574411,78.73442405,20.52964095,20.01531166,95.21500131,13.83783784,3.405259609,1.16715298,15.82914573,0.972972973,0.708024275,0.25010421,1.043679938,32.4115282,58.28130482,54.69906166,35.00202759
E09,Atr.3,E09,Sample,17142,137,137,6201,5218.972898,2993.399205,2957.426083,2435.226142,8897.583702,8571.987421,2284.625336,23.35766423,21.89781022,28.04386389,20.76601514,30.40314612,19.10571143,17.09083241,63.6205143,10.2189781,3.649635036,1.548137397,11.07219523,0.729927007,0.729927007,0.322528624,0.643995029,39.06054099,71.19566848,65.03336227,37.19570672
E10,Atad2b.3,E10,Sample,18118,1553,1993,4456,3775.83235,2613.100365,2775.234648,2955.764051,8185.411238,7397.326582,2163.019778,18.99549259,32.46362268,27.93985637,20.24122283,44.41767875,15.54729549,16.45824064,57.18853284,9.91629105,2.408429503,1.368940754,9.625029854,0.643915003,0.501756147,0.336624776,0.764270361,34.36563769,61.15810015,55.32590062,33.78412075
E11,Ash2l.3,E11,Sample,17558,1183,1355,4277,3548.186549,2328.74703,2841.653824,2597.667598,9559.708415,8166.342796,2210.131651,19.61115807,28.9298893,27.37900397,20.77792553,31.51732249,14.79647541,14.87884298,54.30428629,5.579036348,1.697416974,1.379471592,10.72695035,0.929839391,0.590405904,0.514379238,1.141400709,30.93674963,56.63569345,58.17305262,33.04656126
F02,Aff4.3,F02,Sample,20598,5033,5148,2376,4097.035502,2877.261348,3011.577454,2005.844407,5358.930276,6764.139289,2028.501517,20.40532486,33.62470862,32.28114478,23.21041215,114.9388374,24.74386507,21.02821925,100.3765286,17.34551957,2.874902875,0.883838384,14.9007175,1.192131929,0.427350427,0.420875421,1.268146171,46.57659864,82.23735906,70.87496608,44.57232688
F03,Aurkb.3,F03,Sample,14361,632,974,4231,4329.874749,2804.744741,3065.95296,2625.581213,7819.019675,7983.214382,2134.178975,20.25316456,32.95687885,30.158355,21.77200742,65.07336673,25.07195994,20.90593455,89.44486087,12.34177215,3.901437372,1.465374616,13.73947781,0.474683544,0.821355236,0.354526117,1.141389642,46.80681647,79.66942773,65.07262328,41.20671404
F04,Atad2.4,F04,Sample,16056,11,12,5896,2933.139865,3047.069918,2973.237237,1124.393191,5259.275237,8040.873611,2387.411148,18.18181818,41.66666667,29.24016282,17.48024175,236.9467571,33.09335568,21.47352965,71.3012827,36.36363636,8.333333333,2.120081411,11.16922362,0,0,0.474898236,0.836820084,17.24730748,99.83147922,76.79067781,41.04310895
F05,Ash1l.3,F05,Sample,15751,327,428,5179,4113.920741,2858.231184,3034.818966,2546.976954,8330.692816,8431.688203,2450.73316,11.00917431,21.26168224,26.85846689,17.88598575,67.34189367,19.78234524,21.63740761,95.64826866,8.256880734,3.037383178,2.452210852,15.20190024,0.917431193,1.168224299,0.444101178,1.318289786,47.41376798,90.29948669,67.12757956,43.23025569
F06,Arid2.3,F06,Sample,14987,712,699,4028,3976.892037,3154.475514,2955.924064,3039.444774,8484.901215,7957.786573,2457.375374,13.76404494,28.46924177,27.97914598,19.66995905,133.1584959,30.65536169,24.37731379,101.0286114,20.08426966,4.721030043,2.33366435,14.57480125,1.404494382,1.430615165,0.322740814,0.891351482,43.1262129,72.86101486,62.48795065,37.98742563
F07,Atm.4,F07,Sample,16591,132,110,6058,4363.524791,3445.633693,2937.816963,2162.232356,7289.272351,7966.117008,2294.040392,22.72727273,36.36363636,28.21063057,17.76802218,69.34533785,20.58011998,19.57776091,73.51745979,13.63636364,3.636363636,1.716738197,11.25231054,0,0,0.280620667,0.889556377,43.17085436,80.5781815,66.31623199,39.65042345
F08,Asxl2.3,F08,Sample,16191,1436,1645,4143,4279.69905,3174.268206,2845.017015,1993.97573,7337.862963,7588.256351,2171.63801,16.22562674,27.72036474,27.66111513,22.13649062,79.6911381,22.00789346,21.22252732,85.45633597,14.06685237,3.58662614,1.641322713,13.05041905,0.626740947,0.972644377,0.410330678,1.370227484,36.79586759,67.24118762,62.24172618,35.66825589
F09,Asxl1.3,F09,Sample,17065,18,18,4828,6281.862282,3132.983572,2965.95813,3568.64586,9183.052435,7941.694576,2489.503348,44.44444444,33.33333333,28.18972659,19.67076667,108.1612781,27.73261256,21.02041395,78.95815707,16.66666667,5.555555556,2.236951118,12.30925738,0,5.555555556,0.352112676,0.832331453,22.08002701,143.2937439,60.36444756,36.46986923
F10,Arid2.4,F10,Sample,15378,1006,1115,3887,3989.759889,2500.424486,3153.366198,2575.227269,8669.896966,8456.880019,2313.907209,13.4194831,26.367713,26.80730641,21.66524025,43.2364647,17.1110372,17.69084817,65.41174449,6.958250497,2.331838565,1.234885516,11.78628194,0.994035785,0.358744395,0.385901724,0.953661817,57.40178555,94.78029783,58.98676776,34.99344984
F11,Atr.4,F11,Sample,16145,944,1326,3808,3830.13707,2546.884556,3083.820886,3157.181256,9702.11981,7930.744969,2282.572863,16.20762712,25.26395173,23.92331933,17.61350131,58.21159998,19.74234612,17.41310105,70.39383053,11.97033898,2.865761689,1.444327731,12.47920133,2.012711864,0.829562594,0.393907563,1.27169004,42.48999262,77.85488861,63.48099787,36.95938591
G02,Atad2b.4,G02,Sample,14185,4091,3841,1094,3070.56966,1813.903331,2349.039475,1783.105095,5701.034984,6351.828015,1920.823231,16.96406747,26.78989846,33.45521024,24.97976801,90.40792517,24.28433349,19.67117579,95.04733406,14.32412613,2.994011976,0.914076782,14.0544915,1.442190174,0.833116376,0.457038391,0.971135689,38.15954006,54.73394992,57.03451158,38.81359756
G03,Asxl1.4,G03,Sample,13159,2538,2741,1603,5503.298381,3608.580479,2751.811122,3377.369254,9741.377776,7534.020163,2016.355606,23.91646966,35.78985772,31.12913288,21.45192937,103.2935763,23.4975335,20.16501165,98.44646345,16.78486998,3.575337468,1.434809732,15.91454109,3.90070922,1.313389274,0.873362445,1.765860039,65.3457893,105.9654177,66.65209059,42.4146633
G04,Aff1.4,G04,Sample,12215,446,523,4042,4801.830568,3437.999375,3114.489559,2769.955969,9734.776625,8166.041275,2057.458575,16.8161435,32.31357553,28.99554676,18.53882894,67.11208317,22.34795625,24.55144938,107.7981664,11.88340807,4.588910134,2.944087086,17.83124005,1.569506726,1.912045889,0.890648194,2.582699452,59.00201403,99.18930192,77.78170389,49.19030968
G05,Aurkb.4,G05,Sample,13607,618,859,3685,4531.004547,3472.607861,3145.251545,2117.136912,9256.346032,8197.576348,2282.662252,19.25566343,28.98719441,30.66485753,21.05189537,74.91984498,25.80757996,21.92158861,87.02516538,16.50485437,2.910360885,1.926729986,13.79213876,1.132686084,0.582072177,0.407055631,1.077073717,44.93146311,85.90443543,68.34966753,42.49275663
G06,Atrx.4,G06,Sample,14496,2521,2426,2446,4697.499614,3217.330842,3229.164002,3029.758305,8797.05256,8039.920219,2227.083253,21.22173741,31.73948887,30.21259199,23.11362432,85.55303234,22.28609042,19.79552082,68.74961895,13.12971043,3.338829349,1.02207686,12.15762502,0.753669179,0.412201154,0.36794767,0.618483831,43.91778839,76.15557627,63.08359129,40.30327336
G07,Ash1l.4,G07,Sample,14752,2865,1963,2597,5283.820003,3346.032742,3117.805237,2244.665576,8636.869947,8569.510939,2340.467492,16.92844677,29.90320937,30.22718521,23.01824212,87.79139751,22.51582268,19.25311017,73.25652493,13.7521815,3.718797759,1.424720832,12.37147595,0.663176265,0.611309221,0.231035811,0.995024876,40.29859104,78.94619015,69.37369492,42.30822142
G08,Aff4.4,G08,Sample,13573,3109,2890,1507,5098.92823,3778.152328,2886.505168,2814.709956,6977.765044,7254.247068,2196.584191,27.98327436,39.20415225,35.83278036,26.30272953,96.09382789,20.78792884,18.01442583,90.26507526,15.31038919,3.979238754,1.459854015,14.61952026,1.029269862,0.484429066,0.464499005,1.054590571,39.84006675,52.43185309,51.94701924,36.85036317
G09,Asxl3.4,G09,Sample,16125,1864,2160,2998,4887.496549,2823.157997,2934.889393,2439.916142,8184.334849,7984.538699,2195.285439,18.02575107,27.03703704,30.25350233,23.798627,39.75577555,18.7628343,18.01595545,55.63633202,8.422746781,2.638888889,1.334222815,10.83591331,0.965665236,0.555555556,0.233488993,0.874949522,42.02498995,86.68301448,62.68275723,36.48289399
G10,Ash2l.4,G10,Sample,14501,2157,1944,2369,5342.332408,3027.464788,3002.495427,2034.964204,7378.334888,7723.012248,2080.240809,14.92814094,25.05144033,29.75939215,21.79226069,51.2871694,26.88732159,16.00543267,61.69658346,12.61010663,3.395061728,0.886449979,11.31129563,1.019935095,0.411522634,0.295483326,0.798997337,44.21295714,81.51385585,62.66395443,35.12753482
G11,Asxl2.4,G11,Sample,17282,5079,3856,1604,3458.257914,2588.743247,2901.741565,1740.631166,6517.58021,6599.486602,1958.866117,17.14904509,27.46369295,28.99002494,20.97735399,76.76451937,20.96683352,18.00935574,58.15937418,15.31797598,3.267634855,1.059850374,10.58800159,1.437290805,0.855809129,0.685785536,1.132300358,35.20195866,61.90758894,57.44096548,37.10518043
